II,V,PLETH
5745,2418,2015
8168,3539,2261
9329,2799,1982
9705,194,1854
9379,-2608,2015
8079,-4038,2106
6187,-4072,2015
4662,-3596,1954
4026,-2990,2015
3923,-2050,2053
3781,-827,2015
3447,205,1985
3143,763,2015
3000,965,2045
2946,954,2048
2903,712,2040
2946,318,2048
3094,84,2061
3192,254,2081
3094,663,2097
2946,891,2114
2984,747,2126
3192,509,2147
3253,525,2161
3044,763,2180
2771,851,2202
2750,636,2246
2889,431,2295
2897,573,2345
2727,938,2378
2701,1082,2411
2909,882,2449
3044,700,2510
2893,793,2576
2750,954,2642
2869,904,2692
3044,763,2741
2960,787,2786
2750,954,2840
2665,1097,2890
2652,1209,2939
2515,1319,2974
2357,1336,3005
2321,1265,3023
2308,1336,3038
2143,1612,3049
1964,1781,3071
1955,1599,3091
2062,1336,3104
2087,1426,3102
2062,1845,3104
2128,2108,3106
2308,1909,3104
2462,1466,3084
2553,1209,3071
2631,1246,3068
2750,1336,3071
2849,1288,3057
2897,1209,3038
2905,1246,3018
2946,1336,3005
3020,1327,2985
3093,1272,2972
3107,1342,2957
3093,1527,2939
3106,1574,2903
3192,1336,2873
3300,967,2852
3388,763,2840
3433,803,2809
3486,891,2774
3554,803,2745
3634,573,2741
3701,407,2732
3781,445,2708
3849,610,2666
3879,763,2642
3862,858,2637
3879,954,2642
3955,1082,2628
4076,1209,2609
4219,1282,2588
4419,1336,2576
4593,1453,2555
4616,1654,2543
4484,1798,2536
4419,1718,2543
4552,1410,2542
4763,1082,2543
4804,925,2540
4665,954,2543
4524,1003,2539
4517,954,2543
4509,828,2543
4370,763,2543
4138,863,2535
4026,1082,2543
4001,1321,2558
3879,1463,2576
3594,1379,2574
3388,1018,2576
3401,641,2586
3486,636,2609
3426,922,2614
3339,1018,2609
3452,835,2599
3732,827,2609
3800,1101,2625
3486,1336,2642
3140,1778,2643
3388,3054,2642
4460,4391,2638
6089,3754,2642
7851,668,2640
9379,-2608,2642
10065,-4007,2639
9329,-4072,2642
7358,-4201,2640
5303,-4072,2642
4118,-2648,2639
3732,-445,2642
3522,986,2639
3290,1209,2642
3128,999,2639
2995,891,2642
2792,794,2639
2701,763,2642
2802,1068,2640
