II,V,ABP,RESP
575,8780,4552,1452
690,9943,5097,1626
671,8780,4429,1403
635,8173,4077,1270
575,8780,4368,1338
460,9142,4522,1365
383,8780,4306,1273
421,8541,4179,1207
479,8780,4306,1224
446,8923,4359,1225
383,8780,4245,1175
403,8685,4179,1133
479,8780,4245,1126
506,8824,4285,1112
479,8780,4245,1077
468,8756,4194,1045
479,8780,4183,1028
452,8768,4180,1014
383,8780,4183,995
343,8833,4185,972
383,8876,4183,946
452,8829,4169,920
479,8780,4183,897
463,8754,4210,872
479,8780,4245,849
535,8771,4247,824
575,8780,4245,800
593,8831,4236,772
671,8973,4245,751
803,9096,4242,734
863,9166,4245,718
800,9154,4239,693
767,9166,4245,669
881,9199,4241,649
1054,9262,4245,636
1161,9295,4240,621
1246,9359,4245,604
1387,9441,4240,586
1534,9552,4245,571
1625,9610,4241,554
1725,9648,4245,538
1862,9646,4239,522
1917,9648,4245,506
1825,9629,4242,489
1725,9648,4245,473
1727,9661,4237,457
1725,9648,4245,441
1597,9547,4246,422
1438,9455,4245,408
1341,9381,4213,399
1246,9359,4183,392
1009,9269,4165,378
767,9166,4183,359
620,9039,4193,339
575,8973,4183,326
534,8924,4143,318
575,8973,4121,310
648,9034,4117,296
575,9069,4121,277
389,9046,4094,258
383,9069,4060,245
512,9014,4040,236
383,8780,4060,228
63,8493,4072,215
192,8587,4060,196
894,9111,4017,176
1725,9938,3998,163
3025,11234,3997,155
6038,13507,3998,147
10778,16377,3966,133
15240,18524,3937,114
17685,19001,3926,95
18403,18524,3937,82
18100,18330,3917,72
16198,18524,3875,65
12172,17848,3826,58
7380,15533,3814,49
3863,12343,3814,40
2109,9938,3814,33
1258,9075,3783,25
863,9262,3752,16
1110,9571,3734,6
1821,9745,3752,0
2320,9869,3764,-2
2300,9938,3752,0
2052,9748,3710,1
1917,9455,3691,0
1887,9302,3690,0
1821,9359,3691,0
1692,9382,3658,0
1629,9359,3629,0
1660,9354,3618,0
1725,9455,3629,0
1708,9485,3627,0
1725,9455,3629,0
1808,9396,3630,0
1917,9455,3629,0
1923,9550,3598,0
1917,9648,3568,0
1989,9652,3553,0
2109,9648,3568,0
2169,9664,3572,0
2205,9745,3568,0
2287,9797,3556,0
2396,9841,3568,0
2430,9866,3575,0
2396,9938,3568,0
2365,9990,3530,0
2396,10034,3506,0
2474,10051,3498,0
2588,10130,3506,0
2699,10230,3502,0
2780,10323,3506,0
2820,10329,3510,0
2875,10323,3506,0
2967,10337,3471,0
3067,10420,3445,0
3100,10480,3434,0
3067,10516,3445,0
3029,10505,3440,0
3067,10516,3445,0
3166,10512,3446,0
3259,10516,3445,0
3285,10497,3409,0
3259,10516,3383,0
3180,10525,3371,0
3067,10516,3383,0
2994,10426,3378,0
3067,10323,3383,0
3219,10211,3398,0
3259,10130,3445,0
3116,10023,3490,0
2971,9938,3568,0
2953,9864,3684,0
2971,9841,3875,0
2892,9795,4103,0
2780,9745,4368,0
2700,9671,4634,0
2588,9648,4921,0
2379,9638,5200,0
2205,9648,5475,0
2152,9604,5703,0
2109,9552,5905,0
1935,9480,6080,0
1725,9455,6275,0
1604,9437,6463,0
1534,9455,6644,0
1398,9453,6792,0
1246,9455,6951,0
1169,9409,7108,0
1150,9359,7259,0
1104,9287,7360,0
1054,9262,7443,0
1045,9248,7506,0
1054,9262,7566,0
1015,9253,7598,0
958,9262,7628,0
942,9255,7637,0
958,9262,7628,0
933,9247,7568,0
863,9262,7505,0
819,9265,7438,0
863,9262,7382,0
939,9205,7292,0
958,9166,7197,0
905,9142,7096,0
863,9166,7013,0
865,9165,6915,0
863,9166,6828,0
812,9151,6731,0
767,9166,6644,0
767,9135,6542,0
767,9069,6459,0
718,8979,6368,0
671,8973,6275,0
669,8990,6146,0
671,8973,6028,0
625,8884,5920,0
575,8876,5844,0
571,8938,5752,0
575,8973,5659,0
532,8867,5555,0
479,8780,5475,0
470,8796,5384,0
479,8876,5290,0
444,8850,5181,0
383,8780,5106,0
359,8742,5042,0
383,8780,4983,0
406,8783,4886,0
383,8780,4798,0
302,8769,4723,0
192,8780,4675,0
131,8762,4610,0
192,8780,4552,0
321,8794,4504,0
383,8780,4491,0
334,8699,4464,0
288,8683,4429,0
327,8731,4380,0
383,8780,4368,0
361,8724,4367,0
288,8683,4368,0
230,8710,4333,0
192,8780,4306,0
160,8751,4292,0
192,8683,4306,0
298,8642,4306,0
383,8683,4306,0
357,8697,4298,0
288,8683,4306,0
293,8650,4303,0
383,8683,4306,0
461,8730,4300,0
479,8780,4306,0
472,8776,4302,0
479,8780,4306,0
462,8771,4301,0
383,8780,4306,0
287,8762,4302,0
288,8780,4306,0
412,8812,4301,0
575,8876,4306,0
690,8915,4302,0
767,8973,4306,0
827,9018,4301,0
863,9069,4306,0
908,9093,4302,0
1054,9166,4306,0
1280,9260,4301,0
1438,9359,4306,0
1472,9395,4303,0
1534,9455,4306,0
1726,9542,4299,0
1917,9648,4306,0
1933,9670,4306,0
1821,9648,4306,0
1741,9593,4295,0
1725,9552,4306,0
1692,9486,4313,0
1629,9455,4306,0
1577,9440,4265,0
1534,9455,4245,0
1420,9411,4243,0
1246,9359,4245,0
1023,9255,4210,0
863,9166,4183,0
770,9043,4176,0
767,8973,4183,0
774,8931,4154,0
767,8973,4121,0
693,8990,4105,0
575,8973,4121,0
541,8930,4125,0
671,8973,4121,0
710,8963,4095,0
383,8780,4060,0
-13,8514,4013,1
192,8587,3998,0
1045,9134,4001,-1
2109,10130,3998,0
3700,11691,3959,1
6901,14086,3937,0
11613,16756,3935,-3
15911,18524,3937,0
18105,18820,3901,9
18403,18524,3875,16
17564,18537,3872,17
15336,18524,3875,16
11422,17328,3841,22
6997,14762,3814,33
3754,11848,3808,37
2109,9841,3814,33
1370,9069,3783,28
1150,9166,3752,33
1490,9525,3742,43
2109,9841,3752,49
2452,9966,3727,48
2396,9938,3691,49
2223,9756,3670,58
2109,9552,3691,65
2004,9393,3703,65
1917,9359,3691,65
1892,9349,3650,72
1917,9359,3629,82
1908,9335,3623,84
1917,9359,3629,82
1917,9379,3623,86
1917,9455,3629,98
1878,9504,3634,109
1917,9552,3629,114
2015,9536,3594,114
2109,9552,3568,114
2143,9583,3559,120
2205,9648,3568,131
2314,9658,3563,141
2396,9648,3568,147
2415,9644,3571,146
2492,9745,3568,147
2661,9862,3532,153
2780,9938,3506,163
2711,9917,3500,172
2588,9938,3506,179
2606,10015,3479,187
2780,10130,3445,196
2927,10179,3427,203
2971,10227,3445,212
2983,10273,3454,221
3067,10323,3445,228
3185,10307,3409,234
3259,10323,3383,245
3258,10396,3369,261
3259,10516,3383,277
3297,10545,3390,287
3355,10516,3383,294
3395,10477,3346,301
3451,10516,3322,310
3516,10541,3310,317
3546,10516,3322,326
3504,10405,3320,341
3451,10323,3322,359
3411,10288,3315,375
3355,10323,3322,392
3272,10334,3316,409
3259,10323,3322,424
