II,V,ABP,RESP
1151,3532,4005,1132
1422,3845,4536,1282
1374,3133,4005,1132
1293,2645,3725,1054
1300,2677,4005,1132
1293,2626,4171,1179
1225,2279,4005,1132
1178,1996,3891,1102
1188,1937,4005,1132
1173,1887,4075,1151
1077,1766,4005,1132
974,1700,3948,1120
966,1709,4005,1132
1015,1677,4070,1138
1003,1595,4107,1132
908,1542,4141,1129
854,1538,4210,1132
896,1539,4294,1130
928,1538,4415,1132
868,1541,4558,1143
817,1538,4723,1155
885,1525,4901,1156
1003,1538,5134,1155
1015,1569,5388,1153
928,1595,5648,1155
866,1593,5874,1154
891,1595,6110,1155
952,1602,6342,1155
1003,1595,6572,1155
1032,1573,6756,1151
1040,1595,6931,1155
1007,1664,7091,1165
966,1709,7239,1178
979,1666,7330,1180
1077,1595,7393,1178
1180,1570,7441,1175
1188,1595,7496,1178
1103,1605,7513,1177
1040,1595,7496,1178
1064,1588,7442,1176
1114,1595,7393,1178
1087,1595,7327,1177
1003,1595,7239,1178
940,1596,7110,1176
928,1595,6983,1178
907,1586,6853,1176
854,1595,6726,1178
806,1608,6569,1177
817,1595,6418,1178
872,1552,6261,1176
928,1538,6110,1178
962,1567,5941,1177
1003,1595,5802,1178
1066,1586,5674,1176
1114,1595,5545,1178
1069,1653,5378,1177
928,1709,5237,1178
815,1680,5126,1174
891,1595,5032,1178
1166,1548,4898,1186
1485,1595,4775,1200
1695,1675,4667,1204
1783,1709,4569,1200
1807,1666,4433,1193
1820,1595,4313,1200
1860,1546,4222,1213
1968,1538,4159,1223
2087,1542,4059,1220
2080,1538,3953,1223
1890,1512,3858,1233
1634,1481,3799,1246
1412,1463,3739,1246
1188,1481,3697,1246
910,1516,3662,1252
668,1538,3645,1268
582,1519,3613,1273
631,1481,3594,1268
680,1444,3583,1261
668,1424,3594,1268
643,1415,3591,1280
668,1424,3594,1291
714,1433,3602,1291
743,1424,3645,1291
713,1391,3693,1290
668,1367,3748,1291
608,1399,3790,1287
557,1481,3851,1291
536,1547,3918,1300
594,1538,4005,1314
660,1489,4079,1316
631,1481,4159,1314
541,1498,4231,1310
557,1481,4313,1314
671,1480,4385,1314
668,1652,4467,1314
503,1970,4541,1309
483,2222,4621,1314
890,2298,4690,1323
1745,2336,4775,1336
3055,2336,4854,1339
4902,1994,4929,1336
6981,1053,4977,1330
8504,-228,5032,1336
8933,-1309,5083,1348
8504,-1880,5134,1359
7679,-2030,5158,1359
6499,-1937,5186,1359
4842,-1669,5210,1358
3008,-1196,5237,1359
1526,-526,5235,1355
631,285,5237,1359
234,1083,5250,1368
223,1709,5288,1381
444,2069,5301,1383
631,2222,5288,1381
633,2265,5250,1378
594,2279,5237,1381
673,2278,5234,1381
780,2279,5237,1381
760,2276,5210,1380
668,2279,5186,1381
629,2274,5157,1380
631,2279,5134,1381
577,2296,5083,1380
520,2336,5032,1381
519,2374,4987,1380
557,2393,4980,1381
522,2391,4964,1381
446,2393,4929,1381
429,2397,4865,1379
520,2393,4826,1381
630,2377,4799,1382
668,2393,4775,1381
643,2442,4718,1370
631,2506,4672,1359
663,2540,4639,1352
706,2563,4621,1359
736,2587,4572,1364
780,2620,4518,1359
828,2640,4474,1343
817,2677,4467,1336
722,2745,4449,1337
631,2848,4415,1336
615,2941,4355,1322
631,3019,4313,1314
604,3090,4280,1313
557,3190,4261,1314
545,3304,4230,1300
557,3418,4210,1291
526,3505,4184,1290
446,3589,4159,1291
348,3687,4119,1278
260,3817,4107,1268
196,3943,4107,1266
186,4044,4107,1268
231,4108,4075,1256
297,4158,4056,1246
357,4198,4052,1243
446,4215,4056,1246
585,4166,4027,1235
743,4044,4005,1223
866,3874,3997,1217
966,3703,4005,1223
1084,3521,3980,1224
1225,3304,3953,1223
1326,3041,3938,1220
1337,2791,3953,1223
1270,2578,3955,1223
1188,2393,3953,1223
1138,2207,3943,1221
1114,2051,3953,1223
1071,1928,3952,1222
1003,1823,3953,1223
962,1699,3942,1221
1003,1595,3953,1223
1067,1541,3968,1222
1040,1538,4005,1223
903,1537,4040,1222
780,1538,4107,1223
763,1537,4192,1222
817,1538,4313,1223
858,1512,4431,1221
891,1481,4569,1223
947,1463,4723,1222
1003,1481,4929,1223
1002,1509,5153,1221
966,1538,5391,1223
958,1545,5611,1222
1003,1538,5853,1223
1043,1525,6105,1221
1040,1538,6366,1223
1011,1567,6586,1223
1003,1595,6777,1223
999,1598,6934,1219
966,1595,7085,1223
919,1592,7200,1233
928,1595,7291,1246
975,1607,7344,1247
966,1652,7393,1246
873,1703,7423,1243
817,1709,7445,1246
884,1651,7430,1245
1003,1595,7393,1246
1052,1584,7321,1244
1040,1595,7239,1246
1024,1573,7136,1244
1003,1538,7034,1246
942,1525,6909,1246
891,1538,6777,1246
906,1540,6620,1241
966,1538,6469,1246
998,1538,6310,1255
1003,1538,6161,1268
991,1528,5998,1270
966,1538,5853,1268
948,1568,5713,1265
1003,1595,5596,1268
1097,1594,5466,1269
1114,1595,5340,1268
1032,1602,5202,1265
1003,1595,5083,1268
1119,1573,4953,1269
1300,1595,4826,1268
1445,1665,4686,1263
1597,1709,4569,1268
1770,1665,4459,1279
1857,1595,4364,1291
1797,1573,4254,1292
1745,1595,4159,1291
1844,1586,4069,1289
2005,1538,4005,1291
2023,1492,3927,1288
1857,1481,3851,1291
1615,1481,3762,1299
1374,1481,3697,1314
1124,1477,3635,1317
891,1481,3594,1314
742,1483,3554,1307
706,1481,3543,1314
726,1457,3537,1325
743,1424,3543,1336
727,1402,3534,1337
706,1424,3543,1336
693,1465,3559,1334
706,1481,3594,1336
705,1453,3615,1334
706,1424,3645,1336
697,1439,3682,1336
706,1481,3748,1336
715,1499,3817,1332
743,1481,3902,1336
729,1467,3977,1347
631,1481,4056,1359
523,1493,4124,1359
557,1481,4210,1359
667,1469,4289,1358
631,1538,4364,1359
470,1727,4425,1355
483,1994,4518,1359
742,2203,4625,1369
1114,2279,4723,1381
1879,2247,4774,1382
3602,2108,4826,1381
5999,1623,4894,1380
7836,570,4980,1381
8448,-835,5036,1378
8504,-1937,5083,1381
8607,-2316,5127,1391
8170,-2165,5186,1404
6512,-1920,5217,1405
4233,-1652,5237,1404
2465,-1150,5250,1402
1448,-342,5288,1404
737,554,5318,1402
260,1310,5340,1404
255,1825,5335,1412
557,2108,5340,1427
719,2204,5339,1431
668,2222,5340,1427
656,2224,5314,1419
743,2222,5288,1427
753,2201,5256,1440
631,2222,5237,1449
497,2300,5206,1446
446,2393,5186,1449
447,2421,5157,1460
483,2393,5134,1472
520,2351,5099,1470
557,2336,5083,1472
539,2351,5062,1482
483,2393,5032,1495
426,2436,4971,1494
446,2449,4929,1495
528,2418,4900,1503
594,2393,4878,1517
579,2419,4822,1518
520,2506,4775,1517
494,2585,4741,1523
520,2620,4723,1540
550,2611,4674,1551
557,2620,4621,1563
562,2665,4576,1573
594,2734,4569,1585
641,2774,4552,1591
668,2791,4518,1608
658,2818,4457,1631
631,2905,4415,1653
611,3023,4382,1662
594,3133,4364,1676
553,3211,4333,1697
483,3304,4313,1721
409,3418,4287,1730
371,3532,4261,1744
368,3613,4222,1764
371,3703,4210,1789
336,3830,4210,1799
260,3988,4210,1812
180,4118,4178,1831
149,4215,4159,1857
161,4285,4155,1869
186,4329,4159,1880
225,4307,4130,1895
334,4215,4107,1925
526,4076,4100,1949
743,3931,4107,1970
925,3757,4082,1988
1077,3532,4056,2016
1200,3247,4040,2040
1263,2962,4056,2061
1260,2714,4057,2069
1263,2506,4056,2083
1309,2300,4046,2101
1337,2108,4056,2129
1263,1959,4055,2151
1114,1880,4056,2174
983,1811,4044,2193
928,1709,4056,2219
943,1587,4071,2240
1003,1538,4107,2265
1054,1563,4142,2284
1040,1595,4210,2310
958,1568,4296,2331
891,1538,4415,2355
903,1535,4532,2374
966,1538,4672,2401
1004,1502,4828,2423
1003,1481,5032,2446
982,1505,5251,2462
966,1538,5494,2491
966,1515,5722,2523
1003,1481,5956,2559
1045,1491,6180,2581
1040,1538,6418,2604
975,1552,6633,2624
928,1538,6829,2650
950,1544,6983,2668
1003,1595,7137,2695
1017,1643,7273,2719
1003,1652,7393,2740
1007,1621,7457,2746
1040,1595,7496,2763
1045,1588,7517,2790
1003,1595,7547,2831
947,1595,7541,2856
928,1595,7496,2876
934,1595,7411,2893
928,1595,7342,2921
898,1589,7271,2944
891,1595,7188,2967
934,1603,7059,2984
1003,1595,6931,3012
1029,1561,6802,3035
1003,1538,6674,3057
964,1536,6513,3065
966,1538,6366,3080
989,1527,6233,3097
1003,1538,6110,3125
1006,1573,5952,3146
1040,1595,5802,3171
1097,1567,5663,3189
1114,1538,5545,3216
1055,1551,5407,3235
1003,1595,5288,3261
1087,1610,5181,3281
1337,1595,5083,3306
1609,1582,4949,3324
1745,1595,4826,3352
1733,1607,4714,3373
1708,1595,4621,3397
1774,1546,4507,3412
1894,1481,4415,3442
1956,1429,4335,3476
1931,1424,4261,3510
1875,1452,4151,3521
1820,1481,4056,3533
1698,1482,3989,3547
1448,1481,3953,3578
1129,1502,3897,3599
891,1538,3851,3623
800,1535,3814,3641
780,1481,3799,3669
722,1419,3767,3688
631,1424,3748,3714
576,1486,3738,3733
594,1538,3748,3759
634,1522,3742,3777
668,1481,3748,3805
668,1468,3762,3825
668,1481,3799,3850
662,1488,3836,3859
668,1481,3902,3873
665,1477,3977,3886
668,1481,4056,3918
648,1500,4104,3942
594,1538,4159,3963
570,1561,4225,3968
668,1538,4313,3986
781,1507,4385,4004
706,1595,4467,4031
514,1834,4558,4041
520,2108,4672,4054
779,2245,4760,4067
1188,2222,4826,4099
2126,2083,4867,4123
4159,1766,4929,4144
6783,1029,5000,4149
8504,-228,5083,4167
8726,-1704,5140,4184
8504,-2791,5186,4212
8689,-3112,5210,4230
8504,-2791,5237,4258
6914,-2251,5255,4278
4456,-1709,5288,4303
2505,-1080,5315,4310
1485,-228,5340,4326
867,734,5338,4342
408,1538,5340,4371
325,1996,5335,4383
557,2165,5340,4393
708,2215,5332,4396
631,2279,5340,4416
505,2349,5341,4434
446,2393,5340,4461
405,2395,5309,4472
371,2393,5288,4484
374,2391,5278,4486
408,2393,5288,4507
434,2389,5271,4526
483,2393,5237,4552
534,2397,5179,4560
557,2393,5134,4575
517,2382,5095,4583
483,2393,5083,4597
477,2439,5062,4594
483,2506,5032,4597
462,2551,4972,4599
446,2563,4929,4620
480,2555,4898,4631
557,2563,4878,4643
610,2582,4826,4638
594,2620,4775,4643
522,2666,4732,4645
446,2734,4723,4665
403,2799,4704,4677
408,2848,4672,4688
446,2869,4613,4681
483,2905,4569,4688
473,2973,4534,4695
408,3076,4518,4711
339,3169,4491,4707
334,3247,4467,4711
373,3318,4434,4713
371,3418,4415,4733
297,3531,4388,4743
223,3646,4364,4756
191,3751,4330,4753
149,3874,4313,4756
50,3997,4288,4748
-37,4101,4261,4756
-54,4179,4221,4761
-37,4272,4210,4778
-36,4361,4210,4778
0,4386,4210,4778
123,4314,4178,4769
297,4215,4159,4778
460,4122,4152,4786
631,3988,4159,4801
830,3751,4133,4798
1003,3475,4107,4801
1086,3229,4092,4796
1114,3019,4107,4801
1139,2791,4108,4796
1151,2563,4107,4801
1127,2371,4097,4797
1114,2222,4107,4801
1150,2073,4106,4793
1188,1937,4107,4801
1157,1829,4095,4807
1077,1766,4107,4824
1016,1722,4124,4822
1003,1709,4159,4824
1009,1708,4191,4818
1003,1709,4261,4824
952,1682,4350,4819
854,1652,4467,4824
779,1620,4577,4820
817,1595,4723,4824
928,1575,4904,4816
966,1595,5134,4824
882,1634,5362,4830
817,1652,5596,4846
871,1620,5818,4845
966,1595,6058,4846
973,1611,6288,4839
928,1652,6520,4846
938,1661,6729,4843
1003,1652,6931,4846
1020,1663,7097,4840
966,1709,7239,4846
914,1733,7343,4843
928,1709,7445,4846
968,1661,7528,4839
966,1652,7599,4846
898,1681,7616,4846
817,1709,7599,4846
782,1707,7547,4828
817,1709,7496,4824
879,1719,7423,4820
928,1709,7342,4824
961,1651,7237,4807
1003,1595,7137,4801
1030,1580,7015,4796
1003,1595,6880,4801
920,1594,6716,4785
854,1595,6572,4778
831,1617,6438,4773
817,1652,6315,4778
782,1660,6160,4765
780,1652,6007,4756
854,1647,5862,4741
966,1652,5750,4733
1022,1649,5625,4706
1003,1652,5494,4688
960,1656,5349,4671
966,1652,5237,4665
1053,1637,5132,4639
1225,1652,5032,4620
1442,1692,4900,4601
1634,1709,4775,4597
1753,1662,4657,4576
1820,1595,4569,4552
1875,1553,4468,4520
1931,1538,4364,4507
1947,1527,4248,4491
1894,1538,4159,4484
1777,1571,4075,4461
1634,1595,4005,4439
1477,1572,3920,4407
1300,1538,3851,4393
1092,1528,3785,4378
891,1538,3748,4371
753,1520,3712,4346
706,1481,3697,4326
701,1457,3685,4298
668,1481,3697,4280
587,1519,3697,4253
520,1538,3697,4235
508,1531,3682,4209
557,1538,3697,4190
599,1552,3733,4160
631,1538,3799,4144
626,1514,3852,4129
594,1538,3902,4122
544,1596,3942,4098
557,1595,4005,4076
614,1540,4073,4048
631,1538,4159,4031
611,1582,4233,4005
668,1538,4313,3986
744,1418,4384,3959
631,1481,4467,3941
389,1829,4540,3913
371,2222,4621,3895
673,2388,4691,3871
1151,2393,4775,3850
2101,2355,4851,3813
4085,2108,4929,3782
6696,1330,4982,3751
8504,57,5032,3737
8812,-1272,5072,3714
8504,-2165,5134,3691
8423,-2454,5189,3653
