II,V,PLETH,ABP
1295,-31,2823,-3996
843,-56,3028,-4301
93,-70,2687,-3847
-379,-88,2832,-4067
-846,-100,2835,-4093
-1145,-99,2775,-4046
-1213,-88,2708,-3998
-1057,-71,2699,-4018
-799,-47,2686,-4049
-554,-22,2632,-4045
-382,-10,2572,-4030
-287,-21,2536,-4021
-252,-46,2502,-4022
-252,-71,2447,-4034
-255,-80,2390,-4069
-251,-67,2342,-4065
-246,-32,2291,-3908
-242,11,2231,-3491
-240,40,2170,-2802
-235,38,2115,-1988
-234,3,2054,-1313
-237,-56,1991,-1050
-240,-119,1928,-1313
-247,-161,1860,-1984
-249,-166,1792,-2806
-249,-127,1723,-3488
-247,-58,1656,-3904
-240,21,1591,-4062
-235,89,1528,-4077
-232,134,1464,-4029
-231,153,1400,-4011
-229,146,1332,-4022
-228,112,1264,-4049
-229,54,1195,-4033
-232,-19,1129,-4026
-233,-82,1063,-4022
-234,-112,1001,-4042
-234,-93,940,-4028
-234,-37,881,-4031
-229,23,820,-4025
-227,50,762,-4039
-227,25,700,-4029
-231,-44,638,-4031
-235,-122,566,-4029
-238,-166,491,-4036
-238,-152,414,-4025
-236,-83,343,-4036
-233,14,281,-4025
-232,98,231,-4035
-232,139,187,-4026
-236,129,138,-4034
-241,82,71,-4026
-247,24,-14,-4033
-250,-23,-117,-4026
-251,-47,-231,-4032
-249,-53,-349,-4026
-246,-49,-469,-4031
-241,-45,-586,-4026
-236,-44,-704,-4030
-232,-43,-823,-4026
-230,-41,-946,-4029
-226,-37,-1070,-4026
-222,-29,-1198,-4029
-218,-19,-1324,-4026
-214,-3,-1452,-4029
-212,15,-1577,-4026
-214,31,-1704,-4030
-218,42,-1825,-4026
-223,42,-1952,-4030
-223,32,-2079,-4026
-221,17,-2224,-4031
-214,1,-2383,-4026
-209,-7,-2576,-4033
-207,-4,-2789,-4027
-212,4,-3025,-4034
-220,11,-3249,-4026
-233,7,-3463,-4034
-248,-5,-3642,-4026
-270,-21,-3806,-4035
-295,-29,-3942,-4025
-323,-23,-4076,-4036
-347,-7,-4193,-4025
-358,5,-4309,-4037
-349,-2,-4399,-4024
-324,-32,-4480,-4037
-291,-79,-4533,-4025
-262,-120,-4578,-4036
-241,-134,-4595,-4025
-231,-110,-4600,-4036
-231,-56,-4572,-4025
-237,8,-4525,-4035
-241,58,-4441,-4026
-245,79,-4338,-4034
-246,72,-4206,-4026
-246,48,-4060,-4033
-241,22,-3894,-4026
-236,0,-3717,-4032
-233,-15,-3521,-4026
-231,-24,-3317,-4031
-229,-28,-3098,-4026
-228,-15,-2877,-4030
-226,17,-2652,-4026
-224,66,-2437,-4029
-222,114,-2228,-4026
-219,147,-2038,-4029
-216,153,-1858,-4026
-208,138,-1697,-4029
-195,110,-1549,-4026
-177,84,-1420,-4030
-156,60,-1306,-4026
-135,38,-1217,-4030
-115,12,-1145,-4026
-96,-12,-1098,-4031
-76,-24,-1065,-4026
-59,-1,-1053,-4033
-43,66,-1050,-4027
-31,185,-1068,-4034
-21,343,-1092,-4026
-7,523,-1135,-4035
17,694,-1179,-4026
58,835,-1234,-4035
118,927,-1282,-4025
196,967,-1332,-4036
286,968,-1368,-4025
381,942,-1400,-4037
474,908,-1415,-4024
561,878,-1425,-4037
630,860,-1417,-4025
668,859,-1402,-4036
