II,V,PLETH
1570,4991,2446
1738,5705,2756
1468,5122,2414
1301,4834,2230
1365,5188,2382
1395,5381,2454
1297,5188,2317
1230,5094,2225
1263,5254,2285
1289,5313,2330
1263,5188,2285
1245,5118,2241
1263,5188,2253
1274,5226,2264
1263,5188,2253
1253,5161,2236
1263,5188,2221
1282,5202,2199
1297,5188,2189
1301,5153,2190
1297,5122,2189
1293,5101,2169
1297,5122,2156
1298,5154,2153
1297,5188,2156
1293,5190,2141
1297,5188,2124
1299,5179,2115
1297,5188,2124
1290,5186,2128
1297,5188,2124
1314,5180,2105
1331,5188,2092
1333,5186,2084
1331,5188,2092
1330,5178,2096
1331,5188,2092
1337,5192,2072
1365,5188,2060
1406,5150,2055
1434,5122,2060
1431,5108,2058
1434,5122,2060
1462,5123,2060
1502,5122,2060
1512,5112,2043
1502,5122,2028
1494,5122,2018
1502,5122,2028
1506,5111,2032
1502,5122,2028
1486,5127,2007
1468,5122,1995
1446,5101,1989
1434,5122,1995
1429,5163,1994
1434,5188,1995
1441,5153,1989
1468,5122,1995
1512,5099,2011
1570,5057,2060
1623,4949,2121
1673,4860,2189
1713,4832,2243
1741,4860,2317
1746,4861,2413
1741,4860,2543
1735,4859,2678
1741,4860,2832
1753,4802,2989
1775,4728,3154
1797,4670,3309
1809,4663,3476
1791,4657,3639
1741,4663,3798
1670,4676,3928
1604,4728,4055
1549,4788,4181
1502,4860,4313
1460,4919,4417
1434,4991,4506
1408,5054,4581
1365,5122,4667
1305,5177,4738
1263,5254,4795
1236,5343,4826
1195,5451,4860
1120,5530,4889
1058,5582,4924
1033,5586,4940
1024,5582,4956
989,5589,4966
956,5648,4989
946,5706,5002
956,5714,5021
954,5644,5030
956,5582,5053
983,5563,5068
1024,5582,5085
1042,5578,5083
1024,5582,5085
998,5604,5079
990,5648,5085
1008,5639,5082
1058,5582,5085
1168,5465,5069
1365,5319,5053
1637,5111,5027
1946,4860,5021
2272,4543,5008
2594,4203,4989
2787,3879,4947
2663,3678,4924
2126,3601,4908
1297,3612,4892
370,3611,4841
-512,3612,4795
-1270,3646,4757
-1809,3809,4731
-2096,4135,4682
-2185,4663,4635
-2153,5298,4583
-1980,5911,4538
-1627,6322,4469
-1127,6502,4409
-585,6480,4355
-68,6370,4313
393,6208,4247
785,6042,4184
1074,5880,4125
1263,5779,4087
1370,5728,4038
1434,5714,3991
1469,5682,3935
1502,5648,3894
1535,5607,3853
1570,5582,3830
1594,5545,3808
1604,5516,3798
1605,5499,3777
1604,5516,3766
1606,5526,3746
1604,5516,3733
1602,5472,3710
1604,5451,3701
1618,5444,3694
1639,5451,3701
1657,5421,3699
1673,5385,3701
1677,5342,3696
1673,5319,3701
1662,5302,3698
1673,5319,3701
1703,5333,3697
1741,5319,3701
1761,5247,3697
1775,5188,3701
1788,5168,3697
1809,5188,3701
1834,5170,3697
1878,5122,3701
1931,5068,3697
1980,5057,3701
2001,5038,3697
2014,4991,3701
2039,4905,3697
2082,4860,3701
2113,4852,3697
2117,4860,3701
2087,4825,3697
2048,4794,3701
2008,4779,3697
1980,4794,3701
1950,4808,3697
1912,4860,3701
1850,4930,3697
1775,4991,3701
1697,4990,3698
1639,4991,3701
1597,5032,3697
1570,5122,3701
1539,5176,3698
1502,5188,3701
1461,5174,3696
1434,5188,3701
1414,5194,3699
1400,5188,3701
1379,5165,3695
1365,5188,3701
1359,5229,3702
1365,5254,3701
1367,5218,3681
1365,5188,3669
1360,5179,3662
1365,5188,3669
1369,5173,3666
1365,5188,3669
1347,5244,3666
1331,5319,3669
1325,5335,3663
1331,5319,3669
1333,5303,3671
1331,5319,3669
1327,5321,3646
1331,5319,3637
1333,5309,3635
1331,5319,3637
1325,5318,3616
1331,5319,3605
1347,5310,3601
1365,5319,3605
1368,5319,3585
1365,5319,3572
1361,5307,3568
1365,5319,3572
1375,5327,3554
1400,5319,3540
1423,5273,3534
1434,5254,3540
1428,5271,3525
1434,5319,3508
1453,5331,3496
1468,5319,3508
1454,5284,3512
1434,5254,3508
1425,5210,3486
1434,5188,3476
1436,5178,3469
1434,5188,3476
1430,5183,3472
1434,5188,3476
1431,5188,3472
1434,5188,3476
1452,5154,3470
1502,5122,3476
1560,5085,3474
1604,5057,3476
1624,5012,3466
1639,4991,3476
1656,4985,3497
1673,4991,3540
1673,4962,3579
1673,4925,3637
1682,4883,3704
1707,4860,3798
1728,4824,3896
1741,4794,4023
1734,4754,4160
1707,4728,4313
1658,4706,4451
1604,4728,4602
1552,4779,4756
1502,4860,4924
1447,4923,5071
1400,4991,5214
1362,5050,5340
1331,5122,5471
1286,5182,5585
1229,5254,5697
1170,5318,5782
1127,5385,5858
1091,5421,5905
1058,5451,5954
1020,5473,5987
990,5516,6018
967,5552,6029
956,5582,6051
938,5583,6066
922,5582,6083
911,5575,6077
922,5582,6083
942,5580,6083
956,5582,6083
958,5574,6058
956,5582,6051
957,5582,6049
956,5582,6051
969,5553,6016
1024,5516,5986
1127,5435,5961
1263,5319,5954
1434,5156,5921
1673,4991,5890
1979,4790,5861
2287,4531,5858
2474,4195,5832
2458,3875,5793
2211,3607,5734
1741,3415,5697
1040,3280,5660
171,3284,5632
-698,3456,5582
-1365,3809,5536
-1795,4277,5481
-2082,4860,5439
-2249,5484,5386
-2151,6042,5343
-1715,6365,5290
-1092,6436,5246
-513,6325,5181
-34,6173,5117
397,6008,5044
785,5845,4989
1053,5678,4932
1195,5582,4892
1269,5559,4841
1331,5582,4795
1373,5564,4739
1400,5516,4699
1417,5463,4650
1434,5451,4602
1438,5450,4541
1434,5451,4506
1430,5423,4484
1434,5385,4474
1447,5337,4438
1468,5319,4409
1490,5315,4384
1502,5319,4377
1502,5289,4357
1502,5254,4345
1502,5209,4325
1502,5188,4313
1497,5173,4287
1502,5188,4280
1517,5195,4278
1536,5188,4280
1549,5147,4259
1570,5122,4248
1592,5114,4243
1604,5122,4248
1598,5095,4230
1604,5057,4216
1633,5012,4208
1673,4991,4216
1694,4958,4204
1707,4925,4184
1722,4882,4157
1741,4860,4152
1754,4828,4149
1775,4794,4152
1799,4746,4136
1809,4728,4120
1782,4723,4095
1741,4728,4087
1704,4715,4073
1673,4728,4055
1626,4756,4017
1570,4794,3991
1514,4812,3968
1468,4860,3959
1417,4927,3938
1365,4991,3926
1311,4995,3910
1263,4991,3894
1220,5006,3858
1195,5057,3830
1187,5089,3807
1195,5122,3798
1197,5151,3768
1195,5188,3733
1188,5192,3692
1195,5188,3669
1209,5178,3647
1229,5188,3637
1234,5187,3619
1229,5188,3605
1220,5179,3574
1229,5188,3540
1246,5187,3499
1263,5188,3476
1263,5177,3457
1263,5188,3444
1272,5191,3412
1297,5188,3379
1319,5168,3340
1331,5188,3315
1330,5227,3291
1331,5254,3283
1341,5221,3269
1365,5188,3251
1386,5177,3214
1400,5188,3186
1408,5162,3164
1434,5122,3154
1471,5080,3134
1502,5057,3122
1505,5017,3115
1502,4991,3122
1511,4977,3111
1536,4991,3090
1557,4990,3062
1570,4991,3057
1572,4983,3059
1570,4991,3057
1565,4988,3036
1570,4991,3025
1576,4984,3022
1570,4991,3025
1548,4988,3008
1536,4991,2993
1537,4984,2985
1536,4991,2993
1515,4989,2982
1502,4991,2961
1503,4982,2933
1502,4991,2929
1470,4993,2928
1434,4991,2929
1429,4975,2910
1468,4991,2897
1520,5007,2886
1570,4991,2897
1618,4915,2907
1673,4860,2929
1717,4848,2950
1741,4860,2993
1741,4809,3046
1741,4728,3122
1751,4663,3197
1775,4663,3283
1796,4669,3366
1809,4663,3476
1803,4622,3597
1775,4597,3733
1725,4582,3859
1673,4597,3991
1621,4615,4117
1570,4663,4248
1513,4719,4361
1468,4794,4474
1433,4855,4572
1400,4925,4667
1360,4987,4735
1331,5057,4795
1306,5113,4842
1263,5188,4892
1190,5257,4926
1127,5319,4956
1088,5348,4971
1058,5385,4989
1004,5420,4991
956,5451,4989
939,5446,4969
956,5451,4956
962,5474,4938
956,5516,4924
950,5526,4891
956,5516,4860
959,5503,4822
956,5516,4795
953,5523,4759
956,5516,4731
968,5479,4696
990,5451,4667
1018,5417,4619
1058,5385,4570
1156,5308,4512
1365,5188,4474
1664,4989,4437
1980,4728,4409
2285,4399,4362
2594,4072,4313
2788,3786,4256
2629,3612,4216
2010,3536,4169
1127,3546,4120
254,3557,4050
-478,3546,3991
-1061,3521,3936
-1468,3612,3894
-1713,3914,3833
-1878,4466,3766
-1988,5120,3691
-1912,5714,3637
-1564,6104,3586
-1058,6305,3540
-574,6330,3476
-137,6239,3412
302,6064,3349
717,5911,3315
1016,5796,3284
1195,5714,3251
1299,5624,3196
1365,5582,3154
1388,5582,3127
1400,5582,3122
1417,5518,3106
1434,5451,3090
1430,5426,3068
1434,5451,3057
1465,5455,3039
1502,5451,3025
1511,5446,3005
1502,5451,2993
1509,5421,2974
1536,5385,2961
1560,5342,2941
1570,5319,2929
1570,5300,2909
1570,5319,2897
1567,5336,2878
1570,5319,2864
1582,5241,2844
1604,5188,2832
1622,5178,2815
1639,5188,2800
1651,5153,2779
1673,5122,2768
1701,5113,2753
1741,5122,2736
1777,5092,2710
1809,5057,2703
1838,5022,2705
1878,4991,2703
1908,4920,2672
1912,4860,2639
1897,4835,2614
1912,4860,2607
1954,4866,2591
1980,4860,2575
1953,4845,2555
1912,4860,2543
1889,4864,2523
1878,4860,2510
1835,4841,2495
1775,4860,2478
1719,4891,2443
1673,4925,2414
1609,4941,2391
1536,4991,2382
1473,5061,2364
1434,5122,2349
1399,5123,2331
1365,5122,2317
1327,5143,2296
1297,5188,2285
1272,5195,2281
1263,5188,2285
1261,5178,2272
1263,5188,2253
1260,5183,2230
1263,5188,2221
1274,5189,2207
1297,5188,2189
1317,5152,2164
1331,5122,2156
1333,5108,2156
1331,5122,2156
1327,5122,2139
1331,5122,2124
1333,5115,2118
1331,5122,2124
1324,5118,2114
1331,5122,2092
1349,5117,2065
1365,5122,2060
1365,5116,2061
1365,5122,2060
1377,5119,2041
1400,5122,2028
1408,5112,2022
1400,5122,2028
1379,5144,2026
1365,5188,2028
1360,5202,2028
1365,5188,2028
1377,5143,2011
1400,5122,1995
1420,5116,1988
1434,5122,1995
1433,5113,1996
1434,5122,1995
1443,5128,1991
1468,5122,1995
1489,5080,1995
1502,5057,1995
1502,5053,1991
1502,5057,1995
1500,5019,1997
1502,4991,1995
1500,5001,1977
1502,5057,1963
1502,5078,1954
1502,5057,1963
1497,5006,1965
1502,4991,1963
1524,4992,1953
1570,4991,1963
1623,4937,1987
1673,4860,2028
1710,4774,2067
1741,4728,2124
1762,4709,2193
1775,4728,2285
1774,4737,2384
1775,4728,2510
1785,4687,2649
1809,4663,2800
1823,4635,2940
1809,4597,3090
1762,4536,3243
1707,4531,3412
1654,4584,3571
1604,4663,3733
1549,4695,3883
1502,4728,4023
1464,4781,4137
1434,4860,4248
1399,4917,4348
1365,4991,4441
1323,5083,4506
1263,5188,4570
1185,5255,4631
1127,5319,4699
1092,5384,4747
1058,5451,4795
1001,5482,4839
956,5516,4892
943,5554,4928
956,5582,4956
958,5555,4968
956,5516,4989
957,5497,5001
956,5516,5021
948,5525,5031
956,5516,5053
990,5480,5068
