II,V,PLETH
2088,4718,5589
2671,5111,6330
2312,4168,5589
1364,3545,5203
447,3617,5589
-66,3642,5820
-149,3460,5589
8,3509,5437
224,3775,5589
440,3805,5683
671,3617,5589
872,3614,5526
969,3853,5589
1011,3956,5622
1193,3775,5589
1614,3590,5567
2014,3696,5589
1904,3988,5595
1193,4168,5589
549,4150,5584
820,4168,5589
1966,4344,5584
2983,4482,5589
3038,4320,5584
2386,4011,5589
1809,3877,5584
1641,4011,5589
1576,4146,5584
1342,4089,5589
999,3920,5584
746,3853,5589
645,3924,5584
671,4011,5589
833,3997,5584
1119,3932,5589
1382,3877,5584
1491,3853,5589
1533,3827,5584
1641,3853,5589
1596,3963,5584
1119,4168,5589
616,4457,5584
1044,4876,5589
2647,5300,5584
4474,5426,5589
5516,4931,5584
5742,3853,5589
5480,2552,5584
4549,1494,5589
2733,938,5584
671,944,5589
-560,1392,5584
-597,2123,5589
-8,2899,5584
522,3539,5589
773,3944,5584
820,4168,5589
704,4235,5584
447,4168,5589
191,4013,5584
149,3932,5589
362,3984,5584
597,4089,5589
553,4093,5584
224,4011,5589
-97,3912,5584
-149,3853,5589
-35,3777,5584
0,3696,5589
-128,3648,5584
-224,3696,5589
-159,3827,5584
0,4011,5589
142,4187,5584
298,4325,5589
509,4388,5584
671,4404,5589
666,4411,5584
597,4482,5589
676,4597,5584
969,4718,5589
1326,4799,5584
1566,4876,5589
1608,4936,5584
1491,4954,5589
1352,4907,5584
1342,4876,5589
1483,4880,5584
1641,4876,5589
1679,4783,5584
1566,4640,5589
1334,4479,5584
1044,4325,5589
823,4191,5584
820,4168,5589
1019,4246,5584
1193,4325,5589
1129,4282,5584
895,4168,5589
747,4065,5584
820,4011,5589
946,3939,5584
895,3853,5589
672,3764,5584
522,3696,5589
569,3609,5584
671,3539,5589
620,3529,5584
447,3617,5589
348,3701,5584
447,3696,5589
693,3616,5584
969,3617,5589
1155,3731,5584
1193,3853,5589
1133,3846,5584
1119,3775,5589
1210,3761,5584
1342,3853,5589
1385,3935,5584
1342,3932,5589
1280,3872,5584
1268,3853,5589
1295,3889,5584
1342,3932,5589
1438,3914,5584
1566,3853,5589
1531,3764,5584
1193,3696,5589
830,3702,5584
895,3853,5589
1272,4055,5584
1342,4168,5589
996,4188,5584
969,4325,5589
1780,4600,5584
3058,4718,5589
4297,4314,5584
5444,3382,5589
6167,2182,5584
5593,1101,5589
3571,514,5584
1417,708,5589
441,1505,5584
447,2359,5589
434,2837,5584
149,3067,5589
34,3340,5584
224,3696,5589
437,3928,5584
597,4011,5589
808,4058,5584
969,4168,5589
869,4291,5584
597,4404,5589
424,4451,5584
447,4404,5589
535,4265,5584
597,4168,5589
628,4152,5584
671,4168,5589
723,4147,5584
820,4168,5589
965,4278,5584
1119,4404,5589
1187,4409,5584
1119,4325,5589
971,4283,5584
895,4404,5589
1001,4654,5584
1268,4954,5589
1553,5179,5584
1715,5269,5589
1697,5195,5584
1566,5033,5589
1439,4849,5584
1417,4718,5589
1498,4644,5584
1566,4640,5589
1466,4670,5584
1193,4718,5589
948,4733,5584
969,4718,5589
1227,4677,5584
1417,4640,5589
1297,4573,5584
969,4482,5589
709,4395,5584
671,4404,5589
798,4489,5584
969,4561,5589
1094,4511,5584
1119,4404,5589
1031,4347,5584
895,4404,5589
793,4469,5584
820,4482,5589
1056,4473,5584
1491,4561,5589
1887,4700,5584
1864,4718,5589
1242,4442,5584
373,4011,5589
-110,3766,5584
149,3932,5589
794,4287,5584
