II,V,PLETH
-305,1220,4945
-338,1452,5578
-237,1334,4893
-115,1230,4525
-68,1296,4841
-97,1392,5018
-136,1410,4789
-106,1377,4632
0,1334,4737
83,1287,4785
34,1258,4685
-95,1238,4632
-136,1182,4685
-60,1104,4688
-34,1105,4633
-139,1176,4609
-237,1182,4633
-222,1083,4622
-203,1029,4580
-277,1083,4543
-339,1105,4528
-298,1011,4502
-271,953,4476
-357,1030,4438
-441,1105,4424
-409,1038,4416
-373,953,4424
-443,990,4419
-508,1067,4424
-450,1053,4417
-373,1029,4424
-398,1099,4430
-441,1182,4476
-389,1154,4542
-339,1105,4633
-417,1158,4704
-542,1258,4789
-565,1270,4875
-508,1220,4997
-490,1202,5130
-508,1220,5309
-490,1207,5504
-441,1182,5726
-428,1193,5928
-441,1220,6142
-424,1211,6359
-373,1182,6610
-340,1176,6848
-339,1182,7079
-357,1178,7279
-373,1182,7495
-376,1209,7703
-339,1220,7912
-274,1178,8075
-203,1105,8224
-121,1033,8349
34,953,8484
266,864,8592
508,800,8692
717,745,8766
949,610,8849
1282,324,8905
1695,-76,8953
2091,-526,8970
2407,-991,9005
2661,-1445,9032
2881,-1791,9057
3056,-1969,9033
3152,-2020,9005
3180,-2064,8967
3186,-2134,8953
3213,-2174,8922
3220,-2096,8901
3111,-1894,8853
2813,-1601,8797
2373,-1260,8708
1898,-877,8640
1459,-482,8565
1051,-114,8484
675,202,8365
373,495,8276
159,786,8199
-34,1067,8120
-284,1322,7983
-576,1563,7860
-810,1771,7764
-915,1906,7703
-944,1956,7603
-983,1982,7495
-1042,2027,7381
-1051,2058,7287
-1008,2034,7157
-983,1982,7027
-1011,1963,6899
-1017,1982,6819
-963,1994,6737
-915,1982,6662
-942,1971,6557
-983,1982,6454
-963,1992,6336
-915,1982,6246
-925,1965,6158
-983,1982,6090
-1011,2026,6006
-983,2058,5934
-941,2043,5849
-915,2020,5778
-886,2034,5691
-847,2096,5621
-825,2151,5553
-847,2173,5517
-882,2165,5483
-881,2173,5465
-840,2212,5433
-814,2287,5413
-829,2359,5380
-847,2401,5361
-824,2403,5344
-780,2401,5361
-755,2412,5369
-746,2439,5361
-718,2461,5319
-678,2477,5309
-643,2473,5328
-610,2439,5361
-562,2377,5343
-508,2325,5309
-460,2290,5286
-407,2249,5309
-338,2167,5320
-271,2058,5309
-207,1941,5269
-136,1830,5257
-72,1722,5255
-68,1639,5257
-114,1569,5226
-136,1486,5205
-98,1379,5195
-68,1296,5205
-94,1252,5184
-136,1220,5153
-138,1160,5114
-136,1105,5101
-168,1077,5077
-203,1067,5049
-203,1044,5009
-203,1029,4997
-239,1029,4993
-271,1029,4997
-258,1016,4971
-237,1029,4945
-261,1073,4926
-305,1105,4945
-316,1087,4954
-305,1067,4945
-324,1091,4906
-373,1143,4893
-398,1160,4892
-373,1143,4893
-336,1140,4860
