II,V,PLETH,ABP
466,0,-26,4087
488,0,92,4371
417,0,248,3869
431,0,365,4066
419,0,494,4070
396,0,617,3981
369,0,735,3900
349,0,839,3904
322,0,937,3920
283,0,1027,3880
240,0,1110,3848
200,0,1181,3862
166,0,1241,3906
137,0,1289,3940
125,0,1326,4006
127,0,1353,4118
144,0,1371,4263
161,0,1379,4426
181,0,1378,4622
192,0,1369,4854
201,0,1354,5105
205,0,1338,5371
216,0,1321,5654
231,0,1308,5936
256,0,1295,6221
280,0,1279,6487
314,0,1256,6746
359,0,1226,6977
448,0,1189,7196
604,0,1146,7378
867,0,1099,7545
1236,0,1051,7669
1715,0,1002,7776
2247,0,950,7831
2794,0,897,7871
3282,0,842,7860
3686,0,787,7840
3967,0,728,7770
4149,0,670,7699
4228,0,608,7583
4253,0,546,7477
4229,0,481,7327
4191,0,418,7197
4139,0,353,7029
4085,0,292,6886
4031,0,229,6710
3977,0,169,6564
3925,0,108,6395
3874,0,50,6262
3826,0,-9,6110
3778,0,-65,5992
3735,0,-122,5859
3689,0,-174,5755
3644,0,-225,5635
3598,0,-271,5540
3556,0,-315,5434
3518,0,-354,5349
3468,0,-391,5254
3377,0,-423,5177
3189,0,-453,5091
2860,0,-479,5017
2364,0,-503,4932
1736,0,-523,4857
1044,0,-541,4772
388,0,-557,4697
-155,0,-572,4615
-542,0,-586,4543
-784,0,-598,4466
-912,0,-608,4400
-972,0,-616,4325
-993,0,-625,4262
-998,0,-631,4188
-990,0,-638,4130
-979,0,-644,4063
-964,0,-652,4018
-952,0,-657,3966
-939,0,-665,3942
-931,0,-670,3909
-919,0,-677,3907
-911,0,-680,3892
-897,0,-685,3906
-890,0,-685,3901
-876,0,-688,3924
-866,0,-686,3920
-854,0,-690,3943
-842,0,-690,3938
-832,0,-696,3959
-820,0,-700,3954
-812,0,-712,3973
-801,0,-721,3970
-793,0,-738,3988
-781,0,-754,3985
-770,0,-777,3998
-754,0,-801,3993
-740,0,-830,4001
-722,0,-860,3995
-708,0,-895,4000
-697,0,-930,3995
-693,0,-967,3999
-694,0,-1003,3993
-698,0,-1039,3993
-700,0,-1074,3985
-699,0,-1106,3982
-691,0,-1135,3974
-679,0,-1159,3972
-665,0,-1176,3966
-651,0,-1183,3967
-639,0,-1183,3962
-629,0,-1170,3962
-621,0,-1147,3953
-614,0,-1109,3948
-606,0,-1061,3934
-600,0,-995,3927
-591,0,-916,3911
-584,0,-820,3903
-576,0,-718,3883
-569,0,-602,3873
-560,0,-477,3848
-554,0,-334,3838
-546,0,-188,3811
-540,0,-37,3803
-532,0,99,3775
-527,0,216,3768
-519,0,305,3736
-513,0,385,3727
-505,0,469,3690
-499,0,576,3682
-490,0,705,3646
-484,0,855,3639
-476,0,1011,3607
-470,0,1164,3603
-462,0,1307,3574
-457,0,1439,3571
-451,0,1560,3548
-449,0,1671,3555
-445,0,1770,3557
-443,0,1855,3595
-439,0,1928,3638
-436,0,1989,3715
-431,0,2040,3801
-426,0,2080,3922
-420,0,2111,4062
-414,0,2130,4247
-408,0,2141,4465
-403,0,2145,4727
-397,0,2141,5009
-393,0,2130,5310
-388,0,2114,5606
-384,0,2091,5897
-380,0,2063,6165
-375,0,2030,6420
-370,0,1995,6646
-366,0,1959,6862
-361,0,1921,7049
-357,0,1881,7222
-352,0,1838,7353
-349,0,1792,7460
-344,0,1741,7513
-342,0,1690,7543
-338,0,1632,7522
-335,0,1574,7491
-330,0,1509,7415
-327,0,1446,7335
-321,0,1376,7209
-317,0,1309,7084
-312,0,1235,6917
-309,0,1167,6769
-304,0,1092,6591
-301,0,1023,6446
-296,0,947,6278
-292,0,877,6144
-287,0,801,5986
-284,0,731,5857
-280,0,656,5700
-277,0,587,5570
-273,0,517,5419
-270,0,453,5300
-266,0,388,5170
-263,0,329,5072
-259,0,269,4965
-256,0,215,4884
-251,0,161,4792
-248,0,112,4716
-244,0,62,4627
-240,0,13,4549
-236,0,-40,4460
-233,0,-92,4384
-230,0,-144,4304
-226,0,-192,4241
-223,0,-235,4178
-219,0,-271,4131
-216,0,-304,4078
-214,0,-334,4035
-212,0,-360,3982
-210,0,-385,3937
-208,0,-408,3884
-206,0,-430,3845
-204,0,-449,3799
-201,0,-470,3771
-199,0,-487,3735
-197,0,-505,3719
-195,0,-518,3690
-193,0,-532,3685
-192,0,-540,3664
-190,0,-551,3670
-187,0,-558,3659
-185,0,-570,3675
-182,0,-581,3672
-181,0,-597,3697
-177,0,-611,3699
-179,0,-630,3727
-180,0,-648,3732
-187,0,-671,3763
-197,0,-695,3774
-210,0,-725,3808
-219,0,-754,3824
-220,0,-788,3858
-202,0,-822,3875
-162,0,-862,3904
-99,0,-900,3916
-26,0,-939,3938
40,0,-973,3947
73,0,-1002,3965
57,0,-1024,3972
-15,0,-1043,3987
-132,0,-1063,3994
-276,0,-1086,4004
-420,0,-1112,4005
-547,0,-1138,4007
-646,0,-1161,4001
-719,0,-1177,3998
-771,0,-1187,3988
-811,0,-1186,3982
-844,0,-1178,3970
-871,0,-1156,3962
-890,0,-1123,3945
-900,0,-1075,3933
-896,0,-1017,3910
-882,0,-944,3897
-858,0,-865,3874
-831,0,-771,3863
-805,0,-671,3838
-785,0,-557,3828
-769,0,-437,3799
-755,0,-306,3787
-740,0,-172,3754
-721,0,-28,3743
-697,0,115,3708
-672,0,264,3701
-644,0,411,3669
-621,0,559,3668
-597,0,703,3637
-575,0,843,3639
-547,0,975,3612
-516,0,1100,3615
-476,0,1215,3591
-435,0,1320,3597
-386,0,1416,3583
-342,0,1503,3602
-298,0,1581,3608
-264,0,1651,3647
-234,0,1712,3686
-215,0,1763,3766
-202,0,1805,3864
-198,0,1837,4017
-201,0,1863,4205
-213,0,1879,4447
-233,0,1890,4715
-262,0,1893,5011
-298,0,1891,5304
-338,0,1884,5598
-380,0,1873,5876
-423,0,1860,6153
-468,0,1843,6419
-518,0,1823,6689
-573,0,1800,6941
-633,0,1774,7179
-694,0,1744,7373
-751,0,1711,7533
-797,0,1674,7634
-830,0,1636,7700
-848,0,1594,7712
-853,0,1550,7701
-847,0,1497,7639
-834,0,1436,7559
-814,0,1361,7428
-786,0,1281,7288
-748,0,1193,7107
-697,0,1112,6940
-630,0,1035,6749
-551,0,972,6591
-468,0,909,6412
-389,0,855,6268
-320,0,796,6091
-268,0,745,5942
-229,0,688,5761
-204,0,639,5613
-186,0,589,5445
-173,0,547,5320
-159,0,502,5184
-147,0,465,5091
-131,0,426,4986
-114,0,393,4911
-92,0,357,4818
-70,0,325,4747
-47,0,290,4658
-27,0,258,4588
-9,0,224,4505
1,0,192,4441
8,0,158,4371
8,0,125,4317
5,0,91,4257
-1,0,57,4208
-7,0,21,4151
-18,0,-16,4101
-32,0,-54,4042
-52,0,-92,3992
-75,0,-132,3939
-106,0,-173,3902
-139,0,-212,3862
-178,0,-250,3840
-218,0,-281,3814
-261,0,-308,3805
-302,0,-327,3787
-343,0,-344,3786
-378,0,-360,3771
-409,0,-380,3776
-432,0,-402,3767
-456,0,-427,3783
-475,0,-449,3784
-500,0,-472,3814
-522,0,-489,3824
-554,0,-507,3862
-585,0,-520,3876
-624,0,-537,3917
-661,0,-551,3935
-706,0,-569,3980
-746,0,-585,4003
-789,0,-607,4050
-818,0,-626,4075
-839,0,-651,4116
-839,0,-675,4136
-830,0,-704,4167
-815,0,-735,4179
-818,0,-773,4201
-849,0,-812,4210
-922,0,-857,4227
-1030,0,-904,4233
-1166,0,-954,4245
-1308,0,-1004,4248
-1444,0,-1056,4257
-1566,0,-1107,4256
-1676,0,-1157,4259
-1775,0,-1204,4254
-1869,0,-1245,4251
-1955,0,-1281,4238
-2035,0,-1306,4228
-2104,0,-1322,4211
-2166,0,-1327,4200
-2220,0,-1322,4180
-2281,0,-1301,4168
-2351,0,-1269,4147
-2445,0,-1219,4135
-2557,0,-1158,4111
-2688,0,-1080,4098
-2814,0,-993,4072
-2929,0,-889,4060
-3009,0,-776,4030
-3061,0,-646,4019
