II,V,PLETH,RESP
-601,-96,3463,178
-791,-116,4700,245
-786,-96,4929,252
-713,-62,4800,229
-691,-43,4957,220
-715,-41,5366,230
-717,-42,5699,235
-673,-38,5827,222
-615,-32,5912,204
-580,-30,6053,197
-563,-24,6195,198
-543,-4,6243,194
-512,28,6262,183
-478,58,6333,174
-442,75,6441,173
-397,92,6482,171
-346,128,6473,165
-298,187,6482,159
-247,245,6531,158
-182,282,6542,156
-101,299,6511,144
-19,314,6471,125
51,335,6464,115
109,350,6443,115
155,342,6410,115
190,318,6362,107
216,296,6345,101
235,283,6327,102
247,265,6299,97
258,228,6239,80
264,181,6204,69
261,144,6180,71
240,126,6151,67
204,122,6080,47
161,121,6031,30
121,116,6000,30
80,109,5969,31
37,107,5889,19
-12,119,5824,7
-67,144,5784,10
-130,173,5749,9
-196,186,5660,-10
-254,176,5579,-29
-296,149,5525,-30
-329,119,5488,-30
-361,94,5398,-46
-390,75,5304,-66
-408,53,5231,-69
-411,28,5187,-69
-407,5,5110,-82
-405,-4,5033,-102
-408,9,4972,-108
-409,42,4940,-108
-400,72,4882,-119
-383,84,4821,-137
-367,81,4763,-146
-360,89,4733,-149
-359,109,4693,-155
-346,122,4657,-168
-304,119,4615,-176
-226,127,4595,-180
-126,180,4572,-185
-32,268,4559,-196
33,343,4537,-206
63,377,4531,-212
78,391,4522,-215
105,433,4526,-224
156,520,4519,-236
214,609,4523,-244
251,638,4519,-245
246,577,4524,-252
206,453,4519,-266
150,324,4526,-276
103,237,4522,-276
75,198,4517,-279
70,170,4491,-289
84,111,4477,-299
102,21,4461,-299
95,-57,4448,-300
45,-90,4416,-311
-48,-95,4399,-323
-163,-112,4385,-323
-271,-153,4373,-321
-370,-190,4335,-324
-461,-200,4306,-330
-561,-172,4280,-329
-664,-144,4265,-329
-767,-143,4230,-336
-871,-191,4206,-344
-944,-243,4190,-344
-957,-253,4184,-344
-943,-222,4160,-351
-969,-203,4147,-359
-1022,-200,4140,-360
-1036,-152,4140,-360
-1015,-15,4120,-365
-1004,158,4110,-374
-903,266,4105,-376
-484,247,4104,-376
332,89,4077,-378
1335,-235,4057,-382
2291,-796,4046,-382
3146,-1681,4043,-383
3824,-2917,3995,-387
3919,-4377,3915,-395
2926,-5720,3820,-398
915,-6469,3751,-399
-1179,-6271,3687,-401
-2238,-5175,3629,-408
-1979,-3666,3566,-414
-1143,-2352,3534,-417
-614,-1547,3516,-415
-601,-1156,3513,-414
-751,-907,3492,-414
-799,-656,3485,-415
-788,-438,3493,-415
-808,-313,3538,-418
-821,-259,3575,-421
-787,-214,3609,-423
-742,-155,3645,-423
-725,-99,3740,-425
-718,-68,3852,-428
-694,-65,3951,-431
-659,-78,4020,-431
-624,-100,4142,-430
-607,-112,4302,-430
-597,-105,4448,-430
-586,-73,4533,-430
-563,-54,4655,-432
-538,-47,4833,-436
-527,-44,5012,-439
-517,-20,5109,-437
-498,7,5211,-439
-468,15,5366,-444
-438,10,5540,-446
-415,24,5636,-444
-396,68,5709,-447
-372,115,5810,-455
-336,133,5937,-462
-288,120,6005,-459
-237,108,6041,-462
-189,125,6083,-473
-144,173,6154,-484
-99,226,6188,-484
-48,264,6195,-485
14,284,6187,-494
83,298,6201,-506
155,320,6198,-508
227,353,6186,-508
301,386,6156,-516
372,403,6147,-527
439,395,6134,-531
498,373,6123,-532
544,353,6084,-535
567,340,6050,-539
569,321,6012,-537
565,286,5986,-537
562,256,5940,-547
552,261,5901,-564
534,294,5858,-576
515,313,5833,-581
496,291,5789,-582
459,253,5744,-584
399,240,5688,-584
334,252,5654,-585
281,254,5608,-590
230,230,5556,-604
165,197,5485,-619
96,175,5437,-628
37,159,5389,-628
-8,131,5332,-636
-49,85,5243,-649
-79,40,5178,-660
-97,16,5126,-660
-114,16,5074,-660
-142,17,4983,-667
-172,-2,4908,-674
-188,-31,4855,-673
-183,-43,4815,-678
-167,-28,4736,-692
-149,-1,4665,-707
-136,16,4615,-707
-129,23,4590,-704
-129,31,4539,-707
-121,46,4497,-713
-84,69,4469,-711
-8,111,4463,-714
91,179,4431,-726
175,262,4402,-743
223,324,4380,-747
242,341,4380,-744
260,336,4367,-741
295,360,4363,-744
354,430,4360,-743
427,503,4369,-743
488,521,4362,-747
507,468,4364,-757
479,383,4365,-761
423,303,4372,-761
374,238,4356,-756
344,172,4348,-753
334,100,4342,-751
334,31,4342,-751
331,-25,4312,-751
301,-70,4271,-752
238,-117,4218,-751
152,-168,4182,-751
53,-203,4142,-752
-52,-207,4113,-756
-164,-184,4084,-759
-259,-173,4073,-761
-337,-184,4056,-758
-406,-221,4046,-755
-500,-253,4027,-752
-628,-279,4022,-752
-735,-279,4012,-750
-767,-256,4007,-748
-750,-240,3991,-744
-765,-272,3986,-744
-816,-320,3975,-743
-844,-288,3965,-739
-840,-117,3939,-731
-844,121,3925,-726
-775,288,3908,-726
-422,294,3891,-733
311,137,3853,-739
1269,-177,3827,-746
2222,-703,3803,-746
3075,-1550,3780,-739
3742,-2775,3730,-727
3870,-4262,3687,-719
2971,-5664,3653,-718
1046,-6499,3630,-721
-1035,-6402,3578,-720
-2130,-5387,3516,-720
-1883,-3899,3461,-720
-1017,-2537,3445,-720
-457,-1657,3428,-715
-430,-1210,3401,-712
-575,-940,3365,-712
-625,-689,3380,-713
-624,-480,3416,-708
-651,-375,3439,-705
-658,-347,3426,-704
-616,-310,3462,-705
-573,-238,3550,-701
-560,-175,3644,-698
-548,-161,3685,-696
-516,-173,3757,-697
-487,-167,3887,-693
-469,-142,4044,-685
-466,-116,4145,-679
-455,-104,4249,-680
-436,-90,4396,-681
-403,-90,4585,-682
-369,-92,4729,-680
-354,-91,4852,-680
-347,-61,4986,-681
-334,-22,5157,-682
-304,1,5299,-680
-259,3,5416,-679
-214,9,5519,-682
-181,30,5651,-690
-161,55,5775,-695
-138,68,5881,-697
-103,70,5952,-697
-57,77,6032,-700
-9,93,6108,-702
39,112,6182,-705
89,136,6215,-705
139,174,6245,-707
193,232,6272,-710
255,291,6309,-713
329,324,6318,-713
409,327,6323,-712
483,323,6322,-712
541,325,6340,-712
590,325,6338,-711
633,305,6328,-715
667,274,6299,-722
680,257,6291,-729
676,260,6277,-728
674,259,6261,-728
686,237,6224,-728
701,212,6211,-728
702,212,6202,-725
684,235,6189,-729
656,252,6142,-739
625,240,6117,-751
584,207,6103,-753
529,180,6083,-751
464,173,6018,-751
396,181,5967,-752
325,183,5935,-750
249,164,5907,-751
177,120,5831,-757
128,65,5766,-765
102,21,5722,-767
79,4,5689,-767
46,2,5607,-770
21,-4,5525,-779
16,-19,5466,-783
23,-25,5430,-784
23,-11,5338,-782
20,7,5210,-783
22,9,5068,-782
30,2,4967,-783
32,3,4880,-783
33,20,4820,-784
36,41,4769,-781
48,56,4750,-781
75,69,4729,-784
133,94,4718,-794
224,141,4694,-804
329,208,4687,-810
411,278,4678,-806
451,330,4683,-801
460,361,4677,-798
466,390,4681,-800
493,440,4676,-798
546,500,4677,-793
607,536,4660,-785
642,513,4655,-782
631,437,4644,-782
584,340,4640,-783
536,256,4622,-782
519,184,4617,-783
533,99,4608,-783
543,-11,4600,-782
523,-121,4566,-776
472,-193,4539,-775
411,-222,4513,-776
347,-244,4496,-774
262,-285,4461,-764
153,-333,4440,-759
23,-352,4424,-759
-96,-338,4417,-759
-195,-309,4387,-750
-268,-306,4365,-744
-340,-322,4346,-744
-439,-347,4341,-744
-532,-347,4319,-733
-566,-324,4306,-722
-560,-303,4294,-718
-580,-318,4295,-720
-628,-351,4283,-719
-642,-329,4285,-720
-627,-195,4287,-721
-637,21,4293,-722
-583,206,4274,-713
-233,239,4257,-702
505,74,4240,-696
1442,-270,4232,-696
2343,-794,4203,-695
3147,-1586,4174,-696
3773,-2755,4143,-698
3826,-4252,4128,-699
2824,-5726,4094,-692
860,-6627,4055,-683
-1130,-6534,4005,-674
-2058,-5478,3976,-672
-1693,-3957,3945,-671
-812,-2591,3918,-670
-288,-1715,3874,-666
-285,-1263,3847,-665
-423,-985,3826,-664
-456,-738,3826,-665
-453,-542,3812,-666
-500,-448,3804,-667
-532,-424,3802,-664
-495,-394,3843,-660
-436,-341,3886,-652
-410,-303,3923,-650
-408,-301,3948,-649
-399,-295,4030,-645
-379,-251,4139,-633
-351,-197,4234,-624
-335,-171,4287,-623
-328,-178,4395,-628
-323,-182,4554,-627
-301,-190,4706,-626
-265,-198,4789,-625
-233,-209,4903,-627
-213,-196,5080,-626
-205,-166,5265,-626
-203,-137,5365,-626
-196,-119,5463,-626
-174,-110,5610,-622
-136,-108,5779,-619
-89,-106,5868,-616
-43,-89,5935,-618
-4,-65,6038,-619
27,-57,6176,-619
53,-69,6257,-617
77,-65,6304,-618
110,-20,6354,-621
165,46,6434,-625
240,93,6478,-626
317,112,6498,-627
383,120,6503,-626
449,129,6530,-626
526,132,6539,-626
606,121,6537,-626
666,101,6512,-626
694,83,6503,-626
700,72,6490,-626
703,70,6481,-626
714,77,6442,-626
731,85,6402,-627
749,71,6352,-626
766,17,6317,-626
777,-59,6268,-626
777,-110,6225,-630
760,-111,6177,-633
731,-84,6151,-636
689,-61,6113,-634
636,-46,6066,-630
566,-30,5996,-627
484,-28,5950,-626
401,-50,5900,-626
333,-77,5843,-624
285,-88,5754,-620
249,-85,5690,-617
208,-88,5638,-617
151,-98,5585,-621
90,-113,5493,-624
58,-133,5420,-627
62,-152,5369,-627
81,-149,5325,-626
84,-127,5234,-624
73,-121,5153,-627
67,-153,5097,-628
83,-188,5063,-625
104,-181,4992,-615
111,-131,4927,-611
92,-75,4882,-611
72,-44,4867,-611
84,-33,4826,-604
149,-25,4793,-603
248,-4,4772,-606
340,30,4775,-603
397,72,4754,-590
427,112,4738,-581
449,152,4723,-581
475,206,4728,-581
511,285,4718,-568
561,367,4718,-558
619,405,4716,-559
656,355,4724,-558
645,236,4711,-544
594,110,4704,-536
542,27,4693,-540
522,-22,4693,-537
527,-70,4672,-517
522,-129,4656,-497
493,-187,4635,-492
452,-240,4626,-489
405,-308,4601,-473
329,-400,4575,-465
206,-485,4541,-472
62,-518,4520,-473
-67,-497,4492,-449
-157,-470,4471,-428
-225,-464,4442,-433
-281,-477,4428,-443
-353,-475,4412,-415
-463,-476,4403,-372
-567,-475,4383,-390
-596,-473,4377,-456
-561,-466,4367,-390
-553,-482,4364,-14
-609,-509,4346,581
-667,-471,4339,1018
-680,-297,4330,968
-660,-27,4326,481
-559,207,4308,-71
-229,288,4302,-363
412,192,4294,-371
1254,-56,4286,-285
2114,-473,4251,-258
2901,-1171,4224,-285
3513,-2263,4199,-292
3621,-3709,4181,-263
2780,-5207,4141,-237
984,-6269,4108,-240
-978,-6464,4080,-246
-2035,-5712,4067,-230
-1831,-4360,4025,-206
-1016,-2976,3976,-199
-444,-1984,3926,-203
-343,-1451,3914,-195
-403,-1178,3895,-170
-406,-967,3863,-153
-407,-763,3815,-154
-461,-615,3818,-151
-497,-544,3843,-130
-468,-509,3854,-108
-416,-468,3827,-103
-378,-422,3852,-104
-350,-395,3931,-89
-331,-389,4015,-70
-336,-383,4036,-65
-346,-370,4089,-65
-339,-355,4244,-51
-303,-348,4496,-29
-268,-329,4733,-19
-246,-307,4947,-16
-240,-285,5145,-7
-238,-288,5348,8
-223,-294,5500,19
-196,-290,5616,23
-166,-267,5714,30
-138,-251,5846,47
-109,-252,5971,64
-75,-258,6079,72
-46,-252,6148,75
-32,-237,6228,85
-25,-221,6305,102
-2,-203,6378,112
46,-171,6412,113
105,-137,6446,116
160,-116,6483,126
219,-108,6534,134
292,-90,6551,135
367,-50,6554,142
427,-10,6543,160
468,-4,6551,175
507,-32,6541,175
560,-63,6527,176
614,-74,6495,191
647,-83,6487,206
651,-114,6474,206
641,-156,6458,204
630,-185,6420,211
624,-198,6407,220
622,-215,6397,220
626,-245,6385,220
639,-274,6339,230
651,-286,6314,243
648,-285,6298,243
629,-279,6280,242
596,-269,6215,252
552,-241,6165,265
494,-199,6130,267
425,-164,6103,266
356,-153,6030,269
294,-161,5964,274
240,-167,5916,272
191,-167,5883,272
150,-172,5806,283
123,-181,5727,298
110,-181,5658,305
105,-165,5617,306
96,-144,5549,307
82,-138,5480,306
66,-157,5415,302
58,-180,5378,302
57,-173,5322,311
60,-125,5266,325
58,-71,5204,334
51,-65,5169,337
41,-109,5130,340
47,-149,5099,345
78,-130,5054,349
133,-58,5029,350
199,25,5006,355
262,85,5002,369
307,122,4990,385
330,142,4993,394
341,153,4990,394
362,168,4998,396
404,214,4992,402
455,295,4995,408
501,366,4991,408
528,365,4997,413
523,282,4990,424
479,166,4996,431
418,78,4994,430
390,18,4994,437
424,-55,4976,456
485,-157,4972,471
508,-247,4965,471
462,-279,4957,472
371,-269,4923,487
274,-278,4897,502
176,-329,4871,502
61,-383,4854,501
-83,-392,4818,509
-224,-371,4797,517
-331,-360,4781,514
-387,-388,4774,516
-427,-428,4743,534
-490,-472,4722,553
-561,-497,4706,556
-604,-505,4699,555
-626,-493,4669,564
-665,-478,4647,577
-723,-459,4629,577
-757,-404,4623,578
-753,-267,4596,589
-735,-53,4583,604
-661,175,4577,609
-398,315,4580,609
161,292,4547,618
963,77,4504,633
1825,-338,4455,639
2601,-1003,4422,642
3219,-2000,4375,647
3469,-3340,4329,656
2927,-4803,4281,662
1387,-5940,4255,665
-597,-6296,4219,669
-1943,-5724,4176,678
-2037,-4502,4113,684
-1313,-3162,4068,688
-650,-2128,4033,692
-456,-1515,4018,703
-515,-1179,3990,714
-547,-940,3973,720
-520,-730,3964,722
-513,-576,3994,733
-527,-497,4017,750
-531,-467,4035,761
-513,-451,4046,761
-484,-437,4110,766
-454,-424,4194,780
-433,-398,4265,792
-421,-353,4303,791
-398,-312,4400,796
-373,-296,4545,814
-357,-312,4684,832
-360,-331,4760,832
-356,-345,4868,831
-328,-337,5033,841
-288,-318,5202,855
-249,-281,5291,854
-225,-249,5388,853
-205,-232,5540,860
-174,-230,5714,869
-134,-225,5811,867
-103,-206,5889,869
-89,-176,5999,884
-79,-154,6138,905
-52,-149,6215,911
-2,-155,6263,909
59,-159,6321,907
115,-152,6409,909
158,-123,6461,906
190,-70,6488,906
231,-11,6503,916
297,20,6541,932
384,9,6559,940
461,-20,6565,941
515,-37,6548,940
555,-33,6544,944
592,-17,6529,946
615,-4,6517,948
611,0,6484,948
597,-22,6461,952
601,-80,6432,954
630,-164,6414,956
657,-236,6377,955
655,-271,6342,958
623,-273,6295,961
582,-271,6269,964
547,-277,6230,963
520,-279,6189,962
494,-253,6128,962
466,-205,6090,964
427,-164,6048,963
364,-150,6006,963
275,-154,5939,962
186,-151,5897,964
134,-131,5860,963
133,-108,5816,961
148,-102,5728,956
133,-115,5657,955
73,-131,5605,954
5,-137,5562,956
-28,-133,5480,955
-16,-130,5414,955
9,-136,5368,953
21,-145,5335,955
9,-141,5258,955
-20,-115,5186,955
-58,-73,5133,952
-85,-38,5108,955
-81,-28,5057,959
-37,-44,5014,963
30,-65,4984,961
96,-68,4978,963
153,-38,4947,967
221,19,4918,971
305,75,4893,968
378,104,4892,970
403,111,4882,979
385,136,4887,991
372,214,4893,994
411,327,4911,995
497,409,4909,994
577,404,4915,995
597,317,4915,991
547,207,4922,993
468,128,4906,998
418,75,4892,1006
431,11,4871,1007
488,-80,4862,1009
531,-167,4837,1013
508,-213,4818,1024
410,-224,4793,1031
274,-241,4784,1034
138,-292,4762,1034
21,-364,4740,1038
-99,-405,4702,1038
-222,-393,4679,1040
-339,-343,4654,1042
-420,-315,4640,1051
-486,-321,4618,1060
-573,-358,4612,1066
-671,-379,4603,1065
-741,-379,4601,1070
-764,-369,4582,1075
-773,-372,4575,1081
-793,-387,4566,1080
-817,-382,4563,1084
-826,-301,4544,1091
-824,-120,4538,1096
-790,116,4529,1095
-627,301,4523,1101
-192,331,4495,1115
545,167,4479,1129
1414,-177,4464,1129
2214,-722,4452,1127
2900,-1559,4413,1130
3394,-2759,4384,1136
3281,-4194,4360,1134
2091,-5475,4342,1135
73,-6111,4289,1142
-1699,-5829,4233,1151
-2283,-4763,4182,1150
-1784,-3383,4160,1150
-1046,-2199,4123,1154
-677,-1463,4081,1159
-644,-1097,4036,1156
-681,-872,4029,1158
-682,-654,4027,1168
-693,-475,4017,1185
-727,-387,3988,1191
-738,-356,3999,1191
-697,-316,4037,1188
-640,-261,4084,1190
-614,-223,4098,1189
-624,-202,4140,1189
-633,-182,4218,1192
-616,-172,4318,1201
-593,-182,4380,1205
-576,-194,4448,1207
-560,-177,4544,1204
-530,-152,4684,1205
-498,-128,4800,1205
-481,-110,4907,1207
-475,-73,5016,1204
-476,-43,5168,1205
-473,-41,5313,1205
-463,-60,5441,1207
-448,-61,5540,1204
-430,-28,5665,1204
-404,11,5792,1205
-365,23,5909,1208
-312,4,5980,1205
-260,-15,6058,1199
-221,3,6145,1191
-198,61,6236,1191
-175,131,6281,1190
-134,175,6317,1182
-69,179,6355,1165
6,159,6413,1158
79,143,6435,1158
145,143,6435,1157
212,148,6422,1146
276,141,6434,1143
324,122,6432,1146
344,108,6411,1139
347,105,6359,1112
354,97,6332,1095
368,75,6307,1096
