II,V,PLETH
-745,123,988
-822,108,1117
-768,68,1072
-810,72,1170
-827,73,1222
-852,66,1248
-904,49,1274
-985,25,1315
-1058,2,1358
-1089,-9,1386
-1077,-3,1410
-1038,19,1437
-987,49,1465
-934,82,1486
-896,112,1509
-871,140,1539
-852,165,1571
-832,188,1603
-812,209,1637
-797,227,1673
-784,242,1705
-774,255,1731
-767,266,1750
-759,277,1759
-747,288,1758
-730,298,1748
-710,308,1732
-688,320,1709
-670,333,1683
-655,345,1649
-648,354,1611
-644,361,1563
-649,363,1511
-655,363,1451
-667,361,1393
-675,354,1333
-681,348,1283
-677,341,1233
-672,336,1195
-659,334,1155
-654,333,1123
-647,333,1086
-653,328,1058
-659,315,1025
-674,296,1002
-689,270,976
-713,241,961
-737,209,943
-773,178,936
-809,146,928
-844,117,928
-859,92,926
-847,82,929
-797,90,927
-729,117,923
-666,146,911
-653,158,894
-709,135,866
-835,71,833
-994,-19,793
-1136,-107,749
-1219,-168,699
-1231,-188,646
-1189,-174,588
-1128,-142,526
-1074,-108,460
-1034,-78,391
-994,-50,321
-944,-17,249
-883,20,179
-831,54,106
-808,73,36
-833,69,-37
-897,43,-105
-984,1,-175
-1063,-43,-240
-1123,-81,-305
-1147,-106,-362
-1147,-116,-422
-1119,-112,-478
-1082,-97,-544
-1029,-72,-609
-979,-42,-684
-923,-8,-751
-880,22,-815
-839,47,-863
-814,60,-907
-794,60,-946
-789,45,-999
-784,20,-1064
-784,-9,-1150
-777,-33,-1246
-777,-49,-1352
-785,-60,-1459
-815,-67,-1568
-874,-80,-1673
-956,-95,-1779
-1048,-113,-1882
-1143,-138,-1983
-1216,-159,-2077
-1273,-183,-2164
-1300,-201,-2245
-1310,-211,-2314
-1300,-213,-2369
-1279,-202,-2408
-1247,-183,-2433
-1212,-152,-2441
-1183,-115,-2434
-1168,-66,-2410
-1155,9,-2370
-1110,143,-2309
-972,358,-2229
-701,645,-2131
-314,924,-2021
78,1060,-1899
319,909,-1769
263,403,-1631
-125,-393,-1489
-757,-1283,-1344
-1435,-2021,-1193
-1969,-2416,-1035
-2228,-2409,-863
-2217,-2079,-676
-2008,-1580,-473
-1729,-1070,-269
-1464,-648,-77
-1274,-352,85
-1155,-169,220
-1098,-65,326
-1065,-7,420
-1040,31,503
-1000,66,587
-955,103,666
-902,139,745
-867,168,815
-852,179,883
-859,181,943
-885,164,1004
-910,152,1062
-931,137,1123
-935,127,1183
-921,128,1249
-898,129,1314
-862,140,1380
-825,149,1441
-785,163,1500
-747,178,1554
-707,198,1603
-668,220,1647
-631,242,1685
-596,263,1718
-558,282,1743
-511,304,1762
-449,333,1771
-376,371,1772
-305,409,1762
-259,436,1745
-252,441,1717
-295,419,1686
-371,375,1645
-464,321,1604
-540,271,1554
-593,233,1505
-607,213,1450
-597,208,1399
-562,218,1344
-523,237,1296
-475,261,1245
-436,286,1203
-402,305,1159
-385,316,1124
-380,314,1084
-399,300,1052
-431,274,1015
-481,236,985
-532,188,951
-583,137,926
-623,86,900
-659,41,880
-694,2,855
-735,-29,830
-782,-56,797
-829,-77,762
-865,-95,724
-885,-106,691
-889,-112,662
-885,-113,638
-880,-112,613
-887,-112,582
-902,-113,541
-922,-115,487
-940,-114,424
-951,-107,353
-951,-96,277
-945,-83,198
-936,-73,117
-928,-65,33
-919,-59,-50
-913,-51,-132
-902,-38,-208
-888,-20,-281
-864,4,-349
-836,28,-414
-802,51,-472
-779,65,-528
-767,71,-578
-782,64,-628
-805,49,-669
-838,32,-709
-854,21,-742
-857,18,-773
-834,24,-797
-804,35,-821
-763,45,-843
-722,52,-868
-667,60,-895
-605,68,-929
-531,81,-966
-463,94,-1009
-412,102,-1055
-406,95,-1105
-454,65,-1159
-561,13,-1219
-708,-57,-1283
-857,-123,-1351
-976,-169,-1417
-1042,-188,-1476
-1051,-171,-1526
-1031,-145,-1563
-998,-112,-1588
-977,-90,-1600
-964,-80,-1603
-958,-75,-1593
-953,-77,-1572
-952,-76,-1539
-965,-79,-1496
-1003,-76,-1442
-1056,-57,-1378
-1089,18,-1304
-1035,188,-1219
-836,476,-1122
-469,846,-1014
4,1184,-897
443,1314,-775
666,1085,-651
548,447,-526
75,-487,-404
-613,-1470,-284
-1310,-2227,-170
-1805,-2567,-58
-2007,-2464,47
-1930,-2039,151
-1695,-1479,248
-1418,-951,343
-1197,-545,430
-1051,-273,511
-977,-106,581
-937,-4,644
-918,59,695
-898,102,741
-884,132,775
-866,155,803
-856,173,821
-846,184,835
-842,195,843
-840,198,849
-832,212,851
-827,220,854
-813,237,854
-799,252,855
-784,263,854
-764,275,855
-746,282,854
