II,V,PLETH,RESP
-263,471,-670,-647
-287,519,-721,-684
-258,476,-645,-593
-275,498,-682,-617
-278,492,-689,-609
-274,475,-683,-587
-267,461,-678,-565
-265,467,-688,-557
-262,480,-698,-550
-254,490,-698,-533
-244,496,-699,-515
-237,501,-707,-503
-229,497,-720,-490
-219,485,-730,-474
-208,468,-743,-458
-198,453,-760,-445
-186,438,-778,-432
-172,425,-794,-418
-156,414,-810,-403
-139,407,-826,-391
-121,402,-839,-376
-103,397,-852,-361
-84,388,-864,-347
-63,373,-877,-332
-40,350,-890,-317
-18,322,-902,-302
4,294,-914,-288
25,271,-924,-274
46,252,-934,-260
66,230,-942,-247
87,201,-951,-235
107,162,-956,-222
130,119,-961,-211
152,79,-960,-199
176,50,-958,-188
199,33,-950,-176
219,21,-943,-164
234,7,-933,-152
246,-12,-926,-140
253,-36,-917,-128
263,-59,-912,-118
272,-74,-904,-106
285,-80,-901,-96
298,-79,-894,-85
313,-73,-890,-75
330,-63,-879,-64
352,-53,-866,-53
378,-43,-842,-42
410,-28,-816,-31
446,-7,-782,-20
484,18,-750,-9
519,37,-719,2
548,44,-695,13
572,32,-673,24
591,-3,-658,36
609,-64,-643,49
629,-144,-630,61
654,-236,-613,74
685,-331,-594,87
717,-419,-572,99
745,-489,-549,112
762,-535,-525,124
764,-556,-504,136
752,-559,-487,148
728,-550,-475,160
696,-534,-466,172
660,-511,-461,185
618,-481,-456,198
572,-439,-452,211
522,-385,-446,223
471,-322,-441,235
422,-257,-434,245
382,-198,-430,257
351,-149,-425,267
330,-114,-425,278
314,-95,-426,287
303,-91,-432,298
294,-96,-435,307
288,-105,-440,318
283,-112,-441,326
280,-113,-444,337
282,-108,-444,345
286,-97,-448,355
294,-84,-450,363
306,-65,-456,373
323,-41,-459,380
342,-12,-464,390
361,12,-464,398
376,22,-466,409
384,9,-464,417
390,-28,-465,427
397,-79,-465,435
413,-136,-468,444
436,-190,-472,452
454,-236,-479,460
438,-270,-485,467
359,-280,-493,475
200,-253,-498,481
-33,-169,-504,488
-313,-19,-507,494
-599,194,-512,500
-855,452,-516,505
-1056,724,-520,511
-1192,973,-524,514
-1251,1161,-528,518
-1226,1258,-530,519
-1115,1252,-533,521
-928,1156,-536,522
-693,993,-540,524
-447,797,-545,525
-224,601,-552,527
-46,427,-559,527
85,287,-570,528
179,187,-581,528
251,122,-595,529
305,85,-607,528
345,59,-620,529
366,35,-628,528
373,9,-638,530
367,-12,-645,530
363,-20,-655,532
365,-12,-664,532
375,4,-679,536
393,13,-693,537
406,8,-713,541
412,-17,-727,542
405,-47,-744,547
394,-81,-754,547
379,-104,-766,550
372,-125,-774,550
370,-140,-787,553
376,-159,-798,554
387,-176,-813,557
400,-194,-823,558
417,-212,-836,562
435,-234,-844,563
455,-261,-853,566
474,-292,-861,567
493,-319,-870,568
509,-336,-880,567
524,-337,-892,566
534,-319,-904,564
543,-283,-918,562
548,-234,-929,561
550,-178,-940,561
546,-127,-947,560
539,-89,-954,560
530,-72,-958,559
522,-76,-963,559
515,-91,-967,557
511,-108,-974,556
507,-118,-980,555
503,-118,-988,555
497,-109,-995,555
489,-97,-1003,558
480,-87,-1007,559
471,-79,-1013,562
462,-76,-1014,563
456,-80,-1019,565
450,-94,-1020,564
445,-115,-1025,566
436,-133,-1026,566
428,-140,-1032,569
416,-131,-1032,569
407,-109,-1038,572
395,-80,-1039,572
387,-58,-1046,574
375,-53,-1048,574
364,-61,-1054,576
349,-72,-1054,575
335,-76,-1057,577
320,-69,-1055,576
311,-53,-1057,577
303,-35,-1054,575
300,-29,-1053,574
299,-37,-1045,571
301,-56,-1037,570
303,-78,-1024,566
307,-96,-1014,564
310,-108,-1002,559
316,-113,-993,556
320,-113,-980,552
326,-112,-965,550
332,-112,-944,546
341,-116,-921,544
348,-125,-897,542
356,-141,-875,540
361,-161,-854,538
365,-182,-834,536
364,-197,-811,533
365,-204,-782,531
367,-199,-746,527
373,-184,-707,524
379,-165,-665,520
385,-151,-623,517
388,-147,-580,513
389,-163,-538,510
386,-196,-498,505
385,-243,-462,500
383,-284,-430,494
385,-310,-401,490
388,-308,-373,484
398,-281,-344,480
413,-232,-310,473
437,-178,-275,469
461,-129,-237,462
487,-98,-200,458
509,-85,-163,452
527,-91,-131,449
539,-110,-100,443
550,-143,-76,440
558,-186,-55,434
571,-244,-40,431
590,-316,-23,427
620,-395,-9,425
656,-471,9,422
697,-535,26,421
728,-578,45,418
744,-599,61,417
735,-601,75,414
705,-591,85,414
658,-572,93,412
603,-549,100,411
544,-519,107,409
484,-482,112,408
425,-438,117,406
371,-388,119,406
321,-334,120,404
280,-283,118,404
245,-238,114,403
217,-199,108,403
190,-162,103,401
167,-128,98,399
147,-96,93,395
132,-68,86,392
123,-48,77,388
114,-38,66,384
108,-42,54,380
97,-54,41,376
87,-75,31,372
76,-95,21,368
72,-114,12,363
73,-121,1,359
87,-119,-11,353
108,-106,-26,347
131,-89,-42,339
155,-73,-60,333
175,-61,-80,325
196,-59,-100,319
214,-71,-121,312
222,-96,-140,308
199,-126,-158,301
122,-144,-173,296
-28,-127,-187,289
-247,-57,-198,283
-513,74,-209,276
-789,263,-219,270
-1040,496,-229,263
-1242,751,-237,258
-1377,1002,-242,252
-1437,1217,-244,248
-1414,1364,-241,244
-1304,1413,-235,240
-1120,1352,-225,236
-889,1191,-214,232
-648,962,-201,228
-431,711,-187,224
-259,483,-171,220
-134,313,-152,216
-49,213,-130,212
9,172,-106,208
50,166,-80,205
82,167,-55,203
105,158,-30,201
126,135,-8,200
141,108,11,199
155,84,26,199
166,70,38,198
176,63,47,197
184,61,56,196
191,58,64,196
198,52,72,196
204,44,79,196
213,35,86,195
222,25,91,194
235,10,96,191
249,-2,98,188
263,-8,99,184
276,-6,96,182
286,-2,93,178
297,-4,87,175
308,-21,82,172
322,-57,77,169
335,-111,72,166
349,-168,62,165
358,-214,51,162
366,-239,34,160
370,-242,13,158
373,-225,-13,157
375,-196,-39,155
376,-166,-69,155
375,-144,-98,154
373,-131,-128,155
366,-125,-157,156
357,-125,-184,157
347,-124,-211,159
337,-116,-238,163
328,-95,-265,166
320,-66,-294,171
311,-35,-325,175
303,-8,-359,179
296,11,-393,181
291,23,-430,184
286,29,-466,186
284,36,-501,189
283,45,-530,193
281,56,-555,197
276,63,-573,202
268,64,-588,207
257,60,-603,211
244,47,-620,215
231,28,-640,218
220,6,-664,223
209,-11,-688,227
200,-22,-711,233
190,-25,-729,237
180,-23,-744,243
170,-15,-752,247
165,-6,-759,253
161,1,-760,256
162,4,-761,262
164,6,-760,266
168,3,-762,273
169,-3,-760,277
171,-9,-760,283
171,-10,-757,287
175,-7,-756,292
180,0,-752,296
189,9,-748,301
200,17,-740,304
213,21,-732,308
224,16,-720,312
233,-3,-708,316
237,-35,-696,320
238,-79,-687,324
234,-127,-676,328
231,-168,-664,332
228,-191,-648,336
231,-195,-629,340
235,-188,-604,343
243,-179,-576,347
251,-176,-545,349
259,-183,-513,352
265,-197,-479,354
271,-211,-445,356
274,-217,-414,357
278,-218,-385,358
281,-212,-359,357
285,-205,-336,357
292,-193,-314,356
305,-176,-288,356
326,-151,-258,356
352,-118,-221,356
382,-81,-180,355
413,-50,-135,354
440,-35,-89,351
461,-40,-46,348
476,-63,-10,344
487,-101,20,342
498,-149,43,338
512,-202,64,335
533,-256,84,331
559,-308,108,329
587,-358,135,324
610,-404,166,322
620,-442,192,318
615,-479,216,317
595,-511,234,313
566,-537,251,311
527,-543,269,307
485,-526,293,303
439,-483,320,298
391,-424,352,295
338,-356,381,291
287,-292,408,288
239,-235,432,285
199,-183,456,282
167,-127,481,277
144,-69,515,273
128,-18,557,268
119,13,611,263
116,13,674,258
117,-23,747,253
122,-89,823,249
126,-168,900,245
132,-243,968,241
135,-298,1029,237
139,-330,1081,231
143,-338,1134,226
151,-330,1189,221
166,-309,1258,216
185,-281,1336,212
211,-248,1429,208
236,-213,1526,204
261,-186,1630,200
284,-174,1726,196
307,-190,1820,192
324,-235,1896,188
321,-300,1964,185
272,-358,2014,181
153,-381,2062,178
-44,-345,2099,173
-303,-238,2143,168
