II,V,PLETH,RESP
2727,-148,-1592,1439
2982,-172,-1712,1542
2733,-169,-1529,1365
2897,-184,-1612,1438
2907,-188,-1618,1442
2853,-188,-1591,1414
2776,-187,-1566,1388
2735,-188,-1576,1392
2666,-187,-1588,1399
2536,-179,-1578,1388
2361,-161,-1565,1376
2171,-132,-1564,1376
1946,-88,-1565,1380
1676,-29,-1555,1374
1383,41,-1546,1370
1092,112,-1543,1371
806,181,-1538,1371
542,242,-1530,1368
309,293,-1521,1363
113,332,-1517,1362
-62,369,-1509,1360
-211,409,-1499,1360
-339,451,-1487,1365
-447,491,-1468,1367
-528,524,-1446,1369
-585,547,-1422,1369
-622,560,-1401,1368
-650,563,-1380,1364
-673,562,-1361,1363
-694,561,-1338,1362
-711,562,-1313,1367
-725,562,-1280,1370
-733,562,-1247,1378
-736,562,-1212,1380
-734,562,-1181,1386
-730,561,-1149,1385
-722,562,-1119,1391
-711,561,-1082,1392
-698,562,-1043,1400
-683,561,-993,1401
-673,562,-943,1410
-664,561,-885,1408
-662,562,-831,1413
-660,561,-774,1410
-659,562,-727,1414
-649,561,-680,1410
-638,562,-645,1413
-622,556,-610,1410
-612,549,-581,1413
-606,538,-548,1410
-609,526,-517,1413
-613,510,-479,1410
-617,496,-442,1413
-613,481,-402,1410
-606,466,-367,1412
-596,448,-331,1409
-590,433,-299,1408
-586,421,-269,1404
-586,415,-242,1402
-586,411,-216,1397
-586,410,-194,1394
-586,411,-170,1389
-589,412,-149,1384
-596,411,-127,1377
-607,411,-107,1371
-618,411,-89,1362
-628,411,-74,1354
-632,407,-61,1342
-632,399,-49,1332
-628,387,-38,1319
-624,375,-27,1309
-618,365,-16,1297
-614,361,-5,1288
-609,365,6,1276
-609,376,17,1266
-610,388,28,1253
-614,399,38,1243
-618,402,50,1229
-622,399,61,1218
-623,388,72,1201
-625,375,83,1186
-623,360,93,1164
-624,350,101,1147
-622,341,107,1122
-625,338,110,1103
-623,336,111,1077
-624,337,111,1057
-623,336,111,1032
-625,338,111,1015
-623,337,111,993
-624,336,111,976
-623,332,110,956
-624,325,107,939
-619,313,101,918
-610,300,90,901
-595,285,76,881
-577,274,60,867
-559,266,43,849
-548,263,26,835
-546,261,13,818
-552,262,0,803
-558,262,-12,785
-561,262,-26,768
-559,262,-43,751
-551,262,-64,737
-537,262,-90,723
-522,262,-119,714
-508,262,-150,707
-493,262,-182,702
-476,262,-212,695
-461,262,-240,688
-449,262,-262,677
-443,262,-282,666
-439,262,-299,655
-439,262,-318,648
-439,262,-335,642
-441,263,-354,639
-440,262,-372,635
-440,261,-389,632
-439,262,-402,625
-441,264,-415,621
-440,263,-426,615
-440,258,-438,614
-435,247,-447,611
-429,229,-458,613
