II,V,ABP,RESP
5856,4019,4122,1302
6584,4519,4684,1476
5735,3926,4163,1302
5264,3575,3905,1208
5615,3785,4246,1302
5802,3898,4514,1370
5494,3692,4493,1330
5268,3555,4553,1298
5373,3645,4864,1330
5435,3693,5168,1350
5313,3599,5400,1330
5222,3524,5698,1317
5252,3552,6101,1330
5250,3574,6460,1337
5192,3552,6760,1330
5166,3535,7050,1326
5192,3552,7337,1330
5199,3561,7550,1331
5192,3552,7708,1330
5189,3526,7838,1329
5192,3505,7955,1330
5164,3494,8027,1329
5132,3505,8079,1330
5088,3507,8102,1329
5071,3505,8120,1330
5061,3483,8105,1329
5071,3458,8079,1330
5070,3425,8034,1328
5071,3412,7997,1330
5044,3407,7938,1330
5011,3412,7873,1330
4966,3392,7785,1327
4951,3365,7708,1330
4943,3332,7623,1333
4951,3318,7543,1330
4942,3309,7440,1314
4951,3318,7337,1302
4968,3332,7213,1298
5011,3365,7090,1302
5040,3391,6941,1300
5071,3412,6801,1302
5093,3410,6652,1304
5132,3412,6513,1302
5160,3422,6347,1286
5192,3458,6183,1274
5214,3490,6006,1269
5252,3505,5853,1274
5286,3486,5698,1273
5313,3458,5565,1274
5278,3415,5427,1275
5192,3365,5317,1274
5077,3305,5217,1259
5011,3271,5153,1245
4980,3265,5097,1240
4951,3271,5070,1245
4871,3238,5041,1245
4830,3225,5029,1245
4826,3233,5003,1244
4769,3178,4988,1245
4647,3078,4960,1243
4649,3131,4946,1245
4713,3237,4921,1246
4588,3084,4905,1245
4378,2854,4877,1239
4528,3084,4864,1245
4813,3438,4841,1260
4588,3084,4823,1274
4163,2542,4791,1272
4528,3131,4782,1274
5139,4032,4775,1285
4407,3038,4782,1302
2976,1085,4773,1304
3743,2150,4782,1302
6949,6564,4796,1307
8694,8973,4823,1330
6431,5895,4824,1350
3019,1215,4823,1359
2354,287,4814,1355
3924,2430,4823,1359
4599,3373,4822,1369
3743,2197,4823,1387
3089,1272,4803,1401
3260,1496,4782,1415
3225,1528,4750,1427
2656,888,4740,1443
2250,477,4736,1457
2294,654,4740,1472
2322,828,4720,1484
2173,794,4699,1500
2091,854,4672,1513
2173,1075,4658,1528
2217,1214,4633,1540
2173,1262,4617,1557
2130,1348,4592,1570
2173,1496,4575,1585
2270,1625,4549,1597
2415,1776,4534,1613
2568,1964,4512,1627
2777,2197,4493,1642
3055,2434,4462,1652
3381,2664,4452,1670
3656,2850,4447,1686
3864,2991,4452,1698
4017,3085,4430,1696
4166,3178,4411,1698
4278,3275,4396,1707
4347,3365,4411,1726
4369,3417,4416,1741
4407,3458,4411,1755
4462,3502,4382,1766
4528,3552,4369,1783
4576,3578,4363,1796
4649,3599,4369,1811
4755,3629,4364,1824
4890,3692,4369,1840
4994,3762,4370,1851
5071,3832,4369,1868
5126,3882,4344,1883
5192,3926,4328,1896
5248,3963,4320,1896
5313,4019,4328,1896
5386,4084,4312,1902
5494,4159,4287,1925
5593,4211,4254,1951
5675,4253,4246,1981
5725,4288,4241,1998
5796,4346,4246,2009
5883,4402,4228,2016
5977,4440,4204,2038
6020,4439,4171,2066
6037,4440,4163,2094
6049,4454,4161,2107
6098,4487,4163,2123
6140,4482,4139,2145
6158,4440,4122,2179
6128,4376,4111,2207
6098,4346,4122,2236
6065,4330,4119,2262
