II,V,PLETH,ABP
2249,7933,5178,4825
2855,8464,5793,5430
3148,6628,5011,4768
3939,5150,4577,4438
5576,4519,4877,4768
7753,3376,5030,4937
10074,1506,4744,4711
12194,-151,4535,4581
13491,-1205,4610,4711
13125,-1783,4621,4763
10793,-1406,4443,4655
7287,257,4297,4601
4047,2410,4276,4655
2052,3952,4230,4655
1259,4920,4109,4598
1066,5931,3997,4579
1079,7029,3942,4598
1220,7743,3889,4576
1439,8033,3808,4541
1632,8213,3714,4534
1799,8435,3641,4541
1968,8569,3589,4512
2069,8636,3541,4484
2012,8709,3447,4474
1889,8837,3341,4484
1816,8908,3243,4461
1799,8937,3174,4428
1749,8964,3101,4406
1709,9038,3040,4428
1695,9101,2993,4440
1709,9138,2973,4428
1686,9138,2943,4386
1709,9138,2906,4371
1792,9132,2862,4370
1889,9138,2840,4371
1936,9128,2820,4337
1979,9138,2806,4314
2038,9136,2782,4307
2069,9138,2773,4314
2050,9117,2770,4288
2069,9138,2773,4257
2136,9151,2756,4240
2159,9138,2739,4257
2091,9061,2728,4264
2069,9038,2739,4257
2158,9071,2744,4225
2249,9138,2739,4201
2215,9139,2717,4185
2159,9138,2706,4201
2211,9133,2701,4209
2339,9138,2706,4201
2385,9107,2703,4161
2339,9138,2706,4144
2302,9200,2706,4142
2339,9238,2706,4144
2368,9170,2689,4111
2339,9138,2673,4087
2293,9203,2662,4079
2339,9339,2673,4087
2471,9375,2677,4061
2608,9339,2673,4030
2673,9296,2651,4012
2698,9339,2639,4030
2707,9389,2635,4037
2698,9439,2639,4030
2668,9471,2627,3995
2698,9540,2606,3973
2819,9569,2580,3959
2968,9540,2572,3973
3041,9451,2571,3977
3058,9439,2572,3973
3083,9490,2557,3954
3148,9540,2539,3973
3223,9464,2517,4019
3328,9339,2506,4087
3465,9216,2489,4134
3598,9138,2472,4201
3646,9029,2449,4290
3598,8937,2439,4428
3472,8867,2435,4578
3328,8837,2439,4768
3232,8752,2426,4980
3238,8636,2405,5222
3255,8502,2379,5447
3148,8435,2372,5676
2905,8410,2372,5897
2698,8435,2372,6131
2601,8411,2354,6335
2518,8335,2338,6528
2366,8230,2321,6695
2249,8234,2305,6868
2214,8298,2281,7019
2159,8335,2272,7152
2002,8265,2271,7242
1889,8234,2272,7323
1918,8275,2253,7380
1979,8335,2238,7436
1907,8289,2233,7464
1799,8234,2238,7493
1825,8218,2225,7513
1979,8234,2205,7550
2078,8177,2182,7559
2069,8134,2171,7550
2034,8153,2165,7511
2069,8234,2171,7493
2132,8251,2176,7469
2159,8234,2171,7436
2095,8213,2149,7367
1979,8234,2138,7323
1882,8231,2137,7291
1889,8234,2138,7266
1978,8225,2119,7201
2069,8234,2105,7152
2089,8221,2100,7117
2069,8234,2105,7095
2055,8239,2090,7034
2069,8234,2071,6982
2078,8171,2061,6943
2069,8134,2071,6925
2029,8148,2076,6869
1979,8234,2071,6812
1946,8270,2051,6764
1979,8234,2038,6755
2069,8145,2031,6728
2159,8134,2038,6698
2158,8179,2041,6655
2069,8234,2038,6641
1971,8225,2019,6617
1979,8234,2004,6585
2096,8247,1996,6519
2249,8234,2004,6471
2339,8152,2007,6432
2339,8134,2004,6414
2258,8187,1985,6366
2159,8234,1971,6301
2105,8171,1960,6207
2159,8134,1971,6131
2274,8172,1983,6059
2339,8234,2004,6017
2246,8218,2025,5964
2069,8234,2071,5903
1978,8271,2128,5810
2069,8234,2205,5733
2189,8075,2287,5665
2159,8033,2405,5620
2008,8154,2545,5558
1979,8234,2706,5506
2128,8081,2860,5445
2249,7933,3040,5393
2147,7982,3243,5325
1979,8134,3474,5279
2004,8122,3693,5241
2249,8033,3909,5222
2468,8027,4109,5188
2518,8134,4309,5166
2479,8190,4491,5134
2518,8234,4677,5109
2655,8316,4857,5067
2788,8435,5044,5052
2797,8465,5213,5048
2698,8435,5378,5052
2622,8352,5529,5021
2698,8234,5679,4995
2859,8052,5803,4980
2968,7933,5913,4995
3020,7909,5998,4995
3148,7933,6080,4995
3294,7856,6138,4987
3238,7732,6180,4995
2938,7658,6195,4992
2698,7732,6214,4995
2707,7849,6228,4989
2788,7933,6247,4995
2698,7933,6236,4991
2518,7933,6214,4995
2412,7903,6174,4990
2339,7833,6147,4995
2188,7725,6112,4989
2069,7732,6080,4995
2088,7839,6028,4991
2159,7933,5980,4995
2150,7890,5922,4988
2159,7833,5880,4995
2230,7855,5827,4993
2249,7933,5779,4995
2092,7950,5720,4985
1979,7933,5679,4995
2039,7927,5630,4999
2159,7933,5579,4995
2114,7911,5504,4959
1979,7933,5445,4938
1902,7995,5390,4931
1889,8033,5345,4938
1870,7966,5275,4913
1889,7933,5211,4882
1927,8014,5151,4861
1889,8134,5111,4882
1852,8004,5050,4894
2159,7531,4978,4882
2936,6780,4885,4839
3957,5925,4811,4825
5129,4911,4737,4826
6836,3615,4677,4825
9309,1941,4605,4788
11962,201,4543,4768
13619,-1062,4474,4765
13401,-1305,4410,4768
11204,-520,4326,4734
7735,904,4243,4711
4236,2422,4151,4707
1889,3816,4076,4711
988,5038,3991,4679
899,6126,3909,4655
895,6966,3815,4648
899,7531,3742,4655
1155,7835,3672,4625
1619,8033,3608,4598
1943,8180,3523,4587
1979,8335,3441,4598
1871,8471,3362,4574
1799,8636,3307,4541
1758,8766,3253,4520
1709,8837,3207,4541
1668,8824,3153,4552
1709,8837,3107,4541
1775,8888,3052,4502
1799,8937,3007,4484
1732,8929,2963,4480
1709,8937,2940,4484
1770,8989,2919,4458
1889,9038,2906,4428
1984,8994,2885,4408
2069,8937,2873,4428
2120,8914,2855,4439
2069,8937,2840,4428
1931,8927,2814,4387
1889,8937,2806,4371
2014,8944,2804,4370
2159,8937,2806,4371
2152,8890,2788,4338
2069,8937,2773,4314
2039,9056,2764,4306
2069,9138,2773,4314
2091,9050,2772,4290
2159,8937,2773,4257
2300,8898,2768,4236
2428,8937,2773,4257
2445,8930,2771,4270
2428,8937,2773,4257
2461,8976,2770,4216
2518,9038,2773,4201
2522,9029,2769,4200
2518,9038,2773,4201
2534,9079,2771,4167
2518,9138,2773,4144
2417,9126,2768,4136
2339,9138,2773,4144
2381,9186,2775,4118
2518,9238,2773,4087
2627,9191,2753,4067
2698,9138,2739,4087
2776,9118,2734,4097
2878,9138,2739,4087
2944,9119,2728,4047
2968,9138,2706,4030
2988,9189,2679,4023
3058,9238,2673,4030
3176,9191,2672,4020
3328,9138,2673,4030
3474,9121,2656,4048
3598,9138,2639,4087
3692,9064,2620,4107
3778,8937,2606,4144
3841,8804,2584,4201
3868,8736,2572,4314
3837,8647,2567,4444
3778,8536,2572,4598
3698,8426,2561,4753
3598,8435,2539,4938
3443,8497,2512,5127
3238,8536,2506,5336
3003,8475,2506,5547
2788,8435,2506,5790
