II,V,ABP,RESP
2181,2168,5452,820
2469,2487,6080,929
2181,2235,5204,820
2044,2113,4669,763
2226,2303,4907,820
2358,2460,5008,854
2315,2439,4659,820
2311,2407,4389,797
2448,2439,4411,820
2590,2413,4375,834
2671,2303,4163,820
2751,2208,3999,810
2849,2168,3965,820
2889,2118,3901,827
2849,2032,3767,820
2775,1947,3645,814
2716,1897,3568,820
2670,1864,3490,830
2627,1829,3420,836
2557,1785,3368,835
2448,1761,3321,836
2310,1775,3245,843
2181,1829,3172,852
2075,1894,3107,852
2003,1965,3073,852
1949,2016,3043,857
1914,2032,3023,868
1896,2000,2995,876
1914,1965,2974,884
1955,1951,2944,892
2003,1965,2924,901
2030,1967,2896,906
2048,1965,2875,917
2062,1959,2857,932
2092,1965,2875,949
2105,1963,2902,957
2092,1965,2924,965
2043,1963,2918,976
2003,1965,2924,997
1972,1965,2945,1015
1959,1965,2974,1029
1932,1969,2974,1041
1914,1965,2974,1061
1905,1957,2986,1085
1914,1965,3023,1110
1916,1996,3050,1125
1914,2032,3073,1142
1894,2089,3090,1162
1870,2235,3122,1190
1865,2466,3147,1214
1959,2710,3172,1238
2205,2948,3190,1260
2627,3252,3221,1287
3187,3535,3249,1310
3828,3590,3271,1335
4442,3328,3270,1355
4941,2777,3271,1383
5299,1692,3282,1413
5565,-203,3321,1447
5725,-2483,3353,1477
5698,-4064,3370,1512
5412,-4461,3363,1548
4941,-4268,3370,1592
4425,-4109,3391,1632
3962,-3658,3420,1673
3547,-2405,3424,1708
3161,-677,3420,1753
2789,701,3412,1800
2448,1490,3420,1849
2146,2006,3419,1889
1914,2439,3420,1930
1775,2669,3414,1967
1736,2710,3420,2010
1741,2721,3419,2049
1736,2777,3420,2091
1691,2794,3413,2128
1647,2777,3420,2171
1628,2786,3422,2209
1647,2845,3420,2251
1667,2893,3394,2289
1692,2913,3370,2332
1709,2916,3357,2370
1736,2913,3370,2412
1753,2911,3377,2450
1781,2913,3370,2493
1817,2917,3339,2530
1870,2913,3321,2573
1905,2906,3314,2611
1914,2913,3321,2653
1892,2918,3303,2690
1870,2913,3271,2734
1858,2896,3232,2773
1870,2913,3221,2814
1888,2951,3222,2843
1914,2981,3221,2879
1950,2974,3197,2914
2003,2981,3172,2959
2044,3013,3144,2997
2048,3048,3122,3039
2005,3045,3090,3076
1959,3048,3073,3120
1927,3096,3067,3156
1914,3184,3073,3200
1904,3240,3054,3243
1914,3252,3023,3297
1939,3239,2987,3343
1959,3252,2974,3393
1942,3280,2970,3437
1914,3319,2974,3490
1901,3352,2956,3536
1914,3387,2924,3586
1921,3399,2884,3629
1914,3387,2875,3683
1892,3365,2877,3730
1870,3387,2875,3779
1843,3434,2844,3814
1825,3455,2825,3860
1815,3417,2821,3905
1825,3387,2825,3956
1843,3389,2800,3994
1870,3387,2775,4037
1892,3326,2763,4071
1914,3252,2775,4101
1920,3206,2777,4103
1914,3184,2775,4101
1902,3126,2768,4094
1914,3048,2775,4101
1950,2974,2772,4099
2003,2913,2775,4101
2048,2822,2784,4096
2092,2710,2825,4101
2136,2594,2872,4098
2181,2506,2924,4101
2209,2430,2962,4096
2226,2371,3023,4101
2228,2324,3104,4097
2226,2303,3221,4101
2218,2277,3339,4097
2226,2235,3469,4101
2244,2184,3603,4097
