II,III,PLETH
5272,4504,3048
5871,4880,3438
4984,4013,3014
4439,3523,2790
4767,3767,3014
5128,3958,3162
5128,3849,3048
5129,3825,2958
5272,3931,3048
5238,3813,3145
4984,3521,3185
4813,3419,3254
4911,3603,3390
5157,3834,3505
5417,4013,3596
5598,4185,3700
5634,4340,3835
5522,4396,3956
5417,4422,4075
5434,4551,4200
5561,4832,4349
5673,5133,4498
5706,5323,4657
5624,5325,4806
5489,5241,4965
5330,5169,5117
5200,5159,5274
5099,5134,5412
5056,5077,5548
5059,5047,5667
5128,5159,5787
5211,5354,5881
5272,5487,5959
5255,5441,6008
5200,5323,6061
5156,5261,6101
5200,5323,6130
5300,5434,6128
5417,5569,6130
5475,5696,6128
5489,5814,6130
5459,5852,6100
5417,5814,6061
5342,5722,6008
5272,5651,5959
5212,5572,5889
5200,5487,5822
5197,5399,5748
5200,5405,5685
5184,5479,5602
5200,5569,5513
5229,5600,5406
5272,5651,5308
5278,5709,5202
5272,5732,5102
5238,5648,4982
5200,5569,4863
5169,5572,4733
5200,5651,4623
5254,5680,4513
5272,5651,4418
5216,5590,4311
5200,5569,4212
5303,5592,4103
5561,5732,4007
5943,6017,3909
6500,6469,3835
7224,7046,3762
8017,7780,3698
8649,8661,3622
8956,9581,3561
8815,10190,3503
8234,10155,3459
7289,9377,3402
6211,8189,3356
5216,7034,3312
4478,6224,3287
4014,5743,3253
3828,5487,3219
3870,5348,3176
4117,5323,3151
4455,5337,3128
4767,5323,3116
4917,5214,3095
4911,5077,3082
4817,4962,3063
4767,4913,3048
4779,4895,3023
4839,4913,3014
4874,4921,3010
4911,4913,3014
4958,4881,2997
5056,4913,2979
5140,4992,2967
5200,5077,2979
5222,5084,2986
5272,5077,2979
5325,5080,2954
5345,5077,2945
5280,4980,2945
5200,4832,2945
5161,4724,2924
5200,4750,2911
5265,4840,2906
5345,4913,2911
5393,4916,2895
5417,4913,2877
5406,4918,2857
5417,4913,2842
5425,4839,2809
5417,4750,2774
5380,4703,2745
5417,4750,2740
5544,4836,2728
5706,4913,2705
5782,4892,2666
5778,4750,2637
5713,4497,2615
5634,4258,2603
5554,4111,2583
5561,4095,2568
5654,4150,2551
5778,4258,2534
5852,4381,2499
5922,4504,2466
6001,4567,2439
6067,4586,2431
6051,4596,2418
5995,4668,2397
5905,4742,2360
5778,4750,2329
5587,4660,2304
5417,4586,2294
5296,4571,2279
5200,4586,2260
5054,4548,2235
4911,4504,2226
4813,4489,2224
4767,4504,2226
4697,4475,2211
4622,4422,2192
4561,4369,2168
4550,4340,2157
4545,4294,2151
4550,4258,2157
4543,4263,2160
4550,4340,2157
4563,4410,2137
4622,4422,2123
4699,4370,2117
4767,4340,2123
4755,4340,2122
4695,4340,2123
4625,4290,2121
4622,4258,2123
4655,4279,2119
4695,4340,2123
4693,4357,2124
4695,4340,2123
4713,4319,2115
4767,4340,2123
4806,4373,2141
4839,4422,2157
4863,4464,2154
4911,4504,2157
4952,4509,2171
4984,4504,2192
4983,4494,2193
4984,4504,2192
4977,4503,2199
4984,4504,2226
4997,4515,2245
5056,4586,2260
5132,4678,2271
5200,4750,2294
5210,4756,2314
5200,4750,2329
5189,4746,2327
5200,4750,2329
5198,4736,2337
5200,4750,2363
5193,4767,2385
5200,4750,2397
5198,4662,2392
5200,4586,2397
5157,4545,2409
5056,4504,2431
4890,4384,2445
4767,4258,2466
4723,4201,2483
4767,4258,2500
4806,4342,2497
4839,4422,2500
4862,4468,2509
4911,4504,2534
4953,4509,2550
4984,4504,2568
4981,4493,2580
4984,4504,2603
4999,4506,2616
5056,4504,2637
5121,4509,2659
5200,4586,2705
5312,4723,2752
5561,4913,2808
6003,5179,2861
6645,5651,2945
7345,6362,3049
7945,7206,3185
8268,7925,3325
8234,8271,3493
7775,7985,3672
6934,6961,3870
5841,5375,4062
4767,3767,4281
3915,2665,4513
3395,2293,4760
3167,2460,4975
3178,2866,5171
3288,3252,5349
3395,3521,5548
3447,3622,5748
3539,3603,5959
3703,3534,6149
3900,3521,6335
4029,3559,6494
4117,3603,6643
4190,3602,6766
4261,3603,6883
4268,3606,6975
4261,3603,7054
4289,3573,7105
4406,3603,7157
4532,3689,7195
4622,3767,7226
4651,3762,7215
4695,3767,7191
4784,3861,7151
4911,4013,7123
4970,4097,7075
4911,4095,7020
4754,4048,6944
4622,4013,6883
4578,3970,6815
4622,3931,6746
4667,3887,6644
4695,3849,6541
4710,3802,6429
4767,3767,6335
4823,3710,6230
4839,3603,6130
4775,3432,6008
4695,3276,5890
4634,3167,5759
4622,3112,5650
4614,3080,5541
4622,3112,5445
4639,3190,5334
4695,3276,5239
4778,3314,5146
4911,3358,5068
5057,3431,4976
5200,3521,4897
5308,3567,4818
5417,3603,4760
5506,3664,4688
5561,3767,4623
5557,3855,4556
5561,3931,4520
5589,4000,4485
5634,4095,4452
5617,4180,4395
5561,4258,4349
5482,4303,4306
5417,4340,4281
5321,4348,4243
5200,4340,4212
5069,4303,4174
4984,4258,4144
4916,4210,4103
4839,4176,4075
4722,4115,4042
4622,4013,4007
4559,3893,3950
4550,3849,3904
4573,3876,3864
4695,3931,3835
4980,4014,3794
5489,4258,3767
6136,4725,3746
6789,5405,3733
7250,6259,3697
7367,7206,3664
6985,7817,3637
6139,7534,3630
5052,6234,3612
4117,4586,3596
3542,3412,3573
3322,3030,3561
3310,3171,3542
3467,3521,3527
3739,3890,3505
4045,4176,3493
4261,4262,3473
4406,4176,3459
4520,4028,3437
4622,3931,3424
4649,3878,3405
4622,3849,3390
4592,3805,3368
4622,3767,3356
4663,3743,3339
4695,3767,3322
4706,3805,3285
4767,3849,3253
4849,3856,3226
4911,3849,3219
4889,3811,3205
4839,3767,3185
4795,3717,3148
4767,3685,3116
4700,3651,3080
4622,3603,3048
4560,3519,3007
4550,3439,2979
4547,3379,2948
4550,3358,2911
4540,3346,2854
4550,3358,2808
4569,3385,2770
4622,3439,2740
4686,3488,2687
4767,3521,2637
4835,3502,2593
4911,3439,2568
4979,3342,2532
5056,3276,2500
5122,3254,2468
