II,V,PLETH,ABP
3766,7497,6151,7075
4232,8475,6938,8025
3659,7497,6084,7075
3268,7031,5625,6546
3336,7593,6016,7010
3293,7909,6224,7306
3013,7593,5915,7010
2868,7393,5695,6784
2905,7593,5813,6946
2789,7702,5866,7064
2475,7593,5712,6946
2247,7570,5594,6837
2260,7689,5610,6882
2405,7698,5594,6918
2582,7593,5509,6882
2703,7551,5440,6833
2690,7593,5408,6817
2517,7607,5346,6789
2367,7593,5272,6753
2298,7624,5216,6712
2260,7689,5171,6689
2210,7710,5103,6675
2260,7689,5036,6689
2369,7656,4962,6667
2367,7689,4901,6624
2250,7741,4818,6568
2260,7786,4732,6560
2399,7788,4637,6562
2367,7786,4563,6560
2119,7661,4480,6517
2152,7305,4394,6496
2800,6677,4286,6489
3874,5959,4191,6496
5245,5186,4099,6461
7317,4229,4022,6431
10247,2906,3932,6415
13235,1442,3853,6431
15015,310,3776,6411
14849,0,3718,6367
12665,584,3648,6311
8931,1826,3583,6303
4775,3251,3517,6305
1722,4518,3481,6303
512,5449,3447,6262
538,6152,3414,6239
752,6717,3368,6227
861,7209,3346,6239
1133,7530,3330,6231
1614,7689,3312,6239
1995,7750,3269,6240
2152,7882,3245,6239
2206,8077,3238,6198
2260,8266,3245,6174
2275,8338,3226,6166
2260,8362,3211,6174
2219,8393,3205,6142
2152,8458,3211,6110
2047,8477,3194,6090
2044,8458,3177,6110
2170,8436,3167,6114
2367,8458,3177,6110
2467,8472,3176,6077
2475,8458,3177,6046
2428,8424,3175,6000
2367,8458,3177,5981
2296,8520,3160,5971
2260,8555,3143,5981
2287,8501,3132,5975
2367,8458,3143,5981
2435,8445,3148,5980
2475,8458,3143,5981
2508,8439,3120,5947
2582,8458,3109,5917
2683,8482,3106,5896
2798,8458,3109,5917
2908,8332,3094,5926
3013,8266,3076,5917
3029,8325,3053,5872
2905,8458,3042,5853
2723,8490,3023,5847
2690,8458,3008,5853
2842,8427,2987,5820
3013,8458,2974,5788
3044,8465,2955,5768
3013,8458,2940,5788
3009,8440,2920,5795
3013,8458,2907,5788
2976,8458,2887,5747
3013,8458,2873,5724
3171,8443,2853,5708
3336,8458,2839,5724
3363,8457,2819,5726
3336,8458,2805,5724
3365,8441,2785,5687
3443,8458,2771,5660
3488,8466,2751,5636
3551,8458,2738,5660
3665,8396,2718,5687
3766,8362,2704,5724
3769,8381,2683,5739
3766,8458,2670,5788
3847,8458,2651,5860
3981,8362,2636,5981
4058,8215,2615,6115
4089,8170,2602,6303
4128,8186,2585,6512
4197,8170,2569,6753
4251,8025,2544,6988
4304,7882,2535,7268
4340,7828,2533,7558
4304,7882,2535,7846
4127,7902,2518,8074
3874,7882,2501,8297
3658,7849,2482,8516
3551,7882,2467,8747
3470,7902,2445,8920
3336,7882,2433,9068
3145,7806,2430,9190
3013,7786,2433,9326
2987,7817,2418,9428
3013,7882,2400,9519
2954,7889,2388,9579
2798,7882,2400,9647
2632,7866,2407,9684
2582,7882,2400,9712
2631,7875,2375,9705
2690,7882,2366,9712
2665,7876,2366,9707
2582,7882,2366,9712
2497,7865,2345,9681
2475,7882,2332,9647
2506,7892,2330,9581
2582,7882,2332,9519
2654,7812,2314,9437
2690,7786,2298,9390
2652,7816,2293,9348
2582,7882,2298,9326
2543,7888,2284,9262
2582,7882,2264,9197
2621,7872,2253,9115
2582,7882,2264,9068
2486,7866,2270,9021
2475,7882,2264,9004
2579,7893,2243,8970
2690,7882,2231,8940
2674,7809,2224,8870
2582,7786,2231,8811
2533,7824,2231,8756
2582,7882,2231,8747
2655,7843,2225,8722
2690,7786,2231,8682
2657,7785,2233,8602
2582,7882,2231,8554
2497,7930,2211,8515
2475,7882,2197,8490
2550,7781,2189,8420
2690,7786,2197,8361
2757,7852,2197,8294
2690,7882,2197,8232
2576,7809,2190,8127
2582,7786,2197,8039
2680,7836,2198,7964
2690,7882,2197,7911
2527,7820,2185,7815
2367,7786,2197,7718
2365,7829,2222,7611
2475,7882,2264,7525
2545,7824,2303,7416
2582,7786,2366,7332
2638,7826,2443,7255
2690,7882,2535,7203
2655,7826,2611,7128
2582,7786,2704,7075
2554,7823,2819,7028
2582,7882,2974,7010
2589,7829,3135,6970
2582,7786,3312,6946
2609,7821,3490,6927
2690,7882,3684,6946
2736,7834,3877,6948
2690,7786,4089,6946
2566,7813,4306,6909
2475,7882,4529,6882
2480,7849,4722,6858
2582,7786,4901,6882
2699,7756,5064,6911
2798,7786,5239,6946
2888,7804,5398,6943
3013,7882,5543,6946
3139,7993,5650,6939
3228,8074,5746,6946
3271,8052,5828,6933
3336,8074,5915,6946
3440,8177,5975,6969
3551,8266,6016,7010
3611,8171,6028,7014
3659,7978,6050,7010
3743,7795,6067,6996
3874,7689,6084,7010
3971,7604,6068,7012
3981,7593,6050,7010
3892,7612,6025,6973
3766,7593,6016,6946
3673,7470,5996,6925
3659,7401,5982,6946
3649,7459,5950,6955
3551,7593,5915,6946
3341,7627,5856,6898
3120,7593,5813,6882
2948,7561,5773,6879
2798,7593,5746,6882
2620,7601,5695,6841
2475,7593,5644,6817
2428,7572,5586,6809
2475,7593,5543,6817
2503,7601,5488,6782
2475,7593,5441,6753
2405,7567,5385,6738
2367,7593,5340,6753
2314,7648,5284,6729
2260,7689,5239,6689
2209,7683,5185,6637
2260,7689,5137,6624
2349,7697,5069,6618
2367,7689,5002,6624
2230,7682,4927,6598
2044,7786,4867,6560
1970,7901,4798,6505
2044,7882,4732,6496
2107,7746,4645,6498
2044,7786,4563,6496
1975,7963,4472,6451
2152,7882,4394,6431
2604,7234,4306,6428
3228,6344,4225,6431
4174,5589,4135,6391
5918,4902,4056,6367
8598,3821,3968,6361
11621,2307,3887,6367
14007,813,3795,6329
14957,0,3718,6303
13950,148,3641,6294
10976,1153,3583,6303
6942,2505,3523,6268
3443,3749,3481,6239
1472,4705,3440,6226
753,5575,3414,6239
514,6422,3378,6209
538,7113,3346,6174
932,7457,3305,6151
1506,7593,3278,6174
1881,7704,3254,6182
2044,7882,3245,6174
2176,8029,3226,6133
2260,8170,3211,6110
2146,8313,3186,6095
1937,8458,3177,6110
1817,8496,3171,6113
1829,8458,3177,6110
1890,8417,3175,6073
2044,8458,3177,6046
2215,8522,3172,6026
2260,8555,3177,6046
2111,8542,3175,6054
2044,8555,3177,6046
2189,8569,3172,6001
2367,8555,3177,5981
2356,8481,3176,5976
2260,8458,3177,5981
