II,V,PLETH,ABP
-516,-134,1216,4879
-559,-142,1298,5238
-503,-121,1146,4658
-527,-91,1202,4918
-521,-32,1199,4943
-499,49,1172,4865
-475,139,1148,4789
-461,223,1152,4817
-449,290,1157,4849
-433,335,1143,4811
-420,351,1126,4768
-416,337,1117,4766
-415,293,1110,4772
-415,221,1097,4746
-418,128,1086,4724
-426,22,1082,4724
-435,-83,1078,4723
-443,-179,1068,4708
-452,-258,1057,4693
-462,-321,1047,4688
-474,-367,1034,4673
-489,-401,1023,4656
-504,-426,1016,4644
-517,-442,1012,4627
-524,-453,1010,4616
-525,-456,1008,4600
-521,-454,1006,4592
-512,-448,1001,4576
-502,-438,992,4569
-488,-424,978,4552
-474,-407,961,4547
-459,-384,938,4529
-452,-353,912,4527
-455,-315,881,4511
-474,-275,851,4511
-502,-239,820,4492
-536,-217,794,4490
-561,-210,768,4466
-577,-219,746,4464
-577,-235,721,4436
-571,-254,695,4435
-559,-266,664,4407
-551,-274,632,4406
-544,-273,595,4378
-543,-270,560,4376
-540,-264,523,4350
-542,-258,488,4347
-541,-254,451,4321
-543,-249,416,4316
-544,-245,379,4292
-544,-242,343,4288
-543,-237,306,4266
-542,-238,271,4261
-541,-231,234,4242
-540,-230,199,4237
-538,-218,162,4221
-537,-212,127,4214
-535,-202,90,4199
-536,-192,55,4191
-538,-180,18,4175
-543,-152,-18,4165
-548,-110,-56,4148
-557,-45,-96,4137
-567,36,-138,4119
-573,134,-184,4108
-560,235,-232,4092
-513,315,-286,4083
-413,308,-343,4068
-256,117,-406,4060
-51,-370,-471,4043
167,-1222,-539,4033
357,-2416,-603,4012
477,-3808,-668,4003
507,-5159,-727,3985
442,-6200,-785,3982
304,-6725,-838,3966
120,-6655,-894,3967
-71,-6050,-945,3950
-250,-5083,-999,3949
-391,-3967,-1045,3927
-494,-2893,-1093,3925
-556,-1985,-1130,3902
-592,-1296,-1171,3902
-609,-815,-1206,3880
-625,-500,-1250,3883
-639,-304,-1289,3863
-658,-182,-1335,3867
-673,-107,-1376,3848
-687,-54,-1419,3848
-690,-19,-1452,3826
-690,13,-1487,3823
-684,33,-1518,3801
-677,52,-1553,3797
-671,62,-1586,3780
-668,63,-1623,3778
-669,69,-1658,3764
-670,61,-1696,3761
-673,70,-1730,3747
-675,63,-1767,3741
-677,75,-1802,3725
-680,72,-1840,3716
-684,78,-1874,3699
-688,73,-1911,3691
-691,72,-1946,3679
-692,64,-1984,3677
-689,59,-2019,3672
-686,53,-2055,3677
-683,51,-2089,3678
-685,49,-2122,3693
-687,51,-2150,3706
-692,53,-2176,3736
-696,57,-2195,3762
-700,61,-2213,3806
-702,64,-2222,3843
-707,66,-2231,3899
-711,66,-2231,3946
-718,64,-2232,4015
-724,63,-2222,4072
-731,62,-2214,4154
-734,62,-2197,4218
-739,60,-2185,4308
-739,59,-2166,4377
-743,53,-2158,4473
-741,45,-2144,4543
-743,32,-2140,4638
-739,17,-2125,4700
-739,0,-2116,4785
-734,-18,-2092,4834
-733,-38,-2070,4907
-728,-59,-2035,4952
-725,-86,-2004,5021
-717,-117,-1965,5067
-709,-151,-1932,5133
-696,-187,-1892,5178
-685,-221,-1856,5241
-672,-253,-1812,5284
-663,-282,-1769,5339
