II,III,PLETH
1342,5197,2731
1477,5790,3086
1193,4946,2731
915,4429,2562
746,4633,2764
540,4682,2875
298,4258,2764
136,3860,2707
0,3694,2798
-213,3460,2843
-447,3068,2798
-602,2735,2783
-746,2505,2831
-968,2220,2847
-1193,1878,2831
-1299,1610,2835
-1342,1440,2864
-1455,1286,2869
-1640,1127,2864
-1769,1005,2873
-1789,939,2898
-1767,902,2911
-1789,877,2931
-1865,839,2948
-1939,814,2964
-1962,803,2959
-1939,814,2964
-1914,816,2977
-1939,814,2998
-2010,806,2994
-2088,814,2998
-2119,818,3016
-2088,814,3064
-2010,801,3098
-1939,814,3131
-1913,847,3162
-1939,877,3231
-1962,880,3317
-1939,877,3431
-1862,877,3549
-1789,877,3697
-1765,867,3863
-1789,877,4063
-1805,910,4253
-1789,939,4430
-1769,939,4582
-1789,939,4763
-1816,965,4967
-1789,1002,5196
-1699,1011,5410
-1640,1002,5629
-1682,997,5834
-1789,1002,6028
-1840,1001,6182
-1789,1002,6328
-1692,1004,6463
-1640,1002,6595
-1637,994,6686
-1640,1002,6761
-1625,1016,6813
-1640,1002,6861
-1707,939,6880
-1789,877,6894
-1815,858,6894
-1789,877,6894
-1766,886,6865
-1789,877,6828
-1811,868,6772
-1789,877,6728
-1753,882,6672
-1789,877,6628
-1885,869,6573
-1939,877,6528
-1880,884,6471
-1789,877,6428
-1759,860,6375
-1789,877,6328
-1804,936,6257
-1789,1002,6195
-1778,1022,6130
-1789,1002,6095
-1794,984,6057
-1789,1002,6028
-1783,1037,5976
-1789,1064,5928
-1790,1069,5878
-1789,1064,5862
-1786,1061,5845
-1789,1064,5829
-1788,1065,5785
-1789,1064,5762
-1788,1061,5742
-1789,1064,5729
-1786,1066,5688
-1789,1064,5662
-1790,1060,5641
-1789,1064,5629
-1784,1069,5588
-1789,1064,5562
-1794,1054,5542
-1789,1064,5529
-1777,1096,5478
-1789,1127,5429
-1808,1132,5386
-1789,1127,5362
-1713,1125,5312
-1640,1127,5262
-1619,1122,5207
-1640,1127,5162
-1649,1153,5094
-1640,1190,5029
-1633,1202,4967
-1640,1190,4929
-1642,1175,4879
-1640,1190,4829
-1637,1223,4769
-1640,1252,4729
-1639,1257,4690
-1640,1252,4663
-1640,1248,4625
-1640,1252,4596
-1636,1252,4558
-1640,1252,4530
-1648,1249,4490
-1640,1252,4463
-1585,1268,4436
-1491,1315,4430
-1393,1364,4413
-1342,1378,4396
-1335,1344,4367
-1342,1315,4363
-1339,1313,4362
-1342,1315,4363
-1347,1285,4340
-1342,1252,4330
-1328,1244,4326
-1342,1252,4330
-1365,1249,4309
-1342,1252,4296
-1257,1277,4290
-1193,1315,4296
-1189,1342,4280
-1193,1378,4263
-1129,1436,4251
