II,V,PLETH,ABP
-1105,176,780,24728
-1180,189,770,26528
-1042,169,588,23588
-1097,177,547,24878
-1098,177,449,24971
-1076,175,330,24545
-1053,175,203,24133
-1049,178,94,24251
-1045,180,-16,24398
-1026,178,-136,24209
-1007,175,-256,23996
-1000,172,-364,23994
-997,171,-466,24028
-990,170,-567,23878
-984,170,-655,23738
-982,171,-726,23687
-978,171,-779,23630
-970,171,-817,23506
-962,172,-836,23390
-957,174,-835,23330
-949,178,-818,23230
-943,183,-785,23130
-937,189,-732,23071
-931,193,-661,23000
-927,197,-572,22986
-920,199,-470,22959
-914,199,-356,23000
-904,198,-236,23018
-892,196,-108,23123
-876,195,21,23218
-859,193,152,23440
-840,190,282,23655
-823,184,410,24009
-803,174,537,24308
-785,162,664,24702
-761,147,789,24951
-739,134,906,25251
-715,122,1013,25362
-699,112,1097,25540
-684,105,1157,25535
-680,101,1187,25649
-675,97,1200,25607
-678,95,1193,25717
-678,93,1179,25676
-684,93,1152,25786
-686,92,1123,25754
-694,94,1080,25852
-699,95,1033,25817
-707,97,974,25899
-713,100,913,25876
-723,102,840,25960
-731,104,764,25953
-744,106,675,26032
-754,109,580,26029
-765,114,473,26089
-771,122,358,26075
-773,131,233,26115
-769,141,102,26103
-761,152,-36,26142
-746,163,-182,26133
-728,178,-333,26167
-706,193,-492,26164
-681,208,-653,26196
-653,219,-818,26186
-626,224,-980,26209
-597,219,-1139,26194
-571,205,-1289,26217
-546,184,-1432,26195
-525,159,-1560,26217
-505,135,-1676,26186
-490,113,-1776,26207
-478,95,-1862,26157
-475,85,-1927,26170
-480,80,-1974,26104
-497,81,-1996,26120
-520,85,-1999,26041
-553,91,-1977,26063
-584,97,-1937,25976
-619,103,-1873,26008
-648,107,-1791,25912
-681,110,-1685,25953
-709,112,-1562,25849
-738,114,-1419,25894
-758,114,-1266,25778
-775,115,-1103,25817
-782,114,-936,25695
-786,112,-766,25730
-784,110,-593,25622
-784,108,-422,25665
-780,109,-251,25586
-780,110,-88,25642
-778,112,69,25590
-780,112,211,25652
-782,112,342,25616
-785,115,453,25670
-786,123,548,25638
-787,139,617,25680
-790,163,673,25655
-795,192,709,25692
-795,223,738,25677
-777,252,757,25711
-723,270,777,25699
-628,268,786,25724
-500,233,788,25708
-375,156,771,25726
-296,35,743,25707
-299,-117,697,25726
-390,-275,641,25707
-543,-407,572,25729
-709,-487,499,25708
-840,-500,413,25734
-904,-450,323,25709
-907,-355,223,25738
-866,-241,122,25702
-814,-130,15,25728
-771,-40,-91,25672
-746,23,-202,25692
-733,58,-310,25617
-728,74,-421,25636
-718,78,-527,25545
-704,79,-635,25562
-683,79,-737,25451
-665,83,-841,25462
-645,85,-940,25327
-634,89,-1039,25326
-625,90,-1132,25165
-622,91,-1224,25143
-619,91,-1311,24960
-618,93,-1396,24918
-615,97,-1476,24735
-613,101,-1552,24690
-609,108,-1622,24524
-609,111,-1690,24481
-607,115,-1754,24328
-610,117,-1817,24276
-615,119,-1877,24126
-624,121,-1932,24063
-632,123,-1978,23928
-638,124,-2009,23875
-635,125,-2024,23767
-628,126,-2018,23725
-615,127,-1996,23636
-601,129,-1957,23601
-587,130,-1907,23529
-575,129,-1844,23516
-563,126,-1771,23491
-553,121,-1682,23539
-542,117,-1581,23589
-533,114,-1463,23720
-523,113,-1333,23855
-515,112,-1188,24073
-505,110,-1034,24278
-495,108,-867,24554
-485,105,-692,24781
-479,104,-507,25053
-474,103,-316,25222
-475,104,-120,25421
-477,104,78,25499
-482,104,274,25632
-489,100,465,25648
-498,93,644,25760
-508,84,813,25756
-523,76,966,25869
-539,71,1108,25845
-556,71,1234,25950
-572,75,1348,25911
-586,80,1440,26021
-594,83,1519,25979
-598,82,1570,26093
-598,79,1603,26056
-592,74,1611,26157
-583,70,1603,26111
-567,71,1569,26187
-545,74,1518,26138
-515,80,1445,26206
-476,85,1359,26171
-427,89,1258,26241
-368,89,1151,26225
-299,87,1035,26294
-223,85,915,26287
-143,83,790,26346
-59,82,662,26338
29,80,534,26381
126,75,409,26369
235,64,291,26399
354,44,183,26385
476,16,89,26411
588,-19,8,26399
679,-56,-57,26418
744,-92,-110,26391
785,-122,-147,26392
812,-143,-172,26347
833,-154,-180,26340
848,-155,-173,26286
859,-152,-146,26281
859,-146,-112,26217
849,-141,-71,26209
830,-139,-34,26126
811,-140,2,26117
791,-141,32,26021
779,-142,72,26017
769,-142,123,25909
773,-141,194,25906
781,-141,274,25776
807,-146,367,25765
837,-154,459,25615
879,-167,554,25610
914,-179,640,25459
949,-192,724,25472
969,-198,801,25336
991,-205,873,25368
1005,-210,936,25255
1028,-216,991,25302
1050,-219,1037,25219
1082,-218,1072,25279
1107,-207,1097,25223
1131,-189,1109,25290
1144,-164,1113,25257
1162,-141,1107,25329
1194,-122,1095,25312
1266,-116,1077,25380
1383,-127,1054,25373
1543,-167,1022,25432
1709,-241,983,25426
1842,-355,934,25469
1901,-498,883,25457
1875,-650,825,25483
1779,-779,765,25465
1657,-861,701,25484
1548,-879,635,25465
1485,-836,565,25480
1468,-747,492,25457
1487,-637,410,25465
1518,-526,316,25429
1549,-432,198,25425
1569,-363,55,25368
1588,-322,-112,25349
1601,-302,-292,25269
1617,-298,-475,25238
1625,-300,-646,25134
1634,-303,-806,25096
1632,-302,-957,24973
1633,-297,-1103,24929
1625,-290,-1247,24779
1629,-284,-1388,24720
1629,-278,-1527,24540
1645,-275,-1655,24471
1653,-269,-1773,24270
1674,-265,-1873,24207
1682,-258,-1961,24009
1698,-258,-2028,23969
1701,-259,-2081,23780
1715,-267,-2108,23743
1723,-275,-2114,23561
1744,-285,-2089,23515
1760,-291,-2042,23336
1785,-296,-1965,23286
1802,-298,-1867,23124
1825,-301,-1743,23082
1844,-303,-1598,22944
1871,-309,-1430,22911
1897,-315,-1241,22802
1930,-324,-1034,22784
1957,-330,-816,22708
1984,-336,-589,22715
2000,-337,-358,22685
2008,-337,-128,22732
2004,-336,99,22754
1994,-335,317,22846
1978,-334,526,22926
1965,-336,721,23077
1955,-337,901,23231
1953,-339,1060,23476
1954,-340,1198,23746
1960,-342,1311,24109
1961,-344,1401,24462
1958,-347,1467,24856
1944,-350,1513,25162
1929,-353,1538,25451
1908,-355,1543,25598
1892,-356,1526,25738
1875,-358,1489,25752
1868,-360,1433,25816
1858,-361,1363,25779
1858,-361,1282,25840
1852,-356,1192,25804
1856,-347,1098,25886
1851,-335,1000,25854
1853,-324,902,25952
1840,-315,802,25921
1830,-312,709,26034
1802,-312,619,26003
1783,-317,541,26120
1758,-320,467,26078
1752,-323,410,26174
1745,-319,359,26119
1757,-311,326,26194
1763,-295,298,26137
1776,-273,285,26205
1774,-246,273,26161
1771,-223,271,26225
1755,-204,267,26187
1740,-196,275,26236
1719,-198,286,26196
1703,-207,311,26228
1683,-218,341,26188
1667,-231,383,26204
1647,-240,430,26157
1630,-249,486,26153
1610,-255,542,26096
1591,-260,603,26074
1568,-262,661,26005
1540,-260,720,25966
1501,-256,774,25883
1455,-250,824,25828
1401,-243,868,25723
1348,-236,907,25645
1295,-229,938,25510
1250,-223,964,25407
1211,-218,983,25243
1183,-216,998,25132
1159,-217,1005,24962
1146,-221,1006,24872
1133,-224,997,24726
1128,-229,982,24684
1118,-230,959,24570
1108,-231,931,24581
1090,-228,898,24507
1072,-226,864,24572
1048,-222,825,24527
1031,-220,788,24630
1014,-214,747,24601
1006,-203,710,24721
990,-185,673,24683
973,-160,645,24797
940,-132,621,24753
909,-105,610,24860
883,-84,606,24824
896,-72,613,24933
951,-73,626,24920
1054,-94,644,25030
1168,-143,663,25021
1257,-225,683,25106
1275,-335,700,25085
1212,-461,713,25141
1076,-576,718,25111
911,-658,712,25150
759,-686,694,25124
656,-658,660,25150
608,-585,611,25116
606,-487,546,25118
623,-385,465,25072
640,-297,367,25057
643,-231,251,25002
632,-187,115,24976
608,-160,-39,24911
581,-144,-212,24872
553,-134,-400,24789
532,-127,-602,24735
515,-121,-813,24636
502,-116,-1032,24580
488,-111,-1255,24478
474,-105,-1481,24438
456,-98,-1704,24349
439,-90,-1922,24331
419,-82,-2130,24242
407,-78,-2323,24229
395,-74,-2499,24126
389,-73,-2652,24116
382,-70,-2783,23992
377,-67,-2885,23978
368,-60,-2966,23836
363,-52,-3014,23824
357,-43,-3033,23667
359,-38,-3013,23658
365,-35,-2965,23497
383,-38,-2881,23487
406,-45,-2773,23315
437,-56,-2635,23289
472,-68,-2476,23128
508,-81,-2289,23113
540,-91,-2080,22985
568,-98,-1848,22997
587,-103,-1602,22927
599,-107,-1342,22981
604,-109,-1072,22965
607,-111,-797,23070
609,-112,-517,23155
610,-112,-238,23380
605,-110,41,23617
592,-108,312,23980
564,-103,574,24331
520,-98,823,24721
460,-91,1065,25014
387,-84,1289,25269
308,-75,1489,25408
228,-65,1655,25519
151,-53,1786,25552
81,-40,1884,25608
20,-28,1959,25625
-32,-18,2031,25688
-74,-13,2115,25710
-107,-12,2210,25777
-133,-15,2305,25784
-156,-18,2394,25842
-177,-19,2468,25831
-197,-16,2526,25893
-215,-10,2562,25878
-232,-1,2587,25955
-246,7,2600,25941
-256,14,2605,26030
-263,19,2594,26000
-268,24,2580,26085
-273,30,2553,26035
-275,37,2528,26119
-272,46,2488,26053
-263,56,2452,26140
-247,68,2402,26069
-228,81,2357,26155
-206,93,2300,26085
-188,103,2251,26160
-175,108,2193,26087
-168,107,2144,26144
-164,101,2088,26077
-164,90,2041,26129
-164,76,1987,26072
-166,61,1940,26114
-168,47,1884,26058
-174,35,1834,26076
-183,25,1777,26005
-196,21,1726,25998
-213,21,1673,25929
-232,27,1625,25918
-253,36,1569,25852
-277,47,1510,25827
-302,56,1440,25753
-331,63,1367,25706
-359,65,1291,25609
-384,64,1224,25539
-404,62,1166,25432
-414,59,1123,25365
-417,56,1086,25265
-414,53,1056,25221
-411,53,1028,25151
-413,51,1003,25150
-419,53,980,25105
-431,54,961,25132
-443,56,947,25098
-456,58,938,25145
-464,59,931,25115
-469,61,927,25185
-468,67,925,25164
-466,80,921,25256
-464,101,916,25229
-466,130,904,25321
-462,163,889,25273
-443,195,864,25361
-391,217,834,25301
-299,221,792,25394
-175,193,742,25331
-50,124,675,25422
34,11,598,25364
41,-136,503,25447
-37,-293,399,25389
-179,-429,279,25456
-337,-515,150,25401
