II,V,ABP,RESP
939,1443,3974,4018
699,1422,4507,4507
391,1128,3974,3905
553,1156,3677,3559
900,1398,3925,3777
873,1393,4066,3887
548,1173,3876,3664
385,1098,3738,3501
469,1218,3827,3552
553,1287,3892,3551
587,1263,3827,3407
666,1274,3766,3288
704,1308,3778,3262
587,1267,3771,3218
469,1218,3729,3118
536,1276,3693,3023
704,1398,3680,2957
785,1459,3653,2888
743,1443,3630,2812
599,1389,3625,2739
352,1308,3630,2668
137,1235,3612,2591
196,1263,3581,2523
464,1365,3543,2452
548,1398,3532,2378
294,1307,3532,2294
117,1263,3532,2218
418,1409,3506,2144
939,1624,3483,2073
1028,1630,3471,1986
548,1398,3483,1896
161,1228,3486,1808
508,1398,3483,1736
1274,1736,3473,1664
1486,1804,3483,1591
758,1461,3490,1508
-156,1082,3483,1430
-285,1056,3451,1354
469,1353,3434,1286
1401,1653,3431,1217
1838,1759,3434,1157
1501,1615,3410,1099
587,1263,3385,1045
-201,943,3371,985
-78,992,3385,932
819,1392,3390,883
1447,1669,3385,836
1124,1520,3374,783
391,1218,3385,739
96,1172,3393,704
313,1353,3385,675
577,1455,3351,641
704,1398,3336,611
725,1350,3336,585
548,1443,3336,562
211,1700,3307,535
274,2165,3287,514
1279,2779,3283,503
2894,3202,3287,498
4052,2926,3262,483
4146,1804,3238,466
3735,285,3229,453
3833,-947,3238,450
4645,-1628,3220,448
5358,-1984,3189,450
5164,-2276,3154,455
4224,-2390,3140,466
3396,-2104,3132,473
3129,-1488,3140,482
3019,-891,3144,494
2620,-451,3140,514
2223,23,3111,537
2307,677,3091,562
2484,1221,3083,586
1838,1308,3091,611
472,1116,3087,637
-274,1263,3091,675
319,1926,3092,716
1173,2526,3091,755
891,2472,3064,786
-313,1984,3042,820
-1123,1697,3031,859
-939,1849,3042,900
-355,2123,3042,932
-78,2210,3042,964
-294,2093,3037,1000
-704,1939,3042,1045
-773,1960,3039,1085
-156,2255,3042,1125
620,2599,3039,1163
626,2616,3042,1205
-112,2307,3037,1245
-469,2120,3042,1286
81,2282,3042,1323
665,2481,3042,1366
412,2380,3032,1407
-196,2165,3042,1446
-223,2163,3064,1478
274,2345,3091,1511
543,2442,3093,1541
430,2436,3091,1575
481,2494,3087,1605
939,2661,3091,1639
1345,2785,3086,1671
1251,2796,3091,1703
794,2706,3094,1727
352,2526,3091,1752
-25,2274,3063,1774
-469,2120,3042,1800
-791,2213,3033,1822
-508,2526,3042,1848
438,2857,3039,1872
1291,3022,3042,1896
1168,2900,3042,1911
196,2571,3042,1928
-478,2347,3015,1948
-39,2526,2993,1977
895,2915,2980,2000
1095,3022,2993,2025
417,2740,2994,2045
-78,2526,2993,2073
229,2630,2983,2096
743,2751,2993,2121
909,2632,2992,2141
1212,2571,2993,2170
2089,2801,2992,2193
2777,2977,3042,2218
2258,2675,3126,2235
860,2120,3238,2266
-118,1781,3343,2303
-39,1714,3483,2346
644,1674,3659,2381
1291,1669,3876,2427
1653,1814,4088,2479
1721,1984,4317,2539
1566,1941,4554,2586
1291,1714,4808,2636
828,1440,5033,2686
117,1173,5249,2748
-416,988,5458,2802
-156,1082,5691,2861
709,1395,5902,2915
1251,1579,6084,2973
1124,1482,6222,3022
978,1398,6378,3086
1167,1498,6544,3158
1095,1533,6721,3246
411,1313,6867,3325
-117,1128,7016,3407
169,1243,7161,3492
665,1443,7310,3600
486,1392,7415,3701
-78,1218,7506,3793
-107,1239,7593,3866
469,1443,7703,3953
874,1556,7788,4036
743,1533,7850,4098
480,1539,7872,4107
508,1624,7899,4098
725,1657,7919,4088
782,1579,7948,4098
548,1454,7951,4098
274,1398,7948,4098
352,1475,7921,4092
860,1669,7899,4098
1318,1807,7852,4096
1173,1714,7801,4098
500,1431,7725,4093
-78,1218,7653,4098
-224,1195,7558,4095
-235,1218,7457,4098
-377,1137,7330,4094
-352,1082,7212,4098
171,1239,7085,4094
900,1533,6967,4098
1241,1678,6820,4094
1017,1533,6672,4098
471,1218,6513,4094
-39,992,6378,4098
-81,1055,6230,4094
587,1398,6084,4098
1379,1694,5921,4094
1330,1624,5789,4098
529,1317,5662,4094
117,1218,5544,4098
388,1358,5405,4094
274,1308,5299,4098
-627,938,5214,4094
-1017,767,5151,4098
-37,1121,5054,4094
1173,1579,4955,4098
1230,1636,4861,4094
587,1443,4808,4098
374,1385,4754,4094
508,1398,4710,4098
284,1246,4653,4094
-39,1082,4612,4098
264,1208,4558,4094
939,1488,4514,4098
1000,1487,4470,4094
274,1128,4465,4098
-333,836,4464,4094
-78,1037,4465,4098
