II,V,PLETH,ABP
253,-1636,0,0
456,-1730,0,0
644,-1492,0,0
712,-1463,0,0
704,-1284,0,0
633,-1036,0,0
544,-752,0,0
483,-502,0,0
485,-250,0,0
556,8,0,0
677,266,0,0
812,500,0,0
931,736,0,0
1024,984,0,0
1091,1251,0,0
1142,1527,0,0
1178,1819,0,0
1194,2101,0,0
1168,2351,0,0
1093,2542,0,0
973,2684,0,0
842,2784,0,0
693,2894,0,0
589,3017,0,0
465,3198,0,0
385,3388,0,0
278,3598,0,0
206,3760,0,0
105,3897,0,0
29,3971,0,0
-93,4030,0,0
-197,4046,0,0
-362,4086,0,0
-509,4124,0,0
-700,4162,0,0
-811,4198,0,0
-894,4144,0,0
-872,4085,0,0
-964,4006,0,0
-1338,4136,0,0
-2395,4575,0,0
-4235,5503,0,0
-6879,6825,0,0
-9846,8402,0,0
-12688,9877,0,0
-14838,11027,0,0
-16177,11694,0,0
-16731,12004,0,0
-16880,12113,0,0
-16853,12184,0,0
-16887,12112,0,0
-16971,11567,0,0
-17066,10095,0,0
-17113,7390,0,0
-17072,3569,0,0
-16953,-852,0,0
-16764,-5065,0,0
-16550,-8402,0,0
-16369,-10513,0,0
-16292,-11530,0,0
-16345,-11833,0,0
-16509,-11852,0,0
-16696,-11864,0,0
-16878,-11942,0,0
-17015,-12060,0,0
-17134,-12159,0,0
-17190,-12193,0,0
-16973,-12111,0,0
-16205,-11771,0,0
-14548,-11044,0,0
-11947,-9804,0,0
-8603,-8090,0,0
-5056,-6018,0,0
-1882,-3851,0,0
450,-1778,0,0
1782,-20,0,0
2234,1365,0,0
2106,2330,0,0
1677,2906,0,0
1196,3201,0,0
731,3266,0,0
346,3249,0,0
-45,3188,0,0
-431,3170,0,0
-939,3150,0,0
-1523,3170,0,0
-2253,3154,0,0
-2971,3160,0,0
-3640,3136,0,0
-3991,3154,0,0
-3932,3136,0,0
-3230,3163,0,0
-1988,3145,0,0
-303,3159,0,0
1444,3149,0,0
2956,3156,0,0
3984,3150,0,0
4501,3154,0,0
4637,3150,0,0
4584,3153,0,0
4514,3152,0,0
4492,3142,0,0
4510,3132,0,0
4521,3131,0,0
4508,3152,0,0
4465,3154,0,0
4434,3052,0,0
4421,2706,0,0
4432,2053,0,0
4388,1154,0,0
4151,246,0,0
3559,-387,0,0
2491,-564,0,0
993,-353,0,0
-736,-36,0,0
-2364,32,0,0
-3602,-347,0,0
-4331,-1128,0,0
-4598,-2043,0,0
-4609,-2805,0,0
-4518,-3214,0,0
-4396,-3259,0,0
-4155,-3014,0,0
-3710,-2599,0,0
-3001,-2066,0,0
-2140,-1488,0,0
-1268,-909,0,0
-581,-434,0,0
-139,-108,0,0
43,33,0,0
77,57,0,0
31,22,0,0
6,-5,0,0
-10,-3,0,0
8,6,0,0
12,13,0,0
12,14,0,0
8,2,0,0
-3,1,0,0
0,1,0,0
-1,1,0,0
5,4,0,0
2,0,0,0
5,2,0,0
-2,0,0,0
2,4,0,0
-2,1,0,0
1,3,0,0
1,1,0,0
2,0,0,0
2,1,0,0
2,2,0,0
2,2,0,0
1,2,0,0
0,1,0,0
