II,V,PLETH,RESP
299,964,11377,1401
400,1306,15453,1902
404,1350,15941,1962
370,1264,14847,1829
354,1234,14429,1781
359,1273,14860,1839
361,1302,15175,1880
353,1287,14932,1852
346,1264,14654,1819
349,1266,14735,1829
359,1286,14972,1858
370,1302,14946,1855
388,1316,14769,1833
409,1325,14743,1830
423,1312,14894,1848
425,1273,14921,1852
433,1245,14821,1840
461,1249,14775,1834
502,1255,14862,1844
537,1226,14889,1848
554,1185,14830,1842
549,1164,14754,1837
523,1166,14761,1842
486,1162,14739,1842
457,1162,14732,1842
436,1176,14704,1839
411,1199,14724,1842
371,1204,14713,1841
338,1193,14726,1842
326,1178,14708,1840
328,1174,14726,1842
319,1173,14713,1840
303,1175,14722,1842
301,1184,14682,1840
327,1206,14658,1842
354,1230,14608,1840
357,1258,14615,1842
343,1294,14614,1840
349,1349,14652,1842
386,1404,14658,1840
450,1424,14702,1842
547,1380,14711,1840
719,1295,14730,1842
976,1199,14700,1840
1252,1113,14717,1842
1437,1009,14728,1840
1491,867,14768,1842
1490,690,14761,1840
1522,532,14803,1842
1550,442,14847,1840
1448,453,14923,1842
1173,543,14940,1840
853,680,14998,1842
650,830,15066,1840
598,986,15184,1842
610,1122,15245,1840
613,1217,15325,1842
607,1269,15394,1840
614,1315,15514,1842
625,1366,15587,1840
631,1405,15672,1842
631,1413,15731,1840
639,1419,15843,1842
648,1438,15926,1840
651,1456,16023,1842
644,1445,16073,1840
647,1426,16156,1842
661,1425,16209,1840
675,1444,16284,1842
668,1451,16314,1840
658,1445,16382,1842
656,1438,16434,1840
667,1444,16516,1842
672,1447,16546,1840
672,1444,16594,1842
674,1436,16618,1840
690,1438,16679,1842
708,1445,16693,1840
730,1462,16714,1842
754,1480,16700,1840
793,1512,16733,1842
842,1551,16731,1840
901,1600,16725,1842
951,1634,16665,1840
990,1656,16659,1842
1019,1669,16643,1840
1054,1694,16620,1842
1091,1719,16495,1840
1124,1738,16385,1842
1139,1738,16273,1840
1159,1748,16208,1842
1204,1785,16094,1840
1295,1863,16025,1842
1410,1955,15966,1840
1526,2051,15951,1842
1613,2123,15870,1840
1680,2173,15805,1842
1732,2203,15734,1840
1791,2244,15718,1842
1858,2298,15657,1840
1941,2366,15621,1842
2025,2428,15571,1840
2112,2500,15573,1842
2192,2581,15535,1840
2279,2674,15515,1842
2362,2747,15460,1840
2434,2793,15452,1842
2470,2801,15423,1840
2477,2797,15433,1842
2462,2787,15414,1840
2454,2795,15430,1842
2459,2804,15414,1840
2484,2814,15429,1842
2511,2816,15415,1840
2537,2837,15435,1842
2549,2865,15416,1840
2561,2898,15412,1842
2574,2924,15361,1840
2609,2974,15346,1842
2654,3037,15312,1840
2712,3094,15319,1842
2764,3112,15297,1840
2820,3130,15315,1842
2869,3177,15304,1840
2918,3257,15306,1842
2951,3303,15254,1840
2981,3297,15237,1842
3003,3267,15205,1840
3036,3288,15199,1842
3065,3350,15144,1840
3101,3408,15122,1842
3128,3422,15089,1840
3158,3440,15086,1842
3184,3485,15033,1840
3222,3543,15008,1842
3258,3558,14971,1840
3303,3553,14971,1842
3339,3560,14922,1840
3379,3601,14896,1842
3408,3635,14853,1840
3436,3655,14855,1842
3444,3653,14829,1840
3442,3656,14839,1842
3428,3655,14829,1840
3424,3659,14848,1842
3419,3649,14814,1840
3419,3631,14794,1842
3401,3599,14747,1840
3385,3585,14742,1842
3369,3584,14715,1840
3370,3597,14725,1842
3367,3585,14710,1840
3360,3560,14727,1842
3337,3522,14709,1840
3322,3508,14723,1842
3306,3505,14712,1840
3302,3514,14731,1842
3292,3507,14706,1840
3287,3499,14694,1842
3276,3486,14644,1840
3273,3488,14631,1842
3262,3484,14600,1840
3258,3477,14607,1842
3249,3459,14591,1840
3252,3462,14609,1842
3254,3475,14592,1840
3271,3497,14588,1842
3286,3497,14538,1840
3303,3491,14521,1842
3304,3477,14488,1840
3311,3467,14494,1842
3326,3444,14474,1840
3366,3421,14490,1842
3404,3391,14478,1840
3433,3373,14481,1842
3423,3355,14432,1840
3391,3350,14413,1842
3334,3344,14377,1840
3283,3343,14374,1842
3236,3329,14325,1840
3210,3318,14298,1842
3182,3304,14255,1840
3155,3304,14262,1842
3113,3299,14245,1840
3082,3294,14252,1842
3059,3280,14231,1840
3051,3278,14252,1842
3037,3276,14245,1840
3028,3278,14255,1842
3006,3277,14227,1840
2981,3304,14248,1842
2944,3350,14260,1840
2924,3402,14298,1842
2929,3416,14295,1840
2983,3402,14340,1842
3084,3353,14383,1840
3257,3283,14457,1842
3482,3164,14481,1840
3727,3008,14542,1842
3917,2822,14598,1840
4034,2638,14684,1842
4092,2449,14713,1840
4125,2275,14770,1842
4075,2145,14820,1840
3874,2127,14909,1842
3521,2223,14943,1840
3160,2397,14999,1842
2920,2566,15043,1840
2833,2706,15130,1842
2817,2811,15170,1840
2824,2903,15229,1842
2828,2973,15267,1840
2834,3036,15351,1842
2820,3082,15397,1840
2802,3116,15460,1842
2785,3121,15493,1840
2787,3117,15571,1842
2783,3104,15623,1840
2777,3104,15696,1842
2761,3104,15723,1840
2760,3114,15779,1842
2759,3110,15806,1840
2762,3097,15856,1842
2754,3072,15861,1840
2756,3066,15898,1842
2756,3072,15915,1840
2755,3083,15969,1842
2735,3072,15979,1840
2720,3061,16008,1842
2712,3056,16002,1840
2717,3068,16026,1842
2713,3065,16009,1840
2710,3046,16019,1842
2702,3015,16001,1840
2703,3007,16021,1842
2695,3010,16008,1840
2691,3015,16020,1842
2683,2998,16000,1840
2687,2987,16019,1842
2685,2981,16008,1840
2685,2983,16022,1842
2676,2969,15999,1840
2674,2960,16017,1842
2669,2953,16012,1840
2672,2955,16027,1842
2670,2940,15986,1840
2677,2928,15969,1842
2681,2917,15929,1840
2687,2919,15926,1842
2682,2912,15879,1840
2680,2908,15859,1842
2673,2901,15813,1840
2672,2898,15809,1842
2666,2883,15768,1840
2670,2872,15750,1842
2672,2859,15699,1840
2679,2853,15689,1842
2675,2841,15657,1840
2676,2837,15667,1842
2672,2826,15652,1840
2668,2808,15671,1842
2649,2772,15648,1840
2638,2748,15641,1842
2634,2739,15591,1840
2645,2742,15579,1842
2644,2731,15544,1840
2633,2722,15534,1842
2607,2722,15480,1840
2591,2736,15462,1842
2573,2726,15429,1840
2554,2685,15438,1842
2522,2628,15416,1840
2501,2605,15432,1842
2488,2613,15421,1842
2483,2630,15424,1842
2465,2617,15372,1839
2443,2592,15355,1842
2421,2569,15323,1843
2410,2562,15317,1842
2396,2546,15260,1837
2386,2529,15240,1842
2373,2511,15209,1846
2366,2505,15204,1842
2351,2493,15147,1831
2339,2480,15125,1843
2322,2463,15096,1856
2313,2454,15089,1839
2301,2440,15013,1794
2297,2429,14959,1785
2292,2415,14900,1807
2294,2414,14880,1778
2286,2413,14814,1630
2275,2408,14780,1445
2251,2386,14744,1348
2235,2368,14747,1388
2223,2355,14698,1496
2225,2359,14672,1602
2225,2356,14632,1656
2227,2352,14631,1654
2218,2339,14585,1612
2208,2332,14562,1582
2190,2321,14519,1578
2178,2316,14515,1580
2163,2302,14472,1556
2152,2286,14452,1529
2134,2262,14406,1516
2122,2247,14398,1515
2113,2240,14359,1499
2119,2247,14340,1476
2117,2246,14292,1457
2105,2237,14281,1453
2074,2215,14245,1443
2052,2203,14230,1426
2038,2195,14179,1406
2038,2192,14165,1399
2036,2179,14132,1393
2040,2172,14120,1379
2045,2168,14067,1357
2054,2169,14051,1347
2059,2160,14019,1343
2073,2159,14010,1333
2086,2167,13956,1309
2095,2183,13937,1295
2085,2175,13905,1293
2080,2143,13897,1287
2096,2090,13843,1262
2141,2048,13824,1246
2182,2020,13793,1245
2197,2013,13779,1242
2171,2004,13702,1218
2126,1992,13647,1199
2069,1969,13588,1199
2019,1958,13570,1198
1978,1957,13508,1172
1958,1964,13473,1151
1940,1960,13434,1150
1912,1951,13440,1152
1860,1932,13400,1129
1818,1911,13366,1107
1799,1892,13312,1106
1803,1894,13320,1108
1805,1905,13311,1086
1803,1915,13314,1063
1787,1913,13279,1059
1758,1926,13302,1062
1717,1962,13322,1044
1699,2007,13357,1024
1719,2020,13340,1019
1785,1996,13382,1021
1901,1936,13449,1005
2092,1849,13554,985
2333,1718,13599,977
2561,1551,13678,978
2709,1361,13773,966
2793,1175,13916,950
2842,994,14001,941
2848,831,14106,941
2728,715,14209,931
2454,710,14360,916
2091,830,14457,904
1787,1034,14563,900
1622,1226,14660,894
1578,1356,14824,883
1581,1431,14963,870
1599,1508,15107,865
1620,1600,15208,861
1642,1691,15356,852
1641,1740,15483,837
1627,1755,15613,829
1616,1759,15685,827
1619,1778,15804,822
1617,1792,15928,807
1610,1786,16076,799
1599,1761,16150,797
1600,1751,16236,794
1598,1753,16302,778
1593,1749,16394,768
1579,1727,16422,767
1576,1719,16474,766
1583,1733,16523,751
1599,1746,16620,739
1601,1731,16659,739
1598,1716,16695,739
1592,1723,16694,725
