II,V,ABP
5541,11535,12229
6295,13065,13850
5541,11535,12229
5095,10737,11383
5448,11535,12229
5728,12012,12734
5587,11535,12229
5484,11221,11895
5634,11535,12229
5719,11727,12433
5634,11535,12229
5577,11407,12091
5634,11535,12229
5663,11600,12300
5634,11535,12229
5614,11494,12181
5634,11535,12229
5639,11541,12242
5634,11535,12229
5629,11536,12216
5634,11535,12229
5628,11480,12216
5634,11443,12229
5630,11392,12216
5634,11351,12229
5600,11275,12216
5541,11259,12229
5464,11283,12216
5448,11351,12229
5482,11355,12216
5541,11351,12229
5551,11331,12216
5541,11351,12229
5527,11341,12216
5541,11351,12229
5542,11341,12216
5541,11351,12229
5531,11336,12216
5541,11351,12229
5555,11351,12216
5587,11351,12229
5600,11323,12216
5587,11351,12229
5562,11398,12216
5587,11443,12229
5614,11419,12216
5587,11443,12229
5519,11569,12216
5541,11812,12229
5603,11997,12216
5541,12089,12229
5283,12111,12216
5029,12181,12229
4854,12123,12216
4610,11720,12229
4114,10841,12216
3539,9782,12229
3109,8843,12216
2840,8213,12229
2518,7788,12216
2142,7567,12229
1900,7533,12216
2002,7752,12229
2378,8122,12216
2840,8582,12229
3173,8938,12216
3352,9136,12229
3452,9207,12216
3632,9413,12229
3927,9814,12216
4330,10336,12229
4765,10750,12216
5215,11074,12229
5598,11316,12216
5867,11535,12229
5974,11672,12216
6006,11812,12229
6031,11922,12216
6099,11997,12229
6158,11980,12216
6193,11997,12229
6191,12046,12216
6193,12089,12229
6189,12031,12216
6193,11997,12229
6183,12021,12216
6193,12089,12229
6220,12082,12216
6286,12089,12229
6328,12123,12216
6332,12181,12229
6303,12165,12216
6332,12181,12229
6404,12250,12216
6472,12366,12229
6468,12382,12216
6472,12366,12229
6517,12363,12216
6612,12458,12229
6669,12550,12216
6705,12643,12229
6720,12683,12216
6751,12735,12229
6777,12759,12216
6844,12827,12229
6933,12901,12216
7031,13012,12229
7078,13070,12216
7124,13104,12229
7181,13085,12216
7263,13104,12229
7302,13133,12216
7310,13197,12229
