II,V,ABP
1965,5436,-8548
2078,6179,-9681
1628,5436,-8548
1359,5001,-7956
1404,5365,-8548
1354,5638,-8901
1067,5436,-8548
795,5260,-8314
674,5436,-8548
567,5647,-8691
393,5648,-8548
263,5563,-8452
281,5577,-8548
401,5619,-8598
505,5577,-8548
519,5467,-8514
449,5436,-8548
337,5510,-8557
225,5577,-8548
155,5541,-8539
168,5506,-8548
239,5543,-8539
281,5577,-8548
252,5496,-8539
225,5436,-8548
235,5486,-8539
225,5577,-8548
172,5576,-8539
168,5577,-8548
242,5625,-8539
281,5648,-8548
220,5575,-8539
168,5577,-8548
203,5701,-8539
225,5789,-8548
144,5705,-8539
56,5648,-8548
54,5742,-8539
56,5859,-8548
-28,5825,-8539
-112,5789,-8548
-96,5860,-8539
-56,5930,-8548
-116,5850,-8539
-225,5789,-8548
-263,5858,-8539
-225,5930,-8548
-177,5829,-8539
-112,5718,-8548
-16,5735,-8539
56,5789,-8548
58,5695,-8539
56,5577,-8548
108,5576,-8539
168,5648,-8548
175,5623,-8539
168,5577,-8548
209,5633,-8539
281,5789,-8548
353,5866,-8539
449,5859,-8548
576,5874,-8539
674,6001,-8548
718,6100,-8539
786,6071,-8548
928,5967,-8539
1067,6001,-8548
1116,6149,-8539
1123,6212,-8548
1196,6033,-8539
1348,5789,-8548
1480,5639,-8539
1516,5577,-8548
1460,5483,-8539
1348,5436,-8548
1179,5487,-8539
955,5577,-8548
723,5596,-8539
562,5648,-8548
472,5784,-8539
393,5930,-8548
306,5967,-8539
281,6001,-8548
317,6088,-8539
337,6142,-8548
287,6063,-8539
281,6001,-8548
366,6032,-8539
449,6071,-8548
443,6008,-8539
449,6001,-8548
536,6090,-8539
618,6142,-8548
627,6046,-8539
674,6001,-8548
773,6038,-8539
786,6001,-8548
748,5878,-8539
955,6001,-8548
1473,6274,-8539
2078,6071,-8548
2815,5052,-8539
4043,3883,-8548
5507,3383,-8539
6177,3671,-8548
5486,4300,-8539
4155,5083,-8548
3173,5969,-8539
2639,6777,-8548
2160,7278,-8539
1797,7624,-8548
1807,7990,-8539
1965,8260,-8548
1796,8123,-8539
1348,7624,-8548
1074,7032,-8539
1179,6565,-8548
1420,6179,-8539
1572,5859,-8548
1644,5656,-8539
1741,5648,-8548
1846,5714,-8539
1909,5718,-8548
1919,5622,-8539
1965,5577,-8548
2066,5620,-8539
2190,5648,-8548
2267,5566,-8539
2358,5506,-8548
2492,5536,-8539
2639,5577,-8548
