II,V,PLETH,RESP
-5,-51,5864,-140
-13,-65,7964,-183
-21,-63,8201,-189
-23,-57,7612,-189
-17,-56,7373,-198
-8,-61,7583,-208
-2,-67,7732,-213
0,-69,7578,-218
0,-66,7394,-227
0,-61,7398,-236
-2,-62,7491,-241
-7,-64,7450,-246
-12,-64,7329,-255
-13,-58,7292,-265
-11,-57,7355,-271
-9,-60,7355,-274
-11,-53,7274,-281
-12,-19,7210,-293
1,32,7218,-301
48,56,7207,-302
138,10,7150,-305
259,-104,7082,-313
387,-254,7063,-320
495,-439,7040,-321
566,-680,7018,-324
585,-961,6974,-335
544,-1195,6961,-346
446,-1284,6949,-346
321,-1213,6938,-344
218,-1050,6887,-348
174,-869,6852,-354
179,-691,6821,-354
188,-511,6807,-354
164,-339,6764,-361
106,-206,6744,-368
42,-124,6730,-368
-5,-77,6725,-368
-35,-41,6679,-375
-52,-15,6641,-382
-60,-7,6609,-382
-61,-11,6594,-383
-60,-11,6543,-390
-62,-2,6499,-401
-68,5,6461,-404
-74,6,6450,-402
-76,5,6408,-402
-76,7,6362,-403
-78,11,6311,-401
-81,12,6302,-401
-83,11,6274,-405
-84,8,6229,-411
-85,9,6159,-411
-87,10,6143,-411
-89,12,6149,-416
-91,11,6159,-425
-91,8,6130,-432
-90,8,6149,-433
-88,11,6207,-432
-86,16,6280,-431
-86,18,6280,-431
-87,18,6297,-431
-90,18,6407,-432
-93,19,6679,-436
-95,21,6994,-440
-93,21,7297,-443
-90,19,7551,-442
-88,18,7838,-441
-87,19,8104,-441
-87,20,8319,-442
-85,21,8465,-442
-81,20,8686,-442
-76,21,8965,-441
-74,23,9229,-441
-75,24,9387,-441
-75,21,9579,-444
-73,16,9831,-448
-70,15,10080,-453
-66,17,10208,-453
-61,19,10348,-449
-54,15,10543,-444
-48,11,10746,-441
-47,10,10832,-440
-49,13,10927,-442
-48,15,11087,-442
-43,16,11274,-441
-35,16,11352,-440
-31,15,11434,-442
-32,17,11568,-446
-35,21,11736,-451
-37,26,11806,-452
-37,26,11874,-451
-37,22,11979,-447
-38,21,12122,-443
-39,24,12179,-440
-40,27,12241,-441
-39,25,12333,-445
-37,20,12471,-450
-36,18,12537,-452
-36,21,12602,-452
-38,22,12682,-448
-40,19,12817,-444
-42,13,12898,-440
-43,7,12969,-440
-44,2,13025,-443
-47,-1,13124,-449
-50,-7,13183,-451
-53,-14,13234,-452
-54,-23,13246,-451
-52,-32,13291,-451
-49,-41,13315,-451
-47,-50,13348,-451
-46,-58,13331,-451
-47,-65,13320,-452
-50,-71,13281,-451
-53,-75,13268,-450
-56,-79,13220,-451
-58,-82,13179,-456
-58,-85,13109,-459
-57,-87,13080,-462
-58,-88,13024,-461
-59,-89,12958,-461
-62,-90,12840,-460
-65,-91,12765,-461
-68,-90,12690,-461
-69,-87,12619,-463
-69,-86,12489,-468
-68,-87,12400,-472
-69,-88,12329,-472
-70,-86,12272,-469
-70,-83,12142,-464
-69,-78,12040,-461
-68,-74,11964,-460
-66,-71,11924,-462
-64,-69,11828,-466
-62,-65,11761,-471
-60,-62,11713,-472
-56,-61,11697,-470
-52,-61,11615,-465
-48,-59,11551,-462
-45,-54,11499,-459
-42,-49,11481,-461
-38,-46,11412,-465
-33,-46,11366,-470
-28,-46,11332,-472
-24,-44,11327,-472
-21,-43,11268,-467
-17,-43,11228,-463
-11,-44,11193,-460
