II,V,PLETH,RESP
172,-73,2897,384
214,-95,3924,526
216,-86,4028,542
220,-61,3726,497
234,-39,3602,475
238,-33,3703,489
228,-36,3775,501
220,-40,3700,485
217,-45,3612,464
213,-40,3618,459
212,-11,3669,465
218,13,3653,460
226,-6,3598,446
233,-33,3582,437
243,11,3614,439
247,86,3618,437
235,76,3586,427
216,7,3566,416
214,38,3580,414
239,154,3584,414
272,156,3567,405
280,21,3548,392
263,3,3552,385
271,206,3548,385
328,355,3540,382
352,196,3519,370
268,-70,3511,362
180,-21,3501,362
274,357,3493,360
475,563,3471,349
496,262,3460,339
302,-109,3449,339
218,93,3444,339
394,657,3422,328
544,731,3409,317
448,236,3398,316
338,84,3394,317
456,590,3378,309
623,856,3370,299
582,395,3365,297
463,71,3365,299
510,492,3351,294
639,838,3346,286
629,419,3342,284
538,9,3341,286
557,354,3322,281
661,730,3311,273
678,355,3304,271
605,-102,3298,272
577,155,3270,269
621,528,3244,264
638,235,3223,262
596,-186,3208,262
557,15,3172,261
567,354,3138,259
593,118,3108,258
591,-263,3088,258
566,-114,3051,255
559,197,3010,252
575,35,2970,249
578,-294,2943,249
547,-204,2904,247
517,63,2859,244
522,-26,2806,240
545,-292,2768,239
541,-258,2731,238
513,-33,2693,235
496,-37,2643,232
508,-231,2608,230
519,-261,2578,229
512,-108,2546,227
491,-61,2495,223
480,-197,2455,221
483,-279,2425,220
493,-165,2401,218
498,-29,2362,211
498,-86,2331,207
489,-245,2311,207
476,-238,2298,205
461,-69,2264,198
456,-34,2231,193
457,-201,2207,193
455,-259,2198,192
443,-79,2178,185
434,23,2158,179
440,-138,2141,179
455,-248,2142,179
465,-82,2136,172
472,47,2122,166
480,-112,2103,165
488,-257,2110,166
490,-110,2121,160
492,38,2123,153
499,-102,2108,152
512,-253,2122,152
531,-107,2160,148
561,77,2200,144
596,-11,2213,143
625,-148,2247,144
641,-30,2309,138
662,143,2377,132
695,86,2411,129
737,-29,2455,130
773,50,2530,125
807,147,2622,119
841,3,2681,116
864,-226,2740,115
856,-259,2822,112
818,-182,2929,107
783,-225,3009,102
783,-326,3076,101
801,-293,3165,99
794,-177,3316,97
748,-164,3489,94
700,-250,3646,92
673,-272,3760,91
647,-202,3863,86
588,-153,3949,81
505,-184,4014,78
438,-231,4048,77
405,-231,4095,74
390,-205,4156,68
382,-203,4222,63
381,-228,4256,63
396,-239,4289,64
411,-222,4330,62
416,-224,4378,59
404,-261,4398,59
395,-297,4418,59
388,-289,4446,54
384,-269,4488,50
372,-262,4508,50
362,-258,4521,50
