II,V,PLETH,ABP
83,43,-1156,1982
124,54,-1091,2281
156,58,-760,2236
180,66,-654,2510
197,71,-459,2704
207,73,-236,2851
214,74,-2,2987
218,74,198,3146
217,75,400,3295
210,74,610,3403
197,74,818,3495
179,75,1003,3583
159,76,1182,3649
136,77,1361,3676
113,77,1536,3677
88,78,1695,3661
64,78,1842,3624
39,77,1974,3563
16,77,2083,3483
-4,77,2164,3392
-23,78,2226,3281
-40,78,2272,3156
-57,79,2301,3021
-70,79,2319,2880
-71,81,2320,2740
-53,85,2306,2605
-14,92,2275,2481
44,102,2232,2365
111,114,2179,2260
178,126,2121,2156
231,136,2059,2060
268,145,1994,1962
290,151,1928,1874
304,156,1862,1785
308,158,1804,1713
302,157,1754,1643
279,151,1714,1594
236,141,1669,1541
175,126,1618,1510
106,109,1544,1471
39,94,1456,1452
-14,82,1346,1423
-55,75,1235,1417
-90,71,1117,1402
-130,69,1009,1407
-180,66,902,1404
-236,61,806,1419
-298,54,706,1425
-344,47,614,1448
-382,40,520,1466
-401,35,433,1499
-413,31,344,1527
-419,30,266,1568
-423,30,191,1605
-429,30,126,1651
-441,29,60,1691
-466,28,-1,1736
-507,27,-63,1775
-556,30,-121,1816
-593,43,-178,1853
-585,67,-226,1894
-498,100,-268,1932
-302,132,-300,1972
20,149,-325,2008
466,146,-343,2043
1004,121,-355,2072
1562,84,-364,2098
2036,49,-374,2117
2307,25,-388,2134
2290,13,-405,2142
1970,8,-426,2148
1423,4,-446,2146
782,-2,-465,2142
193,-9,-477,2130
-246,-12,-486,2118
-503,-10,-490,2097
-613,-1,-498,2079
-632,11,-505,2052
-618,22,-522,2028
-599,30,-541,1995
-587,34,-570,1969
-576,36,-596,1932
-567,37,-630,1904
-552,39,-659,1866
-540,41,-698,1839
-527,42,-735,1801
-515,44,-783,1773
-508,45,-832,1737
-497,47,-892,1710
-492,49,-950,1674
-478,51,-1013,1649
-473,53,-1073,1617
-457,56,-1136,1596
-449,58,-1196,1568
-439,61,-1258,1549
-432,63,-1318,1526
-425,64,-1375,1511
-415,66,-1427,1493
-402,67,-1473,1485
-384,68,-1513,1474
-362,70,-1549,1472
-337,72,-1584,1468
-312,73,-1615,1472
-286,75,-1645,1476
-261,77,-1667,1488
-232,80,-1680,1501
-201,83,-1677,1527
-165,87,-1660,1557
-129,92,-1623,1603
-91,97,-1570,1657
-54,103,-1493,1730
-18,110,-1397,1814
17,117,-1276,1920
53,124,-1140,2037
86,131,-985,2175
119,137,-819,2318
146,142,-638,2478
169,145,-450,2636
183,147,-248,2803
192,148,-45,2957
191,148,164,3113
184,146,368,3248
169,145,569,3376
149,143,760,3474
125,142,945,3561
99,141,1121,3613
73,141,1290,3651
48,140,1450,3654
24,140,1599,3641
0,139,1738,3597
-23,139,1861,3539
-44,138,1969,3455
-64,137,2054,3362
-85,137,2120,3248
-106,137,2163,3132
-124,137,2191,3003
-137,138,2203,2875
-138,140,2210,2742
-121,145,2208,2614
-79,152,2203,2484
-16,164,2189,2362
58,177,2170,2243
130,192,2141,2134
187,205,2107,2029
221,216,2065,1937
235,224,2017,1848
237,229,1957,1771
234,231,1885,1696
225,230,1798,1633
203,223,1699,1573
162,212,1590,1524
103,196,1479,1479
31,180,1369,1447
-38,164,1265,1415
-95,153,1167,1397
-136,146,1073,1379
-165,142,981,1375
-199,139,889,1368
-238,134,798,1377
-295,128,704,1382
-347,121,614,1402
-403,114,522,1416
-436,109,436,1446
-463,104,349,1470
-475,101,271,1509
-481,98,195,1540
-484,96,131,1587
-485,93,69,1624
-494,90,21,1675
-514,85,-24,1715
-552,84,-60,1766
-597,87,-100,1807
-629,101,-138,1857
-612,126,-184,1897
-511,160,-229,1943
-297,192,-275,1981
46,212,-312,2021
515,212,-340,2053
1071,195,-356,2085
1637,167,-366,2107
2102,139,-368,2129
2350,116,-369,2142
2299,101,-368,2153
1944,88,-370,2155
1369,74,-374,2154
714,57,-383,2146
122,43,-398,2136
-311,36,-418,2119
-563,37,-440,2100
-667,45,-459,2076
-687,56,-475,2051
-675,66,-486,2021
-660,72,-496,1991
-650,76,-505,1958
-642,79,-522,1928
-633,81,-543,1894
-623,85,-575,1864
-609,88,-612,1829
-596,92,-660,1799
-585,95,-710,1762
-573,98,-770,1732
-564,100,-827,1696
-549,103,-890,1669
-539,104,-950,1634
-520,106,-1014,1610
-504,107,-1073,1578
-485,108,-1136,1560
-468,109,-1196,1533
-453,110,-1260,1521
-436,110,-1320,1498
-421,111,-1381,1493
-402,112,-1439,1475
-383,113,-1495,1475
-362,114,-1547,1465
-341,115,-1595,1470
-318,116,-1636,1467
-295,117,-1667,1479
-266,119,-1683,1484
-236,121,-1683,1505
-199,124,-1665,1524
-161,127,-1631,1559
-119,132,-1581,1597
-76,137,-1518,1653
-32,144,-1441,1717
12,152,-1345,1800
54,160,-1227,1894
92,169,-1088,2006
126,178,-932,2131
156,185,-763,2271
182,191,-586,2419
202,195,-400,2575
215,198,-209,2730
220,200,-17,2884
216,200,159,3030
202,200,313,3167
182,198,438,3287
158,196,543,3392
132,193,642,3474
106,191,759,3537
82,189,901,3572
57,187,1067,3587
32,185,1237,3573
6,184,1400,3541
-20,182,1549,3482
-47,180,1680,3410
-75,177,1792,3316
-102,176,1891,3216
-127,173,1977,3096
-148,172,2048,2978
-164,171,2099,2844
-167,172,2136,2719
-149,175,2160,2581
-107,182,2170,2457
-44,192,2163,2326
33,205,2142,2212
111,217,2109,2092
176,228,2068,1992
220,236,2016,1888
244,242,1958,1801
255,245,1894,1711
256,247,1823,1638
248,244,1742,1562
225,238,1656,1503
183,226,1566,1443
121,210,1475,1397
48,193,1380,1352
-23,177,1288,1321
-80,165,1196,1292
-122,158,1107,1276
-155,153,1015,1263
-187,151,920,1263
-231,147,816,1265
-279,141,698,1279
-336,134,563,1293
-382,127,423,1317
-420,121,287,1343
-443,117,169,1379
-455,114,75,1414
-464,113,7,1458
-465,112,-41,1501
-471,112,-77,1552
-477,110,-109,1600
-498,107,-139,1654
-534,103,-170,1702
-581,105,-200,1756
-614,115,-231,1802
-602,138,-261,1854
-503,170,-291,1895
-292,202,-316,1941
47,221,-338,1976
501,222,-353,2016
1038,204,-363,2043
1582,178,-367,2074
2037,153,-369,2092
2288,138,-369,2112
2261,131,-370,2119
1938,126,-374,2126
1394,116,-383,2120
753,99,-399,2114
162,79,-418,2097
-282,64,-440,2081
-541,58,-459,2056
-650,63,-475,2033
-664,73,-486,2002
-644,83,-496,1974
-621,90,-506,1939
-608,94,-521,1906
-599,96,-542,1870
-592,97,-568,1837
-581,98,-597,1802
-572,99,-628,1768
-562,101,-660,1733
-555,102,-696,1700
-546,103,-735,1664
-536,105,-781,1633
-526,107,-833,1600
-511,110,-891,1572
-500,112,-950,1543
-483,114,-1012,1519
-468,115,-1073,1494
-451,117,-1136,1476
-434,118,-1197,1454
-418,118,-1258,1442
-403,118,-1318,1426
-390,118,-1376,1420
-377,118,-1428,1407
-363,118,-1473,1408
-347,118,-1513,1401
-329,118,-1545,1409
-308,118,-1570,1407
-285,119,-1583,1423
-257,119,-1585,1429
-227,121,-1573,1456
-194,124,-1552,1473
-161,127,-1523,1514
-125,131,-1496,1551
-88,136,-1466,1614
