II,V,PLETH
2777,7497,6308
3195,8489,7147
2870,7497,6308
2702,6981,5854
2962,7497,6259
3212,7800,6488
3240,7497,6211
3263,7320,6037
3425,7562,6211
3575,7720,6315
3610,7626,6211
3614,7577,6144
3703,7691,6211
3872,7746,6240
4073,7691,6211
4265,7617,6213
4443,7562,6259
4599,7462,6267
4721,7368,6259
4789,7316,6273
4814,7303,6308
4798,7283,6311
4721,7303,6308
4533,7333,6295
4258,7368,6308
3934,7356,6307
3610,7368,6308
3305,7391,6296
3055,7432,6308
2852,7424,6310
2685,7432,6308
2521,7452,6276
2407,7497,6259
2338,7498,6249
2314,7497,6259
2268,7509,6239
2222,7562,6211
2198,7600,6170
2222,7626,6162
2235,7621,6157
2222,7626,6162
2195,7626,6151
2222,7691,6162
2286,7856,6165
2314,8208,6162
2181,8704,6127
1944,9307,6114
1899,9910,6109
2407,10470,6114
3493,10810,6084
4906,10728,6065
6420,9984,6055
7868,8596,6065
8735,6770,6055
8331,4976,6065
6594,3672,6082
4443,3231,6114
2905,3629,6125
2222,4589,6162
1996,5676,6210
1944,6657,6259
1993,7387,6258
2037,7885,6259
1929,8159,6271
1759,8337,6308
1698,8450,6311
1759,8531,6308
1791,8531,6297
1759,8531,6308
1731,8541,6303
1759,8596,6308
1803,8622,6303
1851,8660,6308
1893,8683,6294
1944,8725,6308
1982,8744,6339
2037,8790,6405
2088,8846,6454
2129,8919,6502
2137,8951,6524
2129,8983,6550
2121,9022,6562
2129,9113,6599
2136,9185,6639
2129,9242,6696
2095,9256,6724
2037,9307,6745
1951,9382,6739
1851,9500,6745
1750,9594,6737
1666,9694,6745
1580,9780,6739
1481,9888,6745
1370,9980,6737
1296,10082,6745
1254,10152,6740
1203,10211,6745
1083,10233,6735
926,10276,6745
794,10312,6743
741,10341,6745
732,10294,6716
741,10211,6696
757,10085,6666
833,9953,6648
985,9768,6600
1203,9565,6550
1433,9314,6488
1666,9048,6453
1919,8743,6419
2222,8466,6405
2527,8211,6376
2777,8014,6356
2937,7830,6322
3055,7691,6308
3155,7552,6295
3240,7432,6308
3289,7304,6307
3333,7238,6308
3381,7216,6293
3425,7238,6308
3433,7233,6327
3425,7238,6356
3422,7230,6353
3425,7238,6356
3394,7222,6364
3333,7238,6405
3267,7262,6431
3240,7303,6453
3236,7301,6448
3240,7303,6453
3230,7295,6447
3240,7303,6453
3275,7289,6445
3333,7303,6453
3354,7327,6464
3333,7368,6502
3274,7366,6528
3240,7368,6550
3229,7378,6543
3240,7432,6550
3235,7470,6563
3240,7497,6599
3263,7488,6607
3333,7497,6599
3417,7512,6562
3518,7562,6550
3634,7597,6544
3795,7626,6550
3956,7620,6525
4073,7626,6502
4143,7623,6469
4258,7626,6453
4437,7595,6423
4629,7562,6405
4770,7499,6375
4906,7432,6356
5057,7346,6321
5184,7303,6308
5218,7287,6298
5184,7303,6308
5090,7295,6302
4906,7303,6308
4600,7320,6303
4258,7368,6308
3957,7376,6296
3703,7368,6308
3450,7341,6324
3240,7368,6356
3106,7398,6358
3055,7432,6356
3005,7421,6344
2962,7432,6356
2909,7459,6356
2870,7497,6356
2814,7494,6330
2777,7497,6308
2763,7517,6261
2777,7562,6211
2774,7581,6146
2777,7626,6114
2807,7686,6087
2870,7820,6065
2849,8106,6009
2685,8660,5968
2486,9287,5947
2592,9759,5968
3289,10117,5971
4629,10664,5968
6353,11124,5963
8054,10728,6017
9246,9077,6090
9535,6851,6162
8767,4934,6186
7220,3684,6211
5467,3048,6231
4073,3231,6259
3249,4270,6254
2870,5687,6259
2667,6763,6273
2499,7368,6308
2341,7744,6310
2222,8079,6308
2121,8264,6297
2037,8337,6308
1970,8380,6304
1944,8466,6308
1939,8506,6300
1944,8531,6308
1940,8545,6302
1944,8596,6308
1942,8619,6302
1944,8660,6308
1930,8688,6300
1944,8725,6308
1976,8740,6305
2037,8790,6308
2088,8852,6295
2129,8919,6308
2141,8942,6326
2129,8983,6356
2110,9033,6355
2129,9113,6356
2181,9164,6347
2222,9242,6356
2197,9327,6350
2129,9436,6356
2065,9499,6351
2037,9565,6356
2005,9637,6346
1944,9759,6356
