II,V,ABP,RESP
4781,6334,2139,-1127
5031,7229,2402,-1275
3885,6334,2103,-1127
3229,5761,1955,-1053
3586,6223,2103,-1127
4063,6748,2174,-1157
4283,6779,2066,-1088
4727,6762,2001,-1049
5578,7112,2066,-1088
6244,7592,2103,-1116
6275,7890,2066,-1088
5904,7924,2042,-1053
5678,7779,2066,-1050
5754,7587,2063,-1056
5877,7557,2029,-1050
5804,7742,2009,-1030
5678,8001,2029,-1011
5777,8154,2050,-1003
6176,8223,2066,-1011
6727,8340,2075,-1019
7271,8557,2103,-1011
7587,8689,2144,-987
7471,8557,2213,-972
7024,8197,2282,-969
6674,7890,2361,-972
6518,7657,2449,-959
6275,7334,2582,-933
5931,6928,2740,-905
5976,6779,2914,-894
6469,6904,3074,-894
6674,6890,3246,-894
6010,6456,3425,-879
4980,6001,3615,-855
4363,5916,3792,-832
4184,6001,3984,-816
3852,5703,4184,-800
3187,5001,4389,-777
2478,4312,4563,-752
1992,4001,4721,-739
1723,4018,4867,-738
1693,4223,5017,-739
1885,4430,5138,-724
2191,4556,5238,-700
2456,4588,5310,-676
2689,4667,5385,-661
2834,4770,5457,-645
2789,4778,5533,-622
2553,4642,5582,-596
2391,4556,5607,-583
2467,4575,5602,-583
2689,4556,5607,-583
2830,4371,5611,-569
2889,4223,5607,-544
2915,4272,5561,-521
2889,4445,5496,-505
2711,4526,5418,-489
2490,4556,5349,-466
2452,4669,5261,-441
2689,4890,5164,-428
2931,5034,5049,-427
2889,5001,4943,-428
2613,4802,4829,-415
2490,4556,4721,-389
2734,4340,4604,-362
3088,4223,4500,-350
3065,4161,4390,-349
2590,4112,4279,-350
2174,4071,4147,-337
2490,4223,4021,-311
3654,4743,3898,-284
5080,5556,3799,-272
5914,6138,3701,-273
5678,6001,3615,-272
4513,5234,3521,-257
3187,4556,3430,-233
2662,4458,3329,-210
3387,4778,3246,-194
4646,5019,3168,-188
5080,5001,3098,-194
4006,4772,3016,-202
2191,4445,2951,-194
957,4168,2892,-171
896,4223,2840,-155
1548,4572,2775,-156
2191,4778,2730,-155
2455,4436,2693,-137
2391,3778,2656,-117
2186,3351,2593,-111
2092,3445,2545,-117
2263,3861,2520,-117
2689,4334,2508,-117
3135,4715,2471,-119
3387,5001,2435,-117
3407,5132,2408,-98
3387,5112,2398,-78
3404,4983,2374,-72
3387,4890,2361,-78
3271,4869,2357,-81
3187,4890,2361,-78
3199,4879,2342,-76
3187,4890,2324,-78
3022,4933,2316,-79
2889,5001,2324,-78
3086,5076,2321,-77
3685,5223,2324,-78
4369,5359,2336,-78
4682,5334,2361,-78
4354,5136,2367,-77
3586,5001,2361,-78
2919,4974,2350,-78
2889,4890,2361,-78
3532,4719,2378,-78
4283,4778,2398,-78
4345,5118,2408,-78
3586,5334,2435,-78
2853,5084,2469,-78
3088,4667,2508,-78
3900,4460,2528,-77
3984,4445,2545,-78
2963,4370,2561,-78
2092,4334,2582,-78
2308,4435,2585,-77
2988,4556,2582,-78
3117,4536,2575,-79
2889,4556,2582,-78
2935,4728,2584,-75
3187,4890,2582,-78
3327,4909,2574,-83
3586,5001,2582,-78
3945,5206,2598,-58
3785,5223,2619,-39
3081,4888,2622,-34
2988,4667,2619,-39
4004,5005,2613,-41
4980,5779,2619,-39
4918,6545,2619,-37
4781,7334,2619,-39
5971,8440,2613,-40
8168,9779,2619,-39
9774,10604,2622,-38
9961,10224,2619,-39
9008,8606,2598,-39
7471,6445,2582,-39
5835,4506,2574,-39
4682,3223,2582,-39
4137,2571,2583,-38
3785,2445,2582,-39
3422,2760,2576,-40
3486,3445,2582,-39
4167,4258,2585,-37
4881,5001,2582,-39
5052,5601,2561,-41
4980,6112,2545,-39
5182,6400,2538,-34
5478,6334,2545,-39
5174,6004,2546,-58
4184,5779,2545,-78
3247,5772,2529,-83
3088,5779,2508,-78
3528,5601,2481,-75
4084,5556,2471,-78
4856,6020,2470,-79
6275,6890,2471,-78
7609,7399,2454,-78
7271,7001,2435,-78
4862,5922,2414,-77
2191,5001,2398,-78
1090,4708,2373,-80
1494,4890,2361,-78
2239,5187,2358,-73
2889,5556,2361,-78
3542,5961,2344,-97
3984,6223,2324,-117
4007,6223,2312,-122
4084,6223,2324,-117
4530,6382,2330,-113
4881,6556,2324,-117
4641,6518,2300,-119
4283,6445,2287,-117
4417,6527,2283,-114
4781,6668,2287,-117
4687,6604,2273,-120
4482,6556,2250,-117
5367,6998,2223,-110
7670,8001,2213,-117
9665,8774,2210,-137
9263,8557,2213,-155
6508,7507,2199,-158
3785,6668,2176,-155
2973,6629,2146,-156
3586,7001,2139,-155
4100,7103,2140,-151
4184,7001,2139,-155
4458,7126,2116,-174
5080,7557,2103,-194
5556,7893,2098,-199
5777,8001,2103,-194
6000,8086,2093,-193
6275,8334,2103,-194
6433,8555,2129,-192
6574,8557,2176,-194
6784,8361,2218,-211
6873,8223,2287,-233
6705,8245,2383,-241
6574,8334,2508,-233
6645,8259,2627,-226
6674,8001,2766,-233
6412,7710,2932,-252
6076,7557,3135,-272
5808,7410,3335,-279
5478,7112,3541,-272
5109,6701,3750,-264
5080,6445,3984,-272
5377,6359,4210,-294
5379,6223,4426,-311
4714,5879,4613,-313
3984,5556,4795,-311
3878,5439,4962,-312
4184,5445,5127,-311
4096,5350,5273,-306
3486,5223,5422,-311
3050,5186,5566,-330
3387,5223,5717,-350
4138,5153,5851,-354
4482,5001,5976,-350
4027,4859,6074,-348
3187,4778,6160,-350
2509,4669,6220,-347
2191,4556,6271,-350
2141,4468,6296,-366
2391,4445,6308,-389
2844,4431,6291,-397
3187,4445,6271,-389
3193,4484,6235,-379
3088,4556,6197,-389
3114,4583,6129,-411
3187,4556,6049,-428
3137,4511,5953,-429
3088,4556,5865,-428
3114,4666,5760,-428
3088,4778,5644,-428
3021,4841,5505,-422
3187,4890,5385,-428
3442,4817,5273,-447
3287,4556,5164,-466
2859,4317,5029,-470
3187,4556,4906,-466
4665,5275,4790,-466
6176,5890,4685,-466
6314,5830,4553,-462
5080,5223,4426,-466
3516,4519,4305,-486
2391,4001,4205,-505
1803,3719,4092,-507
1693,3778,3984,-505
1816,4056,3869,-518
1793,4223,3762,-544
1589,4135,3643,-555
1693,4112,3541,-544
2243,4305,3454,-532
2689,4445,3394,-544
2609,4313,3321,-570
2391,4223,3246,-583
2450,4418,3162,-579
2590,4667,3098,-583
2502,4648,3039,-604
2490,4556,2988,-622
2883,4644,2926,-621
3387,4778,2877,-622
3455,4685,2833,-640
3187,4556,2803,-661
3148,4738,2764,-662
3586,5223,2730,-661
4050,5581,2689,-676
4084,5556,2656,-700
3801,5229,2624,-704
3685,4890,2619,-700
3845,4715,2621,-709
3984,4778,2619,-739
4003,4993,2594,-765
4184,5223,2582,-777
4489,5294,2581,-776
4482,5223,2582,-777
4136,5180,2559,-789
4084,5334,2545,-816
4439,5489,2554,-843
4383,5334,2582,-855
3464,4871,2588,-851
2590,4556,2582,-855
2742,4614,2573,-873
3586,4778,2582,-894
4055,4702,2594,-897
3885,4556,2619,-894
3539,4659,2640,-903
3287,5001,2656,-933
3027,5236,2652,-960
2889,5223,2656,-972
3101,5021,2669,-968
3586,4778,2693,-972
3939,4573,2697,-988
3984,4556,2693,-1011
3754,4676,2683,-1018
3387,4778,2693,-1011
2943,4760,2708,-1002
2590,4778,2730,-1011
2427,4875,2734,-1031
2490,4890,2730,-1050
2723,4710,2718,-1053
3088,4556,2730,-1050
3430,4609,2750,-1047
3586,4778,2766,-1050
3533,4852,2762,-1050
3486,4890,2766,-1050
3599,5030,2782,-1048
3885,5334,2803,-1050
4305,5787,2803,-1049
4980,6556,2803,-1050
5984,7732,2804,-1048
7271,9112,2803,-1050
8675,10141,2781,-1049
9961,10335,2766,-1050
10628,9474,2763,-1048
10160,7779,2766,-1050
8542,5739,2747,-1049
6574,4001,2730,-1050
5187,2990,2722,-1048
4682,2778,2730,-1050
4605,3036,2727,-1049
4482,3445,2730,-1050
4282,3913,2732,-1048
4283,4556,2730,-1050
4497,5239,2706,-1049
4682,5667,2693,-1050
4678,5739,2691,-1048
4682,5779,2693,-1050
4860,5987,2672,-1049
5080,6223,2656,-1050
5001,6258,2651,-1047
4582,6223,2656,-1050
4117,6239,2640,-1050
3984,6223,2619,-1050
4180,6003,2597,-1045
4482,5779,2582,-1050
4656,5751,2557,-1065
4682,5890,2545,-1088
4534,5962,2543,-1096
4383,6001,2545,-1088
4616,6156,2526,-1078
5478,6445,2508,-1088
6361,6650,2501,-1111
6275,6668,2508,-1127
5072,6548,2497,-1125
3885,6445,2471,-1127
3711,6348,2442,-1144
4283,6223,2435,-1166
4625,6051,2435,-1170
4582,6001,2435,-1166
4823,6176,2417,-1173
5678,6556,2398,-1205
6356,6889,2376,-1235
5976,7001,2361,-1244
4722,6828,2339,-1236
3785,6556,2324,-1244
3858,6380,2304,-1266
4482,6445,2287,-1283
4785,6628,2262,-1279
4682,6779,2250,-1283
4656,6845,2245,-1302
4980,7001,2250,-1322
5371,7276,2246,-1321
5578,7557,2250,-1322
5608,7711,2252,-1338
5678,7890,2250,-1361
5915,8203,2227,-1363
6375,8557,2213,-1361
6886,8682,2207,-1373
7172,8557,2213,-1399
7074,8354,2206,-1408
6873,8334,2213,-1399
7001,8581,2236,-1389
7570,9001,2287,-1399
8071,9248,2336,-1420
7969,9112,2398,-1438
7337,8765,2472,-1441
6873,8668,2582,-1438
6941,8826,2702,-1434
7172,8779,2840,-1438
7041,8221,2987,-1439
6674,7557,3172,-1438
6448,7245,3371,-1434
