II,V,ABP,RESP
101,3287,6016,3827
2015,5305,6798,4334
2498,5217,5960,3827
935,3618,5485,3562
101,3182,5846,3827
1423,4529,6058,3985
2397,5217,5789,3827
1223,4024,5618,3722
169,3182,5789,3827
1168,4216,5900,3890
2127,5112,5789,3827
1132,4171,5690,3783
270,3287,5733,3827
1394,4199,5766,3849
2296,5112,5733,3827
1097,4292,5703,3811
169,3547,5733,3827
1469,4530,5769,3831
2498,5321,5789,3827
1154,4248,5785,3823
0,3391,5789,3827
1293,4488,5806,3823
2498,5373,5846,3827
1207,4170,5851,3823
-135,3130,5846,3827
1017,4248,5833,3823
2431,5373,5846,3827
1450,4366,5845,3823
34,3287,5846,3827
897,4288,5835,3823
2431,5478,5846,3827
1823,4585,5847,3823
236,3339,5846,3827
595,4065,5814,3823
2397,5373,5789,3827
2550,4824,5772,3823
473,3443,5789,3827
-932,3723,5796,3823
371,5217,5789,3827
2478,5251,5751,3823
2363,3391,5733,3827
483,2168,5724,3823
68,3339,5733,3827
1769,5223,5709,3823
2532,5217,5676,3827
993,3673,5632,3823
34,3339,5619,3827
1472,4757,5611,3823
2599,5373,5619,3827
1281,4057,5614,3823
101,3287,5619,3827
1386,4558,5613,3823
2667,5530,5619,3827
1463,4359,5615,3823
135,3287,5619,3827
1225,4314,5596,3823
2532,5373,5562,3827
1537,4356,5515,3823
338,3287,5506,3827
1314,4268,5507,3823
2397,5373,5506,3827
1344,4451,5467,3823
304,3391,5449,3827
1412,4263,5446,3823
2431,5269,5449,3827
1258,4418,5414,3823
270,3547,5392,3827
1560,4486,5386,3823
2633,5321,5392,3827
1300,4242,5360,3823
135,3339,5335,3827
1447,4430,5327,3823
2701,5373,5335,3827
1459,4241,5307,3823
169,3234,5279,3827
1345,4315,5264,3823
2701,5321,5279,3827
1621,4172,5260,3823
203,3026,5222,3827
1184,4039,5173,3823
2802,5217,5165,3827
2142,4254,5165,3823
473,2974,5165,3827
836,3755,5133,3823
2667,5112,5108,3827
2768,4519,5092,3823
608,3078,5108,3827
-799,3413,5113,3823
574,5060,5108,3827
2735,5220,5074,3823
2633,3391,5051,3827
743,2143,5037,3823
270,3287,5051,3827
1842,5149,5056,3823
2464,5112,5051,3827
865,3537,5017,3823
-68,3182,4995,3827
1399,4595,4981,3823
2498,5217,4995,3827
1128,3923,4995,3823
-68,3182,4995,3827
1217,4453,4984,3823
2464,5373,4995,3827
1230,4171,4998,3824
-34,3182,4995,3827
1188,4365,4960,3818
2532,5478,4938,3810
1417,4362,4926,3785
101,3182,4938,3760
1117,4173,4936,3722
2329,5321,4938,3693
1334,4362,4931,3662
236,3234,4938,3643
1264,4111,4934,3616
2228,5165,4938,3593
1009,4319,4933,3557
-34,3443,4938,3526
1275,4420,4932,3492
2498,5321,4938,3476
1370,4319,4935,3458
338,3547,4938,3442
1737,4752,4929,3413
3106,5582,4938,3392
1914,3999,4940,3371
506,2348,4938,3359
1672,2684,4905,3337
3443,2817,4881,3325
2833,887,4868,3314
1013,-365,4881,3309
487,1435,4880,3289
473,3808,4881,3275
-801,3941,4873,3262
-2160,3652,4881,3258
-1674,5244,4878,3245
-439,6886,4881,3242
-717,6252,4874,3238
-1992,5165,4881,3242
-1936,6127,4879,3231
-270,7773,4881,3225
797,7577,4873,3219
-135,6469,4881,3225
-1804,6799,4883,3222
-2160,8086,4881,3225
-1194,8047,4850,3223
-675,6782,4824,3225
-1395,6677,4809,3214
-2160,8556,4824,3208
-2146,10063,4830,3202
-2160,8973,4824,3208
-2566,6544,4791,3208
-2160,5843,4768,3208
-816,7027,4754,3202
-439,7147,4768,3208
-1423,5151,4772,3214
-1249,3808,4768,3225
1014,4728,4734,3223
2464,5478,4711,3225
1378,4135,4697,3221
473,2974,4711,3225
1866,3986,4715,3221
3139,5008,4711,3225
2119,3880,4679,3223
1114,2713,4654,3225
2256,3653,4638,3214
3241,4695,4654,3208
2016,3672,4662,3202
1046,2608,4654,3208
2421,3564,4616,3207
3511,4539,4597,3208
2087,3494,4592,3203
878,2556,4597,3208
2278,3669,4570,3208
3578,4643,4541,3208
2252,3463,4522,3196
945,2452,4541,3192
2287,3655,4549,3188
3747,4747,4541,3192
2562,3553,4503,3182
