II,V,PLETH
7627,28072,2598
8723,31920,2926
7754,28072,2566
7205,25823,2384
7754,27763,2566
8160,29317,2664
7881,28380,2533
7597,27331,2441
7754,27763,2501
7946,28314,2544
7881,28072,2501
7737,27675,2462
7754,27763,2468
7878,27975,2460
8008,28072,2436
8049,28061,2430
8008,28072,2436
7954,28056,2420
8008,28072,2403
8105,27967,2402
8135,27763,2403
8089,27597,2385
8135,27763,2371
8266,27981,2367
8390,28072,2371
8387,27882,2355
8390,27763,2338
8477,27728,2331
8644,27763,2338
8732,27674,2338
8771,27763,2338
8804,28033,2338
8898,28380,2338
8966,28432,2322
9025,28380,2306
9068,28321,2297
9152,28380,2306
9212,28350,2310
9279,28380,2306
9358,28384,2287
9534,28380,2274
9735,28266,2265
9915,28380,2274
9986,28679,2277
10042,28997,2274
10125,29005,2254
10296,28997,2241
10480,29093,2236
10678,29306,2241
10821,29320,2240
10932,29306,2241
10981,29287,2239
11059,29306,2241
11166,29143,2238
11313,28997,2241
11397,28838,2242
11440,28689,2241
11466,28435,2224
11568,28380,2209
11663,28425,2200
11695,28380,2209
11617,28016,2213
11568,27763,2209
11559,27733,2189
11568,27763,2176
11500,27461,2170
11440,27146,2176
11387,27036,2177
11313,27146,2176
11126,27051,2171
10932,26838,2176
10780,26607,2179
10678,26529,2176
10502,26376,2157
10296,26221,2144
10084,26023,2137
9915,25912,2144
9719,25731,2143
9534,25604,2144
9335,25515,2140
9152,25604,2144
8940,25636,2142
8771,25604,2144
8627,25497,2140
8517,25604,2144
8373,25710,2142
8263,25604,2144
8175,25184,2138
8135,24987,2144
8067,25105,2154
8008,25295,2176
7934,25149,2191
7881,24987,2209
7802,24956,2219
7754,24987,2241
7727,24781,2275
7754,24679,2338
7759,24797,2406
7754,24987,2468
7730,24846,2509
7754,24679,2566
7766,24723,2639
7754,24987,2728
7708,25045,2804
7754,24987,2891
7877,24921,2991
8008,24987,3118
8027,24974,3234
8008,24987,3345
7992,24971,3449
8008,24987,3573
7991,24925,3700
8008,24987,3833
8060,25038,3947
8135,24987,4060
8143,24736,4166
8135,24679,4287
8125,24825,4401
8135,24987,4515
8120,24832,4610
8135,24679,4709
8146,24726,4794
8135,24987,4872
8087,25055,4930
8135,24987,5002
8270,24897,5069
8390,24987,5132
8353,25017,5162
8263,24987,5197
8219,24900,5237
8263,24987,5294
8275,25049,5328
8263,24987,5359
8239,24737,5383
8263,24679,5424
8266,24805,5455
8263,24987,5489
8242,24957,5504
8263,24987,5521
8268,25127,5528
8263,25295,5554
8234,25170,5572
8263,24987,5586
8287,24899,5577
