II,V,ABP,RESP
2266,4782,3507,3642
2653,5403,3976,4131
2324,4743,3507,3642
2023,4404,3255,3377
2150,4743,3507,3642
2408,4951,3682,3831
2440,4743,3563,3707
2306,4600,3470,3604
2266,4743,3563,3707
2290,4849,3640,3801
2150,4822,3620,3772
1884,4973,3615,3732
1917,5540,3676,3772
2597,6306,3720,3821
4009,6815,3733,3837
6227,6627,3753,3832
9180,5580,3789,3837
11946,3854,3814,3838
12957,1913,3846,3837
11485,213,3882,3829
8541,-917,3903,3837
5752,-1337,3893,3862
3893,-1036,3903,3902
2870,-196,3929,3910
2556,956,3959,3902
2782,2131,3956,3890
3079,3148,3959,3902
3028,3912,3980,3905
2789,4464,4016,3902
2698,4818,4021,3887
2731,5022,4016,3902
2645,5107,4008,3931
2498,5181,4016,3967
2506,5261,4012,3971
2673,5340,4016,3967
2776,5373,4017,3958
2731,5420,4016,3967
2587,5481,3985,3966
2440,5540,3959,3967
2286,5529,3947,3959
2208,5500,3959,3967
2218,5511,3962,3967
2324,5580,3959,3967
2439,5628,3935,3956
2556,5619,3903,3967
2690,5576,3860,3992
2847,5580,3846,4032
2906,5629,3845,4042
2789,5699,3846,4032
2568,5739,3815,4012
2498,5779,3789,4032
2672,5793,3779,4066
2963,5779,3789,4097
3187,5729,3771,4092
3370,5739,3733,4097
3538,5811,3688,4120
3660,5898,3676,4162
3720,5908,3676,4171
3835,5898,3676,4162
3949,5925,3649,4145
3893,6018,3620,4162
3722,6103,3586,4190
3835,6177,3563,4227
4333,6222,3530,4234
4822,6257,3507,4227
4953,6265,3492,4209
4939,6297,3507,4227
5044,6338,3514,4259
5171,6377,3507,4292
5159,6371,3471,4289
5229,6377,3450,4292
5550,6395,3443,4310
5868,6417,3450,4357
5876,6383,3428,4392
5752,6337,3394,4422
5791,6291,3351,4426
5926,6257,3337,4422
5874,6183,3329,4406
5636,6098,3337,4422
5369,6007,3333,4454
5113,5938,3337,4487
4818,5844,3329,4484
4590,5739,3337,4487
4491,5624,3349,4509
4416,5540,3394,4552
4228,5447,3456,4562
4009,5340,3563,4552
3823,5204,3690,4534
3602,5101,3846,4552
3264,5039,4001,4581
2963,5022,4185,4617
2846,4986,4388,4623
2847,4942,4638,4617
2736,4886,4908,4600
2498,4862,5203,4617
2306,4849,5472,4647
2324,4862,5712,4682
2452,4862,5922,4684
2498,4862,6165,4682
2369,4848,6423,4675
2208,4862,6674,4682
2163,4870,6873,4677
2266,4862,7070,4682
2400,4824,7271,4680
2498,4822,7466,4682
2540,4845,7596,4671
2556,4862,7692,4682
2556,4831,7773,4707
2556,4822,7862,4747
2490,4853,7909,4754
2324,4902,7918,4747
2161,4901,7875,4733
2208,4902,7805,4747
2428,4930,7694,4754
2556,4982,7579,4747
2436,4990,7457,4707
2266,4982,7353,4682
2229,4972,7238,4671
2266,4982,7126,4682
2248,4974,6989,4679
2266,4982,6844,4682
2391,4988,6685,4678
2498,4982,6561,4682
2439,4933,6447,4674
2324,4902,6335,4682
2285,4895,6187,4685
2266,4902,6052,4682
2145,4887,5929,4645
2034,4902,5826,4617
2081,4934,5689,4603
2266,4942,5543,4617
2414,4885,5388,4617
2498,4862,5260,4617
2603,4917,5120,4609
2789,5022,4977,4617
3004,5074,4821,4614
3196,5101,4694,4617
3306,5131,4576,4611
3312,5181,4468,4617
3234,5193,4344,4614
3196,5181,4242,4617
3290,5134,4149,4611
3486,5061,4072,4617
3608,4948,3978,4614
3544,4862,3903,4617
3365,4823,3837,4609
3312,4822,3789,4617
3523,4787,3725,4617
3893,4743,3676,4617
4119,4725,3639,4603
4009,4782,3620,4617
3588,4831,3585,4646
3079,4822,3563,4682
2629,4770,3552,4684
2324,4782,3563,4682
2101,4845,3561,4676
1975,4862,3563,4682
1985,4790,3558,4673
2150,4743,3563,4682
2283,4774,3556,4705
2208,4822,3563,4747
1988,4812,3580,4756
1917,4822,3620,4747
2077,4866,3649,4728
2266,4862,3676,4747
2292,4767,3696,4778
2266,4822,3733,4812
2357,5256,3764,4814
2673,6018,3789,4812
3442,6690,3787,4804
5171,6855,3789,4812
8056,6235,3803,4810
11330,4862,3846,4812
13395,3018,3881,4805
13073,1235,3903,4812
10615,-40,3897,4810
7495,-598,3903,4812
