II,V,ABP
1594,3621,7917
1824,4090,8966
1632,3621,7917
1535,3411,7370
1670,3700,7917
1774,3853,8243
1746,3700,7917
1734,3650,7702
1822,3858,7917
1889,4006,8047
1860,3936,7917
1802,3824,7833
1822,3858,7917
1913,4005,7946
2011,4173,7881
2073,4285,7843
2125,4330,7881
2188,4348,7893
2239,4409,7881
2236,4479,7868
2201,4487,7881
2183,4430,7879
2201,4409,7881
2215,4427,7853
2201,4409,7844
2133,4273,7833
2011,4094,7844
1859,3949,7836
1746,3858,7844
1694,3767,7839
1670,3700,7844
1618,3659,7819
1556,3621,7807
1508,3539,7793
1480,3464,7807
1454,3439,7803
1442,3464,7807
1443,3470,7795
1442,3464,7807
1418,3452,7805
1404,3464,7807
1414,3460,7781
1442,3464,7771
1446,3458,7757
1442,3464,7771
1438,3454,7766
1442,3464,7771
1439,3495,7759
1442,3543,7771
1447,3537,7768
1442,3464,7771
1417,3355,7744
1404,3307,7734
1415,3347,7721
1442,3464,7734
1473,3608,7728
1556,3858,7734
1760,4366,7724
2125,5275,7734
2598,6468,7727
3074,7637,7734
3420,8407,7725
3529,8581,7734
3315,8100,7727
2808,7086,7734
2182,5805,7725
1670,4645,7734
1346,3834,7728
1139,3385,7734
1000,3170,7723
1025,3149,7734
1234,3276,7731
1480,3464,7734
1591,3581,7708
1594,3621,7697
1596,3621,7684
1632,3621,7697
1652,3610,7692
1670,3621,7697
1706,3653,7687
1746,3700,7697
1745,3728,7692
1746,3779,7697
1786,3827,7686
1860,3858,7697
1895,3839,7695
1898,3858,7697
1912,3928,7670
1973,4015,7661
2022,4031,7649
2011,4015,7661
1963,4024,7654
1973,4094,7661
2061,4152,7653
2163,4173,7661
2200,4158,7651
2201,4173,7661
2222,4206,7657
2277,4251,7661
2310,4280,7634
2315,4330,7624
2316,4379,7612
2353,4409,7624
2397,4395,7618
2429,4409,7624
2439,4471,7616
2467,4566,7624
2517,4618,7614
2581,4645,7624
2623,4668,7621
2657,4724,7624
2689,4788,7598
2732,4881,7587
2769,4992,7575
2808,5117,7587
2854,5207,7581
2922,5275,7587
2996,5334,7579
3074,5432,7587
3138,5548,7578
3188,5668,7587
3213,5757,7584
3226,5826,7587
3227,5849,7562
3226,5826,7551
3201,5748,7538
3150,5668,7551
3073,5591,7545
2998,5511,7551
2925,5395,7541
2846,5275,7551
2740,5134,7544
2619,4960,7551
2486,4746,7543
2353,4566,7551
2211,4417,7543
2087,4251,7551
1993,4032,7543
1935,3858,7551
1872,3763,7542
1784,3700,7551
1674,3580,7545
1594,3464,7551
1558,3401,7539
1556,3385,7551
1542,3341,7560
1518,3307,7587
1489,3299,7586
1480,3307,7587
1489,3268,7573
1518,3228,7587
1522,3212,7597
1480,3228,7624
1424,3223,7623
1442,3228,7624
1529,3257,7608
1594,3307,7624
1569,3316,7637
1518,3307,7661
1505,3317,7653
1518,3385,7661
1511,3450,7667
1518,3464,7697
1559,3415,7698
1594,3385,7697
1565,3407,7681
1518,3464,7697
1515,3483,7711
1556,3464,7734
1583,3419,7728
1594,3385,7734
1597,3364,7727
1594,3385,7734
1579,3426,7722
1594,3464,7734
1638,3466,7744
1670,3464,7771
1652,3440,7767
1632,3385,7771
1632,3311,7761
1632,3307,7771
1613,3358,7763
1632,3385,7771
1696,3333,7764
1746,3307,7771
1729,3367,7758
1708,3464,7771
1726,3485,7780
1746,3464,7807
1707,3474,7805
1670,3543,7807
1710,3592,7796
1822,3621,7807
1917,3671,7802
1973,3779,7807
2011,3861,7797
2049,3858,7807
2071,3788,7802
2087,3779,7807
2113,3871,7794
2163,4015,7807
2220,4111,7817
2277,4173,7844
2312,4240,7841
2315,4330,7844
