II,III,PLETH
2930,8225,7772
3350,9244,8812
3007,8095,7772
2843,7488,7203
3084,7964,7714
3268,8149,8033
3238,7703,7714
3229,7480,7482
3315,7703,7655
3338,7732,7751
3315,7442,7597
3370,7261,7484
3469,7312,7539
3488,7294,7553
3469,7181,7480
3499,7137,7422
3547,7181,7422
3543,7180,7400
3547,7181,7363
3597,7238,7328
3624,7312,7305
3554,7310,7267
3469,7312,7246
3446,7347,7211
3469,7442,7188
3468,7538,7149
3469,7703,7130
3483,7906,7097
3469,8095,7071
3385,8173,7027
3315,8225,7013
3308,8285,7005
3315,8356,7013
3248,8356,6983
3161,8356,6954
3131,8390,6931
3161,8487,6954
3153,8559,6963
3084,8617,6954
2987,8627,6909
2930,8617,6896
2912,8580,6893
2930,8617,6896
2939,8730,6857
2930,8878,6837
2906,8920,6830
2930,8878,6837
3001,8827,6804
3084,8878,6779
3106,8926,6766
3084,8878,6779
3060,8714,6754
3084,8617,6720
3107,8613,6677
3084,8617,6662
2999,8492,6647
2930,8356,6662
2909,8304,6666
2930,8356,6662
2934,8370,6620
2930,8356,6604
2924,8334,6599
2930,8356,6604
2923,8354,6567
2930,8356,6545
2956,8346,6535
3007,8356,6545
3047,8340,6515
3084,8356,6487
3114,8397,6467
3161,8487,6487
3223,8553,6487
3315,8617,6487
3385,8665,6471
3392,8748,6487
3337,8817,6502
3315,8878,6545
3369,8885,6588
3469,8878,6662
3529,8822,6720
3547,8748,6779
3543,8651,6819
3547,8617,6896
3540,8618,6980
3547,8617,7071
3572,8512,7122
3624,8356,7188
3667,8191,7262
3701,8095,7363
3710,8018,7443
3701,7964,7539
3663,7885,7625
3624,7834,7714
3560,7840,7764
3469,7964,7831
3339,8126,7906
3238,8225,8006
3154,8187,8068
3084,8095,8123
2987,8011,8167
2930,7964,8240
2918,7891,8296
2930,7834,8357
2881,7836,8402
2776,7964,8474
2609,8135,8531
2390,8356,8591
2122,8670,8614
1927,9139,8649
1965,9449,8672
2390,9139,8707
3239,7931,8708
4472,6136,8707
5922,4260,8692
