II,V,ABP,RESP
246,1728,8024,1147
242,2016,9069,1302
287,1677,7969,1147
351,1420,7364,1057
246,1677,7859,1127
114,1953,8132,1172
328,1677,7749,1127
643,1309,7483,1096
246,1728,7639,1127
-983,2452,7694,1147
-2089,1778,7474,1127
-2455,-778,7304,1105
-2581,-3252,7309,1106
-2851,-3439,7269,1108
-2581,-1473,7144,1106
-1240,708,7058,1106
328,1829,7035,1106
945,2097,6970,1096
696,2134,6870,1086
497,2143,6775,1082
655,2134,6705,1086
766,2136,6619,1086
655,2134,6540,1086
567,2092,6447,1084
614,2083,6375,1086
659,2128,6291,1085
655,2134,6210,1086
682,2059,6113,1084
737,2032,6045,1086
748,2108,5983,1085
696,2134,5935,1086
644,2043,5869,1084
614,1982,5826,1086
589,2011,5789,1086
532,1982,5771,1086
490,1869,5732,1083
532,1880,5716,1086
599,2008,5708,1094
573,1982,5716,1106
550,1823,5689,1110
737,1931,5661,1106
948,2200,5624,1100
819,2083,5606,1106
574,1721,5572,1117
819,1982,5551,1127
1262,2648,5519,1125
737,2083,5496,1127
-997,-451,5456,1134
-2581,-3252,5441,1147
-2930,-4217,5435,1150
-2581,-3252,5441,1147
-2337,-1665,5413,1142
-1761,-102,5386,1147
-240,1503,5366,1156
1516,2845,5386,1168
2299,3383,5394,1170
2130,3303,5386,1168
1969,3270,5347,1163
2212,3506,5331,1168
2409,3664,5325,1178
2253,3557,5331,1188
1950,3340,5304,1189
1761,3201,5276,1188
1652,3106,5255,1187
1516,2998,5276,1188
1339,2890,5286,1185
1188,2845,5276,1188
1098,2823,5234,1196
1106,2795,5221,1209
1234,2847,5221,1212
1475,3099,5221,1209
1693,3361,5185,1204
1679,3201,5166,1209
1378,2537,5163,1218
1024,1880,5166,1229
919,1724,5132,1231
1147,2032,5111,1229
1536,2445,5106,1225
1925,2845,5111,1229
2235,3244,5079,1238
2458,3557,5056,1250
2564,3654,5049,1252
2581,3658,5056,1250
2562,3705,5027,1245
2581,3760,5001,1250
2627,3713,4990,1258
2662,3658,5001,1270
2660,3691,4978,1273
2662,3760,4946,1270
2683,3744,4924,1265
2703,3709,4946,1270
2696,3725,4958,1280
2703,3760,4946,1291
2741,3730,4904,1291
2785,3709,4891,1291
2790,3751,4892,1289
2785,3811,4891,1291
2797,3808,4856,1289
2826,3811,4836,1291
2841,3876,4832,1290
2867,3963,4836,1291
2908,3976,4805,1287
2949,3963,4781,1291
2950,3975,4774,1299
2949,4014,4781,1311
2974,4027,4753,1313
3031,4065,4726,1311
3075,4141,4714,1308
3113,4217,4726,1311
3147,4222,4708,1311
3195,4217,4671,1311
3233,4248,4628,1309
3277,4319,4616,1311
3328,4368,4612,1310
