II,V,PLETH,ABP
-191,956,853,6018
-220,1350,1141,8172
-207,1440,1155,8429
-198,1340,1048,7854
-183,1239,990,7643
-142,1204,994,7883
-105,1205,1002,8057
-101,1198,984,7931
-105,1184,967,7781
-81,1169,968,7819
-53,1163,990,7939
-66,1179,1013,7919
-110,1242,1046,7820
-133,1335,1088,7800
-117,1408,1138,7874
-92,1420,1190,7883
-90,1397,1261,7825
-112,1379,1346,7794
-145,1353,1424,7833
-181,1262,1490,7842
-205,1117,1582,7813
-177,1036,1700,7785
-77,1128,1806,7801
42,1322,1878,7795
75,1435,1973,7790
-21,1384,2107,7772
-165,1295,2233,7778
-236,1301,2307,7767
-195,1382,2385,7767
-101,1437,2499,7752
-29,1463,2615,7755
-7,1513,2677,7743
-23,1594,2729,7745
-55,1637,2811,7728
-77,1627,2906,7725
-60,1592,2954,7707
0,1555,2983,7707
67,1501,3027,7694
89,1439,3086,7698
51,1397,3114,7684
-6,1411,3124,7685
-24,1470,3138,7672
9,1544,3167,7675
51,1581,3178,7661
60,1566,3179,7663
34,1521,3176,7650
10,1494,3182,7652
25,1479,3176,7638
71,1448,3170,7640
90,1387,3163,7627
37,1332,3168,7629
-57,1286,3168,7616
-102,1222,3169,7617
-59,1127,3162,7603
9,1064,3161,7606
17,1085,3154,7593
-43,1166,3152,7593
-106,1201,3143,7573
-125,1153,3140,7570
-125,1090,3134,7556
-137,1117,3133,7559
-142,1229,3122,7546
-99,1333,3115,7547
-53,1353,3104,7533
-90,1317,3099,7536
-210,1285,3086,7523
-292,1283,3073,7525
-242,1292,3055,7511
-128,1306,3048,7513
-83,1311,3033,7500
-132,1280,3000,7503
-173,1183,2941,7489
-126,1076,2891,7490
-32,1078,2851,7477
22,1265,2816,7482
41,1545,2768,7475
98,1758,2735,7481
223,1831,2714,7467
383,1795,2693,7468
590,1610,2649,7454
916,1196,2614,7457
1345,651,2592,7444
1680,314,2573,7445
1704,408,2529,7431
1394,779,2492,7433
919,1055,2470,7420
444,1060,2452,7422
26,882,2409,7408
-312,678,2371,7410
-500,503,2348,7397
-481,383,2331,7399
-320,366,2290,7385
-181,499,2251,7388
-156,731,2226,7374
-194,953,2209,7376
-215,1072,2172,7363
-220,1099,2138,7365
-247,1103,2115,7352
-272,1144,2103,7353
-247,1205,2071,7340
-184,1253,2034,7342
-137,1268,2003,7328
-125,1269,1984,7330
-145,1264,1953,7318
-203,1259,1920,7319
-298,1252,1890,7305
-362,1253,1874,7307
-326,1259,1852,7295
-202,1275,1827,7296
-93,1304,1799,7282
-87,1341,1784,7283
-166,1338,1769,7272
-242,1254,1757,7279
-252,1125,1739,7270
-217,1065,1729,7274
-180,1118,1722,7260
-150,1205,1726,7262
-124,1227,1725,7248
-128,1204,1729,7250
-190,1209,1732,7237
-289,1263,1749,7243
-361,1314,1764,7236
-366,1329,1777,7240
-318,1303,1785,7227
-268,1260,1808,7230
-252,1227,1836,7223
-278,1236,1862,7233
-323,1256,1876,7224
-355,1227,1905,7230
-351,1123,1947,7225
-316,1026,1989,7240
-280,1026,2011,7244
-276,1120,2040,7264
-302,1195,2082,7269
-324,1169,2123,7285
-320,1078,2140,7283
-298,1030,2163,7297
-267,1048,2200,7300
-222,1062,2243,7320
-172,1019,2262,7324
-158,970,2284,7343
-200,973,2317,7348
-265,1012,2354,7367
-298,1035,2369,7366
-275,1053,2387,7379
-204,1085,2418,7381
-115,1112,2455,7400
-59,1089,2470,7403
-84,1032,2488,7415
-166,971,2519,7411
-218,910,2562,7424
-188,831,2585,7427
-122,764,2608,7446
-84,749,2638,7447
-74,797,2680,7461
-46,863,2706,7459
0,906,2731,7472
21,904,2758,7470
-5,875,2798,7483
-42,854,2827,7481
-42,878,2855,7495
2,932,2879,7492
53,964,2912,7504
81,931,2937,7504
84,871,2961,7523
74,860,2980,7527
59,944,3012,7541
44,1062,3038,7535
40,1118,3062,7546
55,1081,3078,7547
70,1014,3121,7566
51,974,3176,7566
-9,958,3231,7575
-69,930,3265,7568
-88,903,3312,7581
-81,901,3364,7583
-98,923,3412,7600
-151,944,3433,7595
-193,973,3473,7602
-189,1015,3531,7595
-175,1051,3589,7609
-198,1041,3612,7608
-247,999,3652,7622
-266,979,3718,7618
-238,1031,3790,7631
-218,1123,3825,7631
-252,1182,3867,7645
-307,1152,3935,7640
-314,1063,4013,7648
-265,985,4051,7642
-227,978,4090,7655
-244,1035,4148,7652
-279,1113,4224,7661
-284,1146,4266,7654
-271,1106,4299,7666
-281,1026,4340,7663
-308,979,4399,7675
-309,997,4432,7667
-283,1053,4456,7676
-279,1101,4476,7674
-322,1135,4511,7687
-361,1140,4527,7680
-338,1092,4538,7685
-274,986,4540,7677
-258,899,4556,7686
-322,916,4562,7679
-400,1037,4570,7685
-411,1144,4563,7677
-366,1136,4561,7685
-320,1029,4549,7678
-303,948,4545,7685
-306,963,4530,7676
-326,1032,4522,7685
-344,1051,4507,7678
-330,1002,4503,7685
-286,969,4490,7676
-278,1030,4483,7685
-341,1143,4466,7682
-421,1208,4463,7696
-436,1174,4452,7690
-392,1092,4440,7698
-367,1002,4411,7690
-409,901,4396,7698
-472,787,4378,7689
-487,723,4361,7697
-454,757,4323,7692
-434,849,4301,7706
-454,901,4283,7703
-472,881,4263,7711
-449,835,4218,7701
-420,828,4188,7708
-428,850,4168,7703
-462,862,4145,7717
-476,857,4088,7714
-461,857,4043,7721
-433,848,4014,7706
-401,797,3989,7709
-370,725,3929,7700
-372,716,3880,7709
-407,795,3851,7702
-432,885,3828,7709
-408,905,3768,7701
-360,882,3713,7709
-337,875,3676,7702
-345,869,3650,7709
-350,788,3592,7702
-334,645,3539,7710
-312,559,3504,7699
-313,616,3483,7701
-338,738,3431,7688
-372,774,3380,7696
-393,682,3342,7692
-384,581,3319,7700
-346,570,3271,7686
-306,604,3222,7688
-297,588,3180,7679
-333,531,3155,7687
-372,511,3111,7675
-363,552,3061,7678
-308,599,3009,7666
-271,623,2974,7673
-288,640,2933,7663
-322,677,2891,7667
-315,721,2845,7655
-273,747,2816,7661
-249,727,2786,7652
-258,663,2753,7656
-261,601,2705,7644
-226,602,2672,7649
-181,662,2643,7641
-175,716,2615,7646
-209,715,2568,7633
-228,693,2526,7637
