II,V,PLETH,RESP
50,-55,3200,-340
69,-83,4340,-456
68,-95,4450,-470
53,-96,4102,-451
42,-96,3951,-458
42,-102,4057,-484
42,-111,4128,-496
32,-115,4025,-488
19,-108,3901,-481
11,-96,3885,-485
9,-91,3920,-493
8,-95,3873,-494
7,-99,3769,-492
9,-94,3708,-494
12,-85,3707,-499
11,-78,3674,-502
7,-75,3593,-504
3,-75,3521,-511
2,-78,3494,-518
1,-84,3467,-519
-1,-86,3410,-515
-2,-79,3343,-513
0,-67,3308,-516
4,-58,3282,-517
6,-56,3250,-515
5,-59,3196,-514
3,-61,3161,-516
4,-59,3140,-516
6,-55,3117,-515
6,-48,3067,-514
2,-40,3029,-516
-2,-32,3008,-516
-2,-32,2986,-515
0,-39,2929,-510
5,-44,2880,-507
8,-40,2853,-506
10,-35,2827,-507
13,-32,2763,-506
14,-29,2702,-507
10,-24,2664,-507
4,-23,2635,-507
-1,-29,2566,-506
0,-33,2490,-507
4,-29,2434,-508
7,-27,2404,-508
8,-30,2349,-500
8,-32,2281,-492
12,-25,2219,-487
21,-15,2193,-488
30,-7,2166,-491
36,8,2124,-496
42,37,2073,-499
51,69,2062,-500
65,95,2072,-494
81,118,2080,-489
91,144,2061,-485
93,161,2073,-484
89,151,2129,-484
89,114,2218,-487
99,70,2282,-490
117,34,2353,-491
140,3,2455,-487
162,-29,2606,-480
177,-60,2743,-473
178,-81,2862,-471
166,-90,2984,-470
154,-102,3170,-468
148,-119,3373,-464
147,-143,3548,-462
131,-150,3685,-462
98,-141,3873,-461
54,-118,4104,-459
16,-104,4309,-459
-5,-102,4442,-458
-2,-104,4607,-455
11,-106,4829,-448
14,-113,5040,-445
7,-116,5160,-445
6,-101,5295,-443
6,-73,5523,-436
-18,-41,5793,-431
-70,20,5966,-431
-116,120,6055,-431
-111,134,6125,-426
18,-151,6205,-423
402,-814,6227,-423
1114,-1687,6200,-423
1965,-2511,6168,-414
2519,-3106,6178,-406
2447,-3346,6174,-404
1836,-3115,6135,-406
1098,-2430,6065,-401
583,-1553,6028,-397
341,-823,6004,-397
226,-400,5961,-397
133,-224,5865,-393
68,-166,5777,-389
58,-142,5711,-389
65,-118,5653,-389
41,-83,5550,-382
-4,-53,5451,-374
-24,-39,5373,-370
-15,-34,5319,-370
-9,-22,5228,-368
-22,-4,5129,-364
-33,11,5040,-362
-27,21,4982,-362
-17,29,4903,-359
-17,33,4818,-356
-26,37,4728,-354
-26,38,4669,-354
-19,46,4607,-350
-8,51,4549,-344
-3,55,4480,-337
-4,55,4436,-334
-4,55,4396,-333
0,57,4369,-333
3,59,4327,-332
5,62,4302,-331
10,63,4281,-330
19,63,4276,-324
25,63,4255,-313
25,66,4242,-306
23,70,4232,-306
28,74,4246,-310
40,76,4254,-310
50,79,4272,-307
53,83,4282,-306
53,86,4301,-311
56,86,4308,-315
59,85,4323,-318
60,87,4327,-317
62,92,4336,-316
70,99,4331,-313
78,105,4340,-308
81,111,4342,-305
82,117,4340,-310
86,126,4316,-320
88,134,4305,-330
88,141,4294,-331
90,148,4284,-330
96,157,4249,-331
101,166,4226,-331
99,172,4208,-329
91,171,4193,-330
87,160,4150,-336
89,142,4113,-342
93,121,4084,-343
95,100,4064,-343
97,78,4022,-348
99,52,3984,-357
105,23,3950,-362
114,-4,3930,-363
123,-24,3894,-361
126,-39,3864,-361
121,-57,3840,-361
114,-81,3826,-361
108,-106,3793,-362
103,-121,3758,-367
96,-122,3722,-370
87,-118,3700,-371
78,-119,3664,-371
70,-128,3623,-373
62,-133,3575,-378
53,-129,3544,-382
46,-121,3506,-379
42,-121,3460,-371
42,-128,3399,-363
43,-130,3356,-360
42,-121,3316,-361
37,-108,3265,-364
31,-101,3189,-368
26,-99,3131,-372
24,-95,3088,-371
25,-91,3043,-365
26,-88,2971,-356
24,-83,2921,-352
