II,V,PLETH,RESP
6199,-694,4379,160
9686,-1750,5940,227
10528,-2650,6104,233
8284,-2911,5650,201
4599,-2730,5465,177
1585,-2575,5620,177
130,-2500,5729,180
-195,-2207,5611,167
-135,-1611,5471,149
-63,-975,5473,142
-71,-557,5542,143
-180,-356,5506,134
-347,-249,5404,115
-465,-182,5361,100
-492,-168,5393,96
-481,-185,5381,92
-488,-170,5317,81
-512,-104,5273,67
-527,-46,5286,61
-529,-50,5284,59
-538,-83,5249,46
-567,-79,5208,25
-596,-42,5202,13
-614,-18,5190,13
-598,-19,5174,5
-580,-10,5139,-17
-554,5,5125,-31
-528,13,5109,-29
-517,14,5098,-36
-524,26,5066,-60
-528,35,5047,-77
-511,25,5031,-73
-483,-3,5023,-80
-461,-22,4990,-113
-439,-24,4970,-137
-403,-15,4954,-133
-362,-10,4947,-137
-345,-17,4914,-172
-354,-40,4893,-202
-356,-70,4877,-199
-312,-91,4871,-201
-244,-104,4838,-238
-206,-126,4817,-274
-219,-154,4802,-274
-228,-165,4795,-274
-186,-155,4760,-310
-100,-156,4729,-352
-19,-185,4702,-358
41,-221,4687,-357
99,-234,4649,-388
181,-240,4624,-429
289,-268,4608,-441
416,-317,4603,-442
553,-362,4566,-466
691,-392,4519,-502
823,-418,4466,-516
967,-452,4432,-520
1145,-496,4388,-541
1352,-538,4352,-579
1551,-563,4314,-604
1707,-563,4295,-613
1821,-551,4267,-626
1930,-552,4244,-653
2055,-564,4216,-679
2167,-558,4204,-692
2215,-511,4185,-701
2185,-442,4165,-727
2104,-382,4127,-761
2003,-338,4102,-782
1879,-291,4076,-785
1711,-228,4057,-800
1506,-160,4025,-831
1304,-103,4008,-855
1130,-56,3992,-855
976,-12,3980,-868
820,25,3949,-904
666,41,3930,-934
527,31,3915,-933
415,13,3904,-937
333,3,3874,-967
293,-2,3853,-997
283,-11,3838,-995
272,-21,3828,-996
228,-21,3792,-1022
167,-11,3759,-1050
126,-10,3731,-1047
126,-32,3717,-1049
136,-57,3686,-1079
122,-53,3660,-1114
78,-25,3637,-1115
42,-10,3634,-1113
35,-22,3613,-1137
47,-28,3587,-1169
50,1,3555,-1172
40,49,3553,-1170
27,76,3551,-1188
14,74,3546,-1215
-1,66,3524,-1220
