II,V,ABP,RESP
-201,4135,885,-197
-239,4640,1002,-223
-245,4061,885,-197
-264,3782,823,-183
-268,4061,885,-197
-191,4138,922,-206
-22,3766,885,-197
209,3382,860,-191
491,3175,885,-197
827,2851,901,-201
1205,2289,885,-197
1598,1677,873,-193
1964,1181,885,-197
2198,828,894,-202
2142,738,885,-197
1696,1057,864,-184
937,1772,848,-172
97,2649,843,-170
-603,3396,848,-172
-1074,3764,852,-173
-1339,3692,848,-172
-1433,3326,841,-172
-1361,2953,848,-172
-1158,2744,866,-171
-915,2732,885,-172
-719,2819,889,-175
-580,2953,885,-172
-452,3095,881,-160
-312,3249,885,-148
-178,3373,887,-144
-67,3470,885,-148
20,3540,880,-149
89,3618,885,-148
133,3696,890,-146
156,3766,885,-148
167,3809,865,-148
179,3839,848,-148
184,3850,843,-147
179,3839,848,-148
158,3798,849,-148
134,3766,848,-148
113,3751,847,-147
89,3766,848,-148
58,3789,847,-148
22,3839,848,-148
0,3911,850,-147
0,3987,848,-148
17,4014,832,-148
45,3987,811,-148
82,3914,800,-146
134,3839,811,-148
199,3762,831,-150
268,3692,848,-148
322,3615,850,-144
357,3544,848,-148
391,3449,846,-161
446,3323,848,-172
524,3163,848,-174
603,3027,848,-172
664,2915,846,-172
714,2806,848,-172
763,2657,848,-170
803,2510,848,-172
817,2403,846,-184
803,2363,848,-197
779,2352,848,-201
759,2363,848,-197
735,2365,846,-195
692,2363,848,-197
627,2344,849,-198
558,2363,848,-197
498,2439,844,-196
446,2584,848,-197
391,2740,863,-197
335,2880,885,-197
290,2967,894,-197
268,3027,885,-197
264,3081,863,-197
268,3175,848,-197
269,3288,844,-197
268,3396,848,-197
273,3467,849,-196
290,3544,848,-197
304,3643,846,-198
290,3766,848,-197
246,3856,848,-196
201,3913,848,-197
179,3946,846,-199
179,3987,848,-197
179,4006,849,-186
179,3987,848,-172
180,3913,845,-167
179,3839,848,-172
159,3804,852,-178
112,3839,848,-172
39,3910,830,-158
-45,3987,811,-148
-118,4032,804,-146
-156,4061,811,-148
-161,4084,815,-147
-156,4135,811,-148
-163,4183,805,-150
-179,4209,811,-148
-191,4182,828,-136
-201,4135,848,-123
-208,4066,853,-119
-201,3987,848,-123
-178,3893,842,-125
-156,3839,848,-123
-151,3828,855,-122
-156,3839,848,-123
-158,3814,826,-124
-156,3766,811,-123
-159,3694,809,-122
-156,3618,811,-123
-140,3529,807,-124
-112,3470,811,-123
-100,3454,829,-121
-112,3470,848,-123
-139,3474,850,-126
-156,3470,848,-123
-161,3465,849,-111
-156,3470,848,-98
-143,3444,830,-94
-112,3396,811,-98
-63,3358,805,-101
-22,3396,811,-98
-4,3477,813,-95
0,3544,811,-98
24,3551,809,-103
89,3544,811,-98
210,3512,810,-85
402,3396,811,-74
698,3105,812,-73
