II,V,PLETH,ABP
303,43,-1780,5095
583,-65,-1910,5478
870,-202,-1696,4883
1179,-297,-1780,5161
1495,-383,-1764,5192
1786,-438,-1704,5114
1974,-426,-1627,5037
1987,-307,-1579,5068
1744,-53,-1518,5104
1230,340,-1426,5069
514,829,-1324,5028
-251,1332,-1235,5027
-896,1750,-1143,5034
-1285,2006,-1038,5003
-1380,2075,-927,4977
-1250,1990,-819,4971
-1045,1822,-702,4964
-919,1644,-577,4945
-969,1500,-447,4928
-1198,1401,-323,4921
-1540,1326,-193,4906
-1886,1248,-64,4890
-2143,1148,65,4882
-2256,1020,193,4868
-2224,873,320,4863
-2078,717,443,4852
-1873,566,563,4848
-1659,430,674,4832
-1466,317,778,4823
-1313,229,875,4800
-1193,164,964,4791
-1101,118,1043,4768
-1021,86,1115,4765
-944,62,1179,4743
-870,46,1237,4744
-794,29,1283,4716
-724,19,1324,4716
-656,7,1361,4683
-595,1,1397,4686
-540,-9,1430,4652
-493,-14,1462,4661
-453,-22,1487,4629
-421,-23,1504,4642
-386,-27,1502,4617
-357,-25,1491,4636
-321,-23,1469,4622
-291,-18,1449,4658
-257,-15,1429,4684
-232,-11,1417,4775
-208,-8,1406,4882
-191,-3,1396,5065
-171,2,1379,5278
-151,9,1356,5564
-126,17,1323,5884
-95,25,1283,6272
-52,31,1234,6691
1,34,1180,7148
67,32,1125,7586
145,24,1075,7992
236,10,1034,8313
334,-10,1004,8552
435,-33,983,8692
534,-59,967,8757
628,-88,947,8743
710,-117,918,8681
778,-144,878,8567
830,-170,826,8429
868,-192,768,8262
891,-211,705,8100
901,-225,641,7935
896,-236,576,7794
879,-243,511,7653
847,-245,443,7536
802,-241,374,7415
746,-232,304,7315
685,-220,234,7195
622,-205,166,7096
560,-188,104,6973
501,-172,48,6876
442,-157,0,6749
384,-145,-42,6658
326,-133,-82,6536
268,-123,-125,6458
211,-114,-175,6343
160,-107,-235,6273
113,-101,-303,6162
74,-96,-374,6093
40,-93,-440,5984
14,-90,-497,5916
-7,-87,-543,5818
-20,-86,-581,5758
-31,-86,-617,5671
-36,-89,-659,5614
-42,-94,-710,5534
-43,-102,-769,5479
-44,-109,-829,5405
-43,-117,-885,5355
-41,-122,-932,5293
-37,-127,-969,5251
-33,-129,-1000,5200
-27,-131,-1032,5165
-22,-131,-1071,5123
-16,-132,-1114,5094
-11,-133,-1158,5059
-6,-136,-1201,5036
-6,-139,-1244,5008
-9,-141,-1287,4991
-14,-142,-1334,4969
-20,-141,-1383,4959
-27,-139,-1433,4940
-31,-136,-1476,4934
-30,-131,-1508,4918
-27,-127,-1526,4917
-25,-122,-1533,4906
-23,-117,-1528,4911
-22,-111,-1513,4903
-20,-106,-1484,4912
-19,-102,-1441,4902
-16,-99,-1377,4913
-11,-95,-1296,4902
-6,-91,-1196,4914
-3,-88,-1084,4901
-1,-84,-961,4915
0,-80,-836,4901
0,-77,-705,4917
0,-73,-572,4904
0,-69,-433,4924
0,-63,-289,4917
0,-58,-140,4942
0,-55,11,4940
0,-54,160,4964
0,-53,304,4963
0,-53,441,4983
0,-52,576,4976
0,-50,706,4988
0,-46,834,4980
0,-42,959,4990
0,-40,1084,4983
0,-42,1204,4993
0,-44,1318,4993
0,-46,1422,5005
0,-47,1518,5006
0,-46,1599,5016
0,-42,1663,5018
0,-38,1712,5029
0,-35,1752,5031
0,-34,1785,5042
0,-34,1814,5048
0,-35,1842,5060
0,-36,1869,5063
0,-37,1892,5071
0,-37,1908,5067
0,-36,1916,5070
0,-34,1916,5061
0,-33,1909,5065
0,-33,1892,5057
0,-34,1869,5065
2,-34,1841,5058
8,-35,1814,5066
13,-34,1788,5054
22,-34,1768,5060
28,-33,1751,5043
39,-34,1738,5050
41,-34,1717,5034
51,-36,1690,5045
52,-34,1647,5026
61,-33,1596,5035
61,-32,1537,5010
64,-30,1480,5011
65,-31,1416,4978
66,-28,1352,4973
72,-31,1272,4943
77,-30,1176,4942
83,-32,1052,4918
89,-32,917,4920
105,-39,777,4903
144,-54,648,4905
229,-86,529,4887
370,-141,425,4884
579,-218,328,4865
854,-308,238,4858
1186,-397,147,4839
1549,-462,61,4831
1894,-475,-24,4816
2145,-407,-110,4813
2213,-230,-202,4804
2029,66,-299,4804
1586,458,-396,4797
956,889,-488,4794
275,1277,-569,4781
-320,1544,-638,4771
-742,1643,-694,4752
-988,1575,-745,4743
-1127,1387,-792,4730
-1250,1143,-838,4729
-1413,902,-880,4720
-1610,697,-918,4721
-1790,535,-948,4707
-1892,411,-977,4705
-1885,313,-1002,4685
-1776,234,-1034,4681
-1607,172,-1070,4662
-1427,125,-1116,4665
-1275,92,-1158,4649
-1155,71,-1202,4657
-1067,61,-1237,4641
-986,55,-1273,4651
-915,52,-1300,4632
-832,48,-1332,4640
-753,39,-1361,4619
-671,31,-1396,4625
-597,16,-1425,4602
-527,11,-1460,4606
-458,1,-1489,4584
-395,1,-1525,4588
-337,-4,-1554,4571
-286,-4,-1587,4578
-238,-7,-1612,4564
-195,-6,-1636,4569
-150,-6,-1650,4552
-112,-4,-1661,4550
-73,-3,-1664,4532
-43,0,-1667,4531
-16,3,-1666,4519
8,9,-1667,4521
42,19,-1665,4515
85,36,-1666,4522
139,60,-1665,4527
198,92,-1667,4556
260,133,-1671,4601
318,182,-1682,4687
373,236,-1697,4807
425,291,-1721,4977
473,346,-1746,5173
516,394,-1779,5406
550,434,-1809,5646
578,462,-1844,5906
601,478,-1873,6157
624,481,-1908,6423
650,472,-1937,6664
681,452,-1974,6900
717,423,-2007,7077
754,384,-2054,7222
788,338,-2097,7287
818,288,-2156,7318
842,237,-2205,7280
862,190,-2263,7235
877,148,-2305,7143
892,112,-2354,7066
905,80,-2383,6952
920,50,-2424,6862
932,21,-2449,6742
942,-4,-2488,6655
945,-24,-2513,6547
941,-34,-2551,6475
924,-37,-2578,6386
896,-33,-2616,6328
853,-27,-2643,6248
798,-19,-2676,6190
731,-15,-2698,6104
658,-10,-2723,6034
584,-7,-2737,5940
516,-4,-2755,5863
458,-4,-2771,5769
415,-5,-2796,5697
385,-9,-2821,5615
369,-14,-2852,5551
360,-22,-2880,5476
356,-30,-2906,5412
349,-37,-2924,5335
339,-43,-2938,5266
325,-47,-2945,5188
312,-50,-2947,5120
301,-53,-2943,5050
296,-58,-2934,4993
295,-65,-2918,4934
297,-73,-2893,4890
291,-78,-2862,4841
282,-79,-2821,4807
264,-76,-2773,4764
249,-73,-2720,4737
235,-69,-2659,4697
238,-73,-2580,4673
258,-81,-2471,4632
305,-95,-2316,4613
370,-110,-2113,4578
451,-123,-1867,4570
532,-134,-1596,4542
592,-137,-1323,4539
628,-138,-1066,4509
623,-130,-832,4503
606,-126,-615,4467
581,-121,-408,4462
581,-125,-200,4429
609,-134,3,4427
675,-158,195,4400
768,-197,360,4400
879,-258,498,4375
992,-335,603,4374
1101,-424,695,4353
1201,-507,787,4355
1290,-575,903,4341
1351,-607,1036,4346
1356,-593,1182,4338
1251,-513,1325,4344
990,-355,1470,4338
547,-107,1602,4343
-49,218,1730,4338
-713,585,1851,4343
-1323,936,1973,4341
-1770,1219,2084,4350
-1982,1395,2181,4354
-1966,1465,2261,4367
-1782,1457,2331,4373
-1528,1415,2389,4384
-1289,1381,2436,4386
-1124,1378,2478,4393
-1049,1413,2514,4393
-1047,1477,2550,4403
-1093,1562,2580,4409
-1156,1657,2612,4428
-1219,1763,2638,4438
-1265,1876,2662,4457
-1293,2001,2674,4460
-1302,2134,2683,4474
-1310,2279,2678,4470
-1342,2428,2673,4483
-1434,2581,2653,4479
-1596,2723,2637,4495
-1821,2842,2607,4488
-2070,2913,2583,4501
-2284,2912,2546,4488
-2421,2823,2520,4497
-2447,2637,2482,4478
-2370,2368,2456,4485
-2202,2034,2417,4468
-1972,1671,2392,4479
-1704,1304,2353,4465
-1421,957,2327,4476
-1145,637,2290,4462
-893,353,2263,4468
-677,101,2226,4449
-499,-113,2198,4449
-349,-290,2162,4431
-217,-425,2133,4431
-91,-523,2098,4418
33,-585,2069,4420
155,-623,2033,4410
269,-643,2004,4412
373,-658,1969,4404
472,-672,1939,4409
572,-695,1905,4410
679,-725,1874,4428
798,-769,1841,4448
922,-820,1811,4487
1048,-882,1777,4531
1165,-948,1745,4599
1273,-1025,1713,4682
1367,-1107,1685,4800
1453,-1198,1657,4940
1528,-1295,1638,5122
1593,-1394,1619,5317
1644,-1490,1605,5537
1678,-1577,1585,5742
1693,-1651,1564,5945
1691,-1707,1535,6107
1675,-1746,1508,6256
1645,-1765,1473,6355
1606,-1769,1443,6445
1560,-1754,1408,6486
1509,-1727,1381,6523
1450,-1683,1349,6510
1390,-1628,1326,6501
1328,-1558,1298,6448
1269,-1481,1279,6413
1208,-1395,1252,6345
1152,-1311,1232,6306
1094,-1222,1204,6235
1037,-1136,1187,6190
972,-1047,1168,6116
905,-961,1163,6064
830,-872,1157,5986
756,-790,1159,5931
675,-710,1155,5860
601,-639,1150,5814
525,-570,1131,5751
459,-508,1106,5706
392,-445,1071,5645
332,-390,1036,5596
272,-338,997,5528
219,-297,963,5472
167,-261,929,5406
123,-235,898,5354
87,-212,864,5297
57,-194,833,5256
39,-179,802,5213
23,-165,776,5183
17,-155,753,5146
14,-146,735,5119
21,-142,719,5085
41,-142,702,5062
80,-153,680,5030
137,-178,655,5011
207,-225,625,4983
272,-286,594,4969
318,-355,561,4944
329,-412,528,4937
307,-447,496,4915
241,-441,465,4912
123,-394,432,4889
-80,-290,400,4887
-391,-133,368,4863
-834,91,338,4863
-1377,364,310,4840
-1962,680,289,4847
-2487,984,272,4827
-2873,1252,262,4838
-3062,1431,252,4820
-3064,1528,241,4831
-2909,1539,224,4811
-2677,1513,202,4820
-2418,1467,174,4802
-2192,1441,145,4812
-2012,1437,112,4799
-1890,1463,81,4810
-1810,1510,48,4800
-1760,1574,16,4808
-1722,1650,-16,4797
-1688,1734,-48,4800
-1657,1829,-80,4788
-1622,1934,-112,4788
-1585,2053,-144,4778
-1542,2182,-176,4780
-1511,2322,-208,4775
-1500,2463,-241,4779
-1539,2603,-273,4775
-1635,2726,-303,4776
-1785,2826,-330,4771
-1959,2886,-353,4772
-2117,2892,-368,4765
-2223,2828,-379,4766
-2255,2690,-389,4762
-2211,2481,-400,4766
-2105,2222,-416,4758
-1951,1936,-439,4760
-1772,1656,-466,4751
-1571,1393,-497,4758
-1360,1154,-529,4748
-1136,925,-561,4756
-910,702,-593,4744
-680,473,-626,4752
-457,250,-657,4733
