II,V,ABP,RESP
8089,7174,5119,1495
10526,9456,5819,1696
11940,10054,5171,1495
13409,10129,4844,1387
13481,9740,5223,1495
10443,8064,5461,1573
5778,5341,5275,1523
2645,3033,5160,1482
2118,2199,5328,1523
2843,2598,5444,1560
3659,3351,5380,1551
4499,3774,5327,1537
5392,3666,5380,1551
6026,3223,5408,1566
6355,2828,5380,1578
6556,2672,5360,1593
6644,2671,5380,1606
6527,2661,5387,1605
6355,2618,5380,1606
6305,2579,5357,1617
6355,2566,5328,1634
6360,2556,5287,1645
6355,2566,5275,1662
6403,2576,5271,1676
6548,2618,5275,1689
6641,2646,5251,1688
6644,2671,5223,1689
6567,2677,5187,1696
6548,2723,5171,1717
6568,2812,5144,1732
6548,2932,5119,1745
6439,3013,5080,1753
6355,3037,5066,1772
6312,3031,5061,1789
6259,3090,5066,1800
6151,3212,5044,1797
6163,3351,5014,1800
6357,3438,4975,1809
6644,3508,4962,1828
6851,3611,4955,1841
7029,3770,4962,1855
7224,3920,4942,1867
7415,4032,4910,1883
7536,4119,4866,1894
7703,4242,4858,1911
7951,4383,4859,1926
8185,4503,4858,1938
8263,4578,4823,1937
8281,4660,4805,1938
8324,4753,4801,1946
8378,4818,4805,1966
8338,4805,4775,1981
8281,4765,4753,1994
8270,4722,4743,2003
8281,4660,4753,2022
8183,4535,4730,2037
7992,4399,4701,2049
7750,4300,4679,2047
7511,4242,4701,2049
7254,4153,4711,2056
7029,4032,4701,2077
6807,3893,4658,2092
6548,3770,4649,2105
6198,3653,4663,2112
5874,3561,4701,2132
5659,3477,4717,2150
5585,3404,4753,2160
5539,3330,4808,2155
5489,3299,4910,2160
5416,3298,5020,2173
5392,3299,5171,2188
5409,3252,5340,2185
5489,3194,5537,2188
5581,3150,5713,2199
5681,3142,5902,2215
5710,3135,6096,2215
5681,3142,6320,2215
5635,3157,6530,2224
5681,3194,6738,2243
5760,3221,6919,2246
5778,3247,7103,2243
5700,3265,7262,2238
5681,3299,7417,2243
5741,3327,7546,2242
