II,V,PLETH,RESP
1442,-1319,103,527
1568,-1416,136,584
1421,-1261,157,546
1515,-1331,187,592
1540,-1337,213,616
1531,-1314,234,628
1522,-1292,252,641
1541,-1298,268,664
1560,-1307,285,687
1556,-1300,300,702
1550,-1292,319,718
1555,-1297,341,737
1562,-1303,367,756
1555,-1300,394,772
1547,-1297,422,787
1544,-1298,450,804
1540,-1298,477,820
1532,-1294,500,834
1526,-1290,521,848
1525,-1289,538,862
1521,-1286,554,875
1517,-1283,569,888
1516,-1283,587,901
1513,-1281,606,914
1513,-1281,627,927
1512,-1278,644,939
1514,-1276,659,951
1514,-1272,669,962
1519,-1271,680,974
1521,-1268,690,985
1529,-1269,705,998
1533,-1267,721,1008
1542,-1269,741,1022
1546,-1267,755,1033
1554,-1269,769,1048
1556,-1266,778,1058
1565,-1271,790,1075
1566,-1275,800,1085
1574,-1292,817,1101
1573,-1307,831,1111
1582,-1329,849,1128
1581,-1333,861,1138
1587,-1326,877,1156
1577,-1289,889,1167
1567,-1241,907,1184
1538,-1180,920,1196
1520,-1138,936,1214
1509,-1116,946,1226
1529,-1131,957,1244
1560,-1162,963,1257
1601,-1205,974,1276
1620,-1234,983,1290
1622,-1250,997,1307
1601,-1246,1009,1321
1588,-1240,1024,1339
1591,-1232,1037,1353
1627,-1233,1050,1371
1680,-1234,1059,1386
1745,-1236,1067,1404
1799,-1229,1069,1420
1840,-1216,1072,1437
1856,-1194,1073,1452
1855,-1172,1078,1468
1833,-1151,1083,1481
1796,-1140,1090,1495
1742,-1138,1097,1505
1681,-1152,1105,1516
1617,-1176,1111,1524
1569,-1207,1120,1532
1543,-1236,1127,1536
1554,-1260,1138,1540
1592,-1273,1146,1539
1659,-1280,1156,1540
1727,-1273,1162,1536
1795,-1263,1169,1535
1840,-1245,1171,1527
1878,-1234,1177,1523
1895,-1224,1177,1511
1913,-1225,1184,1503
1915,-1223,1186,1486
1918,-1225,1196,1474
1896,-1214,1200,1453
1883,-1201,1213,1438
1854,-1178,1219,1414
1844,-1169,1232,1396
1837,-1167,1236,1368
1853,-1191,1244,1347
1873,-1222,1243,1319
1911,-1263,1248,1296
1942,-1292,1248,1267
1978,-1315,1256,1243
2002,-1318,1260,1214
2035,-1314,1270,1189
2065,-1299,1275,1160
2097,-1287,1284,1137
2108,-1273,1289,1110
2108,-1268,1297,1088
2106,-1260,1303,1064
2151,-1248,1309,1043
2262,-1218,1313,1020
2432,-1177,1315,1002
2583,-1135,1314,983
2627,-1119,1311,968
2500,-1140,1303,952
2237,-1199,1290,939
1940,-1270,1273,925
1742,-1325,1250,915
1710,-1342,1220,903
1826,-1325,1185,896
1997,-1288,1146,888
2140,-1257,1103,883
2202,-1238,1060,877
2207,-1236,1012,875
2184,-1237,960,872
2174,-1241,895,873
2172,-1237,819,871
2182,-1236,728,874
2178,-1231,635,873
2178,-1233,543,878
2167,-1231,461,878
2168,-1236,380,884
2161,-1235,299,885
2164,-1240,202,891
2153,-1238,91,893
2156,-1241,-32,901
2145,-1237,-151,904
2147,-1239,-260,914
2137,-1234,-354,918
2135,-1237,-441,928
2125,-1233,-531,931
2128,-1236,-634,939
2121,-1233,-753,941
2124,-1236,-884,948
2118,-1234,-1018,950
2118,-1236,-1147,956
2112,-1235,-1265,959
2113,-1237,-1367,965
2107,-1236,-1451,968
2106,-1238,-1516,975
2100,-1237,-1568,978
2099,-1239,-1609,983
2094,-1238,-1648,986
2093,-1239,-1687,990
2091,-1238,-1730,992
2091,-1239,-1775,996
2088,-1237,-1817,998
2086,-1238,-1855,1003
2079,-1237,-1883,1006
2073,-1237,-1905,1010
2064,-1235,-1918,1013
2059,-1233,-1926,1016
2052,-1229,-1926,1017
2048,-1226,-1924,1020
2037,-1220,-1917,1020
2027,-1218,-1910,1023
2012,-1215,-1898,1022
2004,-1217,-1889,1024
1992,-1216,-1875,1023
1978,-1218,-1863,1026
1942,-1208,-1843,1024
1895,-1195,-1827,1027
1833,-1174,-1803,1026
1793,-1165,-1785,1028
1780,-1163,-1762,1026
1817,-1184,-1749,1027
1867,-1208,-1729,1023
1923,-1237,-1716,1023
1936,-1246,-1690,1017
1921,-1246,-1668,1016
1870,-1228,-1633,1010
1825,-1215,-1607,1010
1783,-1200,-1575,1004
1765,-1197,-1554,1003
1749,-1192,-1527,997
1741,-1193,-1505,996
1724,-1189,-1474,989
1711,-1191,-1446,986
1693,-1189,-1411,978
1680,-1190,-1384,974
1664,-1187,-1355,966
1652,-1185,-1333,962
1637,-1179,-1307,956
1627,-1179,-1278,952
1618,-1179,-1238,945
1609,-1186,-1194,940
1595,-1191,-1141,933
1564,-1197,-1089,927
1513,-1197,-1035,920
1432,-1196,-988,915
1330,-1192,-944,909
1211,-1191,-907,904
1088,-1195,-874,898
962,-1205,-845,893
832,-1214,-814,887
669,-1219,-781,883
459,-1209,-743,876
188,-1186,-701,872
-125,-1158,-655,866
-453,-1136,-607,862
-753,-1128,-558,856
-1017,-1144,-511,854
-1233,-1173,-463,848
-1434,-1211,-421,846
-1632,-1244,-384,841
-1849,-1271,-354,841
-2082,-1283,-328,836
-2323,-1285,-305,837
-2551,-1268,-279,832
-2755,-1238,-248,834
-2930,-1192,-209,829
-3077,-1142,-165,831
-3199,-1087,-115,827
-3275,-1029,-67,830
-3283,-952,-19,827
-3196,-856,21,829
-3034,-737,57,828
-2849,-627,85,830
-2732,-549,110,830
-2734,-534,131,833
-2850,-571,154,833
-2991,-637,177,836
-3049,-679,202,837
-2952,-670,228,842
-2711,-592,255,844
-2394,-466,283,849
-2089,-314,311,852
-1837,-164,339,857
-1634,-25,367,860
-1446,95,395,864
-1249,193,421,867
-1036,255,446,870
-822,269,469,872
-620,215,492,875
-438,91,513,876
-272,-100,535,878
-120,-329,557,878
21,-576,583,879
148,-805,608,878
267,-1007,637,878
381,-1167,664,876
504,-1298,693,876
629,-1399,718,873
763,-1492,744,874
894,-1570,763,871
1022,-1646,782,871
1139,-1705,795,867
1254,-1758,811,867
1353,-1790,822,861
1449,-1815,839,860
1531,-1815,854,853
1612,-1804,875,853
1682,-1767,893,847
1765,-1723,917,848
1849,-1671,934,843
1955,-1641,953,844
2066,-1635,964,840
2192,-1672,975,841
2311,-1736,981,839
2433,-1827,992,840
2543,-1917,1001,839
2653,-2005,1017,842
2751,-2073,1034,842
2847,-2130,1055,846
2929,-2164,1073,846
3005,-2189,1092,849
3067,-2205,1106,849
3132,-2233,1121,851
3205,-2281,1131,851
3307,-2367,1142,852
3439,-2484,1150,852
3610,-2630,1159,851
3805,-2779,1166,848
4016,-2922,1176,844
4216,-3039,1185,837
4401,-3137,1197,830
4559,-3213,1206,821
4707,-3286,1216,810
4846,-3354,1223,797
4999,-3430,1233,782
5148,-3500,1240,764
5295,-3572,1251,745
5403,-3629,1259,724
5479,-3690,1270,702
5505,-3738,1274,677
5521,-3800,1280,653
5519,-3853,1279,626
5535,-3916,1285,599
5537,-3953,1285,570
5546,-3986,1294,542
5522,-3986,1297,510
5496,-3984,1308,481
5435,-3955,1311,449
5381,-3935,1322,420
5296,-3894,1325,390
5220,-3867,1336,364
5112,-3820,1339,336
5010,-3785,1347,311
4878,-3733,1347,283
4754,-3692,1352,259
4606,-3633,1353,233
4469,-3583,1359,210
4313,-3521,1364,187
4171,-3469,1374,167
4016,-3405,1379,146
3877,-3348,1384,128
3730,-3280,1385,109
3595,-3215,1384,93
3451,-3138,1379,77
3319,-3061,1373,64
3184,-2974,1363,52
3058,-2889,1351,42
2928,-2797,1334,33
2812,-2706,1313,25
2697,-2612,1284,18
2592,-2522,1242,12
2490,-2427,1187,7
2390,-2338,1115,3
2291,-2247,1027,0
2200,-2162,927,-2
2109,-2074,823,-4
2025,-1992,721,-5
1935,-1909,629,-6
1853,-1835,543,-7
1773,-1759,461,-7
1705,-1692,371,-8
1629,-1624,273,-8
1551,-1569,164,-8
1468,-1510,54,-9
1430,-1454,-54,-10
1462,-1375,-151,-10
1591,-1291,-243,-11
1745,-1192,-334,-12
1841,-1125,-433,-13
1757,-1091,-537,-15
1492,-1119,-646,-17
1104,-1169,-748,-19
761,-1228,-839,-22
567,-1243,-917,-24
574,-1227,-986,-27
698,-1172,-1055,-31
