II,V,PLETH,ABP
201,-496,-463,2403
217,-500,-521,2579
194,-407,-499,2296
198,-400,-543,2420
188,-369,-568,2427
170,-332,-581,2384
150,-301,-597,2341
135,-289,-622,2350
124,-283,-650,2361
116,-278,-673,2339
113,-278,-697,2314
116,-289,-724,2310
123,-302,-753,2310
129,-313,-778,2295
135,-319,-804,2283
138,-318,-832,2281
141,-311,-859,2279
139,-291,-885,2271
136,-273,-911,2264
132,-250,-938,2261
127,-238,-966,2254
121,-232,-993,2245
114,-234,-1023,2240
107,-238,-1054,2232
100,-233,-1087,2228
95,-214,-1119,2221
91,-173,-1153,2218
87,-117,-1182,2210
84,-44,-1214,2205
85,35,-1241,2194
99,110,-1274,2187
135,152,-1303,2173
202,113,-1338,2168
302,-76,-1368,2155
429,-480,-1404,2151
570,-1125,-1431,2140
703,-1972,-1464,2137
806,-2907,-1489,2123
860,-3766,-1520,2119
852,-4381,-1542,2104
783,-4635,-1573,2102
665,-4495,-1595,2088
520,-4023,-1627,2087
373,-3339,-1649,2073
246,-2589,-1680,2073
151,-1888,-1701,2059
89,-1312,-1729,2057
52,-883,-1747,2044
30,-586,-1771,2042
13,-388,-1787,2030
-4,-260,-1808,2027
-20,-179,-1823,2017
-33,-129,-1844,2014
-40,-100,-1859,2004
-41,-80,-1881,2001
-39,-70,-1902,1992
-37,-54,-1929,1990
-37,-44,-1954,1982
-41,-30,-1982,1981
-50,-20,-2005,1973
-58,-15,-2026,1970
-64,-9,-2041,1960
-65,-13,-2058,1957
-63,-13,-2077,1948
-60,-23,-2104,1947
-61,-29,-2134,1941
-65,-40,-2170,1945
-73,-44,-2205,1943
-82,-47,-2241,1954
-89,-48,-2271,1963
-90,-50,-2303,1993
-88,-56,-2329,2027
-86,-66,-2360,2095
-84,-77,-2384,2174
-87,-86,-2413,2296
-91,-90,-2435,2431
-95,-90,-2460,2613
-99,-88,-2473,2805
-102,-89,-2486,3042
-105,-93,-2486,3280
-108,-101,-2489,3558
-114,-106,-2480,3823
-121,-108,-2475,4117
-128,-104,-2451,4383
-132,-100,-2423,4663
-133,-99,-2370,4903
-129,-108,-2310,5144
-121,-127,-2229,5337
-111,-151,-2151,5520
-100,-171,-2066,5654
-93,-186,-1991,5774
-88,-195,-1911,5850
-87,-204,-1837,5913
-87,-217,-1755,5943
-84,-240,-1676,5965
-76,-272,-1588,5965
-65,-309,-1503,5965
-51,-345,-1414,5952
-36,-377,-1327,5944
-23,-402,-1236,5932
-12,-418,-1148,5927
-4,-424,-1058,5922
1,-421,-970,5923
3,-413,-880,5922
3,-403,-792,5926
3,-392,-702,5926
4,-384,-614,5929
7,-376,-524,5927
12,-368,-436,5930
16,-358,-348,5924
20,-349,-262,5925
21,-342,-178,5912
20,-338,-95,5906
18,-335,-14,5883
14,-332,68,5869
11,-324,147,5835
10,-314,228,5812
10,-303,306,5768
14,-294,384,5741
19,-287,459,5691
26,-283,533,5661
31,-279,603,5604
33,-276,673,5570
33,-271,738,5505
32,-269,803,5464
30,-269,865,5388
30,-273,926,5336
29,-278,984,5250
28,-284,1040,5186
25,-285,1090,5090
20,-283,1137,5016
12,-276,1175,4912
2,-269,1210,4830
-9,-263,1240,4722
-20,-260,1269,4633
-30,-258,1295,4524
-36,-259,1320,4434
-35,-259,1343,4330
-26,-260,1365,4246
-11,-261,1382,4157
8,-261,1397,4089
24,-261,1409,4019
36,-257,1419,3967
39,-250,1427,3914
36,-238,1435,3876
27,-225,1441,3835
17,-210,1444,3806
6,-196,1444,3776
-2,-183,1442,3755
-9,-173,1436,3729
-13,-164,1432,3712
-15,-156,1427,3688
-15,-149,1426,3671
-14,-142,1423,3646
-10,-137,1424,3628
-4,-132,1422,3602
6,-128,1423,3586
19,-126,1420,3557
32,-125,1419,3539
44,-125,1415,3508
52,-125,1415,3489
53,-124,1409,3455
48,-121,1409,3437
38,-114,1401,3402
26,-105,1396,3386
14,-92,1381,3352
6,-81,1371,3337
3,-73,1352,3301
5,-71,1340,3286
9,-73,1322,3249
16,-79,1313,3232
22,-83,1298,3198
27,-85,1289,3183
31,-85,1274,3153
34,-84,1262,3141
35,-84,1244,3115
33,-87,1229,3103
30,-93,1209,3081
26,-101,1193,3070
25,-109,1174,3050
26,-116,1157,3040
29,-118,1138,3020
33,-116,1121,3007
36,-108,1102,2986
38,-99,1084,2970
38,-90,1064,2949
39,-87,1046,2934
41,-90,1025,2915
43,-97,1007,2901
45,-102,986,2883
45,-98,965,2869
45,-79,942,2849
46,-43,919,2834
52,7,895,2814
62,64,872,2801
76,120,849,2783
91,163,829,2773
102,188,810,2756
109,187,792,2748
111,162,774,2730
111,114,757,2722
107,53,736,2704
103,-16,717,2697
97,-83,694,2679
91,-143,671,2674
83,-193,644,2654
74,-234,619,2650
66,-265,591,2629
57,-289,566,2626
48,-306,539,2606
40,-320,517,2603
34,-328,493,2584
30,-334,474,2580
32,-340,452,2562
38,-347,432,2556
49,-352,409,2539
62,-355,386,2534
75,-350,360,2517
84,-335,334,2510
86,-309,307,2493
81,-274,281,2484
69,-236,253,2467
55,-200,227,2459
42,-173,200,2446
34,-156,174,2441
29,-150,147,2431
26,-151,120,2425
24,-157,93,2416
23,-162,67,2410
22,-166,42,2400
25,-169,18,2393
30,-171,-4,2383
37,-175,-25,2377
41,-171,-46,2368
43,-174,-67,2365
41,-160,-89,2357
39,-157,-113,2355
36,-142,-138,2347
37,-143,-165,2343
39,-139,-191,2332
42,-144,-219,2327
43,-143,-244,2315
41,-131,-272,2311
35,-101,-298,2300
24,-51,-325,2299
11,18,-351,2289
-1,103,-379,2289
-3,194,-404,2277
16,265,-432,2277
69,269,-458,2262
161,136,-486,2261
290,-207,-511,2246
442,-805,-539,2244
592,-1641,-564,2230
713,-2613,-592,2228
782,-3556,-618,2215
787,-4289,-646,2214
730,-4671,-670,2201
622,-4643,-694,2198
485,-4244,-711,2185
342,-3589,-726,2181
214,-2819,-736,2169
113,-2069,-745,2164
43,-1428,-755,2153
2,-938,-770,2147
-20,-594,-788,2137
-31,-368,-811,2130
-40,-221,-837,2118
-51,-124,-866,2110
-63,-59,-896,2098
-76,-14,-928,2091
-85,11,-961,2080
-93,26,-997,2074
-98,31,-1031,2065
-105,42,-1068,2062
-113,53,-1101,2053
-121,67,-1136,2052
-129,79,-1167,2042
-131,80,-1199,2040
-129,77,-1226,2028
-123,62,-1255,2028
-116,51,-1279,2015
-111,39,-1308,2019
-109,35,-1333,2008
-111,31,-1369,2018
-115,29,-1404,2014
-118,25,-1451,2041
-120,19,-1493,2060
-122,12,-1541,2121
-122,7,-1578,2182
-123,3,-1618,2294
-125,1,-1646,2410
