II,V,ABP,RESP
4571,4846,7614,4024
4983,5444,8610,4537
4339,4846,7568,3964
4196,4609,6995,3642
4571,4943,7477,3885
4558,5090,7762,4024
4184,5040,7431,3826
4110,5287,7207,3676
4261,5621,7385,3746
4221,5451,7468,3784
4261,4943,7293,3687
4639,4662,7175,3604
4804,4652,7247,3608
4461,4630,7280,3598
4339,4652,7201,3548
4706,4745,7122,3506
4726,4652,7110,3489
4236,4426,7097,3462
4261,4555,7064,3429
4597,4875,7013,3398
3719,4652,6972,3370
2116,4060,6936,3333
2169,4167,6926,3310
3107,4676,6887,3287
1085,3877,6834,3271
-3624,1654,6757,3239
-4881,582,6697,3211
29,2203,6626,3183
5191,4555,6559,3172
4525,5024,6465,3153
620,4071,6376,3132
-307,3810,6275,3097
2247,4652,6192,3072
4151,5312,6097,3049
4029,5331,6009,3033
3954,5360,5906,3008
4804,5718,5825,2993
5299,5998,5745,2980
5036,6009,5688,2973
4985,5826,5627,2953
5501,5427,5596,2934
5822,4853,5566,2909
5579,4555,5550,2894
5216,4818,5517,2872
5191,5331,5504,2854
5345,5563,5495,2831
5269,5427,5504,2815
4833,5093,5497,2792
4339,4652,5504,2775
4039,4122,5501,2752
3797,3683,5504,2735
3372,3479,5490,2713
2944,3489,5504,2696
2769,3566,5525,2673
2789,3683,5550,2656
2810,3790,5542,2634
2944,3780,5550,2617
3299,3561,5568,2594
3719,3295,5596,2577
3941,3135,5592,2555
4029,3101,5596,2537
4094,3081,5598,2515
4106,3101,5596,2498
4013,3179,5549,2475
4029,3295,5504,2458
4271,3377,5470,2435
4571,3489,5458,2418
4689,3614,5427,2396
4726,3780,5412,2379
4804,3951,5407,2356
4881,4167,5412,2339
4838,4207,5386,2318
4804,3877,5367,2299
4863,3327,5356,2275
4959,3198,5367,2260
5002,3881,5347,2247
5114,5040,5321,2240
5313,5864,5287,2222
5424,6009,5275,2200
5266,5835,5251,2174
4959,5912,5229,2161
4652,6286,5197,2149
4339,6687,5183,2141
3967,7161,5159,2120
3874,8335,5137,2101
4594,10647,5102,2085
6198,13666,5091,2081
7817,16205,5087,2074
8445,17252,5091,2062
8068,16509,5069,2038
7671,14441,5046,2022
7785,11840,5015,2009
7903,9498,5000,2002
7427,7812,4972,1988
6663,6784,4954,1982
6101,6177,4940,1980
5656,5815,4954,1982
5089,5537,4958,1973
4726,5234,4954,1962
4792,4857,4923,1949
4881,4555,4908,1943
4585,4454,4901,1931
4261,4555,4908,1923
4275,4658,4888,1911
4339,4652,4862,1903
4098,4566,4827,1890
3874,4555,4816,1883
3935,4584,4807,1880
3951,4555,4816,1883
3644,4389,4816,1876
3487,4264,4816,1863
3787,4236,4793,1846
4106,4264,4770,1843
3982,4210,4739,1844
3797,4167,4724,1843
3933,4249,4713,1830
4106,4458,4724,1824
3960,4593,4727,1822
3874,4555,4724,1824
4181,4386,4695,1812
4494,4264,4679,1804
4331,4260,4670,1801
4029,4361,4679,1804
4106,4469,4661,1794
4416,4555,4633,1784
4416,4598,4596,1778
4106,4652,4587,1784
3909,4756,4571,1785
4029,4943,4541,1784
4231,5078,4481,1780
4339,5040,4449,1784
4380,4855,4441,1785
4416,4749,4449,1784
4315,4761,4425,1778
4029,4749,4403,1784
3779,4614,4390,1793
3874,4555,4403,1804
4154,4685,4402,1802
4184,4846,4403,1804
3919,4776,4396,1810
3874,4555,4403,1824
4186,4433,4395,1825
4339,4555,4403,1824
3991,4788,4415,1824
