II,III,PLETH
2233,5873,3800
2674,6747,4323
2759,6158,3841
3224,6003,3596
4072,6614,3883
4666,6821,4077
4641,6101,3965
4108,4978,3901
3240,3877,4048
2146,2724,4167
1095,1654,4172
397,1057,4194
131,1083,4296
124,1472,4376
219,1996,4420
340,2574,4471
438,3193,4544
443,3776,4592
350,4277,4626
221,4671,4662
175,5018,4709
308,5355,4747
657,5702,4791
1144,5986,4829
1664,6215,4874
2099,6377,4900
2408,6500,4915
2579,6561,4910
2671,6614,4915
2716,6665,4916
2759,6729,4915
2786,6763,4891
2802,6786,4874
2813,6789,4853
2846,6786,4833
2892,6770,4787
2934,6786,4750
2952,6817,4722
2977,6843,4709
3017,6816,4671
3065,6786,4626
3089,6769,4574
3109,6786,4544
3140,6785,4514
3196,6786,4502
3246,6776,4482
3284,6786,4461
3302,6781,4427
3328,6786,4420
3359,6764,4420
3415,6729,4420
3489,6659,4392
3590,6614,4378
3697,6581,4375
3809,6557,4378
3912,6496,4353
4028,6443,4337
4155,6400,4332
4291,6386,4337
4396,6355,4314
4466,6329,4296
4507,6294,4287
4554,6272,4296
4592,6234,4279
4598,6215,4254
4533,6202,4225
4422,6215,4213
4288,6212,4191
4160,6215,4172
4016,6207,4145
3853,6215,4131
3670,6210,4107
3503,6215,4089
3345,6208,4064
3196,6215,4048
3048,6209,4023
2934,6215,4007
2842,6210,3982
2759,6215,3965
2659,6192,3940
2583,6158,3924
2532,6110,3901
2496,6101,3883
2442,6102,3855
2408,6101,3841
2400,6061,3821
2408,6044,3800
2388,6056,3767
2364,6101,3759
2343,6111,3759
2321,6101,3759
2271,6067,3732
2233,6044,3717
2221,6006,3714
2233,5987,3717
2232,5975,3693
2233,5987,3676
2233,5984,3671
2233,5987,3676
2220,5979,3655
2233,5987,3635
2274,5982,3625
2321,5987,3635
2328,5980,3633
2321,5987,3635
2328,5981,3634
2364,5987,3635
2394,5981,3612
2408,5987,3594
2406,5981,3584
2408,5987,3594
2407,5982,3593
2408,5987,3594
2404,5978,3589
2408,5987,3594
2407,6000,3590
2408,6044,3594
2401,6077,3591
2408,6101,3594
2425,6097,3587
2452,6101,3594
2474,6119,3596
2496,6158,3594
2505,6174,3569
2496,6158,3552
2470,6115,3544
2452,6101,3552
2426,6101,3549
2364,6101,3552
2261,6080,3551
2189,6101,3552
2232,6160,3531
2452,6272,3511
2868,6445,3497
3459,6729,3511
4068,6947,3517
4422,6786,3511
4247,5981,3481
3503,4676,3470
2405,3220,3465
1314,1996,3470
493,1174,3459
44,855,3470
-103,977,3488
-44,1426,3511
118,1999,3505
307,2623,3511
406,3247,3538
350,3877,3594
173,4435,3634
44,4904,3676
103,5264,3723
394,5588,3800
828,5881,3876
1314,6158,3965
1754,6358,4055
2102,6500,4172
2321,6586,4290
2452,6671,4420
2526,6733,4538
2583,6786,4668
2624,6811,4787
2671,6843,4915
2718,6871,5032
2759,6900,5163
2780,6901,5287
2802,6900,5411
2825,6892,5500
2846,6900,5576
2857,6896,5643
2890,6900,5741
2939,6892,5844
2977,6900,5948
2978,6896,6014
2977,6900,6072
2993,6874,6122
3021,6843,6196
3034,6796,6261
3065,6786,6320
3134,6783,6342
3240,6786,6361
3332,6751,6371
3415,6729,6402
3506,6715,6425
3634,6729,6444
3771,6709,6426
3897,6671,6402
3990,6605,6369
4072,6557,6361
4141,6514,6344
4203,6500,6320
4236,6473,6268
4247,6443,6237
4232,6396,6212
4203,6386,6196
4148,6385,6149
4072,6386,6113
