II,V,PLETH,ABP
-379,119,10426,2245
-663,250,14151,3030
-908,405,14561,3100
-1016,544,13508,2866
-921,647,13093,2781
-647,751,13483,2870
-221,867,13762,2938
484,877,13504,2891
1644,620,13196,2839
3130,117,13226,2861
4385,-417,13408,2924
4838,-846,13343,2938
4378,-1251,13124,2923
3359,-1724,13049,2936
2235,-2139,13148,2990
1297,-2283,13138,3029
676,-2118,12995,3049
395,-1791,12896,3077
372,-1423,12931,3132
445,-1031,12926,3182
461,-632,12828,3225
368,-316,12708,3268
204,-158,12676,3325
30,-119,12629,3370
-130,-82,12564,3417
-264,8,12450,3464
-348,105,12396,3524
-376,147,12349,3574
-381,159,12290,3625
-397,191,12154,3663
-410,246,12060,3707
-405,282,11992,3743
-387,291,11930,3783
-381,297,11775,3811
-359,306,11643,3840
-315,301,11547,3855
-265,278,11487,3870
-237,264,11349,3874
-214,268,11227,3882
-175,285,11139,3881
-124,305,11103,3879
-76,333,10993,3861
-19,368,10871,3846
55,394,10760,3824
132,398,10725,3808
195,383,10653,3779
255,373,10561,3754
326,388,10444,3717
393,420,10415,3684
440,443,10422,3636
471,451,10474,3595
500,460,10499,3547
518,492,10573,3513
508,536,10658,3470
472,570,10771,3435
429,584,10831,3392
392,599,10914,3367
361,621,11013,3344
334,635,11174,3352
318,624,11303,3372
308,606,11433,3432
290,600,11539,3511
252,602,11686,3630
208,596,11807,3763
176,586,11926,3929
156,579,12004,4102
122,568,12117,4304
65,544,12223,4510
8,516,12337,4739
-27,494,12395,4967
-49,474,12462,5209
-81,446,12515,5439
-125,415,12590,5670
-170,389,12616,5881
-214,371,12638,6090
-260,352,12637,6274
-301,337,12671,6442
-334,332,12667,6572
-358,338,12645,6680
-374,342,12580,6753
-361,343,12555,6805
-311,353,12521,6815
-245,381,12482,6798
-201,410,12385,6744
-202,409,12322,6671
-234,367,12266,6565
-259,320,12223,6438
-243,319,12118,6282
-177,376,12043,6123
-82,441,11984,5950
0,454,11949,5775
40,413,11850,5577
39,372,11770,5380
25,360,11704,5176
28,355,11673,4988
53,320,11583,4795
75,268,11502,4614
63,229,11423,4430
-6,206,11391,4267
-111,171,11320,4107
-231,117,11259,3970
-362,71,11192,3835
-510,62,11175,3720
-649,70,11143,3604
-718,63,11137,3509
-706,40,11119,3415
-655,28,11135,3342
-634,42,11126,3265
-642,58,11136,3206
-649,58,11122,3147
-634,47,11134,3106
-615,53,11124,3063
-610,76,11136,3035
-613,94,11123,3006
-637,105,11134,2991
-740,156,11123,2971
-945,280,11145,2964
-1146,429,11155,2954
-1180,533,11196,2956
-1000,612,11206,2952
-657,723,11215,2956
-92,783,11181,2957
892,596,11168,2971
2322,115,11141,2981
3784,-452,11139,2998
4646,-904,11121,3009
4555,-1282,11139,3035
3695,-1721,11136,3062
