II,V,PLETH,ABP
1214,-233,7180,5357
1681,-363,9736,7258
1787,-427,10011,7460
1731,-429,9277,6922
1740,-416,8973,6709
1832,-423,9218,6896
1894,-440,9401,7022
1865,-434,9227,6877
1785,-386,9019,6711
1701,-313,9032,6713
1610,-247,9161,6789
1483,-209,9140,6743
1323,-185,9028,6627
1161,-145,8999,6584
1004,-75,9084,6635
846,7,9113,6640
700,74,9087,6593
590,113,9093,6570
511,141,9171,6610
431,185,9228,6628
341,254,9296,6620
261,328,9392,6616
220,388,9518,6651
208,433,9594,6668
205,477,9722,6690
188,522,9882,6704
162,560,10037,6736
118,592,10111,6748
65,626,10242,6769
24,651,10431,6777
36,627,10625,6796
98,526,10716,6796
170,377,10848,6811
218,251,11044,6819
271,195,11253,6841
356,194,11347,6841
456,198,11466,6847
526,182,11654,6838
559,163,11874,6846
588,160,11981,6840
631,170,12091,6846
667,172,12255,6835
670,159,12460,6833
650,133,12560,6814
637,103,12650,6801
646,70,12771,6769
655,51,12944,6741
637,64,13038,6689
594,114,13118,6636
551,165,13200,6558
524,185,13326,6487
496,189,13387,6399
441,221,13437,6324
356,281,13474,6240
264,320,13555,6176
186,315,13595,6106
123,312,13638,6056
60,355,13654,6000
-4,420,13704,5965
-65,461,13725,5923
-114,484,13757,5899
-153,519,13755,5866
-176,566,13777,5850
-165,610,13773,5827
-97,655,13791,5822
18,703,13771,5807
142,713,13764,5807
233,629,13727,5793
288,456,13724,5792
338,267,13694,5778
410,141,13671,5782
494,96,13606,5777
544,89,13577,5785
526,70,13534,5777
458,32,13503,5782
405,-13,13427,5780
427,-54,13393,5796
496,-79,13356,5795
556,-83,13329,5797
554,-59,13249,5782
541,-49,13214,5783
538,-53,13182,5777
544,-63,13148,5783
530,-50,13016,5770
478,-22,12895,5766
389,18,12790,5753
277,62,12734,5753
176,80,12634,5740
119,53,12571,5737
94,40,12526,5724
17,159,12523,5724
-197,457,12468,5711
-450,818,12436,5704
-392,1033,12410,5682
296,914,12417,5673
1542,327,12364,5655
3025,-869,12319,5646
4618,-2737,12267,5620
6276,-4999,12253,5603
7422,-6906,12200,5579
7038,-7652,12172,5570
4800,-7040,12140,5551
1790,-5627,12142,5543
-398,-4137,12099,5520
-1086,-2885,12062,5504
-781,-1855,12004,5474
-288,-1070,11982,5457
23,-625,11934,5434
168,-470,11910,5425
229,-410,11869,5402
231,-322,11863,5386
185,-239,11833,5360
120,-210,11821,5349
80,-202,11782,5329
70,-167,11775,5321
56,-121,11744,5302
2,-109,11720,5293
-77,-136,11658,5271
-133,-149,11625,5257
-160,-102,11582,5231
-164,-34,11562,5218
-184,11,11513,5197
-215,12,11500,5190
-264,34,11476,5171
-305,81,11462,5161
-318,131,11397,5138
-307,144,11357,5130
-290,141,11316,5116
-298,154,11300,5113
-342,192,11246,5097
-404,218,11225,5089
-455,213,11205,5070
-471,188,11199,5066
-445,164,11136,5054
-377,116,11091,5054
-281,-4,11049,5041
-171,-210,11034,5038
-53,-447,10978,5024
78,-631,10953,5025
206,-704,10933,5016
294,-688,10931,5023
328,-655,10874,5023
340,-680,10829,5041
369,-768,10785,5052
423,-860,10769,5079
480,-905,10704,5097
533,-908,10654,5133
598,-918,10603,5163
685,-967,10588,5209
779,-1048,10532,5244
840,-1124,10481,5298
838,-1159,10419,5353
768,-1146,10402,5438
663,-1121,10364,5522
568,-1122,10336,5620
507,-1144,10286,5698
463,-1131,10280,5789
406,-1050,10268,5873
332,-931,10276,5977
265,-821,10250,6070
227,-730,10255,6173
202,-627,10261,6261
152,-498,10308,6361
59,-361,10329,6449
-54,-243,10372,6551
-146,-142,10408,6641
-206,-39,10493,6741
-271,94,10555,6823
-370,252,10621,6917
-479,389,10661,6998
-523,442,10769,7092
-450,388,10885,7172
-287,262,11003,7267
-131,129,11070,7349
-56,20,11194,7441
-47,-64,11330,7509
-33,-136,11458,7584
15,-193,11514,7643
58,-233,11634,7716
51,-251,11800,7772
18,-257,11966,7836
15,-263,12034,7879
53,-278,12163,7936
87,-289,12391,7978
76,-284,12680,8031
37,-280,12859,8058
15,-305,13008,8092
35,-343,13155,8107
68,-343,13321,8136
59,-291,13387,8145
-19,-243,13436,8160
-132,-238,13492,8152
-216,-241,13590,8155
-235,-211,13619,8139
-220,-168,13646,8134
-218,-145,13676,8108
-254,-134,13760,8092
-315,-111,13799,8060
-385,-91,13833,8048
-464,-90,13840,8020
-555,-84,13879,8002
-653,-31,13877,7960
-735,49,13879,7931
-765,86,13855,7887
-732,42,13873,7860
-669,-44,13873,7812
-627,-100,13887,7774
-614,-101,13852,7716
-585,-86,13827,7671
-492,-104,13771,7611
-350,-166,13746,7567
-220,-232,13694,7512
-141,-268,13671,7480
-86,-287,13630,7442
-13,-321,13628,7426
76,-365,13594,7395
134,-387,13559,7379
150,-379,13475,7349
153,-370,13423,7342
169,-377,13356,7326
169,-375,13313,7327
127,-341,13236,7308
60,-296,13202,7300
3,-266,13160,7277
-51,-233,13135,7271
-124,-174,13061,7249
-212,-100,13021,7241
-281,-53,12979,7219
-316,-48,12961,7213
-373,-53,12887,7191
-474,-60,12841,7181
-603,-41,12797,7154
-670,-11,12787,7138
-673,45,12732,7105
-692,111,12707,7086
-766,175,12681,7049
-839,206,12683,7025
-859,211,12626,6983
-852,204,12580,6953
-826,189,12526,6909
-770,177,12517,6880
-760,246,12482,6837
-886,463,12482,6807
-966,740,12476,6764
-599,846,12495,6734
393,584,12465,6692
1782,-146,12447,6662
3328,-1465,12414,6618
5037,-3426,12414,6589
6756,-5677,12379,6546
7735,-7397,12361,6516
7083,-7837,12323,6472
4724,-6950,12322,6442
1723,-5388,12292,6402
-525,-3880,12277,6380
-1353,-2731,12234,6345
-1147,-1864,12226,6322
-712,-1177,12204,6285
-531,-704,12214,6265
-571,-476,12197,6236
-654,-386,12208,6220
-726,-292,12197,6185
-829,-176,12213,6163
-932,-102,12198,6131
-965,-80,12207,6118
-929,-46,12196,6091
-909,28,12222,6076
-951,101,12230,6046
-1010,141,12264,6030
-1043,164,12271,6004
-1060,178,12307,5994
-1114,191,12321,5972
-1173,171,12356,5959
-1192,128,12361,5932
-1141,49,12394,5919
-1052,-44,12408,5898
-947,-143,12446,5888
-824,-226,12452,5860
-697,-284,12483,5845
-580,-311,12494,5823
-482,-322,12535,5818
-412,-334,12545,5798
-388,-359,12571,5787
-400,-389,12577,5765
-408,-419,12622,5758
-383,-441,12641,5739
-343,-464,12661,5730
-310,-505,12632,5706
-287,-579,12625,5698
-266,-652,12601,5681
-261,-678,12593,5678
-270,-660,12548,5661
-259,-657,12534,5657
-186,-700,12512,5643
-70,-758,12507,5645
31,-789,12451,5638
69,-804,12414,5646
72,-822,12366,5645
91,-820,12345,5661
150,-774,12290,5668
214,-714,12265,5695
249,-695,12237,5715
264,-734,12236,5750
295,-804,12189,5771
339,-887,12153,5809
357,-979,12101,5843
307,-1064,12079,5903
195,-1111,12021,5956
58,-1101,11978,6030
-54,-1041,11919,6097
-120,-957,11896,6187
-156,-879,11844,6266
-180,-823,11805,6354
-226,-758,11741,6426
-289,-661,11713,6519
-382,-520,11667,6608
-468,-410,11633,6711
-541,-344,11564,6794
-590,-301,11530,6886
-603,-244,11489,6966
-588,-192,11471,7063
-595,-139,11421,7143
-659,-67,11406,7233
-724,-14,11383,7305
-716,-43,11370,7392
-684,-82,11306,7463
-735,24,11264,7543
-777,262,11222,7607
-478,386,11208,7685
443,189,11155,7746
1936,-369,11132,7815
3719,-1376,11109,7862
5543,-3060,11110,7921
7195,-5374,11066,7966
8179,-7593,11044,8022
7712,-8626,11019,8057
5431,-7921,11019,8101
2152,-5982,10977,8130
-522,-3894,10956,8173
-1551,-2378,10931,8197
-1281,-1437,10930,8227
-748,-819,10888,8234
-542,-482,10868,8251
-572,-458,10844,8250
-627,-573,10842,8259
-687,-586,10790,8248
-778,-489,10749,8247
-846,-437,10698,8227
-872,-457,10678,8216
-893,-445,10629,8186
-921,-375,10602,8171
-934,-320,10569,8142
-933,-310,10566,8126
-952,-297,10534,8087
-981,-267,10516,8056
