II,III,PLETH
3617,1068,5097
5130,1656,5883
5695,2279,5366
5550,3077,5148
4848,3917,5600
3653,4458,5905
2309,4487,5802
1290,4054,5760
693,3348,5969
271,2577,6103
-154,1923,6070
-542,1461,6068
-847,1140,6171
-1093,890,6223
-1308,712,6204
-1463,620,6198
-1539,570,6238
-1550,506,6262
-1539,427,6271
-1534,376,6273
-1539,356,6271
-1542,331,6249
-1539,285,6238
-1544,254,6221
-1539,285,6204
-1515,343,6154
-1462,356,6103
-1413,290,6047
-1385,214,6003
-1380,171,5939
-1385,142,5869
-1388,80,5764
-1385,0,5634
-1382,-52,5462
-1385,-71,5299
-1389,-96,5158
-1385,-142,5064
-1358,-187,4977
-1308,-214,4896
-1237,-221,4795
-1154,-214,4695
-1072,-185,4585
-1000,-142,4494
-930,-116,4404
-847,-142,4326
-755,-231,4236
-693,-356,4158
-677,-474,4082
-693,-570,4024
-704,-665,3955
-693,-783,3890
-640,-909,3815
-539,-997,3756
-411,-1038,3698
-308,-1068,3655
-234,-1129,3604
-154,-1211,3555
-59,-1289,3496
0,-1353,3454
4,-1404,3416
0,-1425,3387
36,-1406,3347
77,-1353,3320
81,-1272,3298
77,-1140,3286
130,-946,3256
231,-712,3219
306,-468,3176
308,-214,3152
269,46,3132
231,285,3119
182,477,3088
77,641,3052
-62,813,3008
-154,997,2985
-162,1164,2967
-154,1282,2951
-205,1343,2915
-308,1353,2884
-400,1327,2860
-462,1282,2851
-509,1237,2833
-539,1211,2817
-522,1225,2796
-462,1282,2783
-403,1344,2764
-385,1353,2750
-412,1293,2731
-462,1211,2716
-509,1157,2696
-539,1140,2683
-549,1134,2666
-539,1140,2649
-508,1166,2615
-462,1211,2582
-415,1233,2555
-385,1211,2549
-379,1163,2538
-385,1140,2515
-368,1141,2474
-308,1140,2448
-221,1125,2431
-154,1140,2415
-117,1184,2377
-77,1211,2347
-6,1182,2327
77,1140,2314
154,1128,2280
231,1140,2247
318,1136,2222
385,1140,2213
404,1186,2194
385,1282,2180
355,1393,2172
308,1496,2180
217,1565,2178
77,1567,2180
-86,1480,2184
-231,1353,2213
-336,1269,2253
-385,1282,2314
-417,1334,2376
-462,1353,2448
-542,1312,2519
-616,1282,2616
-661,1281,2724
-693,1282,2851
-736,1245,2975
-770,1211,3119
-774,1207,3266
-770,1211,3421
-774,1165,3563
-770,1068,3722
-738,935,3887
-616,783,4058
-185,664,4198
770,712,4326
2140,1058,4440
3540,1709,4561
4754,2521,4673
5772,3348,4796
6323,4135,4912
5849,4843,5030
4294,5282,5128
2463,5199,5232
1220,4555,5331
616,3632,5433
197,2781,5506
-231,2137,5567
-530,1649,5613
-693,1282,5667
-866,1052,5705
-1077,926,5735
-1225,804,5745
-1308,641,5768
-1391,491,5786
-1462,427,5802
-1472,433,5786
-1462,427,5768
-1496,367,5744
-1539,285,5735
-1549,212,5716
-1539,142,5701
-1572,58,5669
-1616,0,5634
-1614,-13,5579
-1539,0,5533
-1445,-6,5481
-1385,0,5433
-1351,56,5362
-1308,142,5299
-1257,183,5229
-1231,142,5164
-1214,61,5078
-1154,0,4997
-1056,-13,4908
-1000,0,4829
-1008,10,4737
-1000,0,4661
-923,-29,4589
-847,-71,4527
-837,-112,4442
-847,-142,4360
-790,-169,4280
-693,-214,4225
-633,-283,4170
-616,-356,4125
-566,-422,4071
-462,-499,4024
-358,-600,3968
-308,-712,3924
-282,-819,3872
-231,-926,3823
-146,-1042,3763
-77,-1140,3722
-39,-1195,3687
0,-1211,3655
74,-1216,3601
154,-1211,3555
203,-1170,3514
231,-1068,3488
289,-909,3450
385,-712,3421
481,-521,3396
539,-356,3387
556,-198,3359
539,0,3320
485,228,3274
385,427,3253
241,574,3237
77,712,3219
-62,867,3182
-154,997,3152
-222,1075,3129
-308,1140,3119
-404,1222,3098
-462,1282,3085
-465,1287,3069
-462,1282,3052
-493,1316,3015
-539,1353,2985
-554,1335,2961
-539,1282,2951
-529,1260,2932
-539,1282,2918
-548,1299,2901
-539,1282,2884
-527,1244,2849
-539,1211,2817
-577,1178,2792
-616,1140,2783
-630,1097,2767
-616,1068,2750
-582,1060,2728
-539,1068,2716
-495,1072,2698
-462,1068,2683
-431,1061,2662
-385,1068,2649
-312,1074,2631
-231,1068,2616
-154,1055,2595
-77,1068,2582
7,1106,2564
77,1140,2549
122,1144,2526
154,1140,2515
193,1140,2500
231,1140,2482
248,1129,2444
231,1140,2415
176,1196,2400
77,1282,2415
-46,1340,2420
-154,1353,2415
-213,1346,2397
-231,1353,2415
-257,1363,2457
-308,1353,2515
-387,1313,2557
-462,1282,2616
-539,1273,2691
-616,1282,2783
-696,1261,2861
-770,1211,2951
-824,1157,3055
-847,1140,3186
-845,1143,3313
-847,1140,3454
-852,1110,3599
-847,1068,3756
-814,1008,3900
-693,926,4058
-282,863,4222
616,926,4393
1940,1187,4533
3386,1638,4661
4729,2225,4786
5849,2920,4930
6433,3674,5057
6003,4345,5164
4546,4713,5243
2770,4630,5332
1468,4112,5420
770,3348,5500
310,2564,5539
-154,1923,5567
-560,1462,5592
-847,1140,5634
-1056,898,5656
-1231,712,5667
-1360,579,5661
-1462,499,5667
-1555,456,5667
-1616,427,5667
-1623,394,5648
-1616,356,5634
-1625,317,5614
-1616,285,5600
-1576,250,5568
-1539,214,5533
-1565,173,5482
-1616,142,5433
-1640,109,5365
-1616,71,5299
-1575,25,5224
-1539,0,5164
-1503,-3,5097
-1462,0,5030
-1421,-2,4944
-1385,0,4863
-1347,8,4774
-1308,0,4695
-1269,-35,4606
-1231,-71,4527
-1193,-79,4441
-1154,-71,4360
-1094,-88,4266
-1000,-142,4192
-900,-195,4121
-847,-214,4058
-844,-225,3972
-847,-285,3890
-814,-395,3812
-770,-499,3756
-734,-568,3699
-693,-641,3655
-618,-748,3604
-539,-855,3555
-489,-929,3494
-462,-997,3454
-405,-1100,3420
-308,-1211,3387
-208,-1275,3330
-154,-1282,3286
-126,-1278,3261
-77,-1282,3253
5,-1271,3222
77,-1211,3186
119,-1112,3156
154,-997,3152
201,-872,3141
231,-712,3119
231,-509,3078
231,-285,3052
249,-68,3030
231,142,3018
136,358,2997
0,570,2985
-99,741,2969
-154,855,2951
-214,931,2914
-308,997,2884
-401,1050,2861
-462,1068,2851
-496,1061,2829
-539,1068,2817
-590,1106,2812
-616,1140,2817
-590,1145,2803
-539,1140,2783
-513,1144,2759
-539,1140,2750
-586,1107,2744
-616,1068,2750
-619,1057,2751
-616,1068,2750
-620,1072,2732
-616,1068,2716
-586,1068,2698
-539,1068,2683
-514,1044,2660
-539,997,2649
-590,950,2646
-616,926,2649
-591,919,2634
-539,926,2616
-472,948,2594
-385,997,2582
-291,1050,2564
-231,1068,2549
-202,1037,2529
-154,997,2515
-68,984,2495
0,997,2482
30,1002,2463
77,997,2448
173,990,2425
231,997,2415
163,1020,2408
0,1068,2415
-147,1118,2411
-231,1140,2415
-277,1131,2419
-308,1140,2448
-341,1179,2487
-385,1211,2549
-460,1186,2610
-539,1140,2683
-616,1118,2755
-693,1140,2851
-778,1154,2957
-847,1140,3085
-866,1099,3211
-847,1068,3354
-850,1060,3497
-923,1068,3655
-1008,1057,3803
-1000,997,3957
-886,889,4103
-693,783,4259
-273,736,4398
616,783,4527
1952,934,4628
3386,1211,4729
4655,1652,4832
5695,2279,4963
6257,3020,5087
5849,3704,5198
4421,4117,5277
2694,4131,5366
1456,3756,5462
770,3134,5567
235,2450,5641
-308,1852,5701
-705,1395,5747
-923,1068,5802
-1103,846,5838
-1308,712,5869
-1461,635,5881
-1539,570,5902
-1585,492,5916
-1616,427,5936
-1617,390,5937
-1616,356,5936
-1649,292,5915
-1693,214,5902
-1713,157,5882
-1693,142,5869
-1661,144,5836
-1616,142,5802
-1572,116,5748
-1539,71,5701
-1531,22,5646
-1539,0,5600
-1545,3,5536
-1539,0,5466
-1511,-31,5377
-1462,-71,5299
-1411,-85,5214
-1385,-71,5131
-1365,-59,5026
-1308,-71,4930
-1215,-104,4836
-1154,-142,4762
-1151,-176,4676
-1154,-214,4594
-1118,-271,4504
-1077,-356,4427
-1050,-442,4339
-1000,-499,4259
-910,-527,4179
-847,-570,4125
-847,-660,4073
-847,-783,4024
-779,-901,3954
-693,-997,3890
-647,-1094,3829
-616,-1211,3790
-543,-1333,3740
-462,-1425,3689
-416,-1474,3627
-385,-1496,3588
-315,-1504,3554
-231,-1496,3521
-178,-1469,3467
-154,-1425,3421
-122,-1350,3380
-77,-1211,3354
-15,-1008,3317
77,-783,3286
185,-573,3251
231,-356,3219
179,-110,3178
77,142,3152
-5,350,3133
-77,499,3119
-179,611,3083
-308,712,3052
-408,816,3028
-462,926,3018
-495,1022,2989
-539,1068,2951
-585,1068,2908
-616,1068,2884
-621,1102,2864
-616,1140,2851
-613,1149,2829
-616,1140,2817
-617,1138,2800
-616,1140,2783
-615,1136,2749
-616,1140,2716
-615,1150,2688
-616,1140,2683
-618,1098,2682
-616,1068,2683
-612,1069,2666
-616,1068,2649
-621,1033,2628
-616,997,2616
-606,992,2598
-616,997,2582
-633,969,2561
-616,926,2549
-545,907,2531
-462,926,2515
-390,957,2493
-308,997,2482
-190,1039,2467
-77,1068,2448
-18,1071,2411
0,1068,2381
51,1069,2358
154,1068,2347
243,1059,2327
231,1068,2314
124,1104,2305
0,1140,2314
-85,1144,2322
-154,1140,2347
-236,1162,2375
-308,1211,2415
-351,1235,2451
-385,1211,2515
-455,1160,2593
-539,1140,2683
-618,1143,2758
-693,1140,2851
-778,1100,2957
-847,1068,3085
-864,1063,3207
-847,1068,3354
-856,1042,3522
-923,997,3722
-996,958,3919
-1000,926,4125
-925,870,4324
-770,783,4527
-399,690,4710
385,641,4896
1595,694,5067
3001,926,5232
4375,1388,5365
5541,2066,5500
6178,2845,5631
5849,3561,5768
4532,4050,5874
2847,4202,5969
1530,3974,6049
770,3419,6137
289,2690,6207
-154,1994,6271
-550,1472,6316
-847,1140,6372
-1061,929,6420
-1231,783,6472
-1360,669,6504
-1462,570,6539
-1550,484,6557
-1616,427,6573
-1634,395,6567
-1616,356,6573
-1603,307,6573
-1616,285,6573
-1637,292,6540
-1616,285,6506
-1571,241,6466
-1539,214,6439
-1547,218,6390
-1539,214,6338
-1474,168,6268
-1385,142,6204
-1329,175,6119
-1308,214,6036
-1280,193,5943
-1231,142,5869
-1183,129,5784
-1154,142,5701
-1124,126,5596
-1077,71,5500
-1025,24,5395
-1000,0,5299
-1002,-24,5189
-1000,-71,5097
-969,-137,5008
-923,-214,4930
-880,-287,4827
-847,-356,4729
-831,-441,4630
-847,-570,4561
-869,-726,4489
-847,-855,4427
-768,-932,4352
-693,-997,4293
-655,-1096,4232
-616,-1211,4192
-517,-1301,4150
-385,-1353,4125
-283,-1392,4090
-231,-1425,4058
-173,-1439,4015
-77,-1425,3991
26,-1394,3969
77,-1353,3957
78,-1299,3932
77,-1211,3924
109,-1067,3919
154,-855,3924
193,-603,3906
231,-356,3890
260,-138,3869
231,71,3857
128,286,3833
0,499,3823
-91,689,3818
-154,855,3823
-225,989,3808
-308,1068,3790
-384,1085,3765
-462,1068,3756
-548,1058,3738
-616,1068,3722
-633,1096,3699
-616,1140,3689
-605,1186,3672
-616,1211,3655
-626,1209,3629
-616,1211,3622
-583,1242,3620
-539,1282,3622
-495,1296,3602
-462,1282,3588
-449,1251,3580
-462,1211,3588
-499,1166,3577
-539,1140,3555
-556,1135,3525
-539,1140,3521
-498,1136,3522
-462,1140,3521
-452,1147,3500
-462,1140,3488
-448,1103,3481
-385,1068,3488
-294,1059,3474
-231,1068,3454
-200,1068,3428
-154,1068,3421
-53,1091,3405
77,1140,3387
199,1183,3358
308,1211,3354
411,1236,3354
462,1282,3354
401,1330,3328
231,1353,3320
42,1350,3327
-77,1353,3354
-122,1363,3363
-154,1353,3387
-224,1311,3433
-308,1282,3521
-387,1283,3604
-462,1282,3689
-572,1222,3770
-693,1140,3890
-770,1098,4030
-770,1140,4192
-725,1198,4339
-693,1211,4494
-709,1173,4647
-770,1140,4829
-832,1118,5010
-847,1068,5198
-787,965,5355
-616,855,5500
-214,769,5623
539,712,5768
1616,723,5915
2847,926,6070
4100,1409,6200
5233,2137,6338
5890,2989,6469
5618,3846,6606
4422,4538,6720
2924,4843,6841
1778,4626,6956
1077,3989,7076
557,3181,7163
77,2422,7244
-309,1804,7306
-616,1353,7378
-907,1050,7428
-1154,855,7478
-1275,723,7509
-1308,641,7545
-1341,596,7561
-1385,570,7579
-1395,537,7576
-1385,499,7579
-1390,463,7560
-1385,427,7545
-1348,370,7518
-1308,285,7512
-1330,194,7496
-1385,142,7478
