II,V,ABP
720,2275,5077
896,2468,5755
889,2090,5077
872,1982,4708
889,2275,5045
844,2486,5254
720,2459,5045
619,2443,4893
635,2520,5014
749,2486,5091
889,2275,5014
983,2055,4960
1016,1967,5014
1031,1975,5037
1101,2029,5014
1238,2129,5008
1397,2275,5045
1546,2376,5063
1693,2336,5077
1801,2154,5106
1778,1967,5172
1595,1888,5241
1355,1906,5331
1189,1916,5421
1143,1906,5553
1189,1895,5700
1312,1906,5870
1499,1918,6022
1693,1967,6188
1812,2053,6352
1820,2152,6537
1738,2216,6698
1609,2275,6854
1481,2341,6989
1397,2398,7140
1357,2405,7274
1312,2398,7394
1214,2412,7456
1058,2459,7489
860,2491,7485
635,2520,7489
403,2593,7482
212,2766,7489
93,3008,7482
42,3258,7489
29,3463,7483
42,3627,7489
80,3717,7480
127,3688,7489
149,3512,7486
127,3258,7489
53,3011,7467
-42,2828,7457
-103,2696,7427
-85,2643,7394
-31,2705,7332
-42,2889,7298
-157,3075,7274
-296,3135,7267
-372,3034,7229
-381,2889,7203
-368,2794,7179
-339,2766,7171
-269,2754,7135
-169,2766,7108
-83,2800,7081
-42,2828,7076
-54,2788,7046
-127,2705,7013
-251,2621,6959
-381,2582,6918
-458,2566,6861
-466,2582,6822
-439,2626,6773
-423,2705,6727
-437,2776,6656
-466,2828,6600
-479,2867,6545
-466,2889,6505
-439,2891,6439
-423,2951,6378
-431,2995,6308
-466,2889,6251
-513,2733,6171
-550,2828,6093
-565,3004,6002
-550,2828,5934
-488,2556,5862
-381,2889,5807
-304,3384,5738
-339,2951,5680
-431,2175,5616
-466,2828,5585
-489,4166,5560
-677,3074,5553
-1008,-645,5530
-1185,-2520,5521
-1035,396,5511
-762,4979,5521
-640,6522,5518
-635,5041,5521
-541,3733,5514
-339,3688,5521
-188,3497,5517
-169,2705,5521
-211,2302,5515
-254,2582,5521
-299,2768,5509
-339,2582,5490
-328,2442,5448
-254,2520,5426
-145,2547,5406
-42,2459,5394
25,2411,5359
42,2459,5331
26,2517,5297
0,2582,5268
-29,2656,5214
-85,2705,5172
-168,2695,5134
-254,2643,5109
-309,2550,5060
-339,2459,5014
-347,2393,4962
-296,2459,4918
-188,2645,4854
-127,2828,4792
-118,2953,4722
-42,3135,4665
29,3276,4596
-127,3135,4538
-357,2871,4473
-254,2951,4411
-32,3149,4327
-296,2828,4252
-708,2342,4180
-339,2705,4125
277,3355,4059
-466,2705,3998
-2082,1509,3929
-1905,2766,3871
517,6606,3811
1863,8791,3776
-52,6510,3744
-2710,2705,3713
-2705,1618,3659
-677,3012,3617
460,3775,3582
85,3135,3554
-189,2720,3503
212,3135,3459
396,3369,3420
42,3074,3395
-218,2907,3358
-169,3135,3332
-207,3335,3310
-466,3381,3300
-686,3506,3277
-804,3750,3268
-990,3915,3266
-1312,3996,3268
-1703,4111,3250
-2117,4303,3237
-2489,4514,3230
-2710,4734,3237
-2752,4923,3231
-2710,5041,3237
-2688,5041,3248
-2710,4918,3268
-2733,4695,3269
-2710,4426,3268
-2621,4144,3265
-2456,3873,3268
-2233,3598,3253
-1990,3320,3237
-1757,3019,3225
-1524,2705,3237
-1274,2368,3241
-1016,2029,3237
-765,1685,3214
-508,1352,3205
-216,1012,3202
127,676,3205
529,344,3190
974,61,3173
1415,-149,3153
1778,-246,3141
2035,-242,3123
2202,-123,3110
2287,113,3091
2244,492,3078
2045,950,3057
1736,1414,3046
1427,1810,3032
1185,2152,3015
1015,2419,2979
889,2582,2951
804,2611,2930
762,2582,2919
746,2582,2900
720,2643,2888
673,2698,2873
635,2705,2856
625,2687,2820
635,2705,2792
648,2734,2774
677,2705,2761
721,2604,2727
762,2520,2697
781,2522,2675
804,2582,2665
843,2627,2637
889,2643,2602
926,2635,2563
974,2582,2539
1018,2446,2516
1016,2275,2507
949,2139,2493
889,2090,2475
899,2085,2439
974,2090,2412
1059,2085,2390
1143,2090,2380
1233,2093,2359
1312,2090,2348
1339,2076,2341
1312,2090,2348
1261,2139,2345
1228,2213,2348
1239,2260,2345
1312,2275,2348
1436,2268,2340
1566,2275,2348
1644,2278,2368
1651,2275,2412
1621,2259,2451
1609,2275,2507
1629,2322,2579
1651,2398,2697
1633,2462,2832
1566,2520,2983
1465,2562,3137
1355,2582,3332
1276,2541,3549
1270,2459,3776
1323,2401,3979
1355,2459,4189
1284,2622,4406
1101,2828,4633
852,3010,4830
593,3197,5014
367,3393,5178
212,3566,5331
129,3639,5448
85,3627,5553
40,3582,5641
0,3566,5712
-28,3565,5737
-42,3566,5743
-40,3542,5732
0,3504,5712
60,3443,5664
85,3381,5617
37,3331,5568
-42,3320,5521
-99,3323,5445
-127,3320,5363
-162,3288,5278
-212,3258,5204
-263,3228,5111
-296,3197,5014
-300,3153,4910
-254,3135,4823
-156,3138,4728
-42,3135,4633
32,3078,4527
42,3012,4442
8,2981,4361
-42,3012,4284
-88,3051,4185
-127,3074,4093
-155,3068,4005
-169,3074,3935
-170,3094,3861
-169,3135,3808
-182,3153,3758
-212,3135,3713
-240,3082,3645
-254,3012,3586
-253,2958,3532
-254,3012,3491
-268,3104,3427
-296,3074,3364
-334,2973,3304
-381,3074,3268
-432,3253,3224
-466,3135,3173
-449,2903,3103
-381,3135,3046
-310,3467,3000
-296,3012,2983
-336,2325,2966
-381,2951,2951
-422,4211,2926
-508,3381,2919
-648,280,2926
-762,-1291,2951
-766,1034,2966
-677,4426,2983
-575,5009,2993
-508,3258,3015
-475,2213,3029
-466,2643,3046
-470,2957,3057
-466,2582,3078
-430,2416,3093
-381,2766,3110
-347,2954,3110
-339,2766,3110
-339,2626,3104
-339,2705,3110
-337,2747,3111
-339,2705,3110
-352,2724,3092
-381,2828,3078
-413,2889,3060
-423,2889,3046
-395,2859,3025
-339,2828,3015
-272,2808,3001
-212,2828,2983
-167,2849,2946
-169,2828,2919
-231,2708,2899
-296,2582,2888
-317,2539,2865
-339,2582,2856
-327,2672,2854
-169,2828,2856
19,2898,2838
-42,2705,2824
-225,2457,2819
-127,2582,2824
32,2819,2810
-339,2582,2792
-822,2254,2781
-423,2766,2792
248,3474,2797
-550,2828,2792
-2306,1642,2772
-2159,2889,2761
396,6667,2754
1863,8791,2761
-59,6490,2761
-2710,2643,2761
-2562,1452,2754
-423,2766,2761
