II,V,PLETH,RESP
2901,8836,5257,348
3206,10080,5931,408
2808,9002,5200,381
2677,8431,4805,369
2901,9002,5142,397
2954,9303,5334,417
2808,8919,5085,414
2796,8693,4903,420
2901,8919,4999,447
2895,9014,5032,469
2901,8836,4884,480
3115,8746,4766,493
3369,8836,4769,513
3411,8831,4744,531
3369,8752,4654,546
3429,8786,4575,562
3463,8919,4539,579
3284,8935,4491,594
3089,8836,4424,613
3168,8769,4358,636
3463,8836,4309,662
3630,8921,4262,680
3557,8919,4223,695
3428,8781,4163,714
3463,8669,4108,745
3599,8635,4055,780
3650,8669,4022,811
3501,8665,3979,835
3276,8669,3936,861
3165,8670,3883,891
3276,8669,3850,927
3510,8609,3818,959
3744,8586,3792,993
3903,8614,3748,1027
4025,8669,3706,1060
4119,8615,3658,1084
4212,8502,3620,1109
4295,8405,3573,1138
4399,8419,3534,1176
4513,8442,3488,1210
4586,8419,3447,1242
4484,8319,3397,1270
4212,8252,3361,1308
3996,8204,3330,1350
4118,8169,3304,1391
4474,8119,3260,1422
4680,8169,3218,1457
4537,8272,3171,1496
4305,8336,3131,1540
4243,8274,3082,1574
4305,8252,3045,1606
4329,8342,3013,1637
4399,8502,2988,1672
4605,8589,2945,1703
4773,8669,2902,1738
4593,8763,2855,1771
4118,8836,2815,1805
3711,8769,2767,1833
3650,8669,2729,1871
3790,8625,2697,1912
3837,8669,2672,1954
3666,8675,2629,1984
3463,8669,2586,2020
3399,8700,2539,2060
3463,8836,2499,2103
3495,8958,2452,2133
3463,9002,2413,2169
3426,8948,2379,2208
3463,8919,2356,2252
3552,8916,2325,2282
3650,8919,2298,2318
3635,8863,2268,2357
3463,8836,2241,2401
3262,8831,2206,2427
3276,8836,2183,2450
3447,8801,2167,2477
3463,8836,2155,2517
3173,8906,2127,2550
2901,8919,2097,2583
2941,8781,2065,2606
3182,8669,2040,2632
3309,8672,2008,2653
3276,8752,1982,2682
3184,8759,1953,2711
3089,8752,1925,2748
3015,8755,1890,2780
3089,8752,1867,2815
3251,8678,1852,2839
3276,8669,1839,2864
3122,8750,1808,2883
3089,8836,1781,2914
3246,8767,1762,2946
3276,8669,1752,2980
3023,8678,1727,2997
2901,8836,1695,3013
3219,8964,1667,3029
3650,9002,1666,3063
3660,8931,1670,3095
3276,8836,1666,3129
2864,8722,1645,3151
2621,8669,1638,3179
2499,8651,1646,3201
2527,8669,1666,3229
2659,8655,1676,3248
2714,8669,1695,3278
2617,8723,1720,3308
2621,8836,1752,3344
2854,8883,1774,3369
3089,8836,1810,3394
3083,8712,1860,3414
2995,8669,1925,3444
3025,8701,1978,3467
3089,8752,2040,3493
3006,8714,2114,3513
2901,8669,2212,3543
2943,8648,2309,3568
3089,8669,2413,3593
3214,8657,2510,3604
3369,8669,2614,3626
3513,8678,2717,3647
3463,8669,2844,3676
3209,8598,2976,3689
3089,8586,3103,3709
3214,8632,3200,3728
3276,8669,3304,3758
3069,8586,3414,3780
2901,8502,3534,3808
2989,8494,3639,3830
3089,8586,3763,3858
2962,8688,3901,3870
2901,8836,4051,3891
3161,8940,4177,3910
3463,8919,4309,3940
3395,8750,4448,3956
3089,8669,4597,3974
2901,8740,4716,3984
2901,8836,4826,4007
2948,8762,4933,4021
3089,8669,5056,4040
3332,8720,5162,4050
3463,8919,5257,4073
3304,9030,5329,4093
3089,9002,5401,4123
3087,8891,5457,4138
3276,8836,5516,4156
3463,8838,5559,4166
3650,8919,5602,4189
3850,8988,5628,4205
3931,9002,5659,4222
3771,8913,5677,4220
3557,8836,5688,4222
3546,8809,5672,4217
3744,8836,5659,4222
3865,8784,5642,4218
3744,8669,5631,4222
3472,8559,5600,4217
3276,8586,5573,4222
3202,8657,5540,4218
3182,8669,5516,4222
3182,8563,5473,4217
3276,8502,5430,4222
3416,8526,5370,4218
3463,8586,5315,4222
3353,8545,5247,4218
3276,8502,5200,4222
3349,8537,5153,4218
3463,8669,5114,4222
3360,8722,5052,4218
3089,8669,4999,4222
2899,8574,4946,4218
2995,8586,4913,4222
3198,8645,4865,4218
3276,8669,4826,4222
3220,8607,4786,4218
3276,8586,4769,4222
3446,8616,4741,4218
3463,8669,4711,4222
3204,8695,4662,4218
2995,8836,4625,4222
3127,9106,4589,4218
3557,9419,4568,4222
4163,9614,4535,4218
5054,9753,4510,4222
6189,9850,4477,4218
7300,9836,4453,4222
8316,9529,4418,4218
9453,9002,4395,4222
10414,8413,4366,4218
10389,7919,4338,4222
9180,7467,4289,4218
7768,7085,4252,4222
7004,6846,4217,4218
6552,6919,4194,4222
5641,7247,4159,4218
4399,7669,4137,4222
3536,7948,4117,4218
3276,8086,4108,4222
3180,8146,4080,4218
2995,8252,4051,4222
2880,8370,4016,4218
2995,8502,3993,4222
3163,8589,3961,4218
3182,8669,3936,4222
3062,8733,3903,4218
2995,8836,3878,4222
3035,8882,3845,4218
3089,8836,3821,4222
3010,8703,3791,4218
2901,8669,3763,4222
2939,8744,3718,4218
3182,8836,3677,4222
3359,8805,3631,4218
3276,8752,3591,4222
3017,8758,3543,4218
2901,8836,3505,4222
3013,8853,3462,4218
3182,8836,3419,4222
3234,8837,3357,4218
3276,8919,3304,4222
3440,8959,3256,4218
3650,8919,3218,4222
3663,8827,3161,4218
3463,8836,3103,4222
