II,V,ABP,RESP
-905,-1341,3029,2992
-921,-1406,3480,3368
-649,-1073,3157,2944
-461,-841,3029,2714
-452,-805,3328,2896
-426,-716,3564,2992
-275,-510,3584,2848
-106,-345,3666,2755
-20,-268,3925,2823
9,-186,4148,2849
39,-80,4266,2775
70,-13,4398,2729
79,27,4608,2751
76,91,4803,2746
98,161,4949,2703
155,200,5073,2676
216,241,5205,2679
248,321,5320,2669
256,402,5418,2654
269,432,5491,2651
295,429,5546,2654
311,437,5575,2643
315,456,5589,2630
338,468,5572,2614
393,483,5546,2606
440,512,5506,2591
433,536,5461,2582
394,538,5386,2577
393,536,5290,2582
447,556,5164,2574
472,563,5034,2558
406,523,4898,2537
334,510,4778,2534
326,548,4653,2535
315,536,4522,2534
286,494,4368,2510
354,590,4224,2486
456,717,4086,2466
374,563,3968,2461
242,327,3837,2450
433,536,3712,2437
694,872,3589,2420
433,536,3498,2413
19,14,3411,2402
433,590,3328,2389
1143,1523,3231,2370
472,563,3157,2365
-1245,-1768,3102,2364
-1239,-1690,3072,2365
1423,1989,3029,2352
3775,5149,2986,2341
3080,4077,2935,2326
747,805,2901,2317
-211,-484,2870,2300
472,536,2858,2292
948,1239,2851,2290
669,831,2858,2292
605,682,2856,2281
1081,1287,2858,2268
1507,1822,2852,2260
1770,2065,2858,2268
2278,2554,2869,2272
2969,3272,2901,2268
3395,3713,2927,2251
3500,3862,2944,2244
3548,4049,2938,2242
3539,4210,2944,2244
3297,4047,2959,2238
2910,3620,2986,2244
2696,3274,3003,2255
2773,3165,3029,2268
2914,3185,3052,2266
2812,3191,3072,2268
2387,3111,3068,2276
1848,2923,3072,2292
1399,2577,3088,2299
1022,2011,3114,2317
605,1260,3118,2339
157,483,3114,2365
-186,-128,3108,2374
-354,-483,3114,2389
-408,-638,3113,2411
-433,-697,3114,2437
-453,-722,3111,2446
-452,-724,3114,2461
-434,-727,3110,2483
-413,-751,3114,2510
-414,-792,3114,2519
-433,-805,3114,2534
-444,-780,3107,2555
-413,-751,3114,2582
-365,-763,3120,2592
-354,-805,3114,2606
-399,-842,3085,2627
-452,-858,3072,2654
-485,-864,3071,2665
-511,-858,3072,2679
-536,-849,3046,2698
-531,-858,3029,2727
-502,-895,3027,2740
-511,-939,3029,2751
-564,-966,3004,2759
-590,-992,2986,2775
-557,-1022,2983,2784
-551,-1046,2986,2799
-620,-1067,2962,2811
-688,-1126,2944,2823
-678,-1224,2939,2820
-649,-1314,2944,2823
-686,-1363,2921,2830
-767,-1421,2901,2848
-821,-1524,2894,2857
-865,-1636,2901,2872
-945,-1689,2881,2883
-1042,-1690,2858,2896
-1104,-1681,2845,2894
-1140,-1690,2858,2896
-1189,-1693,2861,2901
-1239,-1690,2858,2920
-1252,-1686,2848,2931
-1239,-1690,2858,2944
-1232,-1690,2861,2951
-1239,-1690,2858,2968
-1241,-1689,2842,2978
-1239,-1690,2858,2992
-1239,-1687,2892,3000
-1239,-1690,2944,3016
-1234,-1692,2988,3027
-1239,-1690,3072,3041
-1249,-1684,3198,3046
-1239,-1690,3370,3065
-1197,-1697,3546,3085
-1140,-1690,3754,3113
-1071,-1676,3993,3125
-964,-1690,4266,3137
-818,-1718,4525,3144
-688,-1690,4778,3161
-604,-1551,5025,3172
-531,-1341,5290,3185
-424,-1136,5537,3191
-295,-965,5759,3209
-178,-799,5938,3230
-79,-617,6101,3258
8,-438,6238,3272
59,-295,6357,3282
59,-184,6433,3278
39,-80,6485,3282
55,29,6499,3287
118,134,6485,3306
196,229,6427,3319
256,322,6357,3330
298,413,6274,3326
334,483,6186,3330
363,526,6066,3337
374,563,5930,3354
382,609,5778,3356
413,644,5631,3354
451,658,5465,3346
452,670,5290,3354
425,699,5106,3364
433,724,4949,3378
490,735,4798,3377
531,751,4650,3378
514,783,4477,3374
492,805,4309,3378
511,794,4146,3376
531,778,4010,3378
500,779,3873,3375
452,778,3754,3378
442,750,3637,3375
452,724,3541,3378
443,737,3444,3375
433,778,3370,3378
451,797,3300,3374
472,778,3242,3378
439,734,3172,3377
393,724,3114,3378
390,747,3060,3371
393,724,3029,3378
382,671,2999,3387
433,724,2986,3403
503,818,2978,3401
