II,V,ABP
5051,3603,6428
5725,4053,7282
5051,3603,6428
4703,3456,5963
5104,3813,6386
5414,4019,6637
5317,3918,6386
5276,3924,6244
5530,4163,6470
5754,4325,6631
5795,4303,6597
5820,4286,6617
5955,4373,6808
6089,4434,6992
6168,4408,7147
6225,4361,7345
6327,4373,7612
6456,4404,7873
6593,4408,8162
6671,4365,8475
6699,4338,8796
6705,4346,9091
6752,4373,9430
6772,4353,9753
6752,4303,9980
6697,4255,10019
6699,4233,9980
6737,4208,9951
6752,4198,9980
6633,4229,9984
6433,4303,9980
6282,4314,9967
6327,4268,9980
6505,4378,9974
6752,4898,9980
7123,5677,9975
7763,6297,9980
8477,6559,9967
8932,6717,9980
9075,6882,9967
9305,6717,9895
9726,5823,9713
9943,4408,9515
9553,3065,9330
8826,2204,9177
8216,1760,8982
7816,1574,8796
7349,1588,8624
6806,1819,8500
6372,2135,8353
6168,2379,8204
6049,2482,8039
5955,2554,7908
5902,2654,7769
5955,2764,7654
6052,2824,7532
6168,2904,7443
6263,3035,7347
6380,3184,7274
6504,3261,7180
6646,3324,7104
6719,3406,7021
6699,3498,6978
6558,3542,6941
6380,3603,6935
6195,3711,6909
6061,3813,6893
5957,3822,6870
5902,3778,6893
5847,3757,6926
5795,3778,6978
5725,3775,6995
5689,3743,7020
5677,3718,7042
5689,3743,7104
5683,3765,7163
5689,3743,7231
5675,3686,7271
5636,3673,7316
5558,3698,7347
5530,3708,7400
5534,3673,7441
5530,3673,7485
5462,3717,7501
5423,3743,7527
5424,3706,7543
5423,3708,7570
5339,3781,7567
5264,3848,7570
5256,3824,7559
5317,3813,7570
5359,3895,7566
5423,4023,7570
5532,4084,7547
5689,4128,7527
5807,4208,7493
5902,4303,7485
5977,4340,7466
6061,4373,7443
6112,4432,7388
6168,4478,7358
6232,4444,7332
6327,4408,7316
6392,4418,7265
6433,4443,7231
6462,4398,7202
6540,4338,7189
6611,4306,7142
6646,4303,7104
6621,4253,7071
6646,4198,7062
6720,4173,7022
6806,4198,6978
6823,4208,6922
6859,4198,6893
6934,4184,6849
7018,4198,6808
7012,4212,6753
6965,4233,6724
6895,4280,6694
6806,4373,6682
6681,4425,6653
6646,4408,6639
6738,4449,6613
6965,4793,6597
7357,5440,6564
8029,6122,6555
8790,6542,6547
9305,6717,6555
9464,6786,6533
9624,6717,6512
9924,6223,6480
10049,5178,6470
9614,3835,6446
8826,2694,6428
8116,2010,6396
7656,1714,6386
7240,1610,6364
6806,1679,6343
6433,1932,6295
6221,2274,6259
6089,2496,6224
6008,2554,6216
5956,2552,6193
5955,2624,6174
5949,2730,6142
5955,2799,6132
5974,2811,6110
6061,2869,6090
6182,2983,6053
6327,3114,6047
6424,3187,6045
6487,3254,6047
6481,3335,6017
6433,3429,6005
6323,3491,6011
6221,3568,6047
6128,3670,6054
6061,3743,6047
5988,3723,6028
5955,3673,6047
5945,3666,6068
5955,3708,6090
5945,3713,6081
5955,3673,6090
5950,3630,6103
5902,3638,6132
5782,3663,6132
5689,3673,6132
5637,3640,6122
5583,3603,6132
5449,3574,6128
5317,3568,6132
5236,3562,6124
5211,3568,6132
5154,3578,6126
5104,3603,6132
5081,3627,6126
5104,3673,6132
5118,3732,6112
5157,3813,6090
5206,3892,6052
5264,3988,6047
5294,4079,6045
5370,4163,6047
5491,4226,6019
5636,4303,6005
5736,4371,5995
5849,4408,6005
5977,4398,5983
6114,4408,5963
6196,4444,5941
6274,4478,5963
6353,4461,5981
6433,4443,6005
6473,4442,6010
6540,4443,6047
6640,4403,6096
6752,4373,6174
6792,4370,6243
6806,4373,6343
6834,4333,6455
6912,4303,6597
6960,4299,6719
6965,4303,6851
6925,4263,6982
6912,4233,7147
6921,4229,7298
6965,4233,7443
6994,4193,7560
7018,4163,7696
6999,4170,7825
6965,4198,7950
6916,4183,8035
6912,4163,8119
6918,4167,8188
6912,4198,8246
6851,4183,8253
6806,4128,8246
6788,4076,8224
6806,4093,8204
6800,4137,8135
6806,4163,8035
6805,4131,7900
6806,4093,7781
6766,4066,7652
6752,4058,7527
6767,4044,7375
6806,4058,7231
6789,4082,7076
6752,4093,6935
6722,4064,6778
6752,4058,6639
6785,4080,6499
6806,4093,6386
6792,4051,6267
6806,4023,6174
6829,4034,6079
6859,4058,6005
6836,4033,5925
6806,4023,5878
6764,4042,5830
6752,4058,5794
6736,4013,5736
6752,3988,5709
6769,4008,5696
6806,4023,5709
6811,3978,5700
6806,3953,5709
6760,3975,5720
6699,3988,5751
6579,3963,5763
6433,3988,5794
6310,4036,5827
6327,4023,5878
6473,4063,5898
6752,4513,5920
7196,5409,5945
7869,6297,6005
8545,6700,6052
8932,6717,6090
9008,6710,6099
9145,6717,6132
9448,6321,6169
9570,5283,6216
9131,3891,6236
8348,2729,6259
7657,2058,6274
7231,1749,6301
6852,1597,6301
6433,1644,6301
6057,1930,6290
5849,2309,6301
5743,2532,6299
5689,2589,6301
5642,2613,6290
5636,2694,6301
5646,2762,6303
5689,2799,6301
5730,2820,6271
5795,2869,6259
5860,2922,6252
5955,3009,6259
6050,3111,6236
6168,3219,6216
6248,3287,6188
6274,3359,6174
6205,3441,6144
6114,3533,6132
6021,3596,6123
5955,3638,6132
5884,3662,6113
5849,3673,6090
5839,3666,6055
5849,3673,6047
5811,3681,6040
5742,3673,6047
5650,3630,6029
5583,3603,6005
5520,3601,5967
5476,3603,5963
5421,3577,5962
5370,3568,5963
5292,3575,5932
5211,3568,5920
5117,3518,5915
5051,3498,5920
4975,3529,5892
4892,3568,5878
4789,3550,5868
4732,3533,5878
4698,3554,5853
4679,3603,5836
4659,3626,5819
4732,3673,5836
4884,3767,5843
5051,3883,5878
5137,3945,5921
5211,3988,6005
5319,4055,6090
5476,4163,6216
5608,4248,6372
5742,4303,6597
5876,4345,6836
6008,4408,7104
6087,4447,7387
6168,4443,7739
6265,4404,8102
6380,4408,8458
6444,4448,8785
6487,4478,9177
6526,4446,9581
6593,4408,9895
6633,4386,9995
6646,4373,9980
6618,4329,9953
6593,4303,9980
6559,4303,9984
6540,4303,9980
6492,4259,9966
6433,4233,9980
6373,4235,9975
6380,4233,9980
6415,4182,9974
6433,4163,9980
6377,4197,9966
6327,4233,9980
6319,4194,9991
6380,4163,9980
6431,4185,9865
6487,4233,9684
6529,4219,9457
6593,4198,9261
6622,4196,9073
6646,4198,8923
6653,4156,8765
6699,4128,8627
6751,4150,8469
6806,4198,8331
6799,4215,8187
6752,4233,8077
6676,4281,7961
6646,4373,7866
6695,4496,7752
6912,4758,7654
7304,5282,7539
7869,6017,7443
8502,6587,7340
9092,6717,7274
9447,6616,7203
9570,6717,7147
9689,6826,7067
10049,6227,7020
10350,4689,6983
10049,3009,6978
9054,2012,6950
8029,1679,6935
7465,1509,6917
7178,1434,6935
6712,1649,6948
6168,2064,6978
5880,2331,6990
5902,2414,7020
5936,2490,7045
5902,2624,7104
5887,2686,7162
5955,2694,7231
6006,2732,7271
6061,2834,7316
6146,2920,7348
6274,3009,7400
6358,3098,7437
6433,3184,7485
6484,3234,7519
6487,3324,7570
6356,3453,7595
6168,3568,7612
5990,3611,7601
5902,3638,7612
5860,3690,7614
5849,3743,7612
5821,3747,7577
5795,3743,7570
5757,3751,7569
5742,3743,7570
5733,3682,7522
5742,3638,7485
5723,3648,7456
5689,3673,7443
5628,3633,7394
5583,3568,7358
5528,3532,7329
5476,3533,7316
5408,3516,7267
5370,3498,7231
5326,3500,7201
5264,3533,7189
5161,3553,7141
5104,3568,7104
5107,3578,7073
5157,3603,7062
5180,3626,7017
5211,3673,6978
5251,3735,6940
5317,3813,6935
5374,3878,6912
5476,3953,6893
5605,4036,6859
5742,4128,6851
5837,4181,6827
5955,4198,6808
6092,4198,6772
6221,4233,6766
6276,4268,6759
6327,4268,6766
6398,4219,6751
6487,4198,6766
6533,4216,6781
6593,4233,6808
6671,4196,6809
6752,4163,6851
6775,4156,6919
6806,4163,7020
6854,4134,7093
6912,4128,7189
6909,4148,7299
6912,4163,7443
6931,4126,7562
6965,4128,7696
6939,4188,7832
6912,4233,7992
6901,4201,8133
6912,4198,8289
6883,4259,8435
6859,4303,8585
6820,4300,8692
6752,4373,8796
6657,4467,8882
6699,4443,8965
6945,4480,8997
7391,5038,9007
7981,6017,8986
8720,6717,8965
9366,6781,8908
9677,6717,8838
9730,6867,8733
9943,6717,8627
10268,5672,8496
10155,4128,8373
9278,2911,8226
8188,2274,8077
7525,1887,7900
7284,1644,7739
6968,1679,7577
6487,1959,7443
6117,2200,7291
6061,2309,7147
6132,2385,6996
6168,2519,6893
6144,2642,6801
6168,2729,6724
6229,2788,6623
6327,2869,6555
6420,2953,6501
6540,3044,6470
6636,3111,6414
6699,3184,6386
6681,3249,6371
6646,3324,6386
6596,3395,6377
6540,3498,6386
6413,3605,6396
6274,3673,6428
6174,3676,6438
6168,3673,6470
6178,3692,6506
6168,3708,6555
6110,3677,6570
6061,3638,6597
6009,3616,6629
5955,3603,6682
5881,3563,6703
5849,3533,6724
