II,V,PLETH,RESP
294,-196,1957,213
763,-414,2645,285
2436,-680,2692,295
5020,-1233,2452,282
6501,-2482,2341,280
4915,-4482,2396,288
623,-6604,2432,295
-3778,-7896,2356,298
-5884,-7820,2263,304
-5476,-6590,2241,311
-4047,-4869,2252,317
-2872,-3264,2209,321
-2043,-2057,2126,327
-1187,-1252,2072,334
-418,-750,2059,341
-137,-456,2026,344
-300,-298,1956,350
-426,-209,1887,358
-257,-145,1851,365
-3,-109,1816,367
71,-110,1755,374
-17,-132,1671,387
-93,-129,1601,396
-65,-81,1547,396
31,-16,1514,398
82,19,1468,407
31,4,1416,413
-87,-14,1374,412
-156,-4,1386,418
-151,32,1410,436
-146,25,1407,451
-146,-8,1388,450
-98,-13,1446,450
19,51,1558,460
116,126,1640,468
123,142,1665,464
79,110,1767,469
71,105,1965,491
105,167,2147,515
118,262,2234,518
88,336,2367,515
72,370,2619,525
113,373,2876,539
160,340,3012,540
143,271,3160,539
73,207,3470,551
45,219,3896,571
91,329,4250,579
147,467,4505,577
126,523,4725,578
46,467,4931,585
-23,370,5048,589
-38,323,5096,589
-18,335,5134,591
18,344,5198,600
44,307,5241,608
30,244,5253,609
-37,212,5238,606
-95,228,5230,605
-56,252,5214,607
113,243,5196,608
344,219,5157,606
567,233,5112,605
794,316,5057,607
1099,447,5016,610
1478,575,4967,606
1814,660,4911,598
1987,675,4838,591
1990,613,4786,589
1901,515,4738,588
1783,446,4687,583
1678,430,4614,578
1652,417,4564,579
1766,346,4526,578
1982,232,4484,564
2150,153,4409,539
2151,155,4355,526
2032,193,4319,527
1954,175,4278,523
1998,64,4191,503
2059,-88,4116,490
1957,-198,4068,492
1630,-236,4027,488
1192,-235,3944,465
798,-244,3872,448
501,-273,3827,450
285,-291,3794,448
158,-270,3716,420
157,-224,3640,395
226,-204,3590,394
235,-238,3560,395
133,-274,3499,375
34,-232,3443,354
49,-111,3408,354
128,-14,3391,354
119,-31,3346,329
-17,-134,3300,299
-172,-220,3268,291
-219,-238,3253,293
-150,-234,3220,280
-55,-267,3192,262
-34,-333,3173,258
-104,-378,3165,258
-210,-359,3138,241
-254,-302,3115,217
-233,-269,3097,203
-191,-306,3089,200
-195,-353,3059,191
