II,V,ABP,RESP
-218,3320,2692,2160
-218,3760,3053,2428
-174,3320,2692,2129
-181,3091,2492,1980
-218,3320,2663,2129
-221,3467,2772,2203
-218,3357,2663,2097
-287,3308,2583,2036
-436,3467,2635,2097
-571,3634,2657,2122
-566,3726,2606,2066
-238,3804,2581,2034
610,3763,2606,2066
2044,3269,2605,2086
3920,2213,2578,2066
5949,894,2569,2040
7666,-295,2578,2035
8412,-1325,2565,2035
7710,-2287,2549,2035
5867,-2843,2547,2034
3877,-2324,2549,2035
2498,-705,2532,2032
1655,1107,2520,2035
921,2207,2518,2032
218,2693,2520,2035
-250,3135,2503,2034
-479,3689,2492,2035
-666,4034,2489,2030
-871,4095,2492,2035
-977,4088,2475,2047
-958,4168,2463,2066
-927,4235,2460,2071
-958,4242,2463,2066
-1002,4227,2447,2057
-1002,4242,2434,2066
-974,4246,2431,2082
-958,4242,2434,2097
-968,4237,2419,2097
-958,4242,2406,2097
-936,4241,2400,2105
-915,4242,2406,2129
-921,4243,2394,2148
-915,4242,2377,2160
-886,4235,2366,2157
-871,4242,2377,2160
-897,4253,2383,2169
-915,4279,2377,2191
-879,4295,2357,2209
-828,4316,2348,2223
-814,4328,2347,2222
-828,4353,2348,2223
-818,4368,2334,2220
-784,4390,2320,2223
-754,4400,2311,2221
-740,4427,2320,2223
-736,4455,2323,2221
-740,4500,2320,2223
-738,4535,2303,2220
-697,4574,2291,2223
-620,4603,2283,2222
-566,4648,2291,2223
-563,4695,2294,2218
-566,4759,2291,2223
-518,4814,2271,2225
-436,4869,2263,2223
-362,4906,2257,2205
-305,4943,2263,2191
-242,4963,2257,2186
-174,4980,2263,2191
-108,4979,2270,2181
-44,4980,2291,2160
16,4956,2308,2135
44,4906,2348,2129
40,4825,2405,2130
44,4759,2492,2129
72,4693,2587,2111
87,4611,2721,2097
67,4481,2893,2092
44,4353,3122,2097
47,4237,3379,2087
44,4131,3666,2066
-6,3998,3953,2041
-87,3873,4239,2035
-147,3768,4492,2036
-174,3689,4726,2035
-193,3593,4923,2017
-218,3504,5098,2004
-240,3432,5236,1998
-261,3394,5356,2004
-297,3353,5439,1994
-348,3320,5499,1972
-388,3278,5526,1946
-392,3246,5556,1941
-379,3213,5584,1944
-392,3209,5613,1941
-438,3211,5615,1920
-479,3209,5613,1910
-486,3181,5607,1910
-479,3172,5613,1910
-481,3185,5602,1891
-479,3209,5585,1878
-458,3207,5558,1877
-436,3209,5556,1878
-431,3222,5555,1861
-436,3246,5556,1847
-432,3246,5536,1844
-436,3246,5527,1847
-458,3255,5521,1831
-479,3283,5527,1816
-468,3290,5512,1811
-436,3283,5499,1816
-420,3270,5478,1803
-436,3283,5470,1784
-450,3302,5451,1774
-436,3320,5442,1784
-404,3317,5425,1790
-392,3320,5413,1784
-398,3329,5381,1765
-392,3357,5356,1753
-363,3386,5324,1748
-348,3431,5298,1753
-369,3461,5254,1753
-392,3467,5212,1753
-380,3440,5156,1750
-348,3431,5098,1753
-337,3443,5020,1752
-348,3467,4955,1753
-356,3466,4884,1750
-348,3467,4811,1753
-329,3470,4710,1753
-305,3467,4611,1753
-277,3428,4509,1748
-261,3394,4411,1753
-263,3381,4283,1765
-261,3394,4153,1784
-259,3386,4025,1790
-261,3357,3924,1784
-291,3327,3819,1774
-305,3320,3723,1784
-290,3323,3632,1802
-261,3320,3580,1816
-256,3310,3544,1812
-261,3320,3523,1816
-260,3327,3487,1830
-261,3320,3465,1847
-261,3310,3454,1847
-261,3357,3465,1847
-337,3422,3466,1856
-566,3467,3465,1878
-797,3531,3457,1893
-697,3726,3465,1910
-73,3922,3467,1925
1045,3763,3465,1941
2675,2949,3445,1941
4791,1623,3437,1941
6842,170,3432,1948
7840,-1070,3437,1972
7333,-1965,3423,1991
5924,-2361,3408,2004
4522,-2087,3387,2002
3397,-1107,3379,2004
2335,247,3364,2011
1307,1512,3351,2035
532,2399,3331,2056
44,2988,3322,2066
-329,3438,3308,2060
-653,3799,3294,2066
-850,3994,3262,2081
-915,4058,3236,2097
-947,4080,3213,2096
-1002,4131,3208,2097
-1041,4163,3196,2109
-1045,4168,3179,2129
-1038,4157,3146,2133
-1045,4168,3122,2129
-1071,4172,3101,2123
-1089,4168,3093,2129
-1088,4157,3077,2129
-1045,4168,3064,2129
-997,4203,3046,2125
-958,4242,3036,2129
-938,4254,3020,2129
-915,4242,3007,2129
-888,4225,2988,2124
-871,4242,2979,2129
-871,4275,2963,2131
-871,4316,2950,2129
-855,4323,2929,2111
-828,4316,2921,2097
-803,4311,2918,2092
-784,4353,2921,2097
-762,4401,2909,2088
-740,4427,2893,2066
-732,4411,2872,2040
-740,4427,2864,2035
-736,4477,2850,2038
-697,4537,2835,2035
-640,4553,2813,2014
-610,4574,2807,2004
-602,4629,2805,2003
-566,4722,2807,2004
-480,4788,2791,1985
-392,4832,2778,1972
-341,4863,2762,1970
-305,4906,2749,1972
-244,4930,2727,1955
-174,4943,2721,1941
-125,4940,2720,1937
-87,4943,2721,1941
-27,4929,2700,1926
44,4906,2692,1910
99,4856,2699,1903
131,4795,2721,1910
146,4709,2721,1909
131,4611,2721,1910
88,4485,2723,1909
44,4353,2749,1910
22,4213,2773,1894
0,4095,2807,1878
-39,3980,2841,1871
-87,3873,2893,1878
-126,3756,2941,1880
-174,3652,3007,1878
-241,3552,3088,1873
-305,3467,3208,1878
-336,3382,3350,1879
-348,3320,3523,1878
-378,3271,3702,1872
-436,3246,3895,1878
-491,3220,4073,1892
-523,3209,4239,1910
-541,3192,4365,1912
-566,3172,4468,1910
-595,3140,4541,1906
-610,3135,4611,1910
-608,3150,4669,1909
-610,3172,4726,1910
-629,3158,4758,1907
-653,3135,4783,1910
-660,3120,4792,1908
-653,3135,4811,1910
-650,3152,4825,1908
-653,3172,4840,1910
-642,3185,4838,1907
-610,3209,4840,1910
-576,3226,4836,1909
-566,3246,4840,1910
-574,3259,4828,1905
-566,3283,4811,1910
-526,3302,4780,1912
-479,3320,4754,1910
-460,3319,4722,1892
-479,3320,4697,1878
-508,3316,4664,1873
-523,3320,4640,1878
-511,3316,4608,1878
-479,3320,4582,1878
-434,3328,4541,1876
-392,3357,4496,1878
-362,3380,4436,1876
-348,3394,4382,1878
-345,3379,4321,1879
-348,3357,4267,1878
-351,3330,4205,1863
-348,3320,4153,1847
-344,3314,4086,1838
-348,3320,4010,1847
-353,3318,3907,1852
-348,3320,3809,1847
-338,3315,3706,1828
-348,3320,3609,1816
-377,3319,3499,1811
-392,3320,3408,1816
-373,3303,3329,1814
-348,3283,3265,1816
-343,3256,3195,1816
-348,3246,3150,1816
-347,3240,3126,1801
-348,3246,3122,1784
-355,3244,3104,1774
-348,3246,3093,1784
-321,3241,3086,1801
-305,3246,3093,1816
-322,3244,3088,1816
-348,3246,3093,1816
-354,3241,3102,1813
-348,3246,3122,1816
-351,3245,3123,1813
-348,3246,3122,1816
-326,3239,3116,1815
-305,3246,3122,1816
-314,3250,3119,1810
-348,3246,3122,1816
-377,3220,3120,1829
-392,3209,3122,1847
-397,3218,3107,1849
-392,3246,3093,1847
-371,3262,3074,1842
-348,3283,3064,1847
-341,3301,3048,1856
-348,3320,3036,1878
-353,3317,3018,1899
-348,3320,3007,1910
-344,3322,2990,1904
-348,3320,2979,1910
