II,V,PLETH,ABP
234,-1149,176,4596
237,-1213,214,4908
190,-1051,226,4324
192,-1091,260,4548
184,-1072,289,4550
173,-1028,314,4456
167,-984,340,4366
171,-964,366,4378
181,-944,391,4397
190,-908,409,4353
201,-868,423,4306
216,-838,433,4300
232,-809,441,4300
246,-771,450,4268
261,-733,464,4238
276,-701,481,4226
289,-668,500,4211
297,-635,518,4182
302,-602,532,4153
305,-574,542,4135
308,-544,550,4112
311,-515,559,4097
315,-487,573,4092
319,-458,590,4086
323,-428,609,4087
325,-396,627,4081
327,-365,641,4080
330,-333,649,4067
336,-302,654,4062
342,-272,654,4048
348,-243,656,4042
352,-214,658,4023
354,-185,664,4016
352,-158,669,3994
349,-133,679,3990
344,-109,686,3974
341,-88,698,3981
337,-69,707,3973
336,-50,722,3990
334,-27,734,3987
336,-3,749,4010
336,22,757,4007
342,45,768,4029
347,68,775,4027
355,87,789,4047
361,104,802,4041
368,119,822,4055
366,133,841,4047
361,145,862,4057
348,151,879,4047
336,152,899,4055
324,151,917,4048
321,148,938,4056
328,148,954,4048
351,155,969,4051
388,172,977,4043
440,201,980,4041
500,237,974,4028
563,274,959,4024
613,303,933,4014
642,317,900,4013
646,313,862,4009
630,295,827,4012
604,274,798,4009
583,261,778,4010
576,266,765,4004
587,292,754,4001
608,333,742,3989
637,381,727,3985
663,423,709,3975
690,455,691,3977
708,472,675,3969
728,480,664,3974
742,481,657,3970
758,482,656,3979
767,483,654,3975
781,488,655,3988
794,492,654,3989
818,497,656,4007
843,503,652,4003
880,508,650,4015
918,518,640,4002
959,522,629,4008
1000,533,609,3988
1038,535,592,3992
1078,542,572,3973
1114,543,560,3980
1154,547,548,3963
1191,547,542,3967
1232,545,531,3949
1274,546,519,3950
1318,556,501,3936
1367,581,482,3940
1419,615,464,3931
1474,651,450,3936
1518,657,441,3931
1542,594,438,3938
1518,413,436,3936
1428,93,436,3946
1243,-361,436,3950
950,-896,437,3962
544,-1430,436,3965
50,-1857,436,3971
-490,-2097,436,3970
-998,-2109,436,3974
-1403,-1917,436,3970
-1637,-1582,436,3972
-1677,-1189,435,3965
-1527,-797,431,3960
-1228,-439,423,3941
-814,-100,410,3922
-328,238,392,3892
214,602,373,3871
767,977,355,3844
1303,1347,341,3833
1759,1666,331,3814
2115,1922,323,3809
2346,2094,313,3789
2490,2210,300,3782
2560,2271,281,3760
2610,2313,258,3758
2637,2335,232,3740
2667,2352,205,3745
2678,2363,177,3729
2688,2371,150,3733
2685,2381,122,3709
2684,2393,96,3707
2681,2406,69,3681
2680,2420,47,3681
2683,2432,27,3661
2690,2446,14,3666
2701,2459,5,3651
2717,2477,1,3655
2732,2498,-1,3636
2748,2526,0,3637
2761,2551,0,3622
2780,2576,0,3628
2799,2588,0,3621
2830,2594,0,3634
2859,2582,0,3640
2892,2565,0,3664
2914,2537,0,3684
2930,2509,0,3723
2929,2476,2,3766
2924,2443,5,3831
2913,2409,4,3912
2910,2370,-2,4026
2913,2328,-14,4165
2926,2279,-34,4348
2940,2231,-57,4571
2953,2180,-81,4859
2952,2128,-97,5209
2942,2072,-111,5647
2918,2013,-123,6146
2893,1943,-138,6693
2865,1866,-154,7216
2846,1782,-177,7688
2830,1702,-203,8044
2824,1625,-234,8290
2813,1548,-266,8391
2803,1454,-303,8384
2776,1322,-342,8247
2740,1129,-384,8031
2677,863,-422,7718
2605,531,-459,7381
2510,154,-489,7011
2414,-234,-519,6685
2303,-605,-545,6378
2200,-930,-575,6146
2084,-1204,-605,5934
1973,-1418,-639,5783
1844,-1582,-669,5628
1716,-1696,-698,5504
1574,-1778,-722,5350
1438,-1829,-746,5209
1295,-1866,-772,5039
1167,-1887,-803,4888
1041,-1901,-839,4721
934,-1901,-877,4589
832,-1891,-910,4456
749,-1865,-938,4366
674,-1834,-960,4285
614,-1794,-974,4250
559,-1753,-981,4227
516,-1709,-981,4246
475,-1669,-975,4276
442,-1629,-960,4341
408,-1592,-936,4410
379,-1555,-903,4501
350,-1521,-860,4591
329,-1488,-805,4690
311,-1455,-738,4772
303,-1427,-657,4852
301,-1402,-569,4910
308,-1382,-473,4962
319,-1362,-372,4988
335,-1343,-267,5012
348,-1320,-162,5012
360,-1298,-55,5017
363,-1271,50,4998
362,-1247,151,4990
356,-1221,243,4963
355,-1199,326,4952
359,-1172,398,4919
375,-1147,459,4902
393,-1118,509,4860
415,-1092,550,4836
429,-1056,584,4786
440,-1022,614,4761
442,-979,642,4713
448,-939,669,4695
455,-892,694,4655
474,-852,718,4642
499,-809,737,4605
533,-770,751,4591
565,-723,760,4553
597,-677,768,4535
622,-624,778,4495
