II,III,PLETH
-2899,-4826,4134
-3283,-5465,4682
-2899,-4826,4134
-2698,-4492,3848
-2899,-4826,4134
-3019,-5025,4305
-2899,-4826,4134
-2820,-4694,4021
-2899,-4826,4134
-2947,-4906,4204
-2899,-4826,4134
-2866,-4771,4087
-2899,-4826,4134
-2916,-4854,4160
-2899,-4826,4134
-2888,-4807,4115
-2899,-4826,4134
-2902,-4831,4145
-2899,-4826,4134
-2896,-4821,4108
-2899,-4826,4091
-2896,-4821,4081
-2899,-4826,4091
-2896,-4821,4090
-2899,-4826,4091
-2896,-4821,4085
-2899,-4826,4091
-2896,-4821,4088
-2899,-4826,4091
-2896,-4821,4086
-2899,-4826,4091
-2896,-4821,4087
-2899,-4826,4091
-2896,-4821,4086
-2899,-4826,4091
-2896,-4821,4087
-2899,-4826,4091
-2896,-4821,4086
-2899,-4826,4091
-2896,-4821,4087
-2899,-4826,4091
-2896,-4821,4087
-2899,-4826,4091
-2896,-4821,4087
-2899,-4826,4091
-2896,-4821,4087
-2899,-4826,4091
-2896,-4821,4087
-2899,-4826,4091
-2896,-4821,4086
-2899,-4826,4091
-2896,-4821,4086
-2899,-4826,4091
-2896,-4821,4086
-2899,-4826,4091
-2896,-4821,4086
-2899,-4826,4091
-2896,-4821,4086
-2899,-4826,4091
-2896,-4821,4087
-2899,-4826,4091
-2896,-4821,4086
-2899,-4826,4091
-2896,-4821,4087
-2899,-4826,4091
-2896,-4821,4083
-2899,-4826,4091
-2896,-4821,4113
-2899,-4826,4178
-2896,-4821,4258
-2899,-4826,4352
-2896,-4821,4422
-2899,-4826,4482
-2896,-4821,4523
-2899,-4826,4569
-2896,-4821,4595
-2899,-4826,4613
-2896,-4821,4619
-2899,-4826,4657
-2896,-4821,4703
-2899,-4826,4744
-2896,-4821,4743
-2899,-4826,4744
-2896,-4821,4755
-2899,-4826,4787
-2896,-4821,4793
-2899,-4826,4787
-2896,-4821,4773
-2899,-4826,4787
-2896,-4821,4804
-2899,-4826,4831
-2896,-4821,4846
-2899,-4826,4874
-2896,-4821,4894
-2899,-4826,4918
-2896,-4821,4929
-2899,-4826,4961
-2896,-4821,4999
-2899,-4826,5048
-2896,-4821,5072
-2899,-4826,5092
-2896,-4821,5103
-2899,-4826,5135
-2896,-4821,5158
-2899,-4826,5179
-2896,-4821,5176
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5174
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5174
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5174
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5174
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5174
-2899,-4826,5179
-2896,-4821,5173
-2899,-4826,5179
-2896,-4821,5174
-2899,-4826,5179
-2896,-4821,5172
-2899,-4826,5179
-2896,-4821,5176
-2899,-4826,5179
-2896,-4821,5158
-2899,-4826,5135
-2896,-4821,5102
-2899,-4826,5092
-2896,-4821,5084
-2899,-4826,5092
-2896,-4821,5087
-2899,-4826,5092
-2896,-4821,5087
-2899,-4826,5092
-2896,-4821,5086
-2899,-4826,5092
-2896,-4821,5090
-2899,-4826,5092
-2896,-4821,5070
-2899,-4826,5048
-2896,-4821,5018
-2899,-4826,5005
-2896,-4821,4982
-2899,-4826,4961
-2896,-4821,4919
-2899,-4826,4874
-2896,-4821,4808
-2899,-4826,4744
-2896,-4841,4668
-2899,-4826,4613
-2896,-4791,4561
-2899,-4826,4526
-2896,-4889,4478
-2899,-4826,4439
-2896,-4718,4402
-2899,-4826,4395
-2907,-4998,4392
-2899,-4826,4395
-2881,-4557,4385
-2899,-4826,4395
-2933,-5244,4413
-2899,-4826,4439
-2842,-4139,4439
-2899,-4826,4439
-2990,-6154,4433
-2899,-4826,4439
-2758,140,4432
-2899,5055,4439
-3119,6286,4439
-2899,4902,4439
-2537,4218,4412
-2899,4902,4395
-3602,5262,4387
-2899,4749,4395
-231,4395,4389
2491,4596,4395
3315,4713,4408
2718,4519,4439
2412,4439,4457
2808,4596,4482
3073,4699,4501
2899,4672,4526
2788,4683,4537
2944,4749,4569
3044,4767,4608
2944,4749,4657
2848,4771,4676
2854,4826,4700
2854,4865,4730
2808,4902,4787
2788,4912,4833
2808,4902,4874
2833,4874,4892
2854,4902,4918
2889,4977,4945
2944,5055,5005
3023,5067,5068
