II,V,PLETH
1887,6603,3590
2196,7404,4090
2013,6438,3647
1932,5903,3420
2114,6273,3676
2258,6447,3831
2214,6108,3704
2111,5921,3637
2038,6108,3762
1944,6206,3838
1837,6108,3791
1784,6110,3765
1787,6273,3819
1781,6340,3844
1762,6273,3819
1769,6226,3803
1812,6273,3819
1844,6345,3825
1837,6438,3819
1798,6536,3814
1762,6603,3819
1734,6602,3818
1711,6603,3819
1686,6607,3804
1686,6603,3791
1704,6524,3770
1711,6438,3762
1690,6396,3747
1686,6438,3733
1721,6462,3710
1762,6438,3704
1754,6393,3702
1711,6438,3704
1682,6538,3687
1686,6603,3676
1701,6538,3669
1711,6438,3676
1716,6393,3665
1736,6438,3647
1789,6456,3622
1887,6438,3618
1977,6447,3617
1988,6603,3618
1879,6845,3602
1686,7099,3590
1406,7321,3571
1007,7594,3561
484,7816,3542
-50,7759,3532
-510,7221,3516
-881,6438,3503
-1181,5892,3473
-1334,5943,3446
-1250,6387,3421
-906,6768,3417
-387,6786,3407
226,6603,3388
848,6461,3353
1409,6438,3331
1847,6387,3314
2164,6273,3302
2365,6148,3272
2466,6108,3245
2487,6102,3222
2491,6108,3216
2503,6095,3201
2516,6108,3187
2511,6110,3168
2516,6108,3159
2534,6089,3142
2542,6108,3130
2521,6125,3112
2516,6108,3101
2550,6018,3084
2592,5943,3073
2598,5918,3055
2592,5943,3044
2614,5942,3026
2667,5943,3015
2697,5941,2998
2693,5943,2986
2669,5923,2969
2667,5943,2958
2676,5967,2940
2693,5943,2929
2699,5839,2911
2718,5778,2900
2745,5781,2882
2793,5778,2872
2841,5685,2854
2894,5613,2843
2934,5607,2824
2969,5613,2814
2991,5529,2797
3020,5448,2785
3051,5433,2774
3095,5448,2785
3139,5376,2784
3196,5283,2757
3248,5249,2706
3297,5283,2728
3322,5243,2884
3347,5118,3187
3368,4982,3537
3397,4952,3848
3412,4969,4058
3422,4952,4193
3421,4857,4271
3422,4787,4336
3410,4771,4382
3397,4787,4422
3385,4771,4440
3397,4787,4451
3407,4857,4447
3397,4952,4451
3356,4972,4449
3322,4952,4451
3289,4933,4445
3246,4952,4451
3181,4953,4453
3146,4952,4451
3145,4945,4431
3146,4952,4422
3101,4939,4419
3045,4952,4422
3003,5005,4404
2969,5118,4394
2901,5214,4387
2818,5283,4394
2738,5332,4379
2667,5448,4365
2578,5610,4352
2491,5778,4365
2413,5875,4368
2340,5943,4365
2242,6008,4343
2139,6108,4336
2048,6193,4331
1988,6273,4336
1934,6342,4330
1887,6438,4336
1841,6523,4337
1812,6603,4336
1791,6673,4315
1787,6768,4307
1777,6815,4304
1762,6768,4307
1738,6645,4288
1736,6603,4279
1749,6670,4274
1762,6768,4279
1750,6780,4260
1736,6768,4250
1736,6770,4244
1762,6768,4250
1787,6685,4233
1812,6603,4221
1826,6575,4213
1837,6603,4221
1829,6601,4208
1812,6603,4193
1797,6609,4178
1812,6603,4193
1846,6521,4207
1887,6438,4221
1916,6404,4216
1938,6438,4221
1945,6448,4227
1938,6438,4250
1917,6418,4262
1912,6438,4279
1917,6444,4286
1912,6438,4307
1882,6415,4319
1862,6438,4336
1869,6455,4342
1887,6438,4365
1880,6391,4388
1862,6438,4422
1847,6547,4437
1837,6603,4451
1817,6519,4456
1812,6438,4480
1823,6424,4504
1837,6438,4537
1826,6404,4552
1812,6438,4566
1808,6545,4571
1812,6603,4595
1799,6507,4610
1787,6438,4623
1784,6503,4615
1787,6603,4623
1772,6550,4642
1762,6438,4681
1766,6398,4699
1787,6438,4709
1793,6434,4710
1787,6438,4738
1771,6501,4767
1762,6603,4796
1754,6623,4803
1762,6603,4824
1767,6588,4849
1762,6603,4882
1747,6593,4892
1762,6603,4910
1794,6616,4932
1812,6603,4968
1793,6512,4982
1787,6438,4997
1811,6418,5003
1837,6438,5025
1811,6424,5036
1762,6438,5054
1738,6503,5063
1762,6603,5083
1793,6629,5092
1812,6603,5111
1819,6573,5122
1837,6603,5140
1865,6625,5147
1912,6603,5169
1976,6516,5182
2063,6438,5198
2156,6357,5191
2240,6273,5198
2279,6163,5205
2265,6108,5226
2198,6098,5226
2114,6108,5226
2030,6085,5218
1963,6108,5226
1912,6183,5224
1887,6273,5226
1874,6285,5218
1862,6273,5226
1841,6264,5226
1837,6273,5226
1856,6253,5206
1887,6273,5198
1890,6344,5190
1862,6438,5198
1823,6457,5193
1812,6438,5198
1816,6418,5194
1812,6438,5198
1784,6438,5180
1762,6438,5169
1756,6428,5157
1762,6438,5169
1761,6431,5170
1762,6438,5169
1766,6438,5148
1762,6438,5140
1736,6420,5132
1711,6438,5140
1720,6451,5137
1762,6438,5140
1787,6401,5125
1787,6438,5111
1815,6480,5086
1938,6438,5083
2067,6377,5079
2038,6603,5083
1768,7156,5064
1359,7759,5054
904,8105,5046
403,8254,5054
-159,8248,5041
-654,7924,5025
-959,7103,4999
-1082,6108,4997
-1143,5467,4993
-1158,5448,4997
-1052,5780,4980
-755,6108,4968
-307,6243,4946
226,6273,4939
782,6271,4929
1334,6273,4939
1820,6212,4940
2189,6108,4939
2407,5993,4917
2516,5943,4910
2565,5929,4906
2592,5943,4910
2587,5938,4893
2567,5943,4882
2550,5934,4873
