II,V,PLETH,ABP
5827,7140,3461,3304
6601,8087,3920,3739
5827,7140,3461,3304
5421,6646,3222,3081
5827,7140,3461,3304
6074,7435,3604,3419
5827,7140,3461,3261
5640,6945,3367,3165
5764,7140,3461,3261
5844,7260,3519,3319
5764,7140,3461,3261
5733,7060,3422,3222
5827,7140,3461,3261
5868,7182,3481,3282
5827,7140,3461,3261
5800,7112,3448,3246
5827,7140,3461,3261
5838,7148,3465,3267
5827,7140,3461,3261
5816,7133,3458,3254
5827,7140,3461,3261
5829,7133,3458,3264
5827,7140,3461,3261
5808,7133,3458,3236
5827,7140,3461,3218
5861,7133,3458,3209
5890,7140,3461,3218
5861,7133,3458,3217
5827,7140,3461,3218
5808,7133,3458,3214
5827,7140,3461,3218
5828,7133,3458,3215
5827,7140,3461,3218
5817,7133,3458,3216
5827,7140,3461,3218
5824,7133,3458,3212
5827,7140,3461,3218
5819,7133,3458,3220
5827,7140,3461,3218
5822,7133,3458,3193
5827,7140,3461,3175
5821,7133,3458,3166
5827,7140,3461,3175
5821,7133,3458,3175
5827,7140,3461,3175
5822,7133,3458,3170
5827,7140,3461,3175
5820,7133,3458,3173
5827,7140,3461,3175
5823,7133,3458,3171
5827,7140,3461,3175
5818,7133,3458,3173
5827,7140,3461,3175
5826,7133,3458,3170
5827,7140,3461,3175
5811,7133,3458,3174
5827,7140,3461,3175
5855,7133,3458,3169
5890,7140,3461,3175
5888,7133,3458,3178
5890,7140,3461,3175
5888,7133,3458,3150
5890,7140,3461,3132
5855,7133,3458,3124
5827,7140,3461,3132
5811,7133,3458,3132
5827,7140,3461,3132
5827,7133,3458,3128
5827,7140,3461,3132
5817,7133,3458,3129
5827,7140,3461,3132
5824,7133,3458,3130
5827,7140,3461,3132
5818,7133,3458,3127
5827,7140,3461,3132
5824,7133,3458,3134
5827,7140,3461,3132
5817,7133,3458,3108
5827,7140,3461,3089
5828,7133,3458,3080
5827,7140,3461,3089
5791,7133,3458,3089
5764,7140,3461,3089
5746,7133,3458,3084
5764,7140,3461,3089
5767,7133,3458,3088
5764,7140,3461,3089
5745,7133,3458,3085
5764,7140,3461,3089
5793,7133,3458,3087
5827,7140,3461,3089
5826,7133,3458,3085
5827,7140,3461,3089
5822,7133,3458,3088
5827,7140,3461,3089
5815,7133,3458,3083
5827,7140,3461,3089
5851,7133,3458,3092
5890,7140,3461,3089
5894,7133,3458,3065
5890,7140,3461,3046
5879,7133,3458,3038
5890,7140,3461,3046
5887,7133,3458,3046
5890,7140,3461,3046
5883,7133,3458,3042
5890,7140,3461,3046
5885,7133,3458,3044
5890,7140,3461,3046
5885,7133,3458,3043
5890,7140,3461,3046
5883,7133,3458,3043
5890,7140,3461,3046
5887,7133,3458,3044
5890,7140,3461,3046
5880,7133,3458,3042
5890,7140,3461,3046
5892,7133,3458,3045
5890,7140,3461,3046
5853,7133,3458,3040
5827,7140,3461,3046
5811,7133,3457,3049
5827,7140,3461,3046
5827,7133,3458,3022
5827,7140,3461,3004
5815,7133,3456,2995
5827,7140,3461,3004
5827,7133,3460,3003
5827,7140,3461,3004
5810,7133,3455,2999
5827,7140,3461,3004
5855,7132,3462,3001
5890,7140,3461,3004
5889,7134,3449,3000
5890,7140,3461,3004
5885,7132,3485,3000
5890,7140,3504,3004
5878,7135,3485,3001
5890,7140,3461,3004
5913,7130,3449,2999
5954,7140,3461,3004
5974,7139,3462,3002
6017,7140,3461,3004
6073,7122,3455,2998
6144,7140,3461,3004
6177,7178,3460,3006
6207,7232,3461,3004
6231,7239,3456,2979
6270,7232,3461,2961
6276,7215,3458,2952
6270,7232,3461,2961
6255,7236,3457,2961
6270,7232,3461,2961
6274,7185,3458,2956
6270,7140,3461,2961
6250,7085,3458,2959
6270,7049,3461,2961
6305,6997,3458,2957
6334,6957,3461,2961
6306,6901,3458,2958
6270,6866,3461,2961
6233,6841,3458,2957
6207,6866,3461,2961
6144,6880,3458,2958
6080,6866,3461,2961
6026,6799,3458,2956
6017,6774,3461,2961
6010,6798,3458,2959
6017,6866,3461,2961
6014,6906,3458,2955
6017,6957,3461,2961
5973,7004,3458,2963
5890,7049,3461,2961
5774,7042,3458,2936
5700,7049,3461,2918
5659,7079,3458,2909
5637,7140,3461,2918
5574,7152,3458,2918
5510,7140,3461,2918
5454,7122,3458,2913
5447,7140,3461,2918
5438,7147,3458,2916
5447,7140,3461,2918
5439,7121,3457,2914
5447,7140,3461,2918
5437,7184,3458,2915
5447,7232,3461,2918
5446,7239,3457,2915
5447,7232,3461,2918
5427,7219,3458,2915
5447,7232,3461,2918
5512,7231,3457,2915
5637,7232,3461,2918
5775,7224,3459,2914
5954,7232,3461,2918
6183,7167,3454,2915
6524,6957,3461,2918
7004,6513,3476,2914
7664,5859,3504,2918
8420,4979,3512,2917
9184,3936,3504,2918
9883,2811,3476,2912
10514,1831,3461,2918
10910,1136,3454,2920
10831,824,3461,2918
10139,866,3459,2893
9057,1282,3461,2875
7918,1958,3457,2866
6967,2746,3461,2875
6230,3440,3458,2875
5700,4028,3461,2875
5313,4535,3457,2870
5004,5035,3461,2875
4677,5474,3458,2873
4370,5859,3461,2875
4143,6153,3457,2871
4054,6408,3461,2875
4038,6620,3458,2872
4054,6866,3461,2875
4047,7152,3457,2872
4054,7507,3461,2875
4068,7849,3459,2872
4117,8147,3461,2875
4149,8355,3456,2872
4180,8513,3461,2875
4194,8623,3460,2872
4244,8697,3461,2875
4283,8707,3452,2872
