II,V,PLETH,RESP
1131,-1000,1804,171
1532,-1359,2441,232
1574,-1397,2495,239
1463,-1292,2292,223
1422,-1249,2203,217
1467,-1290,2259,224
1497,-1326,2296,230
1469,-1306,2240,225
1435,-1275,2181,221
1438,-1274,2189,223
1460,-1292,2223,227
1457,-1290,2208,225
1440,-1275,2163,220
1437,-1276,2149,219
1449,-1303,2167,221
1446,-1326,2154,220
1430,-1332,2091,215
1422,-1324,2018,210
1430,-1317,1968,209
1433,-1313,1922,210
1423,-1317,1864,210
1411,-1329,1802,210
1414,-1344,1759,210
1422,-1350,1726,210
1431,-1357,1697,209
1430,-1359,1651,206
1428,-1353,1603,205
1423,-1336,1565,204
1423,-1332,1563,205
1420,-1341,1561,205
1418,-1351,1544,205
1411,-1337,1520,205
1407,-1310,1551,205
1400,-1288,1611,202
1395,-1288,1650,200
1390,-1296,1655,199
1395,-1302,1720,200
1401,-1301,1852,200
1406,-1302,1974,200
1400,-1299,2033,200
1393,-1292,2130,200
1386,-1283,2309,200
1387,-1288,2491,200
1387,-1300,2590,200
1386,-1307,2698,200
1377,-1291,2888,200
1369,-1266,3108,200
1359,-1251,3249,199
1357,-1259,3369,200
1358,-1271,3536,201
1366,-1277,3733,204
1368,-1268,3866,205
1367,-1260,3966,205
1357,-1254,4090,205
1354,-1256,4249,205
1354,-1254,4370,205
1358,-1250,4460,205
1355,-1244,4542,205
1352,-1248,4642,205
1349,-1256,4718,205
1351,-1265,4775,205
1347,-1263,4816,205
1346,-1260,4869,208
1343,-1257,4911,209
1345,-1258,4948,210
1341,-1249,4970,210
1334,-1233,5005,210
1321,-1216,5037,210
1313,-1221,5071,210
1310,-1239,5088,210
1314,-1258,5118,211
1314,-1257,5148,214
1311,-1243,5184,215
1300,-1228,5200,215
1291,-1226,5232,215
1285,-1224,5268,214
1288,-1220,5314,215
1290,-1210,5336,215
1289,-1210,5368,215
1279,-1213,5405,215
1272,-1214,5456,215
1266,-1203,5481,214
1265,-1196,5506,215
1261,-1196,5528,217
1258,-1205,5569,220
1255,-1202,5588,220
1260,-1186,5598,220
1265,-1166,5596,219
1272,-1163,5621,220
1274,-1164,5638,220
1281,-1151,5638,220
1288,-1112,5604,219
1296,-1076,5586,220
1293,-1070,5572,220
1285,-1112,5550,220
1272,-1183,5489,219
1268,-1264,5440,220
1267,-1321,5403,219
1263,-1341,5370,220
1247,-1327,5296,220
1233,-1315,5227,220
1225,-1315,5171,219
1229,-1315,5129,220
1230,-1289,5051,220
1231,-1250,4969,220
1226,-1214,4896,219
1220,-1197,4846,220
1208,-1185,4775,220
1197,-1178,4702,220
1188,-1174,4629,219
1188,-1181,4582,219
1188,-1186,4522,220
1190,-1187,4458,222
1187,-1178,4387,224
1184,-1167,4343,225
1177,-1156,4293,225
1173,-1161,4233,224
1170,-1186,4143,224
1182,-1240,4070,225
1205,-1311,4015,224
1242,-1392,3982,225
1282,-1466,3939,224
1321,-1545,3913,224
1342,-1651,3896,224
1332,-1788,3893,226
1269,-1891,3873,228
1165,-1873,3863,230
