II,V,PLETH,ABP
-581,0,1529,20827
-656,-3,1612,22422
-625,-10,1393,20041
-679,-17,1446,21201
-704,-31,1422,21357
-711,-47,1367,21064
-714,-64,1313,20776
-725,-73,1295,20919
-733,-68,1278,21086
-727,-46,1241,20972
-719,-14,1203,20847
-717,17,1182,20907
-720,38,1162,21010
-724,46,1133,20971
-733,43,1104,20944
-749,35,1083,20990
-763,30,1060,21025
-769,30,1033,21003
-767,33,1007,20985
-760,36,984,21010
-748,33,959,20997
-737,21,935,20977
-731,2,912,20976
-732,-20,890,20944
-738,-42,869,20940
-742,-59,847,20911
-743,-65,826,20923
-734,-56,803,20899
-711,-33,780,20923
-668,-1,756,20900
-608,32,732,20931
-534,56,706,20901
-457,62,683,20936
-376,46,657,20899
-300,11,633,20941
-217,-35,608,20896
-131,-83,584,20945
-35,-123,558,20893
51,-155,534,20949
117,-180,508,20891
140,-203,484,20953
132,-226,458,20890
95,-252,432,20954
66,-280,402,20889
57,-311,374,20954
90,-341,345,20904
141,-369,320,20975
194,-392,298,20939
199,-403,283,21001
144,-407,268,20961
12,-400,254,21002
-165,-388,235,20955
-353,-371,212,20986
-523,-346,184,20956
-647,-322,155,20994
-744,-291,124,20975
-818,-269,96,21005
-895,-248,66,20987
-972,-241,34,21008
-1031,-236,-2,20987
-1074,-236,-43,21000
-1089,-233,-89,20986
-1106,-216,-137,21004
-1140,-177,-182,20987
-1218,-91,-224,20997
-1331,46,-262,20975
-1443,237,-298,20980
-1475,441,-332,20943
-1333,594,-366,20944
-909,596,-399,20911
-136,357,-436,20930
993,-181,-474,20899
2382,-1009,-520,20928
3847,-2049,-568,20900
5132,-3172,-623,20942
5992,-4233,-673,20910
6251,-5107,-722,20966
5872,-5702,-762,20939
4947,-5968,-800,21009
3694,-5891,-830,20969
2363,-5487,-864,21033
1195,-4811,-894,20979
319,-3954,-927,21043
-220,-3033,-953,20977
-496,-2164,-979,21040
-603,-1435,-994,20977
-664,-888,-1012,21040
-732,-514,-1023,20980
-836,-273,-1041,21034
-933,-127,-1060,20982
-1001,-34,-1088,21031
-993,11,-1115,20985
-925,29,-1148,21025
-801,15,-1178,20988
-670,-4,-1211,21023
-576,-17,-1242,20988
-539,-1,-1276,21011
-598,53,-1308,20976
-709,127,-1342,20983
-871,218,-1372,20942
-998,281,-1404,20945
-1078,325,-1434,20922
-1076,326,-1466,20946
-1022,320,-1497,20943
-940,301,-1531,20970
-860,295,-1561,20963
-794,288,-1593,20978
-741,285,-1621,20955
-696,278,-1650,20968
-659,270,-1674,20954
-636,267,-1701,20986
-626,273,-1724,20975
-619,289,-1751,21008
-600,308,-1773,20988
-553,327,-1800,21022
-481,340,-1822,20988
-386,343,-1851,21024
-286,330,-1874,20985
-182,303,-1908,21031
-92,267,-1934,20983
-13,234,-1971,21032
44,216,-2000,20980
86,219,-2040,21040
117,236,-2069,20978
144,259,-2109,21037
162,280,-2139,20966
165,301,-2179,21017
149,324,-2208,20934
127,352,-2247,20974
126,376,-2274,20904
174,389,-2308,20954
279,385,-2328,20906
421,371,-2353,20965
568,356,-2366,20941
697,345,-2381,21002
816,333,-2386,20978
942,312,-2389,21013
1091,273,-2379,20976
1250,224,-2363,20988
1389,178,-2332,20943
1470,150,-2296,20949
1483,141,-2249,20922
1441,142,-2193,20945
1375,140,-2124,20943
1310,128,-2046,20977
1261,105,-1966,20975
1225,77,-1890,20995
1202,51,-1824,20976
1194,23,-1770,20978
1194,-6,-1722,20943
1197,-39,-1669,20942
1192,-70,-1600,20911
1163,-96,-1508,20925
1111,-117,-1399,20899
1042,-136,-1278,20926
966,-153,-1154,20900
889,-168,-1030,20934
805,-176,-906,20901
704,-167,-770,20939
580,-139,-621,20897
427,-95,-452,20943
245,-44,-272,20895
51,3,-92,20949
-135,35,70,20892
-275,39,210,20949
-337,7,328,20890
-300,-61,430,20960
-191,-148,521,20901
-66,-230,609,20974
2,-283,697,20923
-16,-296,788,20988
-106,-276,884,20925
-207,-246,989,20966
-274,-225,1104,20907
-286,-224,1222,20950
-279,-233,1338,20910
-297,-237,1441,20961
-364,-224,1531,20944
-456,-195,1608,20994
-535,-160,1677,20976
-560,-136,1743,21009
-529,-128,1807,20987
-463,-139,1868,21008
-397,-158,1923,20988
-350,-174,1969,21005
-330,-175,2004,20986
-332,-158,2033,20997
-348,-127,2058,20975
-363,-92,2088,20981
-352,-69,2123,20955
-302,-63,2163,20962
-217,-74,2203,20943
-127,-92,2242,20959
-72,-104,2275,20931
-87,-101,2305,20942
-162,-85,2328,20912
-264,-61,2351,20934
-346,-34,2366,20900
-384,-11,2381,20932
-385,10,2386,20899
-376,26,2391,20941
-371,35,2386,20898
-374,34,2385,20943
-360,21,2371,20894
-310,-6,2362,20949
-220,-43,2341,20892
-114,-85,2326,20952
-24,-118,2297,20890
17,-136,2276,20955
-7,-131,2240,20890
-94,-107,2212,20953
-220,-72,2171,20892
-347,-39,2138,20949
-432,-21,2092,20894
-447,-23,2055,20945
-389,-40,2008,20896
-282,-63,1969,20941
-168,-79,1923,20899
-93,-83,1884,20937
-77,-72,1839,20901
-116,-53,1801,20930
-183,-35,1758,20900
-246,-24,1721,20924
-277,-28,1680,20900
-270,-47,1643,20919
-230,-81,1604,20899
-172,-122,1570,20916
-113,-163,1535,20899
-66,-199,1504,20914
-42,-227,1472,20899
-43,-245,1443,20914
-75,-251,1413,20899
-135,-248,1386,20916
-217,-231,1358,20899
-300,-205,1333,20919
-364,-172,1308,20900
-385,-142,1287,20923
-362,-120,1264,20900
-300,-107,1243,20929
-226,-96,1219,20900
-155,-80,1196,20936
-102,-53,1169,20899
-59,-20,1144,20940
-10,13,1114,20897
57,36,1088,20945
151,44,1059,20894
269,38,1037,20949
400,19,1015,20892
523,-11,1002,20953
624,-49,987,20890
686,-97,978,20955
713,-149,959,20890
715,-200,940,20953
720,-242,912,20892
753,-276,886,20949
828,-301,854,20894
924,-316,827,20945
1007,-322,796,20897
1028,-316,766,20940
968,-304,729,20899
827,-284,690,20936
641,-266,644,20900
463,-255,599,20929
316,-245,555,20900
218,-236,518,20923
126,-209,483,20900
22,-169,453,20919
-121,-112,424,20899
-287,-58,396,20916
-434,-15,367,20899
-538,-1,336,20914
-570,-11,302,20899
-565,-27,262,20914
-552,-25,216,20899
-578,31,166,20916
-640,146,117,20899
-705,323,70,20919
-686,517,29,20900
-484,668,-8,20924
0,689,-42,20900
831,506,-77,20930
2009,65,-112,20901
3442,-631,-147,20937
4942,-1524,-179,20899
6254,-2503,-208,20941
7120,-3436,-229,20896
7354,-4202,-247,20945
6907,-4720,-262,20894
5884,-4947,-282,20949
4509,-4877,-304,20892
3048,-4528,-333,20953
1740,-3947,-363,20890
732,-3204,-395,20955
77,-2399,-426,20890
-268,-1632,-459,20952
-387,-989,-490,20892
-388,-514,-524,20948
-351,-204,-557,20895
-336,-20,-591,20944
-347,81,-621,20897
-387,142,-653,20940
-418,174,-683,20900
-434,202,-715,20935
-417,222,-747,20900
-378,248,-781,20928
-336,272,-815,20900
-289,296,-850,20923
-267,317,-884,20899
-238,319,-919,20918
-240,314,-953,20899
-232,296,-989,20915
-244,291,-1022,20899
-256,288,-1058,20914
-284,299,-1092,20899
-308,305,-1127,20914
-322,309,-1161,20899
-318,300,-1196,20917
-299,284,-1229,20899
-267,268,-1263,20920
-230,260,-1293,20900
-190,261,-1326,20925
-150,263,-1353,20900
-108,267,-1386,20932
-70,269,-1413,20901
-43,276,-1445,20938
-39,288,-1472,20899
-47,312,-1505,20942
-57,342,-1531,20896
-44,374,-1565,20946
0,399,-1591,20893
82,417,-1627,20950
181,427,-1656,20891
280,434,-1695,20953
356,436,-1725,20890
408,438,-1767,20954
436,439,-1800,20890
457,442,-1843,20951
480,444,-1877,20893
518,449,-1921,20947
566,453,-1956,20895
626,459,-1998,20943
691,462,-2033,20898
762,462,-2071,20939
841,456,-2103,20900
928,447,-2135,20934
1018,432,-2158,20900
1098,420,-2180,20927
1156,411,-2193,20900
1186,408,-2205,20922
1191,405,-2211,20899
1183,399,-2217,20918
1178,386,-2219,20899
1184,363,-2219,20915
1206,331,-2208,20899
1236,296,-2189,20914
1267,260,-2164,20899
1290,226,-2131,20915
1302,194,-2087,20899
1301,167,-2026,20917
1286,146,-1945,20899
1255,134,-1838,20921
1208,130,-1705,20900
1141,133,-1559,20926
1054,144,-1414,20900
949,160,-1275,20933
832,177,-1144,20901
714,194,-1019,20938
603,206,-900,20898
505,213,-783,20942
417,216,-663,20895
335,218,-540,20947
251,220,-410,20893
162,224,-268,20951
69,227,-113,20891
-15,231,44,20954
-87,231,195,20890
-136,231,325,20954
-172,229,437,20891
-196,228,528,20951
-222,227,612,20893
-250,228,690,20947
-286,228,772,20895
-316,230,849,20942
-342,231,922,20898
-352,229,981,20938
-355,217,1027,20901
-356,192,1063,20933
-366,156,1097,20900
-383,116,1135,20926
-403,82,1184,20900
-414,64,1242,20921
-414,67,1306,20899
-400,88,1371,20917
-381,120,1436,20899
-362,155,1496,20915
-351,186,1554,20899
-345,212,1609,20914
-340,232,1662,20899
-334,247,1714,20915
-327,259,1761,20899
-323,271,1808,20918
-320,284,1850,20899
-321,298,1893,20922
-322,310,1930,20900
-324,317,1965,20927
-327,318,1993,20900
-334,312,2020,20934
-345,302,2038,20900
-360,291,2054,20939
-372,278,2061,20898
-381,266,2067,20943
-381,254,2061,20895
-377,244,2057,20947
-366,240,2041,20893
-356,242,2029,20951
-347,246,2005,20890
-346,250,1987,20954
-351,248,1958,20890
-365,241,1934,20953
-381,227,1899,20891
-399,216,1869,20950
-410,209,1829,20893
-419,209,1795,20946
-425,212,1750,20896
-435,219,1712,20942
-446,226,1665,20899
-459,234,1623,20938
-465,238,1576,20901
-465,239,1534,20932
-462,231,1489,20900
-461,219,1451,20925
-464,203,1410,20900
-475,190,1375,20920
-487,181,1338,20899
-497,181,1304,20917
-501,188,1268,20899
-502,198,1236,20914
-500,209,1202,20899
-500,221,1173,20914
-504,233,1144,20899
-510,243,1118,20915
-520,248,1092,20899
-529,249,1067,20918
-534,247,1042,20899
-531,244,1018,20923
-522,244,994,20900
-511,249,975,20928
-501,259,958,20900
-499,269,947,20935
-504,275,936,20900
-512,273,928,20940
-514,266,914,20897
-503,259,898,20944
-476,259,875,20895
-434,275,853,20948
-376,309,826,20892
-313,358,802,20952
-241,411,773,20890
-167,459,745,20955
-80,489,709,20890
9,493,670,20953
103,464,624,20892
184,409,580,20949
249,334,536,20894
282,252,499,20945
294,172,463,20896
289,103,434,20941
291,47,404,20899
307,7,377,20937
341,-19,347,20901
373,-27,317,20930
380,-24,283,20900
332,-9,245,20924
219,7,202,20900
54,24,157,20919
-145,41,112,20899
-330,53,72,20916
-492,73,36,20899
-602,88,4,20914
-684,115,-27,20899
-740,135,-59,20914
-786,161,-93,20899
-831,179,-127,20916
-864,197,-159,20899
-898,212,-187,20919
-923,232,-209,20900
-970,276,-227,20923
-1046,355,-242,20900
-1159,493,-262,20929
-1270,678,-286,20900
-1314,883,-317,20936
-1184,1030,-349,20899
-771,1028,-385,20940
13,775,-420,20897
1180,216,-456,20945
2643,-644,-489,20894
4209,-1719,-525,20949
5613,-2874,-558,20892
6572,-3949,-595,20953
6891,-4812,-627,20890
6501,-5371,-662,20955
5518,-5590,-693,20890
4171,-5461,-726,20953
2760,-5019,-752,20892
1524,-4319,-782,20949
610,-3452,-807,20894
30,-2528,-836,20945
-277,-1664,-862,20897
-423,-947,-891,20940
-488,-420,-918,20899
-530,-74,-947,20936
-562,130,-972,20900
-596,248,-999,20929
-618,314,-1023,20900
-647,364,-1048,20923
-668,395,-1072,20900
-701,428,-1098,20919
-728,447,-1123,20899
-753,472,-1150,20916
-774,497,-1177,20899
-777,530,-1206,20914
-785,569,-1235,20899
-774,609,-1265,20914
-770,651,-1294,20899
-755,678,-1324,20916
-746,694,-1351,20899
-732,690,-1381,20919
-717,679,-1406,20900
-701,661,-1433,20924
-684,642,-1456,20900
-667,626,-1481,20930
-647,613,-1500,20901
-627,605,-1524,20937
-608,595,-1541,20899
-587,591,-1564,20941
-563,590,-1580,20896
-533,598,-1604,20945
-497,610,-1620,20894
-453,635,-1644,20949
-406,664,-1659,20892
-362,699,-1685,20953
-326,725,-1700,20890
-294,746,-1727,20955
-261,756,-1745,20890
-222,763,-1775,20952
-177,763,-1795,20892
-128,767,-1821,20948
-79,768,-1837,20895
-32,770,-1856,20944
16,767,-1866,20897
72,765,-1884,20940
141,761,-1900,20900
221,761,-1926,20935
304,759,-1951,20900
382,757,-1981,20928
455,751,-2009,20900
521,743,-2038,20923
588,735,-2061,20899
656,730,-2083,20918
727,725,-2099,20899
792,718,-2109,20915
848,705,-2107,20899
893,685,-2095,20914
933,656,-2073,20899
969,624,-2042,20914
1006,588,-2000,20899
1042,552,-1950,20917
1075,512,-1895,20899
1099,473,-1835,20920
1113,435,-1767,20900
1114,402,-1685,20925
1104,371,-1582,20900
1081,341,-1451,20932
1046,310,-1296,20901
993,277,-1125,20938
927,241,-953,20899
844,211,-792,20942
749,189,-648,20896
644,180,-520,20946
532,178,-402,20893
415,187,-288,20950
296,198,-174,20891
179,213,-65,20953
66,226,35,20890
-37,247,115,20954
-129,276,180,20890
-205,320,228,20951
-266,369,274,20893
-315,418,324,20947
-362,450,390,20895
-408,460,464,20943
-460,443,548,20898
-512,413,629,20939
-562,380,710,20900
-602,354,784,20934
-630,334,857,20900
-643,322,926,20927
-649,312,996,20900
-649,305,1064,20922
-651,298,1130,20899
-653,295,1194,20918
-659,292,1258,20899
-666,290,1321,20915
-675,285,1382,20899
-683,281,1442,20914
-689,279,1499,20899
-693,282,1555,20915
-692,286,1608,20899
-691,291,1660,20917
-687,294,1707,20899
-684,294,1752,20921
-679,291,1790,20900
-678,288,1826,20926
-677,282,1855,20900
-683,277,1881,20933
-690,273,1899,20901
-700,273,1915,20938
-706,276,1923,20898
-712,283,1930,20943
-714,291,1927,20895
-721,297,1926,20946
-730,297,1914,20893
-744,293,1904,20952
-752,286,1880,20890
-759,278,1859,20952
-757,270,1826,20889
-756,265,1799,20958
-750,261,1762,20902
-752,262,1732,20975
-753,262,1693,20937
-758,265,1660,21009
-757,265,1619,20971
-755,265,1585,21026
-749,262,1543,20986
-746,261,1509,21028
-742,261,1470,20989
-744,265,1437,21017
-747,267,1400,20975
-754,269,1370,20987
-758,268,1336,20943
-764,264,1306,20950
-770,256,1275,20922
-779,249,1246,20944
-786,242,1215,20943
-794,239,1187,20978
-799,238,1159,20975
-802,240,1137,20993
-804,243,1118,20975
-807,250,1105,20983
-811,257,1095,20955
-815,267,1085,20963
-818,277,1071,20943
-819,283,1055,20963
-822,282,1033,20931
-825,276,1011,20947
-827,268,985,20912
-828,262,962,20940
-830,256,937,20900
-835,249,911,20936
-841,241,881,20897
-851,233,849,20945
-859,226,812,20896
-857,226,777,20947
-833,236,743,20892
-788,257,716,20951
-723,286,690,20890
-653,325,669,20957
-574,369,645,20901
-504,413,624,20979
-431,447,597,20934
-361,462,572,21011
-281,452,539,20969
-204,417,506,21031
-132,361,465,20984
-85,298,425,21027
-58,233,383,20975
-56,175,346,20999
-56,122,312,20944
-47,79,282,20957
-12,43,252,20912
37,21,223,20928
83,9,192,20899
89,12,163,20919
34,20,135,20899
-93,31,111,20917
-278,40,92,20900
-480,42,78,20915
-678,50,64,20899
-824,52,47,20913
-934,72,27,20900
-993,88,1,20916
-1037,117,-28,20899
-1075,133,-59,20916
-1109,148,-89,20899
-1151,146,-119,20927
-1183,144,-148,20912
-1223,149,-178,20950
-1270,179,-208,20932
-1350,259,-241,20972
-1455,392,-273,20932
-1566,583,-307,20962
-1608,792,-340,20909
-1485,958,-377,20947
-1078,984,-410,20894
-305,775,-446,20951
853,262,-479,20904
2301,-555,-515,20975
3844,-1604,-548,20923
5200,-2744,-584,20991
6104,-3818,-616,20921
6357,-4685,-651,20975
5929,-5259,-680,20904
4930,-5495,-713,20954
3613,-5398,-743,20893
2246,-4991,-776,20943
1070,-4331,-807,20896
202,-3494,-841,20942
-337,-2591,-873,20900
-620,-1735,-907,20937
-734,-1023,-938,20900
-769,-502,-969,20930
-763,-167,-997,20900
-747,26,-1025,20925
-716,130,-1051,20899
-696,196,-1078,20917
-677,242,-1105,20899
-693,294,-1134,20921
-721,337,-1164,20911
-774,388,-1197,20936
-827,433,-1229,20931
-878,478,-1262,20952
-932,513,-1293,20931
-974,538,-1325,20937
-1019,560,-1354,20911
-1041,574,-1385,20924
-1053,591,-1413,20899
-1043,604,-1444,20921
-1022,623,-1472,20899
-998,633,-1504,20931
-974,637,-1531,20901
-955,631,-1564,20935
-935,619,-1589,20899
-916,607,-1621,20941
-896,594,-1644,20897
-881,589,-1675,20944
-868,590,-1695,20894
-852,597,-1721,20949
-828,601,-1733,20892
-798,608,-1752,20953
-767,617,-1758,20890
-737,631,-1776,20955
-704,640,-1786,20890
-661,644,-1813,20953
-603,636,-1834,20892
-535,625,-1867,20949
-470,613,-1892,20894
-426,613,-1924,20945
-406,623,-1950,20897
-403,641,-1986,20940
-392,657,-2022,20899
-362,665,-2071,20936
-304,659,-2121,20900
-228,643,-2177,20929
-138,619,-2225,20900
-43,590,-2267,20923
57,556,-2297,20900
167,520,-2321,20919
292,486,-2337,20899
424,455,-2351,20916
553,425,-2358,20899
660,399,-2356,20914
735,378,-2339,20899
763,364,-2304,20914
752,352,-2248,20899
717,336,-2176,20916
693,305,-2092,20899
695,252,-2002,20919
727,181,-1910,20900
770,110,-1816,20924
802,61,-1719,20900
809,43,-1615,20930
802,46,-1504,20901
803,53,-1389,20937
838,45,-1280,20899
903,16,-1186,20941
980,-29,-1109,20896
1026,-67,-1047,20945
1011,-83,-987,20894
919,-70,-917,20949
759,-38,-826,20892
551,4,-717,20953
314,48,-594,20890
77,87,-469,20955
-133,114,-343,20890
-290,130,-224,20952
-374,131,-106,20892
-379,120,6,20948
-325,98,118,20895
-258,76,223,20944
-228,59,326,20897
-265,53,421,20940
-370,62,516,20900
-515,81,606,20935
-660,104,695,20900
-762,118,779,20928
-800,113,864,20900
-772,87,946,20923
-704,46,1027,20899
-616,5,1106,20918
-540,-24,1184,20899
-497,-35,1259,20915
-502,-27,1332,20899
-547,-10,1402,20914
-619,10,1471,20899
-692,29,1539,20914
-744,48,1605,20899
-759,63,1670,20917
-734,70,1733,20899
-687,68,1797,20920
-643,62,1856,20900
-630,57,1917,20925
-655,60,1971,20900
-709,75,2028,20932
-762,98,2075,20901
-792,123,2124,20938
-785,146,2164,20899
-763,168,2206,20942
-746,192,2239,20896
-758,217,2275,20946
-791,235,2298,20893
-824,236,2325,20950
-822,212,2337,20891
-775,165,2353,20953
-688,109,2355,20890
-596,60,2362,20954
-525,30,2355,20890
-504,25,2353,20951
-523,37,2337,20893
-576,52,2326,20947
-631,57,2302,20895
-681,52,2284,20943
-716,42,2255,20898
-746,36,2230,20939
-774,36,2195,20900
-802,40,2163,20934
-816,43,2125,20900
-811,39,2095,20927
-774,27,2065,20900
-710,12,2045,20922
-626,-1,2023,20899
-534,-16,2003,20918
-451,-38,1973,20899
-399,-64,1939,20915
-398,-87,1896,20899
-466,-91,1852,20914
-592,-71,1806,20899
-745,-28,1763,20915
-870,18,1717,20899
-926,44,1672,20917
-904,40,1621,20899
-829,11,1568,20921
-748,-22,1511,20900
-700,-39,1459,20926
-696,-33,1409,20900
-716,-13,1371,20933
-726,6,1335,20901
-701,5,1308,20938
-631,-22,1280,20898
-527,-72,1258,20942
-412,-129,1230,20895
-318,-180,1208,20947
-277,-209,1177,20893
-305,-202,1148,20951
-402,-154,1109,20891
-540,-70,1074,20954
-669,33,1032,20890
-744,128,999,20954
-728,196,962,20891
-626,222,935,20951
-459,209,903,20893
-276,170,876,20947
-106,121,843,20895
23,71,815,20942
118,19,784,20898
185,-39,761,20938
244,-104,740,20901
304,-176,724,20933
374,-244,707,20900
441,-296,689,20926
492,-322,664,20900
500,-319,636,20921
453,-293,604,20899
348,-254,574,20917
205,-214,542,20899
55,-182,513,20915
-81,-159,484,20899
-177,-150,455,20914
-265,-137,425,20899
-343,-131,395,20915
-456,-111,366,20899
-575,-99,336,20918
-690,-78,305,20899
-763,-75,273,20922
-785,-76,241,20900
-780,-93,207,20927
-775,-95,173,20900
-826,-72,138,20934
-935,2,104,20900
-1096,138,69,20939
-1255,329,35,20898
-1366,554,0,20943
-1353,766,-34,20895
-1137,908,-70,20947
-624,904,-104,20893
251,682,-139,20951
1491,195,-173,20890
2993,-549,-208,20954
4547,-1482,-242,20890
5872,-2487,-277,20953
6708,-3429,-311,20891
6890,-4193,-346,20950
6410,-4707,-379,20893
5398,-4942,-412,20946
4089,-4895,-443,20896
2723,-4580,-474,20942
1506,-4030,-504,20899
545,-3303,-534,20938
-125,-2489,-563,20901
-534,-1694,-593,20932
-737,-1013,-623,20900
-799,-507,-653,20925
-771,-181,-682,20900
-704,-3,-712,20920
-617,79,-741,20899
-541,117,-771,20917
-464,134,-800,20899
-412,154,-830,20914
-371,166,-860,20899
-364,186,-890,20914
-382,202,-919,20899
-416,224,-950,20915
-461,250,-980,20899
-489,282,-1012,20918
-514,323,-1044,20899
-527,365,-1079,20923
-548,404,-1108,20900
-562,424,-1137,20928
-566,422,-1157,20900
-540,393,-1176,20935
-482,351,-1186,20900
-401,310,-1201,20940
-319,281,-1213,20897
-259,275,-1236,20944
-230,286,-1255,20895
-224,308,-1284,20948
-221,329,-1305,20892
-193,344,-1334,20952
-132,353,-1354,20890
-49,358,-1384,20955
20,364,-1408,20890
44,379,-1444,20953
4,407,-1475,20892
-79,451,-1514,20949
-163,502,-1545,20894
-201,558,-1582,20945
-171,608,-1611,20896
-82,645,-1644,20941
30,659,-1670,20899
135,649,-1701,20937
216,614,-1729,20901
284,558,-1764,20930
355,488,-1798,20900
443,416,-1839,20924
541,351,-1881,20900
636,300,-1924,20919
714,263,-1959,20899
769,234,-1988,20916
806,209,-2007,20899
829,185,-2018,20914
845,163,-2022,20899
854,146,-2018,20914
861,133,-2007,20899
876,121,-1988,20916
908,103,-1964,20899
967,73,-1939,20919
1054,30,-1915,20900
1158,-23,-1893,20923
1266,-78,-1869,20900
1360,-129,-1836,20929
1430,-174,-1789,20900
1465,-210,-1727,20936
1462,-237,-1653,20899
1420,-253,-1569,20940
1343,-257,-1478,20897
1245,-249,-1382,20945
1139,-231,-1280,20894
1040,-211,-1174,20949
947,-195,-1061,20892
859,-185,-947,20953
767,-181,-829,20890
668,-181,-712,20955
559,-181,-592,20890
454,-178,-475,20953
357,-175,-356,20892
275,-170,-240,20949
201,-166,-123,20894
134,-158,-12,20945
66,-144,99,20897
-3,-123,205,20940
-79,-98,309,20899
-148,-73,406,20936
-209,-53,502,20900
-250,-40,591,20929
-277,-35,680,20900
-283,-36,764,20923
-280,-39,847,20900
-268,-42,927,20919
-260,-42,1006,20899
-254,-38,1080,20916
-254,-31,1153,20899
-260,-22,1224,20914
-277,-15,1293,20899
-304,-14,1361,20914
-343,-16,1426,20899
-388,-20,1492,20916
-435,-20,1553,20899
-471,-15,1614,20919
-487,-6,1671,20900
-482,4,1729,20924
-458,14,1782,20900
-429,22,1837,20930
-407,30,1886,20901
-402,37,1937,20937
-411,43,1981,20899
-432,45,2027,20941
-453,42,2065,20896
-474,35,2105,20945
-485,25,2134,20894
-495,12,2167,20949
-500,-4,2188,20892
-507,-24,2214,20953
-509,-46,2227,20890
-513,-69,2244,20955
-512,-91,2247,20890
-513,-109,2253,20952
-509,-119,2246,20892
-508,-123,2245,20948
-506,-122,2235,20895
-511,-120,2232,20944
-516,-116,2222,20897
-523,-114,2216,20940
-526,-115,2199,20900
-529,-117,2181,20935
-531,-117,2152,20900
-536,-114,2122,20928
-543,-108,2086,20900
-554,-94,2051,20923
-566,-73,2010,20899
