II,V,PLETH,RESP
2119,5059,8241,0
2328,5690,9377,4
1983,4967,8363,16
1808,4572,7880,34
1914,4875,8525,48
1917,5021,8927,56
1777,4737,8647,65
1821,4517,8486,79
2119,4553,8769,97
2349,4517,8950,112
2324,4323,8850,129
2240,4202,8799,147
2324,4231,8931,161
2443,4244,9007,168
2324,4185,8972,178
2000,4113,8944,198
1846,4047,8972,226
2003,3965,8964,246
2188,3909,8931,258
2082,3920,8901,270
1846,3955,8891,291
1786,3936,8852,315
1914,3863,8809,339
1959,3796,8737,357
1846,3817,8688,371
1707,3880,8637,385
1641,3909,8606,404
1596,3864,8545,421
1572,3817,8485,436
1654,3745,8408,448
1914,3587,8363,468
2309,3324,8314,493
2803,3081,8282,517
3444,2853,8231,532
4375,2483,8201,549
5641,1827,8157,572
7042,1058,8119,597
8112,438,8050,614
8409,92,7998,630
7798,-95,7943,649
6563,-184,7916,678
5176,-124,7871,704
4033,230,7835,726
3265,908,7784,747
2803,1840,7754,775
2510,2799,7708,802
2324,3587,7673,823
2221,4086,7621,836
2188,4369,7592,856
2173,4526,7548,880
2119,4645,7510,904
1957,4722,7444,918
1709,4783,7389,936
1510,4813,7320,960
1504,4829,7267,985
1593,4822,7197,1000
1572,4829,7145,1017
1411,4845,7081,1040
1367,4875,7023,1065
1531,4894,6936,1080
1709,4921,6861,1098
1677,4948,6786,1121
1572,4967,6739,1146
1592,4948,6676,1161
1709,4921,6617,1178
1723,4916,6543,1201
1641,4967,6495,1227
1628,5024,6446,1242
1777,5059,6414,1259
1980,5037,6365,1281
2119,5013,6333,1307
2134,5010,6298,1323
2051,5059,6292,1340
1938,5110,6282,1361
1914,5151,6292,1388
2019,5164,6288,1405
2188,5197,6292,1420
2304,5239,6280,1439
2324,5289,6292,1469
2243,5301,6304,1494
2119,5289,6333,1517
2069,5242,6344,1537
2188,5197,6374,1566
2366,5156,6403,1596
2393,5151,6455,1630
2228,5143,6490,1656
2119,5105,6536,1679
2256,4997,6570,1698
2529,4875,6617,1727
2670,4777,6650,1758
2598,4737,6698,1792
2418,4698,6735,1816
2256,4645,6780,1840
2142,4568,6809,1861
2119,4507,6861,1889
2215,4431,6904,1912
2393,4323,6942,1937
2510,4170,6939,1957
2461,4047,6942,1985
2241,3977,6950,2015
1983,3955,6983,2050
1824,3915,6989,2075
1846,3863,6983,2098
2002,3792,6953,2117
2188,3725,6942,2147
2265,3666,6921,2177
2188,3679,6901,2211
2033,3759,6856,2236
1983,3863,6820,2260
2107,3908,6775,2280
