II,V,PLETH
2004,3083,4621
2270,3492,5188
2004,3083,4515
1864,2870,4156
2004,3083,4462
2088,3211,4639
2004,3083,4409
1959,2999,4225
2052,3083,4303
2141,3135,4350
2147,3083,4249
2130,3049,4171
2147,3083,4196
2161,3101,4200
2147,3083,4143
2130,3071,4091
2147,3083,4090
2180,3087,4096
2195,3083,4090
2184,3080,4063
2195,3083,4037
2240,3080,4021
2290,3083,4037
2309,3080,4040
2338,3083,4037
2391,3080,4023
2434,3083,4037
2427,3080,4058
2434,3083,4090
2507,3080,4107
2624,3083,4143
2698,3080,4186
2720,3083,4249
2729,3080,4298
2768,3083,4356
2805,3080,4419
2815,3083,4515
2780,3080,4599
2720,3083,4674
2644,3080,4733
2577,3083,4834
2508,3080,4959
2434,3083,5099
2322,3080,5204
2195,3083,5312
2069,3080,5429
2004,3083,5577
1986,3080,5710
2004,3083,5843
2005,3080,5965
2004,3083,6109
1999,3080,6239
2004,3083,6374
2002,3080,6496
2004,3083,6640
2014,3080,6773
2052,3083,6905
2128,3080,7007
2290,3083,7118
2594,3080,7220
3102,3083,7330
3820,3080,7409
4724,3083,7490
5739,3080,7559
6776,3083,7649
7693,3080,7725
8303,3083,7808
8376,3080,7864
7778,3083,7915
6570,3080,7933
5058,3083,7968
3619,3080,8007
2529,3083,8074
1835,3080,8110
1431,3083,8127
1175,3080,8112
1002,3083,8127
908,3080,8148
907,3083,8180
955,3080,8177
1002,3083,8180
1008,3080,8174
1002,3083,8180
1009,3080,8152
1050,3083,8127
1082,3080,8091
1097,3083,8074
1087,3080,8039
1097,3083,8021
1116,3080,7991
1145,3083,7968
1148,3080,7911
1145,3083,7861
1140,3080,7801
1145,3083,7755
1145,3080,7691
1145,3083,7649
1156,3080,7596
1193,3083,7543
1229,3080,7453
1241,3083,7383
1229,3080,7322
1241,3083,7277
1283,3080,7195
1336,3083,7118
1376,3080,7046
1431,3083,7012
1504,3080,6959
1575,3083,6905
1617,3080,6836
1670,3083,6799
1756,3080,6764
1861,3083,6746
1939,3080,6711
2004,3083,6693
2086,3080,6664
2195,3083,6640
2298,3080,6582
2386,3083,6533
2472,3080,6489
2577,3083,6480
2670,3080,6458
2720,3083,6427
2722,3080,6365
2720,3083,6321
2726,3080,6282
2720,3083,6268
2665,3080,6238
2577,3083,6215
2479,3080,6180
2386,3083,6162
2287,3080,6130
2195,3083,6109
2106,3080,6074
2004,3083,6055
1865,3080,6024
1718,3083,6002
1598,3080,5967
1527,3083,5949
1478,3080,5920
1431,3083,5896
1364,3080,5858
1288,3083,5843
1221,3080,5821
1193,3083,5790
1191,3080,5726
1193,3083,5684
1172,3080,5653
1145,3083,5630
