II,V,ABP,RESP
4729,5153,4745,-1252
5404,5914,5349,-1412
4798,5337,4690,-1252
4426,5011,4337,-1178
4729,5337,4636,-1252
4936,5527,4797,-1261
4729,5337,4581,-1169
4545,5220,4453,-1129
4661,5337,4581,-1169
4758,5332,4638,-1165
4592,5061,4527,-1085
4370,4819,4448,-1015
4455,5061,4472,-1002
4960,6169,4464,-1008
5895,8465,4418,-1002
7376,11850,4404,-973
9459,15366,4418,-918
11650,17470,4393,-858
13092,17574,4363,-835
13386,17025,4360,-845
13092,17574,4363,-835
12972,18604,4330,-787
13092,17482,4308,-751
12842,13171,4304,-752
11858,8097,4308,-751
10310,5095,4277,-711
8636,4232,4254,-668
7109,3769,4249,-661
5895,3128,4254,-668
5070,2959,4224,-637
4661,3404,4199,-584
4514,3758,4192,-563
4455,3772,4199,-584
4373,3806,4172,-602
4318,4048,4145,-584
4291,4225,4132,-539
4250,4232,4145,-501
4151,4188,4143,-489
4113,4232,4145,-501
4144,4276,4144,-510
4181,4324,4145,-501
4123,4327,4116,-489
4113,4324,4090,-501
4201,4290,4076,-519
4318,4324,4090,-501
4303,4397,4093,-446
4250,4508,4090,-417
4250,4606,4080,-449
4318,4693,4090,-501
4334,4721,4095,-516
4318,4693,4090,-501
4308,4645,4058,-492
4318,4693,4036,-501
4303,4826,4024,-505
4318,4969,4036,-501
4377,5029,4036,-498
4455,5061,4036,-501
4489,5074,4028,-500
4524,5061,4036,-501
4565,5015,4035,-503
4592,5061,4036,-501
4574,5203,4027,-492
4592,5337,4036,-501
4661,5344,4039,-539
4729,5337,4036,-584
4727,5429,4004,-600
4729,5613,3981,-584
4784,5742,3970,-568
4867,5797,3981,-584
4883,5802,3981,-627
4867,5797,3981,-668
4874,5747,3974,-680
4935,5705,3981,-668
4963,5712,3978,-655
4935,5797,3981,-668
4879,5871,3974,-707
4867,5889,3981,-751
4853,5812,3978,-767
4798,5705,3981,-751
4716,5618,3973,-733
4729,5613,3981,-751
4817,5630,3980,-799
4867,5613,3981,-835
4796,5519,3966,-836
4729,5429,3981,-835
4727,5366,4017,-866
4729,5337,4090,-918
4649,5287,4174,-940
4592,5245,4308,-918
4618,5198,4478,-895
4661,5153,4690,-918
4618,5083,4898,-971
4592,5061,5127,-1002
4649,5092,5359,-997
4729,5153,5617,-1002
4726,5163,5860,-1041
4729,5153,6108,-1085
4796,5140,6346,-1094
4867,5153,6599,-1085
4835,5148,6825,-1083
4798,5153,7035,-1085
4825,5148,7217,-1077
4867,5153,7417,-1085
4809,5166,7612,-1124
4729,5245,7799,-1169
4724,5328,7940,-1179
4798,5337,8072,-1169
4845,5232,8186,-1163
4867,5153,8290,-1169
4873,5170,8336,-1169
4867,5245,8344,-1169
4800,5235,8317,-1171
4729,5153,8290,-1169
4700,5070,8225,-1158
4729,5061,8126,-1169
4742,5065,7984,-1209
4729,5061,7853,-1252
4710,5039,7719,-1263
4729,5061,7581,-1252
4723,5106,7408,-1245
4661,5153,7253,-1252
4575,5130,7111,-1255
4592,5061,6981,-1252
4683,4982,6814,-1249
4729,4969,6654,-1252
4655,5002,6502,-1253
4592,5061,6381,-1252
4613,5077,6241,-1250
4661,5061,6108,-1252
4628,5010,5966,-1252
4592,4969,5835,-1252
4616,4918,5687,-1251
4661,4877,5563,-1252
4611,4851,5445,-1251
4524,4877,5345,-1252
4488,4871,5225,-1251
4524,4785,5127,-1252
4538,4667,5035,-1251
4524,4693,4963,-1252
4487,4827,4871,-1251
4455,4877,4799,-1252
4427,4705,4735,-1251
4455,4508,4690,-1252
4489,4503,4626,-1251
4455,4693,4581,-1252
4346,4849,4544,-1251
4318,4877,4527,-1252
4395,4819,4491,-1251
4455,4785,4472,-1252
4388,4772,4462,-1252
4318,4785,4472,-1252
4335,4788,4465,-1250
4387,4785,4472,-1252
4357,4740,4487,-1253
4318,4693,4527,-1252
4339,4663,4552,-1248
4387,4693,4581,-1252
4357,4741,4602,-1257
4318,4785,4636,-1252
4355,4782,4658,-1240
4455,4785,4690,-1252
4471,4811,4714,-1293
4387,4877,4745,-1336
4296,4906,4763,-1346
4318,4877,4799,-1336
4400,4778,4844,-1329
4455,4693,4908,-1336
4445,4682,4944,-1338
4455,4785,4963,-1336
4497,4881,4969,-1332
4524,4877,5017,-1336
4481,4787,5078,-1336
4455,4785,5127,-1336
4482,4885,5125,-1334
4524,4969,5127,-1336
4493,4925,5142,-1335
4455,4877,5181,-1336
4467,4905,5203,-1334
4524,4969,5236,-1336
4536,4961,5265,-1335
4524,4969,5290,-1336
4511,5050,5282,-1334
4524,5153,5290,-1336
4538,5137,5314,-1336
4592,5061,5345,-1336
4649,5020,5324,-1332
4661,5061,5290,-1336
4602,5105,5269,-1339
4592,5153,5290,-1336
4674,5196,5299,-1328
4798,5245,5290,-1336
4870,5272,5255,-1348
4935,5337,5236,-1336
5010,5432,5210,-1290
5072,5521,5181,-1252
5084,5530,5137,-1245
5141,5521,5127,-1252
5256,5545,5129,-1249
5346,5613,5127,-1252
5303,5611,5074,-1263
5209,5521,5017,-1252
5152,5413,4975,-1206
5141,5429,4963,-1169
5102,5535,4936,-1168
5072,5613,4908,-1169
5071,5548,4874,-1131
5072,5429,4854,-1085
4987,5345,4822,-1074
4867,5337,4799,-1085
4763,5295,4769,-1063
4729,5245,4745,-1002
4685,5175,4707,-942
4661,5153,4690,-918
4662,5129,4683,-920
4729,5153,4690,-918
4775,5153,4668,-889
4798,5153,4636,-835
4759,5160,4597,-779
4729,5245,4581,-751
4753,5333,4556,-751
4867,5337,4527,-751
4899,5213,4484,-721
4729,5061,4472,-668
4473,4969,4471,-617
4455,5061,4472,-584
4755,5540,4441,-552
5346,6901,4418,-501
6462,9557,4407,-444
8499,13157,4418,-417
11100,16251,4399,-421
13092,17574,4363,-417
13590,17500,4318,-380
13092,17574,4308,-334
12768,18121,4308,-295
13092,17574,4308,-250
13361,14582,4279,-196
12749,10121,4254,-167
11186,6381,4239,-172
9322,4416,4254,-167
7697,3572,4259,-123
6443,3036,4254,-83
5474,2718,4222,-82
4867,2852,4199,-83
4651,3288,4185,-47
4661,3680,4199,0
4607,3831,4206,13
4455,3864,4199,0
4330,3924,4165,-3
4318,4048,4145,0
4323,4118,4137,-5
4318,4140,4145,0
4300,4152,4140,38
4318,4232,4145,83
4313,4259,4146,98
4318,4232,4145,83
4309,4178,4114,75
4318,4232,4090,83
4303,4329,4078,91
4318,4416,4090,83
4340,4449,4090,76
4387,4508,4090,83
4417,4605,4084,95
4455,4693,4090,83
4487,4700,4086,43
4524,4693,4090,0
4528,4719,4087,-13
4524,4785,4090,0
4527,4825,4083,10
4592,4877,4090,0
4674,4957,4093,-10
4729,5061,4090,0
4725,5117,4059,15
4729,5153,4036,0
4756,5187,4024,-45
4798,5245,4036,-83
4819,5284,4035,-91
4867,5337,4036,-83
4918,5410,4029,-83
4935,5521,4036,-83
4902,5618,4033,-77
4935,5705,4036,-83
5045,5757,4030,-120
5141,5797,4036,-167
5136,5825,4031,-184
5141,5889,4036,-167
5209,5950,4030,-151
5278,5981,4036,-167
5248,5965,4030,-210
5209,5981,4036,-250
5213,6005,4031,-263
5209,5981,4036,-250
5125,5874,4027,-236
5072,5797,4036,-250
5084,5763,4048,-292
5072,5705,4090,-334
4951,5553,4133,-347
4867,5429,4199,-334
4895,5381,4279,-321
4935,5337,4418,-334
4843,5192,4588,-373
4729,5061,4799,-417
4705,5029,5020,-435
4729,5061,5290,-417
4666,5025,5581,-397
4592,4969,5890,-417
4615,4948,6165,-468
4729,4969,6435,-501
4772,4958,6683,-497
4729,4969,6926,-501
4682,5012,7138,-540
4729,5061,7363,-584
4810,5051,7583,-594
4867,5061,7799,-584
4862,5108,7965,-583
4867,5153,8126,-584
4892,5110,8284,-576
4935,5061,8453,-584
4940,5074,8579,-625
4935,5153,8671,-668
4926,5181,8712,-676
4935,5153,8726,-668
4929,5119,8698,-667
4935,5153,8671,-668
4936,5182,8626,-659
4935,5153,8562,-668
4918,5071,8450,-709
4935,5061,8344,-751
4954,5116,8235,-760
4935,5153,8126,-751
4870,5101,7980,-749
4867,5061,7853,-751
4918,5065,7739,-745
4935,5061,7635,-751
4852,4990,7493,-788
4798,4969,7363,-835
4828,5025,7244,-849
4867,5061,7144,-835
4801,4969,7006,-824
4729,4877,6872,-835
4739,4864,6746,-844
4798,4877,6654,-835
4781,4815,6541,-821
4729,4785,6435,-835
4707,4835,6320,-877
4729,4877,6217,-918
4728,4787,6096,-928
4729,4693,5999,-918
4737,4706,5910,-912
4729,4785,5835,-918
4656,4768,5725,-921
4592,4693,5617,-918
4577,4655,5514,-915
4592,4693,5454,-918
4561,4706,5393,-920
4524,4693,5345,-918
4509,4675,5282,-914
4524,4693,5236,-918
4519,4697,5175,-922
4524,4693,5127,-918
4529,4679,5079,-912
4524,4693,5072,-918
4476,4696,5070,-929
4455,4693,5072,-918
4478,4676,5038,-876
4524,4693,5017,-835
4527,4705,5020,-822
4524,4693,5072,-835
4523,4658,5111,-841
4524,4693,5127,-835
4484,4764,5109,-828
4455,4785,5127,-835
4449,4714,5172,-840
4455,4693,5236,-835
4418,4749,5265,-826
4387,4785,5290,-835
4396,4717,5310,-847
4455,4693,5345,-835
4480,4780,5363,-790
4455,4877,5399,-751
4399,4841,5444,-742
4387,4785,5508,-751
4411,4810,5541,-753
4455,4877,5563,-751
4463,4872,5576,-755
4455,4877,5617,-751
4441,4932,5650,-716
4455,4969,5672,-668
4478,4903,5663,-648
4524,4877,5672,-668
4562,4961,5691,-688
4592,5061,5726,-668
4590,5027,5732,-618
4592,4969,5726,-584
4588,4989,5712,-584
4592,5061,5726,-584
4602,5063,5732,-550
4661,5061,5726,-501
4718,5103,5689,-481
4729,5153,5672,-501
4695,5135,5666,-520
4729,5153,5672,-501
4819,5245,5647,-453
4867,5337,5617,-417
4811,5330,5581,-412
4798,5337,5563,-417
4909,5421,5531,-394
5072,5521,5508,-334
5134,5523,5476,-273
5141,5521,5454,-250
5181,5568,5418,-257
5278,5613,5399,-250
5333,5561,5373,-212
5346,5521,5345,-167
5340,5557,5285,-130
5346,5613,5236,-83
5338,5571,5196,-28
5346,5521,5181,0
5355,5543,5152,-6
5346,5613,5127,0
5278,5595,5092,43
5209,5521,5072,83
5163,5448,5040,86
5141,5429,5017,83
5053,5376,4985,119
4935,5337,4963,167
4837,5306,4929,179
4867,5337,4908,167
4929,5338,4879,186
4935,5337,4854,250
4855,5311,4815,313
4867,5337,4799,334
4955,5358,4793,327
5004,5337,4799,334
4940,5287,4777,371
4935,5337,4745,417
4969,5416,4704,435
4867,5337,4690,417
4622,5113,4684,399
4592,5153,4690,417
4932,5781,4669,465
5552,7177,4636,501
6588,9555,4590,505
8499,12881,4581,501
11059,16033,4583,503
13092,17574,4581,501
13613,17556,4546,490
13092,17574,4527,501
12751,18132,4522,543
13092,17574,4527,584
13396,14430,4498,593
12817,9845,4472,584
11250,6174,4459,583
9322,4324,4472,584
7642,3496,4470,577
6443,3036,4472,584
5597,2975,4470,623
5004,3312,4472,668
4641,3666,4445,680
4524,3864,4418,668
4523,3995,4400,661
4524,4140,4418,668
4460,4211,4425,671
4387,4232,4418,668
4325,4256,4382,666
4318,4324,4363,668
4314,4339,4354,667
4318,4324,4363,668
4297,4282,4360,668
4318,4324,4363,668
4328,4408,4359,665
4318,4508,4363,668
4276,4519,4356,672
4318,4508,4363,668
4406,4526,4365,657
4455,4600,4363,668
4384,4662,4332,708
4318,4693,4308,751
4347,4687,4297,764
4455,4693,4308,751
4515,4715,4307,742
4524,4785,4308,751
4512,4845,4303,759
4524,4877,4308,751
4538,4887,4304,738
4592,4969,4308,751
4668,5085,4305,792
4729,5153,4308,835
4727,5131,4301,847
4729,5153,4308,835
4757,5248,4311,825
4798,5337,4308,835
4814,5326,4277,843
4867,5337,4254,835
4947,5450,4242,821
5004,5613,4254,835
4989,5682,4252,877
5004,5705,4254,918
5075,5767,4246,928
5141,5889,4254,918
5114,5962,4249,912
5072,5981,4254,918
5066,5971,4248,921
5072,5981,4254,918
5025,5980,4247,915
5004,5981,4254,918
5038,5951,4248,920
5072,5889,4254,918
5012,5782,4257,914
4935,5705,4308,918
4893,5658,4394,922
4867,5613,4527,918
4788,5491,4667,911
4729,5337,4854,918
4723,5205,5074,929
4729,5153,5345,918
4663,5115,5612,875
4592,5061,5890,835
4571,4983,6155,825
4592,4969,6435,835
4565,5007,6702,837
4524,5061,6981,835
4522,5062,7233,835
4592,5061,7472,835
4645,5059,7679,830
4661,5061,7908,835
4665,5038,8132,845
4729,5061,8344,835
4794,5113,8508,791
4798,5153,8671,751
4734,5134,8820,743
4729,5153,8944,751
4800,5212,9003,751
4867,5245,9053,751
4836,5184,9091,759
4798,5153,9108,751
4816,5196,9057,710
4867,5245,8999,668
4865,5196,8943,656
4867,5153,8890,668
4901,5185,8783,672
4935,5245,8671,668
4899,5211,8558,667
4867,5153,8453,668
4867,5138,8309,664
4867,5153,8181,668
4812,5108,8065,677
4798,5061,7962,668
4842,5049,7819,626
4867,5061,7690,584
4790,5042,7572,573
4729,5061,7472,584
4751,5093,7331,588
4798,5061,7199,584
4763,4933,7078,583
4729,4877,6981,584
4755,4932,6845,582
4798,4969,6708,584
4764,4869,6578,592
4729,4785,6490,584
4733,4815,6384,545
4729,4877,6272,501
4647,4831,6143,485
4592,4785,6054,501
4617,4823,5969,515
4661,4877,5890,501
4624,4800,5773,460
4592,4693,5672,417
4621,4687,5592,401
4661,4785,5563,417
4602,4821,5517,435
4524,4785,5454,417
4521,4749,5372,368
4592,4785,5345,334
4598,4808,5343,334
4524,4785,5345,334
4443,4744,5305,299
4455,4785,5290,250
4504,4857,5305,232
4524,4877,5345,250
4479,4809,5345,266
4455,4785,5345,250
4476,4833,5355,208
4524,4877,5399,167
4530,4824,5425,152
4524,4785,5454,167
4518,4818,5474,183
4524,4877,5508,167
4511,4868,5525,120
4524,4877,5563,83
4557,4933,5609,77
4592,4969,5672,83
4588,4908,5702,82
4592,4877,5726,83
4602,4926,5743,92
4592,4969,5781,83
4538,4905,5807,43
4524,4877,5835,0
4558,4962,5853,-12
4592,5061,5890,0
4573,5026,5918,6
4592,4969,5945,0
4670,4992,5942,-4
4729,5061,5945,0
4671,5059,5938,2
4592,5061,5945,0
4587,5111,5938,-2
4661,5153,5945,0
4708,5095,5943,1
4729,5061,5945,0
4732,5132,5917,0
4729,5245,5890,0
4703,5232,5855,0
4729,5153,5835,0
4802,5137,5804,1
4867,5245,5781,0
4858,5333,5748,-1
4867,5337,5726,0
4947,5294,5693,2
5072,5337,5672,0
5131,5439,5641,-4
5141,5521,5617,0
5152,5518,5581,6
5209,5521,5563,0
5252,5560,5537,-11
5278,5613,5508,0
5295,5611,5448,42
5346,5613,5399,83
5373,5624,5359,95
5346,5613,5345,83
5280,5539,5316,78
5278,5521,5290,83
5326,5603,5255,87
5346,5705,5236,83
5258,5665,5205,81
5141,5521,5181,83
5051,5376,5147,85
5004,5337,5127,83
4923,5323,5095,83
4867,5337,5072,83
4840,5325,5038,84
4867,5337,5017,83
4862,5322,4986,83
4867,5337,4963,83
4878,5331,4928,84
4935,5337,4908,83
4955,5332,4880,83
4935,5337,4854,83
4883,5328,4814,83
4867,5337,4799,83
4810,5302,4794,83
4661,5153,4799,83
4485,4947,4775,83
4524,5061,4745,83
4897,5910,4707,83
5689,7821,4690,83
7072,10831,4678,83
9185,14354,4690,83
11513,16935,4695,83
13092,17574,4690,83
13420,17171,4655,83
13092,17574,4636,83
12945,18547,4629,83
13092,17574,4636,83
12893,13352,4610,83
11926,8097,4581,83
10346,4806,4563,83
8636,3864,4581,83
7119,3584,4590,83
5963,3128,4581,83
5195,2954,4544,83
4798,3312,4527,83
4639,3701,4519,83
4592,3864,4527,83
4534,3974,4521,83
4455,4140,4527,83
4368,4217,4528,83
4318,4232,4527,83
4271,4266,4495,83
4250,4324,4472,83
4249,4281,4460,83
4318,4232,4472,83
4372,4207,4471,83
4387,4232,4472,83
4335,4241,4466,83
4318,4324,4472,83
4317,4432,4468,83
4318,4508,4472,83
4286,4525,4468,84
4318,4600,4472,83
4401,4726,4465,83
4455,4785,4472,83
4412,4712,4474,84
4387,4693,4472,83
4441,4815,4441,82
4524,4969,4418,83
4531,4988,4404,86
4524,4969,4418,83
4551,5004,4419,80
4592,5061,4418,83
4581,5043,4406,89
4592,5061,4418,83
4658,5185,4423,72
4729,5337,4418,83
4726,5362,4383,125
4729,5337,4363,167
4790,5383,4354,178
4867,5521,4363,167
4869,5629,4357,161
4867,5705,4363,167
4916,5783,4364,170
5004,5889,4363,167
5046,5954,4330,165
5072,5981,4308,167
5088,5976,4296,168
5072,5981,4308,167
4989,5976,4304,166
4935,5981,4308,167
4953,5952,4305,167
5004,5889,4308,167
4986,5783,4293,167
4935,5705,4308,167
4891,5655,4346,166
4867,5613,4418,167
4802,5497,4482,168
4729,5337,4581,167
4675,5195,4714,164
4661,5153,4908,167
4632,5130,5129,171
4592,5061,5399,167
4543,4958,5673,160
4524,4969,5945,167
4512,5051,6179,180
4524,5061,6435,167
4545,4934,6704,123
4592,4877,6981,83
4610,4963,7205,76
4592,5061,7417,83
4557,5013,7624,83
4592,4969,7853,83
4671,5042,8052,92
4729,5153,8235,83
4719,5127,8395,42
4729,5061,8562,0
4773,5072,8689,-10
4798,5153,8780,0
4749,5190,8829,3
4729,5245,8890,0
4786,5326,8932,5
4867,5337,8944,0
4872,5189,8892,-35
4867,5061,8835,-83
4898,5096,8778,-103
4935,5245,8726,-83
4883,5324,8624,-64
4798,5337,8508,-83
4740,5311,8386,-132
4729,5245,8290,-167
4713,5120,8161,-171
4729,5061,8017,-167
4770,5076,7858,-169
4798,5061,7744,-167
4760,4938,7636,-157
4729,4877,7526,-167
4728,4956,7379,-209
4729,5061,7253,-250
4682,5028,7137,-257
4661,4969,7035,-250
4692,4993,6895,-273
4729,5061,6763,-334
4677,5032,6637,-392
4592,4969,6544,-417
4553,4951,6432,-415
4592,4969,6326,-417
4616,4926,6209,-445
4592,4877,6108,-501
4538,4866,5989,-556
4524,4877,5890,-584
4526,4828,5795,-583
4524,4785,5726,-584
4502,4805,5641,-614
4524,4877,5563,-668
4568,4871,5471,-717
4592,4785,5399,-751
4552,4689,5327,-784
4524,4693,5290,-835
4524,4747,5256,-889
4524,4785,5236,-918
4474,4769,5196,-916
4455,4785,5181,-918
4488,4832,5172,-950
4524,4877,5181,-1002
4489,4893,5172,-1046
4455,4969,5181,-1085
4454,5064,5197,-1125
4455,5061,5236,-1169
4402,4904,5258,-1208
4387,4785,5290,-1252
4445,4806,5313,-1300
4524,4877,5345,-1336
4527,4838,5360,-1340
4524,4785,5399,-1336
